name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"6,003,000","6,002,000","1,772,000","191,000","191,000","266,000","191,000","479,000","1,164,000","1,151,000","1,113,000","1,075,000","1,010,000","1,031,000","1,031,000","950,000","1,017,000","1,012,000","1,009,000","1,007,000","1,005,000","1,004,000","1,003,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,001,000","1,001,000","1,001,000","1,001,000","1,001,000","1,002,000","1,001,000","1,001,000","1,000,000","1,002,000","1,000,000","1,018,000","1,000,000","1,000,000","1,045,000","1,001,000","1,503,000","2,004,000","4,211,000","32,484,000","3,512,000","4,013,000","4,515,000","5,035,000","5,520,000","6,023,000","6,535,000","7,035,000","7,539,000","8,038,000","8,540,000","9,044,000","9,547,000","10,046,000","10,546,000","11,054,000","11,550,000","12,043,000","12,550,000","13,052,000","13,557,000","14,056,000","14,646,000","15,046,000","15,291,000","15,850,000","16,252,000","17,093,000","17,577,000","18,074,000","18,595,000","19,086,000","19,585,000","20,160,000","20,647,000","21,133,000","21,713,000","22,718,000","23,096,000","23,500,000","23,900,000","24,500,000","25,111,000","209,800,000","221,000,000","232,100,000","243,024,000","249,700,000","256,100,000","262,600,000","269,030,000","278,000,000","286,900,000","295,800,000","304,670,000","313,700,000","322,600,000","331,500,000","340,311,000","374,000,000","390,700,000","407,100,000","437,800,000","467,200,000","491,000,000","514,700,000"
	CurrentAssets,"6,003,000","6,002,000","1,772,000","191,000","191,000","266,000","191,000","479,000","1,164,000","1,151,000","1,113,000","1,075,000","1,010,000","1,031,000","1,031,000","950,000","1,017,000","1,012,000","1,009,000","1,007,000","1,005,000","1,004,000","1,003,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,001,000","1,001,000","1,001,000","1,001,000","1,001,000","1,002,000","1,001,000","1,001,000","1,000,000","1,002,000","1,000,000","1,018,000","1,000,000","1,000,000","1,045,000","1,001,000","1,001,000","1,000,000","2,705,000","32,484,000","1,001,000","1,000,000","1,000,000","5,035,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"6,003,000","6,002,000","1,772,000","191,000","191,000","266,000","191,000","479,000","1,164,000","1,151,000","1,113,000","1,075,000","1,010,000","1,031,000","1,031,000","950,000","1,017,000","1,012,000","1,009,000","1,007,000","1,005,000","1,004,000","1,003,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,001,000","1,001,000","1,001,000","1,001,000","1,001,000","1,002,000","1,001,000","1,001,000","1,000,000","1,002,000","1,000,000","1,018,000","1,000,000","1,000,000","1,045,000","1,001,000","1,001,000","1,000,000","2,705,000","30,475,000","1,001,000","1,000,000","1,000,000","1,018,000","1,001,000","1,001,000","1,011,000","1,009,000","1,011,000","1,008,000","1,008,000","1,010,000","1,011,000","1,008,000","1,005,000","1,011,000","1,005,000","996,000","1,001,000","1,001,000","1,004,000","1,000,000","1,088,000","986,000","887,000","786,000","686,000","1,025,000","1,006,000","1,001,000","1,020,000","1,009,000","1,006,000","1,079,000","1,064,000","1,048,000","1,000,000","750,000","500,000",,,,"13,000",,,,,,,,,,,,,,,,,,,,,,,
			CashAndCashEquivalents,"6,003,000","6,002,000","1,772,000","191,000","191,000","266,000","191,000","479,000","1,164,000","1,151,000","1,113,000","1,075,000","1,010,000","1,031,000","1,031,000","950,000","1,017,000","1,012,000","1,009,000","1,007,000","1,005,000","1,004,000","1,003,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,002,000","1,001,000","1,001,000","1,001,000","1,001,000","1,001,000","1,002,000","1,001,000","1,001,000","1,000,000","1,002,000","1,000,000","1,018,000","1,000,000","1,000,000","1,045,000","1,001,000","1,001,000","1,000,000","2,705,000","30,475,000","1,001,000","1,000,000","1,000,000","1,018,000","1,001,000","1,001,000","1,011,000","1,009,000","1,011,000","1,008,000","1,008,000","1,010,000","1,011,000","1,008,000","1,005,000","1,011,000","1,005,000","996,000","1,001,000","1,001,000","1,004,000","1,000,000","1,088,000","986,000","887,000","786,000","686,000","1,025,000","1,006,000","1,001,000","1,020,000","1,009,000","1,006,000","1,079,000","1,064,000","1,048,000","1,000,000","750,000","500,000",,,,"13,000",,,,,,,,,,,,,,,,,,,,,,,
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","750,000","500,000",,,,"13,000",,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"786,000",,,"1,006,000","1,001,000",,"1,009,000",,"1,079,000","1,064,000","1,048,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","2,009,000","0","0","0","4,017,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","502,000","1,004,000","1,506,000","0","2,511,000","3,013,000","3,515,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","502,000","1,004,000","1,506,000",,"2,511,000","3,013,000","3,515,000",,"4,519,000","5,022,000","5,524,000","6,026,000","6,528,000","7,030,000","7,532,000","8,034,000","8,536,000","9,038,000","9,541,000","10,043,000","10,545,000","11,047,000","11,549,000","12,051,000","12,553,000","13,056,000","13,558,000","14,060,000","14,404,000","15,064,000","15,566,000","16,068,000","16,571,000","17,073,000","17,575,000","18,077,000","18,579,000","19,081,000","19,583,000","20,085,000","20,713,000","21,968,000","22,596,000",,,,"25,098,000",,,,"243,024,000",,,,"269,030,000",,,,"304,670,000",,,,"340,311,000",,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","502,000","1,004,000","1,506,000",,"2,511,000","3,013,000","3,515,000",,"4,519,000","5,022,000","5,524,000","6,026,000","6,528,000","7,030,000",,"8,034,000","8,536,000","9,038,000","9,541,000","10,043,000",,"11,047,000","11,549,000","12,051,000",,"13,056,000","13,558,000","14,060,000","14,404,000",,,"16,068,000","16,571,000","17,073,000","17,575,000","18,077,000","18,579,000","19,081,000","19,583,000","20,085,000","20,713,000","21,968,000",,,,,"25,098,000",,,,,,,,"269,030,000",,,,"304,670,000",,,,"340,311,000",,,,,,,
