name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014
NetNonOperatingInterestIncomeExpense,"-530,700,000","-129,700,000","-130,200,000","-137,100,000","-133,700,000","-126,400,000","-124,900,000","-129,900,000","-135,300,000","-143,300,000","-139,800,000","-123,900,000","-119,800,000","-115,700,000","-121,600,000","-110,200,000","-109,400,000","-102,500,000","-92,000,000","-99,300,000","-96,200,000","-94,300,000","-88,600,000","-95,300,000","-76,400,000","-54,100,000","-37,200,000","-38,900,000","-40,300,000","-38,500,000","-34,400,000","-36,200,000","-37,800,000"
	InterestExpenseNonOperating,"530,700,000","129,700,000","130,200,000","137,100,000","133,700,000","126,400,000","124,900,000","129,900,000","135,300,000","143,300,000","139,800,000","123,900,000","119,800,000","115,700,000","121,600,000","110,200,000","109,400,000","102,500,000","92,000,000","99,300,000","96,200,000","94,300,000","88,600,000","95,300,000","76,400,000","54,100,000","40,200,000","38,900,000","40,300,000","38,500,000","34,400,000","36,200,000","37,800,000"
OtherIncomeExpense,"-504,600,000","53,500,000","-659,900,000","103,100,000","-4,500,000","63,400,000","-58,300,000","-104,500,000","-452,100,000","-162,300,000","39,400,000","-266,900,000","-111,900,000","-69,200,000","-589,600,000","-28,300,000","-13,600,000","-66,900,000","-325,100,000","-415,600,000","-64,500,000","-23,400,000","-20,200,000","-46,400,000","-127,500,000","-62,500,000","-34,500,000","17,600,000","-35,500,000","31,700,000","-11,100,000","34,100,000","-3,900,000"
	GainOnSaleOfSecurity,"217,900,000","62,900,000","-13,700,000","155,800,000","12,900,000","89,500,000","3,300,000","-48,000,000","-159,900,000","-146,900,000","65,000,000","-59,400,000","-98,500,000","-36,800,000","-46,600,000","-7,500,000","-5,500,000","-25,600,000","-1,800,000","-35,100,000","-26,000,000","-12,800,000","-3,600,000","-47,100,000","-8,000,000","-57,100,000","-22,900,000","19,900,000","-30,100,000","37,000,000","2,600,000","46,700,000","-2,600,000"
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,"600,000","1,900,000","300,000",,,,,,,,,,,
	SpecialIncomeCharges,"-676,600,000","-4,600,000","-646,600,000","-11,600,000","-13,800,000","-25,500,000","-49,900,000","-56,700,000","-297,000,000","-22,200,000","-30,600,000","-211,800,000","-16,000,000","-20,500,000","-608,200,000","-8,800,000","-12,900,000","-46,700,000","-327,100,000","-380,700,000","-38,200,000","-13,400,000","-20,900,000","-7,200,000","-119,100,000","-5,700,000","-6,100,000","-2,800,000","-5,800,000","-5,100,000","-13,900,000","-13,200,000","-1,800,000"
		RestructuringAndMergernAcquisition,"33,900,000","2,700,000","8,400,000","9,600,000","13,200,000",,,"14,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"604,700,000","1,900,000","602,100,000","100,000","600,000",,,"1,000,000","277,000,000",,,,,"20,500,000","560,600,000","8,800,000","12,900,000","33,700,000","328,900,000","354,900,000","10,400,000","13,400,000","20,300,000","7,200,000","120,600,000","5,700,000","6,100,000","2,800,000","5,800,000","5,100,000","13,600,000","3,700,000","1,800,000"
		WriteOff,,,,,,"2,200,000",,,,"18,800,000","23,800,000","208,300,000","6,500,000","20,500,000","-47,400,000","8,800,000","12,900,000","33,700,000","328,900,000","354,900,000","10,400,000","13,400,000","20,300,000","7,200,000","120,600,000","5,700,000","6,100,000","2,800,000","5,800,000","5,100,000","13,600,000","3,700,000","1,800,000"
		OtherSpecialCharges,,,"32,000,000","1,900,000",,"23,300,000","0","41,700,000",,"3,400,000","6,800,000","3,500,000","9,500,000",,"-4,400,000",,,"13,000,000","-1,800,000","25,800,000","27,800,000","500,000","600,000","-5,700,000","-1,500,000","1,800,000","7,700,000","1,600,000","-400,000","200,000","300,000","9,500,000","-500,000"
	OtherNonOperatingIncomeExpenses,"-45,900,000","-4,800,000","400,000","-41,100,000","-3,600,000","-600,000","-11,700,000","200,000","4,800,000","6,800,000","5,000,000","4,300,000","2,600,000","-11,900,000","65,200,000","-12,000,000","4,800,000","5,400,000","6,600,000","-400,000","-2,200,000","2,500,000","4,300,000","7,900,000","-400,000","300,000","-5,500,000","500,000","400,000","-200,000","200,000","600,000","500,000"
PretaxIncome,"-304,100,000","116,700,000","-570,100,000","113,100,000","39,000,000","117,400,000","-30,000,000","-132,800,000","-496,400,000","-179,000,000","90,000,000","-252,100,000","-81,700,000","-36,800,000","-570,400,000","9,100,000","14,100,000","-37,500,000","-331,800,000","-361,500,000","8,400,000","33,700,000","52,700,000","4,300,000","-104,200,000","-50,900,000","-2,300,000","48,400,000","-4,100,000","50,300,000","19,400,000","59,900,000","22,700,000"
TaxProvision,"183,500,000","23,500,000","84,400,000","39,100,000","38,000,000","28,000,000","4,100,000","-42,800,000","3,800,000","5,600,000","50,300,000","-182,400,000","29,500,000","4,400,000","-35,200,000","27,900,000","41,600,000","16,800,000","90,200,000","-17,900,000","30,600,000","44,600,000","58,000,000","72,600,000","10,500,000","-12,000,000","7,800,000","18,300,000","-1,400,000","15,900,000","11,700,000","2,100,000","10,400,000"
NetIncomeCommonStockholders,"-445,600,000","83,600,000","-610,500,000","78,200,000","4,400,000","87,800,000","-28,900,000","-84,600,000","-393,000,000","-180,700,000","42,300,000","35,300,000","-116,000,000","-41,700,000","-233,000,000","-25,500,000","-42,200,000","-44,500,000","-381,900,000","-331,200,000","-37,700,000","-27,300,000","-12,700,000","-81,800,000","-102,800,000","-38,500,000","-13,200,000","30,400,000","-5,900,000","32,600,000","7,900,000","57,300,000","11,100,000"
	NetIncome,"-445,600,000","83,600,000","-610,500,000","78,200,000","4,400,000","87,800,000","-28,900,000","-84,600,000","-393,000,000","-180,700,000","42,300,000","35,300,000","-116,000,000","-41,700,000","-233,000,000","-25,500,000","-42,200,000","-44,500,000","-381,900,000","-331,200,000","-37,700,000","-27,300,000","-12,700,000","-81,800,000","-122,500,000","-38,500,000","-13,200,000","30,400,000","-5,900,000","32,600,000","7,900,000","57,300,000","11,100,000"
		NetIncomeIncludingNoncontrollingInterests,"-487,600,000","93,200,000","-654,500,000","74,000,000","1,000,000","89,400,000","-34,100,000","-90,000,000","-500,200,000","-184,600,000","39,700,000","-69,700,000","-111,200,000","-41,200,000","-535,200,000","-18,800,000","-27,500,000","-54,300,000","-422,000,000","-343,600,000","-22,200,000","-10,900,000","-5,300,000","-68,300,000","-114,700,000","-38,900,000","-10,100,000","30,100,000","-2,700,000","34,400,000","7,700,000","57,800,000","12,300,000"
			NetIncomeContinuousOperations,"-487,600,000","93,200,000","-654,500,000","74,000,000","1,000,000","89,400,000","-34,100,000","-90,000,000","-500,200,000","-184,600,000","39,700,000","-69,700,000","-111,200,000","-41,200,000","-535,200,000","-18,800,000","-27,500,000","-54,300,000","-422,000,000","-343,600,000","-22,200,000","-10,900,000","-5,300,000","-68,300,000","-114,700,000","-38,900,000","-10,100,000","30,100,000","-2,700,000","34,400,000","7,700,000","57,800,000","12,300,000"
		MinorityInterests,"42,000,000","-9,600,000","44,000,000","4,200,000","3,400,000","-1,600,000","5,200,000","5,400,000","107,200,000","3,900,000","2,600,000","105,000,000","-4,800,000","-500,000","302,200,000","-6,700,000","-14,700,000","9,800,000","40,100,000","12,400,000","-15,500,000","-16,400,000","-7,400,000","-13,500,000","-7,800,000","400,000","-3,100,000","300,000","-3,200,000","-1,800,000","200,000","-500,000","-1,200,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,"0",,"-19,700,000",,,,,,,,
AverageDilutionEarnings,,"6,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-445,400,000","89,700,000","-610,500,000","78,200,000","4,400,000","87,800,000","-28,900,000","-84,600,000","-393,000,000","-180,700,000","42,300,000","35,300,000","-116,000,000","-41,700,000","-233,000,000","-25,500,000","-42,200,000","-44,500,000","-381,900,000","-331,200,000","-37,700,000","-27,300,000","-12,700,000","-81,800,000","-102,800,000","-38,500,000","-13,200,000","30,400,000","-5,900,000","32,600,000","7,900,000","57,300,000","11,100,000"
BasicEPS,,"0.37",,"0.34","0.02","0.38",,"-0.46","-2.036","-0.938",,"0.18","-0.606","-0.218",,"-0.142","-0.237","-0.246",,"-1.828","-0.208","-0.152",,"-0.445","-1.932","-0.834",,"0.654","-0.127","0.704",,"1.237","0.24"
DilutedEPS,,"0.36",,"0.33","0.02","0.37",,"-0.46","-2.036","-0.938",,"0.18","-0.606","-0.218",,"-0.142","-0.237","-0.246",,"-1.828","-0.208","-0.152",,"-0.445","-1.932","-0.834",,"0.654","-0.127","0.704",,"1.237","0.24"
BasicAverageShares,,"228,274,215",,"232,801,996","233,960,795","232,410,514",,"185,380,797","192,728,589","192,234,734",,"191,716,851","191,627,610","191,133,935",,"180,937,078","180,831,723","180,781,354",,"180,859,069","181,672,241","182,378,469",,"183,783,943","53,166,459","46,384,106",,"46,354,584","46,303,100","46,303,100",,"46,303,100","46,303,100"
DilutedAverageShares,,"249,501,352",,"253,429,864","234,800,020","252,970,163",,"185,380,797","192,728,589","192,234,734",,"192,091,480","191,627,610","191,133,935",,"180,937,078","180,831,723","180,781,354",,"180,859,069","181,672,241","182,378,469",,"183,783,943","53,166,459","46,384,106",,"46,696,769","46,303,100","46,303,100",,"46,303,100","46,303,100"
TotalOperatingIncomeAsReported,"88,500,000","188,300,000","-394,600,000","137,400,000","160,200,000","178,200,000","103,300,000","86,600,000","-206,000,000","107,800,000","166,700,000","-69,700,000","143,500,000","113,300,000","-384,900,000","138,800,000","124,200,000","98,300,000","-243,600,000","-201,500,000","158,700,000","138,000,000","141,200,000","138,800,000","-20,900,000","60,000,000","63,300,000","66,900,000","65,900,000","52,000,000","51,300,000","58,300,000","62,600,000"
TotalExpenses,"4,121,300,000","1,025,800,000","1,059,100,000","1,044,900,000","990,800,000","979,500,000","944,500,000","786,900,000","756,200,000","804,400,000","784,200,000","828,100,000","832,900,000","794,600,000","807,700,000","777,600,000","785,000,000","778,000,000","764,800,000","754,700,000","751,800,000","759,500,000","761,400,000","748,100,000","503,200,000","238,200,000","239,900,000","239,100,000","239,700,000","230,700,000","233,300,000","238,000,000","242,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-445,600,000","83,600,000","-610,500,000","78,200,000","4,400,000","87,800,000","-28,900,000","-84,600,000","-393,000,000","-180,700,000","42,300,000","35,300,000","-116,000,000","-41,700,000","-233,000,000","-25,500,000","-42,200,000","-44,500,000","-381,900,000","-331,200,000","-37,700,000","-27,300,000","-12,700,000","-81,800,000","-122,500,000","-38,500,000","-13,200,000","30,400,000","-5,900,000","32,600,000","7,900,000","57,300,000","11,100,000"
NormalizedIncome,"-170,380,000","37,039,931.448","-128,481,000","-16,106,800","5,057,000","39,064,054.514","5,118,000","-13,613,400","-59,463,000","-57,257,000","17,188,000","233,276,000","-32,415,000","129,000","381,391,584.853","-13,438,000","-28,584,000","9,002,000","-136,869,500","64,011,286.307","10,129,000","-7,781,000","5,920,000","-40,532,000","-25,904,000","9,494,499.018","9,275,000","19,765,495.868","17,741,463.415","10,783,697.813","16,940,000","24,974,457.429","14,620,000"
InterestExpense,"530,700,000","129,700,000","130,200,000","137,100,000","133,700,000","126,400,000","124,900,000","129,900,000","135,300,000","143,300,000","139,800,000","123,900,000","119,800,000","115,700,000","121,600,000","110,200,000","109,400,000","102,500,000","92,000,000","99,300,000","96,200,000","94,300,000","88,600,000","95,300,000","76,400,000","54,100,000","40,200,000","38,900,000","40,300,000","38,500,000","34,400,000","36,200,000","37,800,000"
NetInterestIncome,"-530,700,000","-129,700,000","-130,200,000","-137,100,000","-133,700,000","-126,400,000","-124,900,000","-129,900,000","-135,300,000","-143,300,000","-139,800,000","-123,900,000","-119,800,000","-115,700,000","-121,600,000","-110,200,000","-109,400,000","-102,500,000","-92,000,000","-99,300,000","-96,200,000","-94,300,000","-88,600,000","-95,300,000","-76,400,000","-54,100,000","-37,200,000","-38,900,000","-40,300,000","-38,500,000","-34,400,000","-36,200,000","-37,800,000"
EBIT,"226,600,000","246,400,000","-439,900,000","250,200,000","172,700,000","243,800,000","94,900,000","-2,900,000","-361,100,000","-35,700,000","229,800,000","-128,200,000","38,100,000","78,900,000","-448,800,000","119,300,000","123,500,000","65,000,000","-239,800,000","-262,200,000","104,600,000","128,000,000","141,300,000","99,600,000","-27,800,000","3,200,000","37,900,000","87,300,000","36,200,000","88,800,000","53,800,000","96,100,000","60,500,000"
EBITDA,"1,162,300,000"
ReconciledCostOfRevenue,"1,208,500,000","302,200,000","343,100,000","291,000,000","275,700,000","280,200,000","265,800,000","189,700,000","179,700,000","210,800,000","216,500,000","218,500,000","226,400,000","227,800,000","237,300,000","218,300,000","218,400,000","215,800,000","216,300,000","213,500,000","224,500,000","221,900,000","-56,400,000","359,000,000","240,300,000","134,300,000","133,700,000","136,100,000","136,700,000","128,800,000","-81,600,000","134,200,000","135,400,000"
ReconciledDepreciation,"935,700,000","214,100,000","211,300,000","253,500,000","254,000,000","245,900,000","253,100,000","231,600,000","216,400,000","213,500,000","205,700,000","226,000,000","222,000,000","217,300,000","215,100,000","204,800,000","207,600,000","202,300,000","207,200,000","199,700,000","192,900,000","193,900,000","208,200,000","200,700,000","126,100,000","52,300,000","55,600,000","54,300,000","54,300,000","52,200,000","58,700,000","54,100,000","52,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-445,600,000","83,600,000","-610,500,000","78,200,000","4,400,000","87,800,000","-28,900,000","-84,600,000","-393,000,000","-180,700,000","42,300,000","35,300,000","-116,000,000","-41,700,000","-233,000,000","-25,500,000","-42,200,000","-44,500,000","-381,900,000","-331,200,000","-37,700,000","-27,300,000","-12,700,000","-81,800,000","-122,500,000","-38,500,000","-13,200,000","30,400,000","-5,900,000","32,600,000","7,900,000","57,300,000","11,100,000"
TotalUnusualItemsExcludingGoodwill,"-458,700,000","58,300,000","-660,300,000","144,200,000","-900,000","64,000,000","-46,600,000","-104,700,000","-456,900,000","-169,100,000","34,400,000","-271,200,000","-114,500,000","-57,300,000","-654,800,000","-16,300,000","-18,400,000","-72,300,000","-328,900,000","-415,800,000","-64,200,000","-26,200,000","-24,500,000","-54,300,000","-127,100,000","-62,800,000","-29,000,000","17,100,000","-35,900,000","31,900,000","-11,300,000","33,500,000","-4,400,000"
TotalUnusualItems,"-458,700,000","58,300,000","-660,300,000","144,200,000","-900,000","64,000,000","-46,600,000","-104,700,000","-456,900,000","-169,100,000","34,400,000","-271,200,000","-114,500,000","-57,300,000","-654,800,000","-16,300,000","-18,400,000","-72,300,000","-328,900,000","-415,800,000","-64,200,000","-26,200,000","-24,500,000","-54,300,000","-127,100,000","-62,800,000","-29,000,000","17,100,000","-35,900,000","31,900,000","-11,300,000","33,500,000","-4,400,000"
NormalizedEBITDA,"1,621,000,000","402,200,000","431,700,000","359,500,000","427,600,000","425,700,000","394,600,000","333,400,000","312,200,000","346,900,000","401,100,000","369,000,000","374,600,000","353,500,000","421,100,000","340,400,000","349,500,000","339,600,000","296,300,000","353,300,000","361,700,000","348,100,000","374,000,000","354,600,000","225,400,000","118,300,000","122,500,000","124,500,000","126,400,000","109,100,000","123,800,000","116,700,000","116,900,000"
TaxRateForCalcs,"0.4","0.201","0.27","0.346","0.27","0.239","0.27","0.322","0.27","0.27","0.27","0.27","0.27","0.27","0.062","0.26","0.26","0.26","0.255","0.05","0.255","0.255","0.24","0.24","0.24","0.236","0.225","0.378","0.341","0.316","0.2","0.035","0.2"
TaxEffectOfUnusualItems,"-183,480,000","11,739,931.448","-178,281,000","49,893,200","-243,000","15,264,054.514","-12,582,000","-33,713,400","-123,363,000","-45,657,000","9,288,000","-73,224,000","-30,915,000","-15,471,000","-40,408,415.147","-4,238,000","-4,784,000","-18,798,000","-83,869,500","-20,588,713.693","-16,371,000","-6,681,000","-5,880,000","-13,032,000","-30,504,000","-14,805,500.982","-6,525,000","6,465,495.868","-12,258,536.585","10,083,697.813","-2,260,000","1,174,457.429","-880,000"
