name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"326,180,000","80,335,000","81,690,000","89,169,000","74,986,000","45,492,000","51,609,000","48,263,000","53,620,000","71,655,000","76,113,000","81,643,000","81,358,000","81,982,000","0","0","0","0","0","0"
	OperatingRevenue,"326,180,000","80,335,000","81,690,000","89,169,000","74,986,000","45,492,000","51,609,000","48,263,000","53,620,000","71,655,000","76,113,000","81,643,000","81,358,000","81,982,000","0","0","0","0","0","0"
CostOfRevenue,"208,375,000","52,419,000","52,478,000","55,561,000","47,917,000","34,031,000","41,515,000","36,545,000","45,426,000","44,508,000","44,582,000","43,087,000","42,186,000","44,228,000",,,,,,
GrossProfit,"117,805,000","27,916,000","29,212,000","33,608,000","27,069,000","11,461,000","10,094,000","11,718,000","8,194,000","27,147,000","31,531,000","38,556,000","39,172,000","37,754,000",,,,,,
OperatingExpense,"64,212,000","15,535,000","15,535,000","16,926,000","16,217,000","15,574,000","12,652,000","12,666,000","14,645,000","14,106,000","13,528,000","15,162,000","14,741,000","48,515,000","1,142,042","299,175","176,468","150,263","3,806","5,000"
	SellingGeneralAndAdministration,"46,888,000","11,759,000","10,626,000","12,827,000","11,677,000","11,332,000","9,529,000","8,508,000","10,101,000","9,990,000","9,647,000","11,141,000","10,925,000","44,752,000","1,142,042","299,175","176,468","150,263","3,806","5,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"1,142,042","299,175","176,468","150,263","3,806","5,000"
			OtherGandA,,,,,,,,,,,,,,,"1,142,042","299,175","176,468","150,263","3,806","5,000"
	DepreciationAmortizationDepletionIncomeStatement,"16,909,000","3,995,000","4,810,000","4,008,000","4,096,000","3,996,000","3,094,000","4,341,000","4,098,000","4,116,000","3,881,000","4,021,000","3,816,000","3,763,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,"16,909,000","3,995,000","4,810,000","4,008,000","4,096,000","3,996,000","3,094,000","4,341,000","4,098,000","4,116,000","3,881,000","4,021,000","3,816,000","3,763,000",,,,,,
	OtherOperatingExpenses,"415,000","-219,000","99,000","91,000","444,000","246,000","29,000","-183,000","446,000",,,,,,,,,,,
OperatingIncome,"53,593,000","12,381,000","13,677,000","16,682,000","10,852,000","-4,113,000","-2,558,000","-948,000","-6,451,000","13,041,000","18,003,000","23,394,000","24,431,000","-10,761,000","-1,142,042","-299,175","-176,468","-150,263","-3,806","-5,000"
NetNonOperatingInterestIncomeExpense,"-38,427,000","-9,572,000","-9,646,000","-9,465,000","-9,744,000","-9,849,000","-9,921,000","-9,913,000","-10,178,000","-10,022,000","-9,345,000","-10,172,000","-9,853,000","-4,031,000","1,778,979","2,504,515","1,345,994","900,125",,"0"
	InterestIncomeNonOperating,,,,,,,,,,,,"0",,,"1,778,979","2,504,515","1,345,994","900,125",,"0"
	InterestExpenseNonOperating,"34,003,000","8,436,000","8,528,000","8,368,000","8,671,000","8,798,000","8,885,000","8,897,000","9,183,000","9,118,000","8,361,000","9,203,000","9,853,000","4,031,000",,,,,,
	TotalOtherFinanceCost,"4,424,000","1,136,000","1,118,000","1,097,000","1,073,000","1,051,000","1,036,000","1,016,000","995,000","904,000","984,000","969,000","9,853,000","4,031,000",,,,,,
OtherIncomeExpense,"-1,654,000","-1,227,000","533,000","1,120,000","-2,080,000","-640,000","-29,000",,,"1,015,000","-6,547,000","-363,000","123,000","-1,037,000",,,,,,
	GainOnSaleOfSecurity,"-1,654,000","-1,227,000","533,000","1,120,000","-2,080,000","-640,000",,,,,"46,000","77,000",,,,,,,,
	SpecialIncomeCharges,,,,,,,"0","0","0","0","0","0","0","-1,075,000",,,,,,
		RestructuringAndMergernAcquisition,,,,,,,"0","0","0","0","0","0","0","168,000",,,,,,
		OtherSpecialCharges,,,,,,,,,,,"0",,,"907,000",,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,"-29,000",,,"1,015,000","-6,593,000","-440,000","123,000","38,000",,,,,,
PretaxIncome,"13,512,000","1,582,000","4,564,000","8,337,000","-972,000","-14,602,000","-12,479,000","-10,861,000","-16,629,000","4,034,000","2,111,000","12,859,000","14,701,000","-15,829,000","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
TaxProvision,"4,456,000","1,088,000","1,765,000","1,662,000","-60,000","-1,464,000","-3,268,000","-2,991,000","-2,429,000","233,000","2,045,000","3,290,000","4,121,000","-1,850,000",,,,,,
NetIncomeCommonStockholders,"9,056,000","494,000","2,799,000","6,675,000","-912,000","-13,138,000","-9,211,000","-7,870,000","-14,200,000","3,801,000","66,000","9,569,000","10,580,000","-13,979,000","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
	NetIncome,"9,056,000","494,000","2,799,000","6,675,000","-912,000","-13,138,000","-9,211,000","-7,870,000","-14,200,000","3,801,000","66,000","9,569,000","10,580,000","-13,979,000","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
		NetIncomeIncludingNoncontrollingInterests,"9,056,000","494,000","2,799,000","6,675,000","-912,000","-13,138,000","-9,211,000","-7,870,000","-14,200,000","3,801,000","66,000","9,569,000","10,580,000","-13,979,000","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
			NetIncomeContinuousOperations,"9,056,000","494,000","2,799,000","6,675,000","-912,000","-13,138,000","-9,211,000","-7,870,000","-14,200,000","3,801,000","66,000","9,569,000","10,580,000","-13,979,000","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
DilutedNIAvailtoComStockholders,"9,056,000","494,000","2,799,000","6,675,000","-912,000","-13,138,000","-9,211,000","-7,870,000","-14,200,000","3,801,000","66,000","9,569,000","10,580,000","-13,979,000","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
BasicEPS,,"0.01","0.03","0.07","-0.01","-0.14","-0.1","-0.08","-0.15","0.04","0.001","0.1","0.11","-0.18",,"0.08","0.04","0.03",,"-0"
DilutedEPS,,"0.01","0.03","0.07","-0.01","-0.14","-0.1","-0.08","-0.15","0.04","0.001","0.1","0.11","-0.18",,"0.054","0.04","0.03",,"-0"
BasicAverageShares,,"96,936,785","96,822,653","96,814,970","96,545,441","96,168,425","96,155,017","96,138,459","96,003,079","95,849,854","97,835,525","100,102,641","100,217,035","79,589,905",,"40,625,000","40,625,000","40,625,000",,"40,625,000"
DilutedAverageShares,,"96,936,785","96,822,653","96,814,970","96,545,441","96,168,425","96,155,017","96,138,459","96,003,079","95,849,854","97,835,525","100,102,641","100,217,035","79,589,905",,"40,625,000","40,625,000","40,625,000",,"40,625,000"
TotalOperatingIncomeAsReported,"53,593,000","12,381,000","13,677,000","16,682,000","10,852,000","-4,113,000","-2,558,000","-948,000","-6,451,000","14,056,000","11,456,000","23,031,000","24,554,000","-10,891,000","-1,142,042","-299,175","-176,468","-150,263","-3,806","-5,000"
RentExpenseSupplemental,,,,,,,"1,979,000","2,560,000","1,701,000","2,604,000","2,747,000","2,395,000","2,490,000","2,318,000",,,,,,
TotalExpenses,"272,587,000","67,954,000","68,013,000","72,487,000","64,134,000","49,605,000","54,167,000","49,211,000","60,071,000","58,614,000","58,110,000","58,249,000","56,927,000","92,743,000","1,142,042","299,175","176,468","150,263","3,806","5,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"9,056,000","494,000","2,799,000","6,675,000","-912,000","-13,138,000","-9,211,000","-7,870,000","-14,200,000","3,801,000","66,000","9,569,000","10,580,000","-13,979,000","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
NormalizedIncome,"10,164,542.333","1,230,200","2,472,122.918","5,777,880","1,039,040","-12,562,000","-9,211,000","-7,870,000","-14,200,000","3,801,000","32,420","9,511,704.3","10,580,000","-13,029,775","636,937","2,205,340","1,169,526","749,862","-3,806","-5,000"
InterestIncome,,,,,,,,,,,,"0",,,"1,778,979","2,504,515","1,345,994","900,125",,"0"
InterestExpense,"34,003,000","8,436,000","8,528,000","8,368,000","8,671,000","8,798,000","8,885,000","8,897,000","9,183,000","9,118,000","8,361,000","9,203,000","9,853,000","4,031,000",,,,,,
NetInterestIncome,"-38,427,000","-9,572,000","-9,646,000","-9,465,000","-9,744,000","-9,849,000","-9,921,000","-9,913,000","-10,178,000","-10,022,000","-9,345,000","-10,172,000","-9,853,000","-4,031,000","1,778,979","2,504,515","1,345,994","900,125",,"0"
EBIT,"47,515,000","10,018,000","13,092,000","16,705,000","7,699,000","-5,804,000","-3,594,000","-1,964,000","-7,446,000","13,152,000","10,472,000","22,062,000","24,431,000","-10,761,000","-1,142,042","-299,175","-176,468","-150,263","-3,806","-5,000"
EBITDA,"118,394,000"
ReconciledCostOfRevenue,"154,405,000","39,619,000","39,511,000","41,267,000","34,008,000","21,592,000","28,708,000","24,540,000","33,169,000","31,612,000","32,244,000","31,865,000","32,226,000","34,327,000",,,,,,
