name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
				AllowanceForDoubtfulAccountsReceivable,"-30,591,000","-40,965,000","-28,962,000","-20,478,000","-26,516,000","-37,777,000","-35,325,000","-25,084,000","-21,146,000","-26,438,000","-13,540,000","-10,045,000","-18,824,000","-21,705,000","-14,019,000","-9,742,000","-33,462,000","-41,913,000","-37,802,000","-27,385,000","-32,354,000","-35,478,000","-30,830,000","-31,418,000","-30,195,000","-38,849,000","-24,526,000","-18,762,000","-18,218,000",,,"-12,520,000","-15,569,000","-25,068,000","-16,740,000","-12,474,000","-15,651,000","-25,086,000","-19,207,000","-9,275,000","-13,081,000","-21,692,000","-15,502,000","-6,737,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"18,243,000","14,052,000","13,815,000","3,838,000","6,310,000","10,456,000","11,356,000","15,003,000","8,151,000","8,122,000","5,493,000","3,839,000","2,340,000","2,532,000","1,731,000","2,405,000","2,176,000","8,378,000","12,176,000","37,392,000","24,786,000","6,517,000","18,312,000","29,502,000","23,456,000","0","23,187,000","35,939,000","15,170,000",,"4,302,000","17,070,000",,,"14,194,000","22,899,000","7,702,000",,"16,837,000","16,858,000",,,,"16,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"506,796,000","550,749,000","636,270,000","457,704,000","278,242,000","305,298,000","484,138,000","434,974,000","311,620,000","365,946,000","558,875,000","473,394,000","278,842,000","342,043,000","514,927,000","435,564,000","299,602,000","396,309,000","555,560,000","441,648,000","298,851,000","373,502,000","578,027,000","469,163,000","299,911,000","370,608,000","595,006,000","373,622,000","238,911,000","293,905,000","481,651,000","355,979,000","211,519,000","260,791,000","444,595,000","362,060,000","257,096,000","300,173,000","486,168,000","346,257,000","208,453,000","253,270,000","356,873,000","210,044,000","107,118,000","124,995,000","197,313,000","120,460,000","68,824,000","85,356,000","187,758,000","145,644,000","66,399,000","92,740,000","157,933,000","112,802,000","49,441,000","51,776,000","88,050,000","66,256,000","34,157,000","32,375,000","51,530,000","45,246,000","31,281,000","33,374,000","66,768,000","66,672,000","45,446,000","30,260,000","27,030,000","19,596,000","17,657,000","18,004,000","22,432,000","22,957,000","16,713,000","17,067,000","18,058,000","16,775,000","15,355,000","18,425,000","11,775,000","12,465,000","15,440,000","17,146,000","14,630,000","12,288,000","18,383,000","18,100,000","16,900,000","16,400,000","24,400,000","23,700,000","16,500,000","16,500,000","19,300,000","19,000,000","14,300,000","13,900,000","21,300,000","24,900,000","21,300,000","16,100,000","17,600,000","19,600,000","19,000,000","18,000,000","17,400,000","23,400,000","16,900,000","10,800,000","12,700,000","13,200,000","9,700,000"
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,355,000","18,425,000",,"12,465,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,"527,531,000",,"656,969,000","477,145,000","297,874,000",,,"452,733,000","323,847,000","379,098,000","569,824,000","482,202,000","288,565,000","352,385,000","523,063,000","444,148,000","308,622,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-20,735,000",,"-20,699,000","-19,441,000","-19,632,000",,,"-17,759,000","-12,227,000","-13,152,000","-10,949,000","-8,808,000","-9,723,000","-10,342,000","-8,136,000","-8,584,000","-9,020,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"25,610,000","28,231,000","26,611,000","28,048,000","16,924,000","21,117,000","19,866,000","18,286,000","17,760,000","19,110,000","23,334,000","20,470,000","19,901,000","17,505,000","21,160,000","21,166,000","17,639,000","18,104,000","19,102,000","18,544,000","15,996,000","17,400,000","20,454,000","17,051,000","18,249,000","17,783,000","18,110,000","18,579,000","15,141,000","14,934,000","16,663,000","13,319,000","12,067,000","14,980,000","15,692,000","13,058,000","11,115,000","14,092,000","13,949,000","13,397,000","11,086,000","8,697,000","62,391,000","21,284,000","19,475,000","16,846,000","7,921,000","6,725,000","7,369,000","7,210,000","3,635,000","4,849,000","5,045,000","3,691,000","5,171,000","4,807,000","5,669,000","3,276,000","2,935,000","2,877,000","2,447,000","2,199,000","2,239,000","2,067,000","1,748,000","1,364,000","1,514,000","1,366,000","1,256,000","1,491,000","1,287,000","1,197,000","1,088,000","694,000","566,000","685,000","719,000","783,000","1,283,000","1,139,000","1,055,000","1,694,000","1,135,000","1,191,000","1,606,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000","200,000","200,000","300,000","300,000","300,000","300,000","300,000","440,000","433,000","433,000","250,000","250,000","250,000","250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,"0","8,556,000","13,808,000","14,414,000","14,066,000","20,967,000","20,742,000","22,421,000","21,871,000","19,881,000","17,756,000","16,685,000","16,557,000","17,290,000","15,038,000","14,409,000","14,414,000","14,414,000","12,002,000","12,002,000","12,002,000","12,002,000","9,712,000","9,712,000","9,712,000","9,712,000","13,317,000","13,324,000","13,317,000","13,324,000","5,959,000","5,960,000","5,964,000","5,964,000","4,386,000","4,386,000","4,386,000","4,386,000","5,949,000","5,949,000","5,949,000","5,949,000","3,240,000","3,240,000","3,240,000","3,240,000","2,137,000","2,137,000","2,137,000","2,137,000","1,919,000","1,919,000","1,919,000","1,919,000","4,070,000","3,155,000","3,455,000","3,160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,"0","8,556,000","13,808,000","14,414,000","14,066,000","20,967,000","20,742,000","22,421,000","21,871,000","19,881,000","17,756,000","16,685,000","16,557,000","17,290,000","15,038,000","14,409,000","14,414,000","14,414,000","12,002,000","12,002,000","12,002,000","12,002,000","9,712,000","9,712,000","9,712,000","9,712,000","13,317,000","13,324,000","13,317,000","13,324,000","5,959,000","5,960,000","5,964,000","5,964,000","4,386,000","4,386,000","4,386,000","4,386,000","5,949,000","5,949,000","5,949,000","5,949,000","3,240,000","3,240,000","3,240,000","3,240,000","2,137,000","2,137,000","2,137,000","2,137,000","1,919,000","1,919,000","1,919,000","1,919,000","4,070,000","3,155,000","3,455,000","3,160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"55,264,000","68,773,000","50,282,000","61,089,000","44,244,000","51,099,000","31,696,000","24,381,000","21,548,000","42,917,000","35,055,000","28,485,000","26,028,000","49,660,000","36,671,000","31,075,000","17,599,000","36,512,000","28,914,000","16,961,000","30,781,000","58,065,000","48,030,000","37,987,000","38,039,000","56,096,000","39,768,000","32,218,000","35,057,000","54,366,000","35,453,000","27,872,000","27,118,000","112,514,000","71,321,000","55,376,000","69,832,000","59,028,000","57,760,000","54,972,000","76,995,000","84,540,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"995,000","4,095,000","2,707,000","2,644,000","4,304,000","3,542,000","2,540,000","3,386,000","5,000,000","4,500,000","2,800,000","3,700,000","8,100,000","7,800,000","5,600,000","4,200,000","3,600,000","4,000,000","4,500,000","4,000,000","5,200,000","3,700,000","4,000,000","3,700,000","7,500,000","6,200,000","7,200,000","5,400,000","8,800,000","18,900,000","17,300,000","13,600,000","20,300,000","1,700,000"
	TotalNonCurrentAssets,"580,122,000","552,961,000","566,882,000","565,057,000","516,906,000","530,411,000","550,612,000","558,756,000","571,007,000","548,501,000","556,628,000","562,563,000","331,801,000","335,811,000","345,503,000","346,760,000","353,689,000","346,064,000","367,377,000","369,478,000","370,959,000","400,607,000","497,572,000","498,782,000","492,303,000","496,776,000","497,484,000","492,583,000","483,340,000","473,679,000","463,621,000","443,035,000","440,342,000","430,425,000","416,292,000","393,034,000","380,231,000","376,478,000","365,696,000","341,527,000","332,690,000","328,294,000","296,313,000","103,390,000","99,208,000","93,262,000","89,264,000","82,053,000","80,906,000","78,056,000","77,937,000","75,876,000","74,574,000","70,757,000","73,725,000","69,864,000","73,369,000","68,465,000","64,277,000","63,777,000","63,926,000","62,550,000","75,812,000","74,847,000","74,328,000","74,772,000","75,035,000","74,987,000","74,611,000","73,749,000","73,879,000","74,088,000","74,559,000","74,784,000","76,698,000","77,020,000","77,489,000","77,851,000","13,209,000","13,885,000","14,766,000","24,526,000","24,920,000","25,513,000","25,911,000","24,062,000","24,446,000","24,156,000","24,182,000","24,400,000","25,300,000","26,900,000","24,700,000","25,100,000","24,900,000","25,200,000","25,500,000","25,900,000","26,300,000","24,700,000","25,400,000","25,600,000","26,800,000","26,300,000","26,000,000","24,900,000","24,800,000","10,800,000","9,700,000","8,700,000","8,200,000","7,600,000","6,200,000","4,600,000","4,300,000"
		NetPPE,"404,908,000","401,086,000","414,298,000","412,217,000","393,201,000","411,994,000","432,063,000","439,652,000","452,559,000","426,110,000","440,311,000","443,325,000","213,796,000","215,560,000","215,720,000","217,653,000","220,162,000","215,847,000","216,980,000","219,577,000","225,531,000","240,618,000","246,723,000","245,111,000","237,246,000","245,400,000","245,649,000","239,381,000","232,317,000","216,055,000","202,777,000","187,804,000","184,570,000","174,066,000","164,412,000","142,135,000","129,836,000","125,370,000","115,314,000","103,280,000","94,019,000","90,257,000","59,066,000","54,541,000","49,584,000","47,737,000","42,907,000","37,367,000","36,144,000","35,442,000","34,380,000","32,637,000","30,123,000","28,318,000","25,406,000","19,113,000","15,819,000","10,579,000","8,711,000","8,134,000","8,224,000","7,770,000","5,983,000","4,939,000","4,344,000","4,711,000","4,877,000","4,211,000","3,787,000","2,838,000","2,972,000","3,121,000","3,056,000","2,969,000","3,222,000","3,397,000","3,603,000","3,864,000","3,592,000","3,896,000","4,264,000","3,857,000","3,726,000","3,375,000","3,248,000","2,998,000","2,774,000","2,091,000","2,263,000","2,100,000","2,400,000","2,800,000","3,000,000","3,000,000","3,000,000","2,800,000","2,700,000","2,500,000","2,300,000","2,300,000","2,700,000","2,800,000","3,000,000","3,000,000","3,200,000","3,300,000","3,300,000","3,100,000","3,000,000","2,500,000","2,300,000","2,400,000","2,100,000","2,000,000","1,700,000"
			GrossPPE,"687,479,000","679,963,000","686,821,000","686,886,000","660,106,000","670,171,000","678,898,000","677,550,000","694,697,000","667,571,000","691,196,000","686,949,000","449,735,000","445,808,000","435,689,000","435,006,000","430,925,000","416,636,000","417,571,000","419,354,000","416,289,000","424,731,000","422,969,000","414,121,000","401,053,000","401,744,000","389,614,000","377,147,000","361,319,000",,,"299,065,000","287,660,000","273,539,000","252,766,000","224,345,000","205,371,000","194,950,000","177,920,000",,,"137,452,000",,,,"81,210,000",,,,"59,326,000",,,,"45,017,000","37,123,000","30,830,000","27,536,000","22,296,000","17,989,000","17,412,000","17,502,000","17,048,000","12,686,000","11,642,000","11,047,000","11,414,000","10,073,000","9,407,000","8,983,000","8,034,000","6,992,000","7,141,000","7,076,000","6,989,000","9,085,000","9,260,000","9,466,000","9,727,000","11,190,000","11,494,000","11,862,000","11,455,000","10,065,000","9,714,000","9,587,000","9,337,000","8,725,000","7,684,000","7,574,000","7,100,000","7,000,000","6,900,000","6,700,000","6,300,000","6,100,000","5,900,000","5,800,000","5,400,000","5,000,000","4,800,000","5,000,000","5,100,000","5,100,000","5,200,000","5,000,000","5,100,000","4,300,000","4,100,000","4,000,000","3,500,000","2,900,000","3,000,000","2,700,000","2,600,000",
				Properties,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"32,864,000",,,,"32,865,000",,,,"32,864,000",,,,"32,864,000",,,,"32,863,000",,,,"32,843,000",,,,"25,543,000",,,,"25,543,000",,,,,"19,954,000",,,,"19,954,000",,,,"19,954,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"561,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"36,112,000",,,,"35,094,000",,,,"35,093,000",,,,"39,643,000",,,,"38,945,000",,,,"38,990,000",,,,"38,920,000",,,,"38,841,000",,,,,,,,,,,,,,,,,,,,,,,,,"16,705,000",,,,"7,042,000",,,,"6,468,000",,,,"2,769,000",,,,"927,000",,,,"724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"317,111,000",,,,"280,356,000",,,,"261,165,000",,,,"268,184,000",,,,"252,038,000",,,,"238,322,000",,,,"228,033,000",,,,"194,887,000",,,,,"110,902,000",,,,"89,862,000",,,,"63,875,000",,,,"45,964,000",,,,"36,307,000",,,,"28,312,000",,,,"14,254,000",,,,"10,580,000",,,,"8,645,000",,,,"7,107,000",,,,"6,265,000",,,,"8,640,000",,,,"10,894,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
