name,ttm,03/31/2022,12/31/2021
MarketCap,"957,018,354","2,522,288,263","3,214,534,636"
EnterpriseValue,"545,283,354","2,004,031,263","3,182,685,636"
PsRatio,"241.554","836.541","7,127.509"
PbRatio,"1.623","4.239","5.858"
EnterprisesValueRevenueRatio,"138.855","1,026.13","1,931.241"
EnterprisesValueEBITDARatio,"-11.786","-117.76","-323.707"
