name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"-143,862,000","-143,124,000","-84,019,000","67,619,000","15,662,000","66,028,000","-17,086,000","94,112,000","39,174,000","-33,485,000","43,906,000","10,500,000","11,679,000","8,745,000","4,640,000","27,897,000","21,890,000","10,965,000","26,141,000","1,018,000","11,804,000","9,209,000","27,601,000","10,434,000","-4,386,000","5,196,000","16,935,000","12,758,000","-9,270,000","9,599,000","14,178,000","14,674,000","4,449,000","-396,000","17,537,000","9,103,000","-11,395,000","7,374,000","16,525,000","9,452,000","-14,344,000","5,734,000"
	CashFlowFromContinuingOperatingActivities,"-143,862,000","-143,124,000","-84,019,000","67,619,000","15,662,000","66,028,000","-17,086,000","94,112,000","39,174,000","-33,485,000","43,906,000","10,500,000","11,679,000","8,745,000","4,640,000","27,897,000","21,890,000","10,965,000","26,141,000","1,018,000","11,804,000","9,209,000","27,601,000","10,434,000","-4,386,000","5,196,000","16,935,000","12,758,000","-9,270,000","9,599,000","14,178,000","14,674,000","4,449,000","-396,000","17,537,000","9,103,000","-11,395,000","7,374,000","16,525,000","9,452,000","-14,344,000","5,734,000"
		NetIncomeFromContinuingOperations,"173,882,000","48,050,000","37,734,000","43,823,000","44,275,000","37,986,000","31,796,000","38,020,000","13,192,000","8,738,000","22,530,000","30,176,000","23,362,000","18,402,000","20,367,000","24,737,000","18,813,000","21,450,000","2,857,000","16,072,000","13,726,000","10,528,000","9,813,000","13,684,000","8,916,000","3,262,000","6,830,000","10,591,000","6,763,000","770,000","2,873,000","10,291,000","11,581,000","2,941,000","4,907,000","9,924,000","5,722,000","3,549,000","1,785,000","5,468,000","4,318,000","2,639,000"
		OperatingGainsLosses,"516,000",,,,,,,,,,"0","0",,,,,,,,,,,"-1,000","14,000","0","0","118,000","-18,000","-40,000","-6,000","-29,000","-1,000","5,000","-2,000","0","0","0","-7,000","3,000","0","250,000","0"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,"-1,000","14,000","0","0","118,000","-18,000","-40,000","-6,000","-29,000","-1,000","5,000","-2,000","0","0","0","-7,000","3,000","0","250,000","0"
		DepreciationAmortizationDepletion,"46,939,000","11,897,000","12,790,000","10,888,000","11,364,000","10,069,000","9,165,000","9,743,000","9,190,000","5,829,000","4,769,000","4,663,000","4,197,000","4,107,000","3,818,000","3,767,000","3,638,000","3,506,000","2,955,000","2,620,000","2,300,000","2,405,000","2,342,000","2,291,000","2,094,000","2,027,000","3,353,000","3,921,000","2,922,000","2,867,000","2,657,000","2,538,000","2,497,000","2,038,000","2,002,000","1,944,000","1,928,000","1,885,000","1,884,000","1,865,000","1,742,000","1,713,000"
			DepreciationAndAmortization,"46,939,000","11,897,000","12,790,000","10,888,000","11,364,000","10,069,000","9,165,000","9,743,000","9,190,000","5,829,000","4,769,000","4,663,000","4,197,000","4,107,000","3,818,000","3,767,000","3,638,000","3,506,000","2,955,000","2,620,000","2,300,000","2,405,000","2,342,000","2,291,000","2,094,000","2,027,000","3,353,000","3,921,000","2,922,000","2,867,000","2,657,000","2,538,000","2,497,000","2,038,000","2,002,000","1,944,000","1,928,000","1,885,000","1,884,000","1,865,000","1,742,000","1,713,000"
		DeferredTax,"-26,740,000","-10,083,000","-15,877,000","-138,000","-642,000","-438,000","-2,218,000","-4,619,000","1,411,000","-8,649,000","-5,112,000","-4,687,000","-1,532,000","716,000","-7,028,000","11,000","-2,357,000","-9,912,000","5,975,000","-297,000","-4,439,000","-2,399,000","1,465,000","1,523,000","-4,528,000","-1,476,000","-933,000","-403,000","-2,835,000","-193,000","-2,077,000","-1,457,000","-1,387,000","-478,000","-2,054,000","-1,112,000","-86,000","16,000","-1,712,000","-791,000","-571,000","-110,000"
			DeferredIncomeTax,"-26,740,000","-10,083,000","-15,877,000","-138,000","-642,000","-438,000","-2,218,000","-4,619,000","1,411,000","-8,649,000","-5,112,000","-4,687,000","-1,532,000","716,000","-7,028,000","11,000","-2,357,000","-9,912,000","5,975,000","-297,000","-4,439,000","-2,399,000","1,465,000","1,523,000","-4,528,000","-1,476,000","-933,000","-403,000","-2,835,000","-193,000","-2,077,000","-1,457,000","-1,387,000","-478,000","-2,054,000","-1,112,000","-86,000","16,000","-1,712,000","-791,000","-571,000","-110,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,"72,000","72,000","65,000","49,000","49,000","50,000","50,000","49,000","48,000",,"48,000","39,000",,,,,,,,
