name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,12/31/2013
TotalAssets,"2,832,334,000","2,826,112,000","2,555,970,000","2,543,565,000","2,507,603,000","2,457,540,000","2,396,592,000","2,359,574,000","2,307,325,000","2,234,589,000","2,223,700,000","2,107,237,000","2,016,741,000","1,861,550,000","1,778,511,000","1,599,412,000","1,424,701,000","1,425,338,000","1,368,035,000","1,277,616,000","1,078,571,000","1,045,463,000","1,020,554,000","1,017,845,000","934,674,000","912,047,000","793,180,000","783,227,000","780,132,000","300,504,000","305,314,000","177,902,000"
	CurrentAssets,"110,623,000","108,777,000","110,856,000","98,083,000","90,011,000","84,453,000","101,816,000","80,186,000","93,403,000","74,948,000","126,327,000","70,319,000","69,368,000","62,243,000","55,273,000","202,262,000","49,216,000","47,137,000","36,763,000","28,814,000","32,976,000","24,030,000","20,485,000","95,644,000","19,085,000","20,688,000","17,633,000","14,948,000","43,387,000","31,436,000","33,057,000","4,031,000"
		CashCashEquivalentsAndShortTermInvestments,"7,793,000","11,132,000","16,068,000","8,059,000","6,323,000","8,465,000","9,037,000","8,915,000","14,519,000","12,012,000","65,407,000","9,737,000","8,663,000","6,854,000","6,922,000","147,505,000","9,591,000","12,682,000","6,551,000","6,105,000","5,241,000","4,845,000","4,358,000","3,704,000","4,380,000","8,176,000","4,466,000","3,409,000","11,922,000","31,436,000","33,057,000","3,363,000"
			CashAndCashEquivalents,"7,793,000","11,132,000","16,068,000","8,059,000","6,323,000","8,465,000","9,037,000","8,915,000","14,519,000","12,012,000","65,407,000","9,737,000","8,663,000","6,854,000","6,922,000","147,505,000","9,591,000","12,682,000","6,551,000","6,105,000","5,241,000","4,845,000","4,358,000","3,704,000","4,380,000","8,176,000","4,466,000","3,409,000","11,922,000","31,436,000","33,057,000","3,363,000"
		Receivables,"58,643,000","58,733,000","52,789,000","48,742,000","45,746,000","45,239,000","62,738,000","42,551,000","41,969,000","43,608,000","41,456,000","38,690,000","37,155,000","32,830,000","26,580,000","22,272,000","23,476,000","22,098,000","17,196,000","15,030,000","13,653,000","14,367,000","11,600,000","10,629,000","10,461,000","9,267,000","8,488,000","8,903,000","8,565,000",,,
			AccountsReceivable,"58,643,000","58,733,000","52,789,000","48,742,000","45,746,000","45,239,000","62,738,000","42,551,000","41,969,000","43,608,000","41,456,000","38,690,000","37,155,000","32,830,000","26,580,000","22,272,000","23,476,000","22,098,000","17,196,000","15,030,000","13,653,000","14,367,000","11,600,000","10,629,000","10,461,000","9,267,000","8,488,000","8,903,000","8,565,000",,,
		PrepaidAssets,"34,642,000","29,901,000","34,319,000","34,663,000","31,126,000","24,545,000","25,204,000","24,218,000","32,827,000","15,791,000","15,264,000","16,708,000","18,888,000","18,308,000","17,383,000","26,155,000","11,760,000","8,838,000","9,150,000","4,120,000","12,077,000","3,172,000","3,095,000","79,754,000","2,723,000","1,509,000","2,869,000","1,107,000","21,315,000","0","0","668,000"
		RestrictedCash,"9,545,000","9,011,000","7,680,000","6,619,000","6,816,000","6,204,000","4,837,000","4,502,000","4,088,000","3,537,000","4,200,000","5,184,000","4,662,000","4,251,000","4,388,000","6,330,000","4,389,000","3,519,000","3,866,000","3,559,000","2,005,000","1,646,000","1,432,000","1,557,000","1,521,000","1,736,000","1,810,000","1,529,000","1,585,000",,,
	TotalNonCurrentAssets,"2,721,711,000","2,717,335,000","2,445,114,000","2,445,482,000","2,417,592,000","2,373,087,000","2,294,776,000","2,279,388,000","2,213,922,000","2,159,641,000","2,097,373,000","2,036,918,000","1,947,373,000","1,799,307,000","1,723,238,000","1,397,150,000","1,375,485,000","1,378,201,000","1,331,272,000","1,248,802,000","1,045,595,000","1,021,433,000","1,000,069,000","922,201,000","915,589,000","891,359,000","775,547,000","768,279,000","736,745,000","269,068,000","272,257,000","173,871,000"
		GoodwillAndOtherIntangibleAssets,"179,609,000","186,307,000","157,906,000","161,187,000","162,351,000","163,387,000","162,576,000","169,235,000","171,883,000","168,625,000","172,076,000","176,232,000","170,157,000","165,668,000","167,044,000","132,477,000","136,651,000","143,063,000","131,408,000","127,127,000","111,195,000","113,795,000","116,100,000","111,728,000","115,198,000","116,585,000","104,657,000","107,254,000","105,856,000",,,
			OtherIntangibleAssets,"179,609,000","186,307,000","157,906,000","161,187,000","162,351,000","163,387,000","162,576,000","169,235,000","171,883,000","168,625,000","172,076,000","176,232,000","170,157,000","165,668,000","167,044,000","132,477,000","136,651,000","143,063,000","131,408,000","127,127,000","111,195,000","113,795,000","116,100,000","111,728,000","115,198,000","116,585,000","104,657,000","107,254,000","105,856,000",,,
		InvestmentProperties,"2,388,592,000","2,399,188,000","2,287,208,000","2,284,295,000","2,255,241,000","2,208,661,000","2,130,984,000","2,108,759,000","2,040,468,000","1,988,726,000","1,923,371,000","1,857,730,000","1,771,788,000","1,626,617,000","1,546,600,000","1,254,368,000","1,232,211,000","1,230,162,000","1,195,618,000","1,117,039,000","928,855,000","901,066,000","880,962,000","808,177,000","797,880,000","772,007,000","668,034,000","657,957,000","627,608,000","267,683,000","271,377,000","173,099,000"
		InvestmentsAndAdvances,"152,374,000","131,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"152,374,000","131,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,"131,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"1,136,000",,,,,"0","0","0","0","541,000","0","852,000","3,147,000","4,563,000","6,958,000","6,552,000","5,890,000","4,031,000","3,088,000","3,199,000","3,893,000","3,785,000",,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,"1,039,000","1,216,000","1,394,000","1,571,000","1,749,000","1,926,000","2,104,000","2,281,000","2,459,000","2,636,000","3,753,000","733,000","945,000","1,158,000","1,437,000","1,652,000","2,787,000","3,007,000","2,296,000","2,511,000","2,767,000","2,856,000","3,068,000","3,281,000",,,
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,385,000","880,000","772,000"
