name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"1,872,684,606","1,692,455,423","2,118,572,688","2,497,782,528","1,981,113,685","3,786,975,005","5,478,541,306"
EnterpriseValue,"2,931,413,606","2,114,854,423","2,540,971,688","2,984,724,528","2,364,250,685","4,106,817,005","5,451,499,306"
PeRatio,,,,,,"60.857","70.84"
ForwardPeRatio,"38.76","16.835","22.779","25.51","25","34.014","49.505"
PegRatio,"1.934",,,,,,"2.25"
PsRatio,"1.863","1.851","2.576","3.059","2.91","4.152","5.976"
PbRatio,"17.273","232.352","290.853",,,,"14.522"
EnterprisesValueRevenueRatio,"3.237","7.036","11.956","15.54","11.658","16.699","30.191"
EnterprisesValueEBITDARatio,"-112.764","-466.649","-119.395","-300.244","195.927","211.082","1,210.1"
