name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005
TotalAssets,"109,192,000,000","105,963,000,000","96,698,000,000","96,242,000,000","96,218,000,000","95,144,000,000","95,195,000,000","95,907,000,000","95,541,000,000","98,880,000,000","91,856,000,000","90,812,000,000","89,773,000,000","88,246,000,000","88,187,000,000","87,417,000,000","82,909,000,000","86,246,000,000","85,380,000,000","82,609,000,000","80,997,000,000","79,011,000,000","76,839,000,000","74,560,000,000","72,765,000,000","71,189,000,000","70,168,000,000","69,145,000,000","67,004,000,000","64,469,000,000","64,681,000,000","58,615,000,000","57,769,000,000","50,330,000,000","50,043,000,000","50,143,000,000","50,140,000,000","48,904,000,000","33,597,599,000","33,113,222,000","32,822,101,000","20,896,793,000","20,443,318,000","19,866,158,000","17,510,162,000","17,378,730,000","16,851,347,000","16,361,954,000","12,491,121,000","12,160,509,000","11,684,508,000","11,435,309,000","11,037,287,000","11,069,902,000","11,267,924,000","10,556,797,000","9,986,380,000","9,191,935,000","8,183,089,000","8,072,441,000","7,787,233,000","7,365,394,000","5,924,141,000","5,070,167,000","4,886,935,000","5,322,779,000","4,917,120,000"
	CurrentAssets,"15,699,000,000","10,537,000,000","9,049,000,000","8,208,000,000","7,820,000,000","6,317,000,000","6,150,000,000","5,156,000,000","5,119,000,000","7,867,000,000","7,066,000,000","7,198,000,000","7,127,000,000","6,750,000,000","7,527,000,000","7,593,000,000","6,593,000,000","10,683,000,000","10,689,000,000","10,326,000,000","6,514,000,000","6,985,000,000","6,467,000,000","6,090,000,000","5,584,000,000","5,410,000,000","6,072,000,000","7,237,000,000","6,789,000,000","6,153,000,000","8,042,000,000","7,652,000,000","7,516,000,000","6,536,000,000","6,887,000,000","6,153,000,000","6,627,000,000","5,597,000,000","1,737,422,000","1,683,774,000","1,873,770,000","1,455,444,000","1,433,088,000","1,398,971,000","1,312,033,000","1,291,010,000","1,101,230,000","1,084,534,000","1,412,197,000","1,267,959,000","858,411,000","872,030,000","897,988,000","1,180,995,000","1,779,940,000","1,529,891,000","1,522,218,000","1,261,023,000","1,050,578,000","1,190,270,000","1,135,024,000","1,528,997,000","1,302,735,000","1,206,617,000","1,263,205,000","1,808,140,000","1,465,178,000"
		CashCashEquivalentsAndShortTermInvestments,"1,111,000,000","336,000,000","313,000,000","282,000,000","355,000,000","367,000,000","275,000,000","155,000,000","196,000,000","291,000,000","211,000,000","445,000,000","529,000,000","419,000,000","398,000,000","519,000,000","547,000,000","336,000,000","469,000,000","375,000,000","370,000,000","483,000,000","472,000,000","475,000,000","807,000,000","606,000,000","1,019,000,000","1,623,000,000","1,863,000,000","847,000,000","1,108,000,000","1,234,000,000","1,010,000,000","590,000,000","1,177,000,000","621,000,000","614,000,000","372,000,000","172,076,000","217,171,000","293,068,000","127,571,000","170,866,000","150,467,000","145,672,000","88,296,000","90,383,000","87,251,000","388,155,000","74,370,000","62,874,000","123,991,000","112,387,000","97,938,000","637,170,000","85,769,000","144,318,000","56,353,000","80,449,000","108,292,000","94,099,000","251,270,000","29,021,000","31,315,000","37,441,000","41,734,000","36,911,000"
			CashAndCashEquivalents,"1,111,000,000","336,000,000","313,000,000","282,000,000","355,000,000","367,000,000","275,000,000","155,000,000","196,000,000","291,000,000","211,000,000","445,000,000","529,000,000","419,000,000","398,000,000","519,000,000","547,000,000","336,000,000","469,000,000","375,000,000","370,000,000","483,000,000","472,000,000","475,000,000","807,000,000","606,000,000","1,019,000,000","1,623,000,000","1,863,000,000","847,000,000","1,108,000,000","1,234,000,000","1,010,000,000","590,000,000","1,177,000,000","621,000,000","614,000,000","372,000,000","172,076,000","217,160,000","293,057,000","126,342,000","167,715,000","148,471,000","143,032,000","86,264,000","88,113,000","84,249,000","384,429,000","68,315,000","50,192,000","114,361,000","106,438,000","92,023,000","626,132,000","68,938,000","130,667,000","53,527,000","77,350,000","104,717,000","90,073,000","248,674,000","26,204,000","26,805,000","33,866,000","38,414,000","33,459,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,"606,000,000","1,118,000,000","1,659,000,000",,,"1,154,000,000",,"1,043,000,000",,,"655,000,000","637,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11,000","11,000","1,229,000","3,151,000","1,996,000","2,640,000","2,032,000","2,270,000","3,002,000","3,726,000","6,055,000","12,682,000","9,630,000","5,949,000","5,915,000","11,038,000","16,831,000","13,651,000","2,826,000","3,099,000","3,575,000","4,026,000","2,596,000","2,817,000","4,510,000","3,575,000","3,320,000","3,452,000"
		Receivables,"10,103,000,000","7,740,000,000","6,542,000,000","5,976,000,000","5,407,000,000","3,989,000,000","3,898,000,000","3,163,000,000","3,618,000,000","5,343,000,000","4,643,000,000","4,559,000,000","4,479,000,000","4,193,000,000","4,657,000,000","4,587,000,000","3,849,000,000","4,693,000,000","3,641,000,000","3,465,000,000","3,557,000,000","3,732,000,000","3,104,000,000","3,004,000,000","2,508,000,000","2,876,000,000","3,137,000,000","3,519,000,000","3,087,000,000","3,457,000,000","4,831,000,000","4,573,000,000","4,564,000,000","3,788,000,000","3,640,000,000","3,450,000,000","3,837,000,000","3,183,000,000","905,095,000","803,935,000","939,371,000","802,204,000","774,084,000","744,889,000","700,482,000","710,614,000","584,727,000","644,908,000","544,174,000","641,552,000","399,079,000","448,153,000","542,052,000","651,608,000","624,059,000","1,131,380,000","1,092,907,000","665,415,000","676,546,000","665,884,000","756,142,000","628,075,000","699,368,000","496,743,000","841,207,000","908,743,000","884,946,000"
			AccountsReceivable,"9,965,000,000","7,654,000,000","6,437,000,000","5,821,000,000","5,288,000,000","3,875,000,000","3,731,000,000","2,955,000,000","3,371,000,000","5,038,000,000","4,368,000,000","4,349,000,000","4,312,000,000","4,009,000,000","4,408,000,000","4,309,000,000","3,590,000,000","4,504,000,000","3,551,000,000","3,329,000,000","3,485,000,000","3,557,000,000","3,068,000,000","2,944,000,000","2,412,000,000","2,400,000,000","2,749,000,000","3,186,000,000","2,863,000,000","3,378,000,000","4,722,000,000","4,439,000,000","4,423,000,000","3,658,000,000","3,546,000,000","3,318,000,000","3,677,000,000","3,057,000,000","861,065,000","743,966,000","878,052,000","780,897,000","669,955,000","725,438,000","591,990,000","688,688,000","565,808,000","634,596,000","536,359,000","618,416,000","383,645,000","420,557,000","518,152,000","606,399,000","624,059,000","1,064,555,000","1,092,907,000","665,415,000","643,655,000","625,339,000","717,957,000","600,030,000","676,147,000","496,743,000","822,315,000","908,743,000","849,323,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,059,000,000","863,909,000","746,781,000",,"789,738,000","677,078,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000","-2,844,000","-2,815,000",,"-8,841,000","-7,123,000",,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"68,000,000","32,000,000","42,000,000","35,000,000","29,000,000","35,000,000","77,000,000","68,000,000","115,000,000","146,000,000","109,000,000","99,000,000","48,000,000","73,000,000","169,000,000","172,000,000","166,000,000","136,000,000",,,,"128,000,000",,,,"326,000,000","99,000,000","151,000,000","110,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"70,000,000","54,000,000","63,000,000","120,000,000","90,000,000","79,000,000","90,000,000","140,000,000","132,000,000","159,000,000","166,000,000","111,000,000","119,000,000","111,000,000","80,000,000","106,000,000","93,000,000","53,000,000","90,000,000","136,000,000","72,000,000","47,000,000","36,000,000","60,000,000","96,000,000","119,000,000","250,000,000","124,000,000","69,000,000","35,000,000","51,000,000","46,000,000","40,000,000","63,000,000","51,000,000","82,000,000","115,000,000","71,000,000",,,,,,,"89,129,000",,,,,,,,,,,,,,,,,,,,,,
