name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,01/31/2020
TotalAssets,"7,022,699,000","6,649,698,000","6,163,471,000","6,032,416,000","5,929,010,000","5,921,739,000","5,712,889,000","1,437,241,000","1,012,720,000"
	CurrentAssets,"4,341,733,000","4,598,643,000","4,308,257,000","4,508,102,000","4,221,336,000","4,300,652,000","4,986,771,000","793,448,000","665,194,000"
		CashCashEquivalentsAndShortTermInvestments,"3,815,080,000","3,852,093,000","3,890,830,000","4,135,489,000","3,930,425,000","3,908,064,000","4,754,048,000","590,876,000","434,050,000"
			CashAndCashEquivalents,"1,063,401,000","1,085,729,000","935,217,000","698,548,000","644,674,000","820,177,000","3,939,925,000","138,900,000","127,206,000"
				CashFinancial,"206,088,000",,,,,,,,
				CashEquivalents,"857,313,000",,,,,,,,
			OtherShortTermInvestments,"2,751,679,000","2,766,364,000","2,955,613,000","3,436,941,000","3,285,751,000","3,087,887,000","814,123,000","451,976,000","306,844,000"
		Receivables,"277,559,000","545,629,000","254,243,000","237,457,000","166,337,000","294,017,000","168,982,000","151,210,000","179,459,000"
			AccountsReceivable,"277,559,000","545,629,000","254,243,000","237,457,000","166,337,000","294,017,000","168,982,000","151,210,000","179,459,000"
				GrossAccountsReceivable,"278,459,000",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-900,000",,,,,,,,
		PrepaidAssets,"195,151,000","149,523,000","120,288,000","95,891,000","89,126,000","66,200,000","35,678,000","25,083,000","25,327,000"
		CurrentDeferredAssets,"53,943,000","51,398,000","42,896,000","39,265,000","35,448,000","32,371,000","28,063,000","26,279,000","26,358,000"
	TotalNonCurrentAssets,"2,680,966,000","2,051,055,000","1,855,214,000","1,524,314,000","1,707,674,000","1,621,087,000","726,118,000","643,793,000","347,526,000"
		NetPPE,"307,557,000","295,435,000","278,434,000","258,617,000","259,132,000","255,786,000","242,905,000","229,817,000","223,112,000"
			GrossPPE,"334,648,000","318,882,000","298,186,000","274,836,000","273,912,000","267,740,000","252,562,000","237,507,000","228,044,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"25,980,000","17,223,000","14,693,000","12,602,000","12,635,000","10,444,000","6,414,000","3,830,000","3,041,000"
				OtherProperties,"188,946,000","190,356,000","184,057,000","174,974,000","182,057,000","186,818,000","189,255,000","187,051,000","195,976,000"
				ConstructionInProgress,"67,161,000","59,502,000","47,766,000","35,696,000","26,536,000","28,885,000","29,867,000","27,206,000","10,808,000"
				Leases,"52,561,000","51,801,000","51,670,000","51,564,000","52,684,000","41,593,000","27,026,000","19,420,000","18,219,000"
			AccumulatedDepreciation,"-27,091,000","-23,447,000","-19,752,000","-16,219,000","-14,780,000","-11,954,000","-9,657,000","-7,690,000","-4,932,000"
		GoodwillAndOtherIntangibleAssets,"684,465,000","45,590,000","34,616,000","36,538,000","38,221,000","24,540,000","23,269,000","24,144,000","11,844,000"
