name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999
TotalRevenue,"1,178,428,000","297,761,000","275,791,000","293,497,000","311,379,000","331,796,000","323,427,000","320,699,000","333,637,000","400,361,000","332,583,000","348,567,000","369,023,000","363,164,000","330,386,000","365,765,000","409,747,000","408,223,000","312,489,000","323,687,000","341,673,000","329,063,000","267,412,000","280,819,000","309,761,000","306,910,000","259,238,000","273,324,000","309,754,000","322,103,000","327,827,000","345,184,000","397,547,000","409,358,000","378,168,000","393,898,000","465,129,000","486,928,000","407,915,000","430,610,000","484,752,000","503,535,000","401,278,000","428,434,000","486,013,000","503,432,000","356,693,000","330,606,000","376,742,000","387,997,000","311,315,000","324,494,000","372,526,000","390,578,000","346,153,000","352,618,000","400,014,000","437,027,000","344,039,000","337,450,000","386,277,000","399,401,000","285,465,000","284,753,000","321,100,000","342,048,000","251,170,000","257,483,000","312,600,000","329,998,000","232,745,000","245,915,000","264,892,000","281,367,000","216,086,000","217,498,000","258,869,000","251,479,000","190,076,000","189,172,000","217,893,000","212,503,000","145,530,000","144,064,000","162,325,000","171,951,000","101,113,000","103,542,000","132,862,000","90,507,000","83,931,000","92,174,000"
	OperatingRevenue,"1,178,428,000","297,761,000","275,791,000","293,497,000","311,379,000","331,796,000","323,427,000","320,699,000","333,637,000","400,361,000","332,583,000","348,567,000","369,023,000","363,164,000","330,386,000","365,765,000","409,747,000","408,223,000","312,489,000","323,687,000","341,673,000","329,063,000","267,412,000","280,819,000","309,761,000","306,910,000","259,238,000","273,324,000","309,754,000","322,103,000","327,827,000","345,184,000","397,547,000","409,358,000","378,168,000","393,898,000","465,129,000","486,928,000","407,915,000","430,610,000","484,752,000","503,535,000","401,278,000","428,434,000","486,013,000","503,432,000","356,693,000","330,606,000","376,742,000","387,997,000","311,315,000","324,494,000","372,526,000","390,578,000","346,153,000","352,618,000","400,014,000","437,027,000","344,039,000","337,450,000","386,277,000","399,401,000","285,465,000","284,753,000","321,059,000","342,048,000","251,170,000","257,483,000","312,600,000","329,998,000","232,745,000","245,915,000","264,892,000","281,367,000","216,086,000","217,498,000","258,869,000","251,479,000","190,076,000","189,172,000","217,893,000","212,503,000","145,530,000","144,064,000","162,325,000","171,951,000","101,113,000","103,542,000","132,862,000","90,507,000","83,931,000","92,174,000"
CostOfRevenue,"465,410,000","117,663,000","106,934,000","115,460,000","125,353,000","138,361,000","141,345,000","130,603,000","138,966,000","189,370,000","157,432,000","153,798,000","153,209,000","162,216,000","145,165,000","150,371,000","164,953,000","187,220,000","150,035,000","146,599,000","152,660,000","164,966,000","136,935,000","136,516,000","148,713,000","157,237,000","138,440,000","136,702,000","150,390,000","164,800,000","161,557,000","157,617,000","171,733,000","186,458,000","165,409,000","163,939,000","186,885,000","206,778,000","162,851,000","174,777,000","191,228,000","215,170,000","175,612,000","177,251,000","198,863,000","220,290,000","167,924,000","152,097,000","165,071,000","176,314,000","180,978,000","146,499,000","165,057,000","178,405,000","161,557,000","158,193,000","189,953,000","191,132,000","163,753,000","149,523,000","166,661,000","173,294,000","138,012,000","129,030,000","140,568,000","149,555,000","120,914,000","115,311,000","136,379,000","148,078,000","112,486,000","120,634,000","123,046,000","130,956,000","103,641,000","107,347,000","116,132,000","113,278,000","92,644,000","85,617,000","96,012,000","96,017,000","71,343,000","65,949,000","71,701,000","77,443,000","53,187,000","47,786,000","62,863,000","51,870,000","43,947,000","42,709,000"
GrossProfit,"713,018,000","180,098,000","168,857,000","178,037,000","186,026,000","193,435,000","182,082,000","190,096,000","194,671,000","210,991,000","175,151,000","194,769,000","215,814,000","200,948,000","185,221,000","215,394,000","244,794,000","221,003,000","162,454,000","177,088,000","189,013,000","164,097,000","130,477,000","144,303,000","161,048,000","149,673,000","120,798,000","136,622,000","159,364,000","157,303,000","166,270,000","187,567,000","225,814,000","222,900,000","212,759,000","229,959,000","278,244,000","280,150,000","245,064,000","255,833,000","293,524,000","288,365,000","225,666,000","251,183,000","287,150,000","283,142,000","188,769,000","178,509,000","211,671,000","211,683,000","130,337,000","177,995,000","207,469,000","212,173,000","184,596,000","194,425,000","210,061,000","245,895,000","180,286,000","187,927,000","219,616,000","226,107,000","147,453,000","155,723,000","180,532,000","192,493,000","130,256,000","142,172,000","176,221,000","181,920,000","120,259,000","125,281,000","141,846,000","150,411,000","112,445,000","110,151,000","142,737,000","138,201,000","97,432,000","103,555,000","121,881,000","116,486,000","74,187,000","78,115,000","90,624,000","94,508,000","47,926,000","55,756,000","69,999,000","38,637,000","39,984,000","49,465,000"
OperatingExpense,"510,595,000","171,128,000","114,800,000","98,314,000","126,353,000","190,604,000","134,415,000","97,454,000","143,686,000","182,459,000","109,265,000","100,040,000","110,341,000","179,051,000","104,874,000","96,534,000","117,086,000","158,930,000","99,643,000","85,710,000","92,807,000","133,864,000","83,747,000","77,511,000","87,317,000","136,116,000","104,472,000","73,514,000","88,784,000","139,259,000","123,967,000","96,173,000","111,250,000","171,847,000","133,617,000","105,439,000","124,268,000","177,031,000","122,525,000","123,849,000","140,016,000","185,591,000","108,697,000","112,884,000","131,820,000","147,411,000","92,453,000","88,062,000","99,513,000","120,256,000","80,112,000","76,755,000","96,129,000","118,328,000","84,670,000","86,589,000","108,788,000","129,883,000","90,214,000","81,428,000","99,316,000","110,362,000","69,192,000","63,434,000","75,068,000","88,418,000","62,942,000","57,509,000","115,733,000","91,893,000","57,382,000","51,463,000","54,872,000","68,195,000","47,444,000","36,133,000","45,101,000","58,787,000","36,562,000","29,148,000","31,360,000","45,430,000","39,559,000","27,136,000","31,323,000","44,727,000","22,721,000","21,504,000","-14,300,000","23,918,000","29,575,000","21,163,000"
	SellingGeneralAndAdministration,"510,595,000","171,128,000","114,800,000","98,314,000","126,353,000","190,604,000","134,415,000","97,454,000","143,686,000","182,459,000","109,265,000","100,040,000","110,341,000","179,051,000","104,874,000","96,534,000","117,086,000","158,930,000","99,643,000","85,710,000","92,807,000","133,864,000","83,747,000","77,511,000","87,317,000","136,116,000","104,472,000","73,514,000","88,784,000","139,259,000","123,967,000","96,173,000","111,250,000","171,847,000","133,617,000","105,439,000","124,268,000","177,031,000","122,525,000","123,849,000","140,016,000","185,591,000","108,697,000","112,884,000","131,820,000","147,411,000","92,453,000","88,062,000","99,513,000","120,256,000","80,112,000","76,755,000","96,129,000","118,328,000","84,670,000","86,589,000","108,788,000","129,883,000","90,214,000","81,428,000","96,325,000","110,362,000","69,192,000","63,434,000","75,068,000","88,418,000","62,942,000","57,509,000","115,733,000","91,893,000","57,382,000","51,463,000","54,872,000","68,195,000","47,444,000","36,133,000","45,101,000","58,787,000","36,562,000","29,148,000","31,360,000","45,430,000","39,559,000","27,136,000","31,323,000","44,727,000","22,721,000","21,504,000","35,885,000","23,918,000","21,230,000","21,163,000"
		GeneralAndAdministrativeExpense,"258,501,000","63,558,000","61,999,000","63,745,000","69,199,000","73,671,000","71,778,000","59,192,000","101,792,000","64,526,000","65,810,000","63,713,000","60,374,000","64,802,000","68,410,000","61,019,000","61,665,000","60,011,000","57,553,000","55,400,000","50,839,000","47,435,000","47,140,000","47,433,000","46,118,000","49,602,000","58,220,000","46,356,000","48,456,000","51,976,000","60,086,000","59,362,000","65,019,000","56,512,000","68,819,000","59,080,000","58,711,000","58,117,000","58,993,000","57,963,000","56,239,000","55,273,000","48,676,000","51,370,000","56,670,000","51,746,000","45,907,000","48,644,000","42,820,000","45,793,000","43,178,000","40,948,000","42,950,000","43,769,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,854,000","17,627,000","11,757,000","11,419,000","17,273,000","11,252,000","9,824,000","12,394,000"
			OtherGandA,"258,501,000","63,558,000","61,999,000","63,745,000","69,199,000","73,671,000","71,778,000","59,192,000","101,792,000","64,526,000","65,810,000","63,713,000","60,374,000","64,802,000","68,410,000","61,019,000","61,665,000","60,011,000","57,553,000","55,400,000","50,839,000","47,435,000","47,140,000","47,433,000","46,118,000","49,602,000","58,220,000","46,356,000","48,456,000","51,976,000","60,086,000","59,362,000","65,019,000","56,512,000","68,819,000","59,080,000","58,711,000","58,117,000","58,993,000","57,963,000","56,239,000","55,273,000","48,676,000","51,370,000","56,670,000","51,746,000","45,907,000","48,644,000","42,820,000","45,793,000","43,178,000","40,948,000","42,950,000","43,769,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,854,000","17,627,000","11,757,000","11,419,000","17,273,000","11,252,000","9,824,000","12,394,000"
		SellingAndMarketingExpense,"252,094,000","107,570,000","52,801,000","34,569,000","57,154,000","116,933,000","62,637,000","38,262,000","41,894,000","117,933,000","43,455,000","36,327,000","49,967,000","114,249,000","36,464,000","35,515,000","55,421,000","98,919,000","42,090,000","30,310,000","41,968,000","86,429,000","36,607,000","30,078,000","41,199,000","86,514,000","46,252,000","27,158,000","40,328,000","87,283,000","63,881,000","36,811,000","46,231,000","115,335,000","64,798,000","46,359,000","65,557,000","118,914,000","63,532,000","65,886,000","83,777,000","130,318,000","60,021,000","61,514,000","75,150,000","95,665,000","46,546,000","39,418,000","56,693,000","74,463,000","36,934,000","35,807,000","53,179,000","74,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,469,000","27,100,000","10,964,000","10,085,000","18,612,000","12,666,000","11,406,000","8,769,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,991,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,185,000",,"8,345,000",
