name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018
TotalAssets,"981,958,000","1,002,832,000","936,106,000","920,733,000","903,476,000","911,789,000","831,529,000","788,883,000","782,606,000","797,714,000","774,777,000","757,231,000","363,237,000","308,744,000","291,809,000","285,201,000","115,035,000","116,604,000"
	CurrentAssets,"612,145,000","634,602,000","573,180,000","559,408,000","546,420,000","558,372,000","498,797,000","610,607,000","603,630,000","630,962,000","615,360,000","611,306,000","248,498,000","247,180,000","241,503,000","240,587,000","72,967,000","77,656,000"
		CashCashEquivalentsAndShortTermInvestments,"446,664,000","449,074,000","439,950,000","442,801,000","439,656,000","442,200,000","420,417,000","545,975,000","544,178,000","566,456,000","563,357,000","561,214,000","208,799,000","213,085,000","212,028,000","211,111,000","49,657,000","58,158,000"
			CashAndCashEquivalents,"239,683,000","449,074,000","439,950,000","442,801,000","439,656,000","442,200,000","420,417,000","545,975,000","544,178,000","515,924,000","513,357,000","511,214,000","208,799,000","213,085,000","212,028,000","211,111,000","49,657,000","58,158,000"
			OtherShortTermInvestments,"206,981,000",,,,,"0","0","0","0","50,532,000","50,000,000","50,000,000",,,,,,
		Receivables,"119,473,000","151,138,000","106,347,000","91,082,000","89,310,000","102,648,000","65,827,000","54,663,000","49,453,000","56,863,000","42,634,000","40,178,000","33,286,000","30,173,000","23,815,000","23,597,000","18,188,000","14,870,000"
			AccountsReceivable,"119,473,000","151,138,000","106,347,000","91,082,000","89,310,000","102,648,000","65,827,000","54,663,000","49,453,000","56,863,000","42,634,000","40,178,000","33,286,000","30,173,000","23,815,000","23,597,000","18,188,000","14,870,000"
				GrossAccountsReceivable,"125,007,000","158,699,000","112,948,000","96,761,000","95,565,000","109,581,000","70,691,000","58,777,000","52,930,000","59,852,000","44,858,000","41,749,000","34,655,000","31,407,000","24,691,000","24,284,000","18,746,000","15,327,000"
				AllowanceForDoubtfulAccountsReceivable,"-5,534,000","-7,561,000","-6,601,000","-5,679,000","-6,255,000","-6,933,000","-4,864,000","-4,114,000","-3,477,000","-2,989,000","-2,224,000","-1,571,000","-1,369,000","-1,234,000","-876,000","-687,000","-558,000","-457,000"
		PrepaidAssets,"46,008,000","34,390,000","26,883,000","25,525,000","17,454,000","13,524,000","12,553,000","9,969,000","9,999,000","7,643,000","9,369,000","9,914,000","6,413,000","3,922,000","5,660,000","5,879,000","5,122,000","4,628,000"
	TotalNonCurrentAssets,"369,813,000","368,230,000","362,926,000","361,325,000","357,056,000","353,417,000","332,732,000","178,276,000","178,976,000","166,752,000","159,417,000","145,925,000","114,739,000","61,564,000","50,306,000","44,614,000","42,068,000","38,948,000"
		NetPPE,"105,522,000","104,006,000","107,491,000","109,211,000","109,979,000","109,694,000","91,207,000","92,266,000","94,982,000","84,571,000","83,659,000","75,625,000","74,770,000","22,540,000","21,804,000","19,750,000","16,632,000","17,237,000"
			GrossPPE,"105,522,000","127,613,000","107,491,000","109,211,000","109,979,000","125,749,000","91,207,000","92,266,000","94,982,000","105,989,000","83,659,000","75,625,000","74,770,000","34,062,000","21,804,000","19,750,000","16,632,000","22,410,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,,"50,473,000",,,,"39,168,000",,,,"43,898,000",,,,"29,904,000",,,,"19,751,000"
				OtherProperties,"105,522,000","67,171,000","107,491,000","109,211,000","109,979,000","81,081,000","91,207,000","92,266,000","94,982,000","57,590,000","83,659,000","75,625,000","74,770,000","22,540,000","21,804,000","19,750,000","16,632,000",
				Leases,,"9,969,000",,,,"5,500,000",,,,"4,501,000",,,,"4,158,000",,,,"2,659,000"
			AccumulatedDepreciation,,"-23,607,000",,,,"-16,055,000",,,,"-21,418,000",,,,"-11,522,000",,,,"-5,173,000"
		GoodwillAndOtherIntangibleAssets,"167,215,000","169,701,000","172,182,000","174,702,000","177,223,000","179,744,000","182,814,000","29,953,000","30,803,000","31,652,000","32,502,000","33,534,000","7,115,000","7,323,000","1,697,000","1,824,000","1,865,000","1,992,000"
			Goodwill,"125,605,000","125,605,000","125,605,000","125,605,000","125,605,000","125,605,000","125,878,000","16,497,000","16,497,000","16,497,000","16,497,000","16,677,000","5,496,000","5,496,000","532,000","532,000","445,000","445,000"
			OtherIntangibleAssets,"41,610,000","44,096,000","46,577,000","49,097,000","51,618,000","54,139,000","56,936,000","13,456,000","14,306,000","15,155,000","16,005,000","16,857,000","1,619,000","1,827,000","1,165,000","1,292,000","1,420,000","1,547,000"
		NonCurrentDeferredAssets,"94,130,000","91,312,000","79,528,000","74,092,000","66,669,000","60,529,000","54,698,000","51,736,000","49,857,000","48,255,000","40,946,000","35,615,000","31,823,000","29,014,000","24,349,000","20,722,000","17,988,000","15,291,000"
		OtherNonCurrentAssets,"2,946,000","3,211,000","3,725,000","3,320,000","3,185,000","3,450,000","4,013,000","4,321,000","3,334,000","2,274,000","2,310,000","1,151,000","1,031,000","2,687,000","2,456,000","2,318,000","5,583,000","4,428,000"
TotalLiabilitiesNetMinorityInterest,"500,982,000","498,053,000","424,353,000","409,585,000","379,966,000","384,860,000","302,947,000","283,158,000","272,243,000","283,654,000","247,740,000","220,290,000","200,442,000","141,752,000","120,195,000","108,774,000","93,895,000","84,658,000"
	CurrentLiabilities,"442,068,000","437,439,000","357,411,000","339,503,000","306,388,000","307,723,000","242,353,000","221,882,000","211,606,000","233,240,000","196,099,000","174,693,000","152,572,000","136,293,000","115,726,000","104,023,000","87,744,000","78,890,000"
		PayablesAndAccruedExpenses,"31,744,000","20,407,000","24,861,000","20,833,000","14,536,000","20,114,000","15,793,000","12,630,000","16,762,000","20,148,000","17,309,000","12,941,000","12,909,000","11,202,000","9,149,000","7,846,000","7,540,000","5,702,000"
			Payables,"7,366,000","1,506,000","1,751,000","1,826,000","2,832,000","2,851,000","5,312,000","1,524,000","6,108,000","7,720,000","4,024,000","2,546,000","4,723,000","4,658,000","3,041,000","2,721,000","2,911,000","2,641,000"
				AccountsPayable,"7,366,000","1,506,000","1,751,000","1,826,000","2,832,000","2,851,000","5,312,000","1,524,000","6,108,000","7,720,000","4,024,000","2,546,000","4,723,000","4,658,000","3,041,000","2,721,000","2,911,000","2,641,000"
			CurrentAccruedExpenses,"24,378,000","18,901,000","23,110,000","19,007,000","11,704,000","17,263,000","10,481,000","11,106,000","10,654,000","12,428,000","13,285,000","10,395,000","8,186,000","6,544,000","6,108,000","5,125,000","4,629,000","3,061,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"46,337,000","66,744,000","48,057,000","51,479,000","35,780,000","47,861,000","28,202,000","24,654,000","16,001,000","39,635,000","29,703,000","25,416,000","18,071,000","25,557,000","19,039,000","16,442,000","11,112,000","13,253,000"
		CurrentDebtAndCapitalLeaseObligation,"19,330,000","18,003,000","17,959,000","17,298,000","17,381,000","17,059,000","16,734,000","16,032,000","16,103,000","15,485,000","14,066,000","12,807,000","12,833,000","3,768,000","3,632,000","3,711,000","2,878,000","2,833,000"
			CurrentCapitalLeaseObligation,"19,330,000","18,003,000","17,959,000","17,298,000","17,381,000","17,059,000","16,734,000","16,032,000","16,103,000","15,485,000","14,066,000","12,807,000","12,833,000","3,768,000","3,632,000","3,711,000","2,878,000","2,833,000"
		CurrentDeferredLiabilities,"344,657,000","332,285,000","266,534,000","249,893,000","238,691,000","222,689,000","181,624,000","168,566,000","162,740,000","157,972,000","135,021,000","123,529,000","108,759,000","95,766,000","83,906,000","76,024,000","66,214,000","57,102,000"
			CurrentDeferredRevenue,"344,657,000","332,285,000","266,534,000","249,893,000","238,691,000","222,689,000","181,624,000","168,566,000","162,740,000","157,972,000","135,021,000","123,529,000","108,759,000","95,766,000","83,906,000","76,024,000","66,214,000","57,102,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"58,914,000","60,614,000","66,942,000","70,082,000","73,578,000","77,137,000","60,594,000","61,276,000","60,637,000","50,414,000","51,641,000","45,597,000","47,870,000","5,459,000","4,469,000","4,751,000","6,151,000","5,768,000"
