name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,09/30/2005
TotalAssets,"11,196,063,000","11,443,018,000","11,733,954,000","11,963,091,000","11,983,833,000","12,504,555,000","12,998,951,000","13,045,053,000","13,115,346,000","15,229,359,000","14,461,591,000","14,795,212,000","14,737,023,000","14,767,650,000","14,681,131,000","14,727,417,000","14,617,332,000","14,622,951,000","14,396,956,000","13,836,242,000","13,641,041,000","13,508,996,000","13,726,745,000","13,878,327,000","13,989,215,000","13,529,403,000","14,014,298,000","14,236,126,000","14,016,005,000","14,253,269,000","6,123,377,000","5,753,742,000","5,645,278,000","5,837,421,000","5,665,623,000","5,539,368,000","5,685,144,000","5,808,025,000","5,664,568,000","5,863,640,000","6,013,232,000","5,994,615,000","5,789,328,000","5,886,631,000","5,665,358,000","5,620,040,000","5,242,909,000","3,999,840,000","3,939,343,000","3,833,525,000","3,789,881,000","3,735,197,000","3,559,499,000","3,535,325,000","3,596,190,000","2,920,991,000","2,701,933,000","2,531,155,000","2,491,821,000","2,437,189,000","2,076,196,000","1,878,630,000","1,825,774,000","1,424,924,000"
	CurrentAssets,"5,697,176,000","5,930,268,000","6,173,543,000","6,248,493,000","6,258,426,000","6,900,892,000","7,530,366,000","7,290,362,000","7,378,257,000","7,466,933,000","7,534,645,000","7,271,825,000","7,240,640,000","7,249,734,000","7,127,322,000","7,043,842,000","6,923,960,000","6,842,040,000","6,682,222,000","6,333,291,000","6,166,308,000","5,985,101,000","6,000,771,000","6,171,895,000","6,285,936,000","5,896,574,000","6,246,085,000","6,227,370,000","5,985,183,000","6,100,785,000","3,434,113,000","3,121,810,000","3,023,901,000","3,248,847,000","3,131,602,000","3,049,684,000","3,161,809,000","3,258,532,000","3,147,293,000","3,046,926,000","3,167,476,000","3,187,915,000","2,990,066,000","3,092,385,000","2,964,656,000","2,984,264,000","2,946,499,000","2,377,945,000","2,348,566,000","2,231,800,000","2,214,535,000","2,245,115,000","2,085,847,000","2,089,611,000","2,105,250,000","1,659,162,000","1,609,214,000","1,569,274,000","1,576,463,000","1,474,503,000","1,213,008,000","1,124,828,000","1,093,875,000","822,261,000"
		CashCashEquivalentsAndShortTermInvestments,"965,070,000","1,082,393,000","1,229,196,000","1,049,030,000","934,906,000","1,044,748,000","1,708,332,000","1,331,268,000","1,135,061,000","725,436,000","1,080,354,000","793,567,000","826,878,000","838,302,000","886,733,000","801,419,000","867,225,000","813,166,000","802,362,000","812,459,000","725,972,000","697,717,000","692,145,000","627,997,000","669,778,000","658,044,000","683,893,000","605,900,000","612,597,000","734,648,000","574,188,000","510,147,000","502,543,000","681,743,000","600,677,000","507,591,000","627,732,000","591,296,000","593,776,000","398,394,000","465,662,000","507,486,000","456,940,000","381,467,000","403,384,000","421,238,000","612,857,000","293,882,000","206,549,000","252,949,000","290,777,000","275,006,000","241,201,000","199,175,000","252,320,000","173,108,000","217,675,000","330,256,000","417,694,000","343,073,000","116,264,000","137,774,000","127,870,000","54,352,000"
			CashAndCashEquivalents,"965,070,000","1,082,393,000","1,229,196,000","1,049,030,000","934,906,000","1,044,748,000","1,708,332,000","1,331,268,000","1,135,061,000","725,436,000","1,080,354,000","793,567,000","826,878,000","838,302,000","886,733,000","801,419,000","867,225,000","813,166,000","802,362,000","812,459,000","725,972,000","697,717,000","692,145,000","627,997,000","669,778,000","658,044,000","683,893,000","605,900,000","612,597,000","734,648,000","574,188,000","510,147,000","502,543,000","681,743,000","600,677,000","507,591,000","627,732,000","591,296,000","593,776,000","398,394,000","465,662,000","507,486,000","456,940,000","381,467,000","403,384,000","421,238,000","612,857,000","293,882,000","206,549,000","252,949,000","290,777,000","275,006,000","241,201,000","199,175,000","170,871,000","173,108,000","217,675,000","327,077,000","414,515,000","343,073,000","116,264,000","137,774,000","127,870,000","54,352,000"
				CashFinancial,"965,070,000","1,082,393,000","1,229,196,000","1,049,030,000","934,906,000","1,044,748,000","1,708,332,000","1,331,268,000","1,135,061,000","725,436,000","1,080,354,000","793,567,000","826,878,000","838,302,000","886,733,000","801,419,000","867,225,000","813,166,000","802,362,000","812,459,000","725,972,000","697,717,000","692,145,000","627,997,000","669,778,000","658,044,000","683,893,000","605,900,000","612,597,000","734,648,000","574,188,000","510,147,000","502,543,000","681,743,000","600,677,000","507,591,000","627,732,000","591,296,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"81,449,000",,,"3,179,000","3,179,000",,,,,
		Receivables,"3,900,732,000","3,998,279,000","4,065,886,000","4,205,279,000","4,349,687,000","4,450,484,000","4,437,926,000","4,546,560,000","4,716,696,000","4,567,241,000","5,826,769,000","5,870,786,000","5,766,534,000","5,671,255,000","5,595,616,000","5,527,319,000","5,291,360,000","5,351,951,000","5,183,099,000","4,802,206,000","4,751,821,000","4,579,650,000","4,578,565,000","4,691,323,000","4,844,739,000","4,852,435,000","4,922,661,000","5,084,290,000","4,879,553,000","4,896,471,000","2,656,541,000","2,440,855,000","2,347,122,000","2,420,207,000","2,342,300,000","2,341,100,000","2,344,416,000","2,493,716,000","2,395,881,000","2,496,244,000","2,584,715,000","2,568,479,000","2,425,420,000","2,581,068,000","2,433,179,000","2,436,418,000","2,170,188,000","1,902,633,000","1,950,645,000","1,794,257,000","1,732,959,000","1,684,601,000","1,655,497,000","1,647,164,000","1,638,814,000","1,405,388,000","1,335,191,000","1,168,047,000","1,091,682,000","1,051,414,000","1,040,079,000","928,404,000","913,178,000","703,837,000"
			AccountsReceivable,"2,450,100,000","2,581,700,000","2,619,500,000","2,669,100,000","2,793,200,000","2,930,900,000","2,865,900,000","2,811,900,000","2,888,900,000","2,839,700,000","3,517,100,000","3,373,400,000","3,285,900,000","3,282,100,000","3,307,800,000","3,153,000,000","3,007,600,000","3,059,200,000","2,834,200,000","2,691,200,000","2,603,500,000","2,596,600,000","2,641,300,000","2,679,100,000","2,739,100,000","2,662,000,000","2,741,700,000","2,658,400,000","2,692,035,000","2,725,300,000","1,440,200,000","1,191,300,000","1,187,200,000","1,249,300,000","1,265,500,000","1,279,900,000","1,247,400,000","1,329,100,000","2,395,881,000","2,483,269,000","2,554,224,000","2,513,914,000","2,380,181,000","2,474,039,000","2,316,074,000","2,315,592,000","2,170,188,000","1,902,633,000","1,950,645,000","1,794,257,000","1,732,959,000","1,673,394,000","1,655,497,000","1,647,164,000","1,638,814,000","1,405,388,000","1,335,191,000","1,168,047,000","1,091,682,000","1,051,414,000","1,040,079,000","928,404,000","913,178,000","703,837,000"
				GrossAccountsReceivable,"2,559,100,000","2,670,100,000","2,712,300,000","2,766,600,000","2,882,900,000","3,023,600,000","2,943,800,000","2,878,300,000","2,955,900,000","2,907,100,000","3,573,200,000","3,423,200,000","3,337,500,000","3,334,100,000","3,359,400,000","3,199,500,000","3,055,900,000","3,110,500,000","2,886,400,000","2,750,600,000","2,664,200,000","2,656,500,000","2,701,700,000","2,734,300,000","2,804,300,000","2,729,400,000","2,805,800,000","2,737,700,000","2,768,600,000","2,817,900,000","1,512,300,000","1,263,600,000","1,256,900,000","1,324,400,000","1,351,900,000","1,383,500,000","1,351,100,000","1,435,500,000","2,508,681,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-109,000,000","-88,400,000","-92,800,000","-97,500,000","-89,700,000","-92,700,000","-77,900,000","-66,400,000","-67,000,000","-67,400,000","-56,100,000","-49,800,000","-51,600,000","-52,000,000","-51,600,000","-46,500,000","-48,300,000","-51,300,000","-52,200,000","-59,400,000","-60,700,000","-59,900,000","-60,400,000","-55,200,000","-65,200,000","-67,400,000","-64,100,000","-79,300,000","-76,565,000","-92,600,000","-72,100,000","-72,300,000","-69,700,000","-75,100,000","-86,400,000","-103,600,000","-103,700,000","-106,400,000","-112,800,000",,,,,,,,,,,,,,,,,,,,,,,,,
