name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
OperatingCashFlow,"-60,871,000","-20,969,000","-17,075,000","-10,606,000","-12,221,000","-12,232,000","-8,857,000","-12,150,000","-10,821,000","-6,805,000","-20,390,000","-23,359,000","-21,378,000","-31,318,000","-27,248,000","-29,858,000","-21,833,000","-21,872,000","-18,210,000","-13,714,000","-10,080,000","-12,659,000","-8,072,000","-9,905,000","-9,732,000","-6,894,000","-4,137,000","-10,568,000","-2,862,000","-2,802,000","-2,762,000","-1,586,000"
	CashFlowFromContinuingOperatingActivities,"-60,871,000","-20,969,000","-17,075,000","-10,606,000","-12,221,000","-12,232,000","-8,857,000","-12,150,000","-10,821,000","-6,805,000","-20,390,000","-23,359,000","-21,378,000","-31,318,000","-27,248,000","-29,858,000","-21,833,000","-21,872,000","-18,210,000","-13,714,000","-10,080,000","-12,659,000","-8,072,000","-9,905,000","-9,732,000","-6,894,000","-4,137,000","-10,568,000","-2,862,000","-2,802,000","-2,762,000","-1,586,000"
		NetIncomeFromContinuingOperations,"-80,900,000","-18,789,000","-22,804,000","-21,146,000","-18,161,000","-28,754,000","-13,173,000","-10,659,000","-11,597,000","-15,586,000","-18,594,000","-55,319,000","-49,876,000","-37,565,000","-38,551,000","-32,740,000","-31,218,000","-30,229,000","-22,934,000","-18,192,000","-14,838,000","-12,559,000","-11,475,000","-10,694,000","-12,871,000","-13,039,000","-4,714,000","-10,632,000","-2,594,000","-2,623,000","-2,597,000","-2,657,000"
		OperatingGainsLosses,"-1,850,000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"843,000","208,000","197,000","191,000","247,000","288,000","-449,000","591,000","606,000","576,000","320,000","1,632,000","2,231,000","2,226,000","958,000","384,000","315,000","222,000","181,000","116,000","55,000","50,000","40,000","32,000","27,000","21,000","33,000","32,000","22,000","3,000","3,000","3,000"
			DepreciationAndAmortization,"843,000","208,000","197,000","191,000","247,000","288,000","-449,000","591,000","606,000","576,000","320,000","1,632,000","2,231,000","2,226,000","958,000","384,000","315,000","222,000","181,000","116,000","55,000","50,000","40,000","32,000","27,000","21,000","33,000","32,000","22,000","3,000","3,000","3,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,"55,000","50,000","40,000","32,000","27,000","21,000","33,000","32,000","22,000","3,000","3,000","3,000"
		AssetImpairmentCharge,,,,,,,"0","0",,,"0","27,638,000",,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"13,731,000","2,346,000","3,851,000","3,702,000","3,832,000","2,675,000","2,504,000","1,941,000","3,309,000","3,453,000","3,181,000","3,320,000","4,814,000","4,862,000","4,956,000","4,707,000","5,249,000","5,143,000","4,300,000","3,673,000","3,304,000","3,153,000","1,910,000","1,618,000","1,354,000","1,222,000","648,000","158,000","42,000","43,000","19,000","6,000"
		OtherNonCashItems,"6,700,000","-1,200,000","2,200,000","900,000","4,800,000","16,439,000","0","626,000","0","1,767,000","0","0",,,"-311,000","0","0","866,000",,,,,"0","0","0","2,784,000","-4,000","0",,,"0","0"
