name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,12/31/2018
TotalAssets,"856,396,000","852,528,000","829,679,000","728,808,000","735,011,000","689,231,000","653,967,000","247,900,000","238,040,000","217,103,000"
	CurrentAssets,"507,351,000","499,022,000","469,750,000","668,535,000","675,161,000","652,561,000","617,692,000","208,360,000","198,929,000","202,251,000"
		CashCashEquivalentsAndShortTermInvestments,"427,650,000","421,128,000","402,383,000","615,225,000","605,653,000","598,056,000","578,036,000","170,643,000","166,481,000","177,878,000"
			CashAndCashEquivalents,"59,577,000","68,284,000","84,607,000","259,220,000","146,676,000","164,461,000","324,288,000","26,461,000","39,150,000","177,878,000"
			OtherShortTermInvestments,"368,073,000","352,844,000","317,776,000","356,005,000","458,977,000","433,595,000","253,748,000","144,182,000","127,331,000","0"
		Receivables,"49,389,000","50,483,000","43,845,000","36,070,000","51,423,000","37,048,000","25,543,000","27,163,000","24,736,000","19,794,000"
			AccountsReceivable,"49,389,000","50,483,000","43,845,000","36,070,000","51,423,000","37,048,000","25,543,000","27,163,000","24,736,000","19,794,000"
		PrepaidAssets,"24,363,000","22,140,000","19,031,000","13,288,000","14,430,000","14,210,000","11,249,000","7,885,000","5,364,000","3,280,000"
		CurrentDeferredAssets,"5,949,000","5,271,000","4,491,000","3,952,000","3,655,000","3,247,000","2,864,000","2,669,000","2,348,000","1,299,000"
	TotalNonCurrentAssets,"349,045,000","353,506,000","359,929,000","60,273,000","59,850,000","36,670,000","36,275,000","39,540,000","39,111,000","14,852,000"
		NetPPE,"31,612,000","32,688,000","33,842,000","25,462,000","26,209,000","4,963,000","4,497,000","3,919,000","3,532,000","3,146,000"
			GrossPPE,"38,680,000","39,095,000","40,261,000","31,121,000","31,209,000","9,335,000","8,270,000","7,212,000","6,438,000","4,771,000"
				Properties,"0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"9,013,000","8,203,000","8,058,000","7,187,000","6,314,000","5,574,000","5,045,000","4,610,000","4,204,000","3,056,000"
				OtherProperties,"24,235,000","25,999,000","27,421,000","19,231,000","20,611,000",,,,,
				Leases,"5,432,000","4,893,000","4,782,000","4,703,000","4,284,000","3,761,000","3,225,000","2,602,000","2,234,000","1,715,000"
			AccumulatedDepreciation,"-7,068,000","-6,407,000","-6,419,000","-5,659,000","-5,000,000","-4,372,000","-3,773,000","-3,293,000","-2,906,000","-1,625,000"
		GoodwillAndOtherIntangibleAssets,"293,093,000","295,756,000","298,611,000","20,622,000","20,994,000","21,367,000","21,739,000","22,136,000","22,928,000","4,766,000"
			Goodwill,"247,955,000","247,776,000","247,776,000","17,320,000","17,320,000","17,320,000","17,320,000","17,320,000","17,320,000","1,629,000"
			OtherIntangibleAssets,"45,138,000","47,980,000","50,835,000","3,302,000","3,674,000","4,047,000","4,419,000","4,816,000","5,608,000","3,137,000"
		NonCurrentDeferredAssets,"10,499,000","9,120,000","7,550,000","6,524,000","5,925,000","4,949,000","4,119,000","3,765,000","3,641,000","2,291,000"
		OtherNonCurrentAssets,"13,841,000","15,942,000","19,926,000","7,665,000","6,722,000","5,391,000","5,920,000","9,720,000","9,010,000","4,649,000"
TotalLiabilitiesNetMinorityInterest,"219,878,000","213,947,000","185,436,000","166,861,000","175,613,000","135,337,000","107,589,000","99,517,000","271,474,000","255,780,000"
	CurrentLiabilities,"182,757,000","175,264,000","147,165,000","134,561,000","140,042,000","122,700,000","99,117,000","91,286,000","86,001,000","61,629,000"
		PayablesAndAccruedExpenses,"23,300,000","21,221,000","14,890,000","13,651,000","22,027,000","22,151,000","13,331,000","9,546,000","7,992,000","5,441,000"
			Payables,"12,050,000","11,569,000","9,945,000","10,221,000","17,128,000","19,097,000","8,849,000","5,771,000","4,990,000","3,193,000"
