name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"814,189,000","586,550,000","495,280,000","426,785,000","315,944,000"
	CurrentAssets,"435,116,000","367,996,000","346,421,000","291,252,000","186,003,000"
		CashCashEquivalentsAndShortTermInvestments,"148,841,000","123,777,000","149,246,000","132,945,000","50,739,000"
			CashAndCashEquivalents,"148,841,000","123,777,000","149,246,000","132,945,000","50,739,000"
		Receivables,"1,586,000","228,000","360,000","468,000","600,000"
			AccountsReceivable,"1,586,000","228,000","360,000","468,000","600,000"
		Inventory,"246,542,000","208,343,000","170,555,000","136,099,000","108,022,000"
			FinishedGoods,"246,542,000","208,343,000","170,555,000","136,099,000","108,022,000"
		PrepaidAssets,"31,013,000","28,517,000","20,380,000","15,521,000","19,733,000"
		RestrictedCash,"7,134,000","7,131,000","5,880,000","6,219,000","6,909,000"
	TotalNonCurrentAssets,"379,073,000","218,554,000","148,859,000","135,533,000","129,941,000"
		NetPPE,"342,580,000","179,631,000","137,013,000","123,554,000","117,696,000"
			GrossPPE,"342,580,000","309,065,000","137,013,000","123,554,000","234,433,000"
				Properties,,"31,017,000",,,"0"
				LandAndImprovements,,"137,106,000",,,"126,245,000"
				MachineryFurnitureEquipment,,"39,764,000",,,"22,641,000"
				OtherProperties,"342,580,000","48,303,000","137,013,000","123,554,000","45,205,000"
				ConstructionInProgress,,"10,457,000",,,"638,000"
				Leases,,"42,418,000",,,"39,704,000"
			AccumulatedDepreciation,,"-129,434,000",,,"-116,737,000"
		GoodwillAndOtherIntangibleAssets,"10,961,000","10,961,000","10,961,000","10,961,000","10,961,000"
			Goodwill,"10,961,000","10,961,000","10,961,000","10,961,000","10,961,000"
		NonCurrentDeferredAssets,"25,268,000","27,684,000",,,
			NonCurrentDeferredTaxesAssets,"25,268,000","27,684,000",,,
		OtherNonCurrentAssets,"264,000","278,000","885,000","1,018,000","1,284,000"
TotalLiabilitiesNetMinorityInterest,"727,645,000","516,785,000","515,129,000","461,725,000","352,035,000"
	CurrentLiabilities,"444,885,000","401,231,000","336,735,000","289,172,000","212,128,000"
		PayablesAndAccruedExpenses,"100,503,000","136,302,000","76,531,000","62,697,000","58,000,000"
			Payables,"66,735,000","58,731,000","40,485,000","38,839,000","37,023,000"
				AccountsPayable,"54,249,000","51,429,000","30,383,000","29,970,000","29,113,000"
				TotalTaxPayable,"12,486,000","7,302,000","10,102,000","8,869,000","7,910,000"
			CurrentAccruedExpenses,"33,768,000","77,571,000","36,046,000","23,858,000","20,977,000"
		CurrentDebtAndCapitalLeaseObligation,"38,139,000",,,"231,000",
			CurrentCapitalLeaseObligation,"38,139,000",,,"231,000",
		CurrentDeferredLiabilities,"306,243,000","264,929,000","260,204,000","226,244,000","154,128,000"
			CurrentDeferredRevenue,"306,243,000","264,929,000","260,204,000","226,244,000","154,128,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"282,760,000","115,554,000","178,394,000","172,553,000","139,907,000"
		LongTermDebtAndCapitalLeaseObligation,"277,533,000","50,525,000","50,550,000","47,801,000","47,600,000"
			LongTermCapitalLeaseObligation,"277,533,000","50,525,000","50,550,000","47,801,000","47,600,000"
		NonCurrentDeferredLiabilities,"2,513,000","63,037,000","76,534,000","73,676,000","71,213,000"
		OtherNonCurrentLiabilities,"2,714,000","1,992,000","51,310,000","51,076,000","21,094,000"
TotalEquityGrossMinorityInterest,"86,544,000","69,765,000","-19,849,000","-34,940,000","-36,091,000"
	StockholdersEquity,"86,544,000","69,765,000","-19,849,000","-34,940,000","-36,091,000"
		CapitalStock,"138,000","137,000","0","0","0"
			PreferredStock,,,,,"0"
			CommonStock,"138,000","137,000","0","0","0"
		AdditionalPaidInCapital,"186,929,000","186,209,000","2,805,000","2,097,000","1,670,000"
		RetainedEarnings,"-100,523,000","-116,581,000","-22,654,000","-37,037,000","-37,761,000"
	MinorityInterest,,"0",,,
TotalCapitalization,"86,544,000","69,765,000","-19,849,000","-34,940,000","-36,091,000"
CommonStockEquity,"86,544,000","69,765,000","-19,849,000","-34,940,000","-36,091,000"
CapitalLeaseObligations,"315,672,000","50,525,000","50,550,000","48,032,000","47,600,000"
NetTangibleAssets,"75,583,000","58,804,000","-30,810,000","-45,901,000","-47,052,000"
WorkingCapital,"-9,769,000","-33,235,000","9,686,000","2,080,000","-26,125,000"
InvestedCapital,"86,544,000","69,765,000","-19,849,000","-34,940,000","-36,091,000"
TangibleBookValue,"75,583,000","58,804,000","-30,810,000","-45,901,000","-47,052,000"
TotalDebt,"315,672,000","50,525,000","50,550,000","48,032,000","47,600,000"
ShareIssued,"137,750,604","136,946,392","140,063,217","140,063,217","140,063,217"
OrdinarySharesNumber,"137,750,604","136,946,392","140,063,217","140,063,217","140,063,217"
