name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996
OperatingCashFlow,"247,000,000","-74,000,000","124,000,000","-81,000,000","277,556,000","129,445,000","264,665,000","-57,666,000","4,257,000","413,197,000","173,951,000","-134,869,000","207,340,000","51,324,000","132,886,000","-107,020,000","164,638,000","-20,047,000","36,911,000","-72,030,000","117,679,000","66,188,000","104,164,000","-7,255,000","90,991,000","81,007,000","119,119,000","5,492,000","55,057,000","46,706,000","45,844,000","-98,743,000","83,066,000","15,178,000","13,839,000","-49,664,000","80,355,000","12,560,000","6,875,000","-55,459,000","101,178,000","22,871,000","35,658,000","-93,463,000","82,676,000","18,884,000","-18,812,000","-32,904,000","33,002,000","6,990,000","8,657,000","17,483,000","67,632,000","24,134,000","47,756,000","-31,199,000","44,655,000","3,436,000","-20,003,000","-18,959,000","23,011,000","22,014,000","7,732,000","-17,247,000","19,592,000","16,777,000","468,000","-11,649,000","36,694,000","14,482,000","-17,630,000","4,800,000","16,980,000","-2,073,000","-16,580,000","10,639,000","3,083,000","3,553,000","9,080,000","16,156,000","8,365,000","-3,624,000","-5,162,000","11,444,000","-1,443,000","12,898,000","-6,669,000","17,200,000","-1,016,000","13,637,000","-18,900,000","-5,300,000","2,400,000","15,000,000","-5,400,000","-3,700,000","6,100,000","3,900,000","-6,700,000","1,200,000","4,000,000","-3,300,000","-1,800,000","1,600,000"
	CashFlowFromContinuingOperatingActivities,"245,000,000","-74,000,000","124,000,000","-81,000,000","279,630,000","128,695,000","260,857,000","-55,182,000","141,227,000","320,003,000","126,680,000","-135,545,000","168,748,000","6,418,000","101,275,000","-101,319,000","164,638,000","-20,047,000","36,911,000","-72,030,000","117,679,000","66,188,000","104,164,000","-7,255,000","90,991,000","81,007,000","119,119,000","5,492,000","55,057,000","46,706,000","45,844,000","-98,743,000","83,066,000","15,178,000","13,839,000","-49,664,000","80,355,000","12,560,000","6,875,000","-55,459,000","101,178,000","22,871,000","35,658,000","-93,463,000","82,676,000","18,884,000","-18,812,000","-32,904,000","33,002,000","6,990,000","8,657,000","17,483,000","67,632,000","24,134,000","47,756,000","-31,199,000","44,655,000","3,436,000","-20,003,000","-18,959,000","23,011,000","22,014,000","7,732,000","-17,247,000","19,592,000","16,777,000","468,000","-11,649,000","36,694,000","14,482,000","-17,630,000","4,800,000","16,980,000","-2,073,000","-16,580,000","10,639,000","3,083,000","3,553,000","9,080,000","16,156,000","8,365,000","-3,624,000","-5,162,000","11,444,000","-1,443,000","12,898,000","-6,669,000","17,200,000","-1,016,000","13,637,000","-18,900,000","-5,300,000","2,400,000","15,000,000","-5,400,000","-3,700,000","6,100,000","3,900,000","-6,700,000","1,200,000","4,000,000","-3,300,000","-1,800,000","1,600,000"
		NetIncomeFromContinuingOperations,"254,000,000","68,000,000","68,000,000","77,000,000","44,911,000","48,299,000","56,762,000","-972,000","133,343,000","53,177,000","-32,167,000","-408,362,000","1,207,000","32,774,000","-363,303,000","-21,361,000","32,788,000","51,891,000","50,486,000","30,505,000","38,869,000","36,587,000","25,482,000","29,217,000","34,681,000","38,271,000","22,683,000","30,131,000","36,098,000","41,750,000","27,844,000","33,042,000","33,375,000","36,392,000","27,951,000","27,764,000","32,077,000","31,621,000","22,620,000","21,536,000",,,,,,,"18,729,000","17,404,000","17,640,000","19,489,000","15,659,000","15,533,000","15,537,000","16,779,000","13,619,000","13,249,000","12,819,000","12,999,000","9,100,000","13,561,000","13,124,000","13,704,000","10,899,000","12,426,000","12,676,000","12,300,000","10,631,000","7,670,000","11,779,000","10,685,000","9,224,000","9,884,000","9,563,000","8,604,000","7,042,000","6,777,000","4,953,000","5,775,000","5,508,000","3,984,000","4,114,000","5,279,000","5,214,000","2,602,000","4,204,000","3,282,000","2,607,000","3,265,000","2,550,000","1,719,000","-4,500,000","-1,000,000","-1,300,000","5,100,000","4,900,000","4,800,000","4,400,000","5,100,000","4,200,000","-600,000","2,800,000","2,900,000","2,200,000","1,400,000"
		OperatingGainsLosses,"-155,000,000","-98,000,000","-9,000,000","-10,000,000","-68,265,000","-16,262,000","-10,972,000","6,499,000","3,517,000","-12,271,000","-686,000","-12,605,000","-7,515,000","-11,583,000","-9,969,000","276,000","2,709,000","11,000","-3,000","-596,000","-5,988,000","430,000","130,000","265,000","59,000","-16,000","221,000","194,000","285,000","-5,000","-811,000","32,000","706,000","-105,000","-96,000","142,000","-590,000","-538,000","-186,000","103,000","-4,000","-3,000","-48,000","-258,000","-39,000","41,000","-24,000","-20,000","-2,582,000","10,000","0","-13,000","-28,000","222,000","15,000","53,000","-7,000","157,000","-157,000","8,000","-2,000","31,000","1,963,000","5,000","-7,627,000","2,437,000","2,155,000","2,895,000","1,077,000","366,000","511,000","475,000","1,031,000","1,162,000","326,000","268,000","840,000","601,000","397,000","2,775,000","2,575,000","99,000","-527,000","4,297,000","763,000","1,907,000","592,000","536,000","7,000","1,462,000","2,100,000","400,000","900,000","-1,600,000","600,000","500,000","1,000,000","900,000","600,000","100,000","600,000","200,000","1,000,000","500,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,"-1,308,000",,"-1,087,000","-66,000","6,000","2,709,000","11,000","-3,000","103,000","118,000","430,000","130,000","265,000","59,000","-16,000","221,000","194,000","285,000","-5,000","-811,000","32,000","706,000","-105,000","113,000","-67,000","150,000","-643,000","-1,000","-19,000","-4,000","-3,000","-48,000","-258,000","-39,000","41,000","-24,000","-20,000","232,000","10,000","0","-13,000","-28,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,000","-740,000","105,000","-185,000","122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,"0","0","0","-699,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-64,000,000","-10,000,000","-10,000,000","-10,000,000","-33,748,000","-17,116,000","-17,115,000","-17,021,000","-11,758,000","-12,786,000","-3,263,000","-11,370,000","-11,862,000","-10,941,000","-10,906,000","-844,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"285,000,000","72,000,000","69,000,000","69,000,000","74,912,000","66,365,000","66,534,000","77,189,000","67,533,000","69,642,000","69,219,000","75,141,000","77,045,000","71,787,000","73,200,000","24,793,000","21,649,000","21,733,000","21,807,000","22,442,000","22,121,000","21,472,000","21,243,000","21,215,000","20,039,000","18,120,000","16,143,000","16,704,000","16,594,000","17,549,000","15,499,000","14,158,000","13,331,000","12,429,000","11,760,000","11,238,000","11,156,000","10,298,000","10,825,000","10,119,000","10,483,000","9,887,000","9,598,000","9,592,000","8,398,000","9,656,000","8,887,000","8,355,000","7,264,000","6,863,000","6,706,000","6,650,000","6,700,000","7,041,000","6,919,000","6,369,000","6,850,000","5,534,000","5,482,000","4,678,000","4,583,000","4,415,000","4,823,000","4,555,000","4,542,000","4,569,000","4,234,000","3,754,000","3,629,000","3,506,000","3,346,000","3,092,000","2,853,000","3,276,000","2,787,000","2,744,000","2,667,000","2,612,000","2,681,000","2,370,000","2,307,000","2,116,000","1,969,000","1,814,000","2,078,000","2,071,000","1,934,000","1,825,000","1,866,000","1,935,000","1,900,000","1,900,000","2,900,000","3,100,000","1,500,000","1,700,000","1,700,000","1,400,000","1,600,000","1,400,000","1,100,000","1,000,000","1,100,000","1,200,000"
			DepreciationAndAmortization,"285,000,000","72,000,000","69,000,000","69,000,000","74,912,000","66,365,000","66,534,000","77,189,000","67,533,000","69,642,000","69,219,000","75,141,000","77,045,000","71,787,000","73,200,000","24,793,000","21,649,000","21,733,000","21,807,000","22,442,000","22,121,000","21,472,000","21,243,000","21,215,000","20,039,000","18,120,000","16,143,000","16,704,000","16,594,000","17,549,000","15,499,000","14,158,000","13,331,000","12,429,000","11,760,000","11,238,000","11,156,000","10,298,000","10,825,000","10,119,000","10,483,000","9,887,000","9,598,000","9,592,000","8,398,000","9,656,000","8,887,000","8,355,000","7,264,000","6,863,000","6,706,000","6,650,000","6,700,000","7,041,000","6,919,000","6,369,000","6,850,000","5,534,000","5,482,000","4,678,000","4,583,000","4,415,000","4,823,000","4,555,000","4,542,000","4,569,000","4,234,000","3,754,000","3,629,000","3,506,000","3,346,000","3,092,000","2,853,000","3,276,000","2,787,000","2,744,000","2,667,000","2,612,000","2,681,000","2,370,000","2,307,000","2,116,000","1,969,000","1,814,000","2,078,000","2,071,000","1,934,000","1,825,000","1,866,000","1,935,000","1,900,000","1,900,000","2,900,000","3,100,000","1,500,000","1,700,000","1,700,000","1,400,000","1,600,000","1,400,000","1,100,000","1,000,000","1,100,000","1,200,000"
