name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"1,069,500,000","200,000,000","359,300,000","336,500,000","173,700,000","175,800,000","291,900,000","237,800,000","235,400,000","112,400,000","249,300,000","262,700,000","163,000,000","239,600,000","302,800,000","219,800,000","166,000,000","132,700,000","312,700,000","447,100,000","-110,300,000","86,300,000","220,000,000","336,300,000","272,900,000","212,700,000","266,900,000","338,500,000","253,900,000","211,800,000","270,600,000","325,200,000","253,300,000","196,800,000","277,700,000","333,400,000","240,200,000","237,300,000","325,700,000","413,900,000","230,700,000","215,000,000","292,100,000","376,500,000","254,700,000","251,600,000","284,500,000","383,800,000","251,700,000","74,400,000","260,100,000","351,700,000","249,700,000","356,600,000","328,600,000","365,000,000","242,300,000","318,000,000","220,200,000","396,200,000","200,000,000","287,100,000","331,300,000","295,700,000","268,800,000","213,100,000"
	CashFlowFromContinuingOperatingActivities,"1,069,500,000","200,000,000","359,300,000","336,500,000","173,700,000","175,800,000","291,900,000","237,800,000","235,400,000","112,400,000","249,300,000","262,700,000","163,000,000","239,600,000","302,800,000","219,800,000","166,000,000","132,700,000","312,700,000","447,100,000","-110,300,000","86,300,000","220,000,000","336,300,000","272,900,000","212,700,000","266,900,000","338,500,000","253,900,000","211,800,000","270,600,000","325,200,000","253,300,000","196,800,000","277,700,000","333,400,000","240,200,000","237,300,000","325,700,000","413,900,000","230,700,000","215,000,000","292,100,000","376,500,000","254,700,000","251,600,000","284,500,000","383,800,000","251,700,000","74,400,000","260,100,000","351,700,000","249,700,000","356,600,000","328,600,000","365,000,000","242,300,000","318,000,000","220,200,000","396,200,000","200,000,000","287,100,000","331,300,000","295,700,000","268,800,000","213,100,000"
		NetIncomeFromContinuingOperations,"917,300,000","293,300,000","168,800,000","232,700,000","222,500,000","181,800,000","177,100,000","228,600,000","161,900,000","176,700,000","135,400,000","135,000,000","614,800,000","173,100,000","212,100,000","208,600,000","217,600,000","213,600,000","-1,120,900,000","235,600,000","166,500,000","161,700,000","-355,000,000","216,900,000","205,600,000","185,700,000","212,300,000","232,300,000","189,300,000","203,900,000","221,500,000","234,100,000","193,800,000","203,000,000","173,400,000","214,400,000","198,600,000","212,000,000","237,900,000",,,,,,"263,200,000","210,200,000","242,600,000","238,400,000","221,000,000","207,900,000","223,700,000","181,000,000","220,200,000","223,900,000","239,600,000","240,800,000","231,500,000","207,100,000","243,300,000","216,300,000","204,500,000","193,200,000","217,200,000","258,100,000","209,100,000","229,600,000"
		OperatingGainsLosses,,"-155,800,000","109,800,000","0",,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,500,000","0",,,,,,,,,,,,,,,,,,,"0","3,800,000",,
			GainLossOnSaleOfBusiness,"-203,700,000","-155,800,000","0",,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"201,600,000","46,800,000","47,900,000","51,300,000","55,600,000","53,400,000","56,100,000","54,200,000","57,100,000","58,200,000","67,000,000","61,100,000","64,800,000","64,800,000","68,700,000","63,600,000","65,700,000","66,700,000","65,800,000","65,500,000","65,200,000","66,400,000","65,300,000","66,400,000","65,900,000","65,600,000","69,000,000","74,400,000","62,900,000","63,900,000","69,500,000","66,800,000","68,400,000","67,200,000","64,900,000","68,600,000","66,400,000","62,900,000","62,000,000","61,200,000","59,000,000","63,900,000","55,400,000","45,900,000","46,600,000","44,700,000","45,400,000","44,900,000","43,600,000","42,000,000","42,700,000","38,700,000","37,100,000","35,700,000","37,100,000","37,600,000","36,500,000","32,800,000","31,700,000","30,900,000","30,900,000","30,400,000","28,300,000","26,100,000","24,500,000","24,600,000"
			DepreciationAndAmortization,"201,600,000","46,800,000","47,900,000","51,300,000","55,600,000","53,400,000","56,100,000","54,200,000","57,100,000","58,200,000","67,000,000","61,100,000","64,800,000","64,800,000","68,700,000","63,600,000","65,700,000","66,700,000","65,800,000","65,500,000","65,200,000","66,400,000","65,300,000","66,400,000","65,900,000","65,600,000","69,000,000","74,400,000","62,900,000","63,900,000","69,500,000","66,800,000","68,400,000","67,200,000","64,900,000","68,600,000","66,400,000","62,900,000","62,000,000","61,200,000","59,000,000","63,900,000","55,400,000","45,900,000","46,600,000","44,700,000","45,400,000","44,900,000","43,600,000","42,000,000","42,700,000","38,700,000","37,100,000","35,700,000","37,100,000","37,600,000","36,500,000","32,800,000","31,700,000","30,900,000","30,900,000","30,400,000","28,300,000","26,100,000","24,500,000","24,600,000"
				Depreciation,"48,100,000","11,300,000","11,200,000","12,400,000","13,200,000","12,800,000","15,000,000","14,300,000","15,500,000","16,500,000","23,100,000","18,300,000","19,000,000","19,200,000","19,900,000","18,300,000","19,400,000","19,300,000","19,600,000","19,800,000","19,100,000","18,600,000","19,200,000","18,700,000","18,800,000","17,500,000","18,100,000","17,000,000","16,100,000","16,500,000","17,100,000","16,500,000","16,700,000","16,300,000","16,700,000","15,900,000","16,200,000","15,400,000","15,700,000","14,700,000","16,000,000","15,300,000","15,900,000","14,700,000","15,400,000","15,000,000","15,500,000","15,900,000","15,400,000","14,700,000","14,800,000",,,,,,,,"13,400,000","13,000,000","11,600,000","11,100,000","10,000,000",,,
				AmortizationCashFlow,"153,500,000","35,500,000","36,700,000","38,900,000","42,400,000","40,600,000","41,100,000","39,900,000","41,600,000","41,700,000","43,900,000","42,800,000","45,800,000","45,600,000","48,800,000","45,300,000","46,300,000","47,400,000","46,200,000","45,700,000","46,100,000","47,800,000","46,100,000","47,700,000","47,100,000","48,100,000","50,900,000","57,400,000","46,800,000","47,400,000","52,400,000","50,300,000","51,700,000","50,900,000","48,200,000","52,700,000","50,200,000","47,500,000","46,300,000","46,500,000","43,000,000","48,600,000","39,500,000","31,200,000","31,200,000","29,700,000","29,900,000","29,000,000","28,200,000","27,300,000","27,900,000",,,,,,,,"18,300,000","17,900,000","19,300,000","19,300,000","18,300,000",,,
