name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987
MarketCap,"14,970,844,966","15,237,109,809","13,816,049,621","13,213,336,037","13,884,594,469","12,964,722,216","11,759,606,239","10,988,739,295","10,391,850,295","10,365,683,778","13,165,831,317","13,320,798,037","14,209,464,255","13,874,641,970","10,923,176,816","12,884,528,708","12,661,749,710","9,900,818,903","8,961,415,695","9,041,363,862","8,513,978,438","7,988,978,277","8,490,281,477","7,162,612,294","7,099,977,153","8,333,093,124","8,059,788,880","8,642,436,151","10,982,505,090","11,037,452,020","11,383,372,611","12,857,173,373","11,967,128,272","12,009,334,800","12,680,652,704","9,358,263,093","7,971,761,547","5,888,465,459","4,686,831,328","4,118,502,837","4,012,654,605","4,304,668,692","3,063,467,329","3,098,979,590","3,679,583,663","3,385,747,618","2,987,524,049","3,109,532,973","3,094,744,312","3,978,358,723","2,987,285,073","2,988,032,829","2,932,698,887","2,269,224,117","2,195,132,142","3,083,529,840","4,958,232,067","5,815,384,498","9,143,899,116","8,232,469,764","6,293,313,890","7,364,055,503","5,302,985,958","3,332,384,157","2,570,156,401","2,904,024,757","2,428,419,835","2,362,276,468","1,796,941,195","1,306,061,107","1,350,934,816","997,613,402","1,014,618,176","728,371,149","803,003,476","562,102,248","580,996,442","488,887,249","434,094,375","427,481,121","458,184,185","424,174,638","492,692,537","485,599,511","534,705,079","510,152,295","422,190,747","428,095,464","433,999,618","389,692,735","360,170,558","401,497,759","383,784,622","386,760,429","538,464,467","448,140,705","548,470,713","571,907,803","456,441,075","519,575,888","374,500,165","294,747,388","252,221,976","248,768,073","245,343,195","248,768,073","218,190,169","221,370,312","197,030,890","108,777,433","103,599,628","108,777,433","108,777,433","103,597,556","105,324,182","117,835,563","113,343,828","109,927,185","110,265,810","107,146,565","105,682,565","112,728,070","137,387,335","140,910,087","142,671,463","133,864,583","107,216,061","128,048,563","160,511,579","161,194,082","151,966,582","179,511,592","199,660,852","217,562,643","223,063,633","236,000,155","237,843,906","226,462,647","217,152,129","237,600,155"
EnterpriseValue,"12,539,844,966","11,457,109,809","9,686,049,621","8,181,336,037","8,518,594,469","10,411,722,216","11,133,606,239","7,797,739,295","8,040,850,295","4,818,683,778","7,911,831,317","9,112,798,037","10,734,464,255","10,207,641,970","8,445,176,816","11,183,528,708","14,255,749,710","9,034,818,903","8,373,415,695","8,635,363,862","7,620,978,438","7,393,978,277","9,472,281,477","8,336,612,294","7,727,977,153","3,537,093,124","4,539,788,880","4,142,436,151","5,333,505,090","5,213,452,020","5,359,372,611","3,640,173,373","4,846,128,272","5,781,334,800","5,286,652,704","4,659,263,093","6,028,761,547","5,874,465,459","4,672,831,328","3,728,502,837","1,982,654,605","-5,417,331,308","-929,532,671","-894,020,410","132,583,663","-599,252,382","-936,475,951","-67,467,027","58,744,312","1,586,358,723","-806,714,927","2,265,032,829","930,698,887","1,940,224,117","292,132,142","3,518,370,840","3,640,101,067","5,422,775,498","8,547,081,116","6,829,071,764","5,097,358,890","6,121,665,503","5,189,744,958","3,495,333,157","2,733,105,401","2,998,674,757","2,539,043,835","2,472,900,468","1,807,059,195","1,086,871,107","1,205,566,816","526,063,402","563,978,176","591,166,149","435,766,476","646,520,248","674,188,442","741,521,249","699,668,375","670,187,121","499,933,185","661,522,638","730,040,537","557,772,511","566,374,079","489,760,295","466,565,747","439,393,464","445,297,618","48,768,735","422,026,558","138,197,759","141,384,622","23,760,429","140,861,467","228,340,705","310,970,713","362,207,803","122,835,075","672,175,888","499,200,165","411,847,388","149,105,703","340,468,073","448,043,195","288,231,503","409,490,169","415,470,312","391,130,890","327,077,433","329,499,628","334,677,433","337,277,433","349,197,556","355,824,182","371,335,563","369,143,828","370,527,185","370,865,810","366,146,565","370,882,565","377,928,070","404,487,335","416,710,087","418,471,463","409,664,583","383,016,061","403,148,563","435,611,579","436,294,082","417,166,582","444,711,592","464,860,852","482,762,643","451,663,633","464,600,155","466,443,906","455,062,647","445,752,129","298,900,155"
PeRatio,,,"154.969",,,,,,,,,,,"43.645","16.034","9.975","4.529","3.854","4.453","6.513",,,,,,,,,,,"33.383","10.659","15.75","11.326","15.133","22.029","12.612","14.536","11.92","18.628","6.573","5.211","5.559","5.623","7.638","6.854","15.004","28.231",,"15.323","13.497",,,,,,,,"617.713","353.909","62.037","297.625",,"86.721","66.885",,,,"90.781","20.634","19.589","7.68","8.262","8.567","16.832","20.877","21.579","10.67","8.205","7.669","7.823","7.546","7.588","7.008","7.313","7.248","7.208","7.25","7.35","5.03","4.566","5.28","4.895","6.767","7.862","10.601","13.487","10.377","4.578","3.887","4.192","3.45","4.473","4.891","7.158","6.767","6.029","6.117","5.674","4.744","4.717","4.953","4.773","5.245","4.766","6.204","5.974","7.159","9.375","7.126","8.152","6.061","7.222","8.547","8.438","7.724","6.504","5.445","6.014","5.978","6.176","7.081","7.876","8.104","8.176","8.649","8.532","8.52","8.31","8.939"
ForwardPeRatio,"28.818",,,,,,,,,"27.624","35.088","36.63",,"53.763",,"24.814","27.322","23.256","20.367","16.393","37.594","29.412","34.483","28.818",,"13.245","10.707","10.776","14.389","14.641","9.108",,,"10.111","7.71","8.19","6.161","5.131","4.69","4.239","3.367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.14","1.234","1.232","1.306","1.618","1.599","1.375","1.198","1.003","0.932","1.126","1.109","1.195","1.163","0.498","0.619","0.618","0.48","0.439","0.441","0.401","0.404","0.478","0.403","0.43","0.497","0.459","0.471","0.573","0.552","0.546","0.63","0.596","0.607","0.65","0.476","0.429","0.358","0.293","0.472","0.374","0.402","0.331","0.334","0.517","0.397","0.365","0.348","0.351","0.526","0.401","0.485","0.686","0.332","0.374","0.592","4.542","2.767","3.404","5.319","4.255","4.983","2.843","1.77","1.365","1.666","2.924","2.844","2.92","2.919","3.25","3.193","3.844","2.86","3.264","2.317","2.166","1.863","1.587","1.611","1.755","1.679","1.689","1.685","1.776","1.667","2.244","6.093","6.177","3.128","4.339","3.73","3.628","4.815","5.847","7.706","10.176","9.258","4.765","3.518","3.804","3.033","3.636","2.918","3.499","3.315","2.814","2.543","2.359","1.68","1.571","1.649","1.658","1.574","1.664","1.87","1.83","1.886","1.935","1.937","1.899","2.006","2.416","2.644","2.639","2.461","2.073","2.072","2.612","2.608","2.522","2.955","3.287","3.564","3.905","4.131","4.185","3.932","3.778","4.11"
PbRatio,"4.348","4.35","3.859","3.726","4.504","3.883","3.786","2.911","2.857","1.901","2.337","2.341","2.499","2.125","1.946","2.437","2.618","1.939","1.923","2.192","3.504","3.709","3.486","2.836","2.822","2.09","1.568","1.52","2.064","2.028","1.848","1.939","1.996","1.971","2.217","1.78","1.596","1.261","1.004","4.558","0.915","1.146","0.844","0.853","2.453","0.975","0.939","0.987","1.119","3.866","1.128","1.12","1.153","0.981","0.915","1.082","1.879","2.109","3.953","3.558","2.681","3.187","24.757","15.445","11.912","13.364","11.456","11.144","5.587","110.216","104.046","414.636","257.517","39.845","41.178",,,,,,,,,,,,,,,,,"0.423","0.414","0.444",,"0.52","0.65","0.691",,"0.648","0.722","0.586",,"0.554","0.591",,"0.551","0.572","0.51","0.403","0.408","0.428","0.436","0.427","0.446","0.504","0.492","0.495","0.497","0.476","0.465","0.496","0.609","0.599","0.606","0.569","0.456","0.511","0.641","0.644","0.596","0.705","0.784","0.854","0.858","0.908","0.915","0.871","0.836","3.237"
EnterprisesValueRevenueRatio,"1.072","3.664","3.258","2.899","3.069","4.393","5.531","4.047","5.504","2.384","3.151","3.434","3.889","4.146","3.562","3.63","4.556","1.839","1.727","1.83","1.598","1.542","2.145","1.877","1.674","0.886","1.232","1.014","1.233","1.339","1.247","0.742","0.934","1.173","1.075","1.06","1.283","1.233","1.082","0.817","0.507","-2.083","-0.397","-0.358","0.052","-0.244","-0.431","-0.034","0.028","0.858","-0.476","1.038","0.622","1.099","1.236","1.96","-24.318","11.371","8.911","31.831","26.636","17.422","13.837","9.364","5.384","5.997","4.585","7.454","8.19","8.321","10.757","4.403","4.783","7.901","4.969","9.511","10.561","11.54","7.951","8.803","5.926","8.436","9.487","6.618","8.187","7.218","5.929","5.59","5.41","0.647","-28.593","4.175","2.613","0.917","10.277","7.662","13.121","13.931","-6.209","36.933","21.61","8.337","-104.518","11.237","20.092","13.924","31.94","21.416","22.74","15.955","27.804","22.462","19.609","20.185","20.217","24.43","27.143","24.868","18.18","23.931","27.072","27.586","26.265","29.765","29.264","28.648","31.395","27.425","29.236","29.086","22.308","29.647","31.84","33.294","24.954","31.181","31.516","31.384","31.839","19.927"
EnterprisesValueEBITDARatio,"13.841","9.247","-14.371","151.506","29.682","11.1","16.421","-6.67","6.195","-2.196","45.21","-77.887","-38.753","-25.777","-8,445.177","-90.19","25.64","9.736","82.092","6.354","3.441","21.941","-86.112","11.358","34.811","-3.164","-2.605","-10.356","4.626","5.499","-5.896","-17.01","3.029","10.569","11.272","2.947","12.965","5.278","15.271","7.369","3.122","-18.302","-1.109","-4.995","0.16","-0.719","-1.997","-0.069","11.749","10.719","-6.667","3.612","1.177","9.109","-0.153","-12.394","-5.457","-719.201","-23.105","-117.31","-91.252","-2,116.758","-574.723","-261.099","38.888","34.985","22.408","38.443","15.898","20.907","35.855","11.449","11.763","19.838","9.75","30.699","17.086","38.219","20.522","28.49","15.45","24.807","29.272","20.856","23.988","25.437","19.525","16.261","15.472","2.192","-7.078","3.322","2.31","0.736","-10.285","6.543","11.349","11.876","-2.62","29.353","18.022","7.407","-4.342","9.354","15.888","10.836","-22.605","16.357","16.859","12.58","-18.178","16.487","15.331","15.52","14.176","19.442","22.928","24.868","11.204","19.476","27.072","23.769","17.977","29.765","29.264","28.648","16.653","27.425","29.236","29.086","15.862","29.647","31.84","33.294","18.511","31.181","31.516","31.384","22.177","19.927"
