name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"580,963,746","752,026,527","1,076,025,674","1,823,045,151"
EnterpriseValue,"339,511,746","384,303,527","625,749,674","1,814,572,151"
PsRatio,"1.87","3.511","4.906",
PbRatio,"1.763","1.939","2.766",
EnterprisesValueRevenueRatio,"1.681","7.125","10.826","42.025"
EnterprisesValueEBITDARatio,"-3.237","-5.468","-18.445","56.573"
