name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
			CurrentAccruedExpenses,"73,535,000","81,206,000","57,229,000","83,175,000","56,195,000","46,218,000","38,298,000","57,312,000","40,132,000","26,138,000","17,987,000","13,607,000","14,989,000","11,015,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"15,458,000","37,041,000","21,560,000","21,865,000","20,741,000","29,682,000","18,755,000","13,590,000","5,647,000","13,317,000","7,580,000","4,736,000","3,616,000","4,047,000"
		CurrentDebtAndCapitalLeaseObligation,"4,363,000","4,938,000","4,999,000","4,540,000","7,453,000","5,253,000","3,617,000","3,627,000","2,510,000","8,000,000",,,,
			CurrentDebt,,,,,"3,646,000","1,458,000",,,,,,,,
				OtherCurrentBorrowings,,,,,"3,646,000","1,458,000",,,,,,,,
			CurrentCapitalLeaseObligation,"4,363,000","4,938,000","4,999,000","4,540,000","3,807,000","3,795,000","3,617,000","3,627,000","2,510,000","8,000,000",,,,
		OtherCurrentLiabilities,,,,,,"5,550,000","5,198,000","5,276,000","3,539,000","12,078,000","4,021,000","4,297,000","4,523,000","3,009,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,750,373,000","1,743,302,000","1,421,575,000","1,405,202,000","1,386,673,000","500,054,000","493,599,000","485,075,000","472,814,000","95,318,000","76,405,000","554,388,000","55,241,000","533,867,000"
		LongTermDebtAndCapitalLeaseObligation,"1,723,544,000","1,721,233,000","1,393,997,000","1,391,937,000","1,375,061,000","490,534,000","480,130,000","475,676,000","470,017,000","91,791,000","75,017,000","74,997,000","54,861,000","54,507,000"
			LongTermDebt,"1,708,050,000","1,703,805,000","1,375,314,000","1,373,915,000","1,361,199,000","475,857,000","471,894,000","466,559,000","461,339,000","91,791,000","75,017,000","74,997,000","54,861,000","54,507,000"
			LongTermCapitalLeaseObligation,"15,494,000","17,428,000","18,683,000","18,022,000","13,862,000","14,677,000","8,236,000","9,117,000","8,678,000","8,000,000",,,,
		PreferredSecuritiesOutsideStockEquity,,"1,423,000","2,967,000","1,865,000","1,271,000","1,630,000","2,574,000","1,906,000","3,053,000","2,243,000","2,570,000","479,044,000","0","478,865,000"
		OtherNonCurrentLiabilities,"26,829,000","22,069,000","27,578,000","13,265,000","11,612,000","9,520,000","13,469,000","9,399,000","2,797,000","3,527,000","1,388,000","347,000","380,000","495,000"
TotalEquityGrossMinorityInterest,"-1,040,687,000","-865,579,000","-735,874,000","-455,625,000","-388,094,000","107,886,000","218,387,000","327,512,000","452,071,000","475,976,000","524,267,000","-267,553,000","310,661,000","-101,503,000"
	StockholdersEquity,"-1,040,996,000","-870,414,000","-743,397,000","-464,294,000","-395,294,000","57,906,000","163,756,000","265,759,000","380,715,000","408,454,000","459,758,000","-316,119,000","252,141,000","-163,986,000"
		CapitalStock,"154,000","154,000","153,000","153,000","152,000","125,000","125,000","125,000","124,000","124,000","117,000","9,949,000","100,000","6,594,000"
			PreferredStock,"0","0","0","0","0","0","0","0",,"0","0","175,000","0","122,000"
			CommonStock,"154,000","154,000","153,000","153,000","152,000","125,000","125,000","125,000","124,000","124,000","117,000","9,949,000","100,000","6,594,000"
		AdditionalPaidInCapital,"867,596,000","841,530,000","821,220,000","799,679,000","767,117,000","1,021,344,000","1,006,944,000","992,691,000","986,746,000","848,107,000","826,062,000",,"486,774,000",
		RetainedEarnings,"-1,633,363,000","-1,436,966,000","-1,289,789,000","-1,133,854,000","-1,037,506,000","-888,755,000","-768,774,000","-652,915,000","-531,881,000","-440,031,000","-366,573,000","-326,068,000","-234,733,000","-170,580,000"
		TreasuryStock,"275,000,000","275,000,000","275,000,000","130,308,000","125,000,000","75,000,000","75,000,000","75,000,000","75,000,000",,,,,
		GainsLossesNotAffectingRetainedEarnings,"-383,000","-132,000","19,000","36,000","-57,000","192,000","461,000","858,000","726,000","254,000","152,000",,,
		OtherEquityInterest,,,,,,,,,,"408,454,000",,,,
	MinorityInterest,"309,000","4,835,000","7,523,000","8,669,000","7,200,000","49,980,000","54,631,000","61,753,000","71,356,000","67,522,000","64,509,000","48,566,000","58,520,000","62,483,000"
TotalCapitalization,"667,054,000","833,391,000","631,917,000","909,621,000","965,905,000","533,763,000","635,650,000","732,318,000","842,054,000","500,245,000","534,775,000","-241,122,000","307,002,000","-109,479,000"
PreferredStockEquity,,,,,,,,,,"2,243,000","2,570,000","175,000","202,000","122,000"
CommonStockEquity,"-1,040,996,000","-870,414,000","-743,397,000","-464,294,000","-395,294,000","57,906,000","163,756,000","265,759,000","380,715,000","408,454,000","459,758,000","-316,119,000","252,141,000","-163,986,000"
CapitalLeaseObligations,"19,857,000","22,366,000","23,682,000","22,562,000","17,669,000","18,472,000","11,853,000","12,744,000","11,188,000","8,000,000",,,,
NetTangibleAssets,"-1,071,472,000","-915,348,000","-789,601,000","-464,294,000","-395,294,000","57,906,000","163,756,000","265,759,000","380,715,000","408,454,000","459,758,000","-316,119,000","252,141,000","-163,986,000"
WorkingCapital,"612,767,000","753,789,000","543,887,000","777,962,000","850,385,000","547,176,000","669,677,000","769,295,000","860,043,000","508,237,000","518,297,000","268,004,000","347,001,000","412,646,000"
InvestedCapital,"667,054,000","833,391,000","631,917,000","909,621,000","969,551,000","535,221,000","635,650,000","732,318,000","842,054,000","500,245,000","534,775,000","-241,122,000","307,002,000","-109,479,000"
TangibleBookValue,"-1,071,472,000","-915,348,000","-789,601,000","-464,294,000","-395,294,000","57,906,000","163,756,000","265,759,000","380,715,000","408,454,000","459,758,000","-316,119,000","252,141,000","-163,986,000"
TotalDebt,"1,727,907,000","1,726,171,000","1,398,996,000","1,396,477,000","1,382,514,000","495,787,000","483,747,000","479,303,000","472,527,000","91,791,000","75,017,000","74,997,000","54,861,000","54,507,000"
NetDebt,"1,336,500,000","1,310,033,000","1,194,967,000","995,495,000","893,669,000","121,233,000","104,927,000",,"461,339,000","91,791,000",,,,
ShareIssued,"153,880,154","153,535,084","153,279,652","152,894,108","152,289,274","125,264,070","124,957,091","124,665,939","123,774,536","123,658,287","117,359,502","123,574,967","119,999,967","119,999,967"
OrdinarySharesNumber,"147,688,393","147,343,323","147,087,891","149,614,740","149,114,600","122,849,389","122,542,410","122,251,258","121,359,855","123,658,287","117,359,502","123,574,967","119,999,967","119,999,967"
TreasurySharesNumber,"6,191,761","6,191,761","6,191,761","3,279,368","3,174,674","2,414,681","2,414,681","2,414,681","2,414,681",,,,,
