name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995
MarketCap,"15,588,977,439","17,589,493,000","17,114,038,000","16,104,028,000","15,554,700,000","14,953,324,000","13,827,480,000","11,775,764,000","10,955,571,000","9,158,072,294","14,914,197,215","13,773,871,996","13,499,318,976","11,977,020,354","6,787,199,956","10,125,631,104","9,492,368,160","7,824,399,501","7,817,218,764","7,270,821,557","8,782,576,534","7,479,906,408","7,917,902,241","7,272,188,848","6,329,091,923","7,144,356,943","6,531,383,858","8,494,894,415","9,109,811,661","9,178,959,329","8,365,282,181","7,800,490,450","7,954,199,788","7,474,748,287","7,123,231,837","6,054,691,829","5,139,884,679","4,910,873,132","4,175,980,497","3,845,112,106","3,757,707,453","3,630,574,105","3,355,602,507","2,535,913,620","3,170,689,462","3,267,517,816","2,536,291,555","2,291,081,082","1,913,314,116","2,020,350,749","1,947,606,303","1,784,943,350","1,528,726,152","1,260,018,039","1,927,318,142","2,483,937,318","2,354,897,107","1,822,871,102","1,677,170,967","1,827,090,709","1,781,154,068","1,679,542,353","1,465,858,574","1,311,971,585","1,819,881,382","1,574,697,131","1,291,275,831","1,301,005,024","1,020,140,403","954,892,888","984,818,194","853,776,039","818,302,301","636,354,699","760,524,730","692,065,032","604,989,243","504,574,257","609,909,393","611,354,613","617,639,032","648,981,467","530,781,900","469,626,576","644,083,875","545,155,589","503,393,323","435,446,199","514,577,761","549,733,696","914,645,625","620,429,056","882,540,450","708,581,000","828,326,010","668,735,000","887,880,000","961,732,500","863,126,875","777,693,750","670,080,000","435,357,000","473,298,625","421,751,250","492,043,125","403,082,000","399,956,875","544,726,250","533,904,750"
EnterpriseValue,"19,339,977,439","21,174,493,000","20,728,638,000","19,730,728,000","19,348,400,000","18,594,024,000","17,522,880,000","15,653,664,000","15,087,571,000","12,983,172,294","19,072,097,215","17,945,681,996","17,949,042,976","15,252,985,354","10,240,917,956","11,762,758,104","11,163,115,160","9,461,526,501","9,463,042,764","8,927,596,557","10,372,394,534","8,974,198,408","8,487,424,241","7,713,507,848","6,868,301,923","7,613,892,943","6,774,161,858","8,630,876,415","9,281,661,661","9,274,305,329","8,674,783,181","8,075,483,450","8,109,729,788","7,639,697,287","7,381,915,837","6,237,144,829","5,332,116,679","5,013,003,132","4,278,110,497","4,054,138,106","3,874,277,453","3,740,832,105","3,540,621,507","2,720,932,620","3,345,472,462","3,466,899,816","2,721,425,555","2,524,115,082","2,154,749,116","2,260,897,749","2,150,727,303","1,962,100,350","1,759,280,152","1,524,406,039","2,172,593,142","2,447,668,318","2,263,352,107","1,798,199,102","1,592,658,967","1,835,864,709","1,724,675,068","1,641,563,353","1,368,273,574","1,223,064,585","1,730,974,382","1,533,241,131","1,335,495,831","1,345,225,024","1,073,556,403","1,037,151,888","1,040,155,194","946,592,039","913,672,301","768,500,699","883,619,730","855,893,032","778,087,243","683,991,257","785,850,393","804,918,613","831,580,032","836,902,467","718,702,900","933,921,576","1,144,046,875","1,079,281,589","1,064,870,323","989,784,199","1,068,915,761","1,098,608,696","1,476,176,625","1,054,329,056","1,326,340,450","1,174,481,000","1,292,826,010","1,038,735,000","1,258,980,000","1,322,232,500","1,227,226,875","1,147,393,750","1,044,180,000","810,057,000","814,398,625","771,451,250","803,743,125","708,782,000","691,456,875","871,326,250","860,504,750"
PeRatio,"26.924","32.49","38.22","36.223","37.752","36.479","30","27.26","23.402","26.158","53.288","38.428","34.335","24.17","21.953","35.077","34.348","29.926","30.845","26.673","29.612","23.353","20.912","19.963","17.005","19.339","17.78","22.519","24.931","26.246","25.332","24.859","26.471","25.748","25.479","22.414","19.752","19.674","16.867","17.962","20.106","21.473","21.859","16.522","22.819","26.496","27.547","19.748","16.974","18","17.088","14.834","12.186","9.807","14.888","19.553","19.526","15.89","15.444","18.824","19.535","19.597","19.107","17.391","23.974","22.958","26.373","26.745","23.348","25.937","30.457","29.203","32.8","29.061","33.412","30.481","28.388","24.702","35.1","74.105","75","46.844","38.438","24.222","33.333","21.525",,"22.5","22.083","6.213","20.64","9.473","13.945","11.533","13.965","11.898","16.509","19","18.046","16.88","15.385","10.656","10.978","10.045","11.029","8.144","7.87","10.728","10.634"
ForwardPeRatio,"16.892","18.484","17.699",,"18.692","17.986","17.422","14.728","16.921","10.235","16.051","14.599","17.953","18.018","15.432","22.676","25.381","21.368","19.96","17.986","22.727","19.084","19.305","17.953","16.155","17.301","15.674","18.382","19.841","20.202","20.79","19.608","18.939","17.889","20.284","17.271","17.452","13.55","14.837","12.361","12.92","13.812","16.475","13.072","16.892","19.724","18.553",,,,,,"12.469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"1.216","1.196","1.06","1.029","1.259","1.588","1.424","1.247","1.125","1.419","1.362","2.97","2.761","1.615","1.731","1.306","1.226","1.323","1.348","1.387","1.306","1.262","1.192","1.353","1.151","1.163","0.847","0.927","0.772","0.843","0.901","0.729","0.707","0.859","1.316","1.324",,,,,,"1.133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.017","2.313","2.238","2.113","2.095","1.995","1.771","1.475","1.314","1.041","1.716","1.542","1.503","1.63","1.57","2.405","2.358","2.016","2.158","2.154","2.74","2.425","2.56","2.453","2.061","2.325","2.096","2.602","2.887","3.024","2.898","2.868","3.024","2.924","2.88","2.48","2.132","2.066","1.771","1.743","1.8","1.851","1.849","1.398","1.86","2.041","1.685","1.555","1.338","1.455","1.398","1.249","1.03","0.817","1.233","1.636","1.598","1.296","1.244","1.531","1.576","1.557","1.392","1.251","1.725","1.485","1.283","1.301","1.064","1.077","1.188","1.053","1.053","0.858","1.044","1.007","0.889","0.736","0.88","0.866","0.827","0.826","0.678","0.458","0.628","0.536","0.653","0.518","0.508","0.508","0.7","0.636","0.919","0.761","0.936","0.803","1.092","1.245","1.188","1.132","1.075","0.765","0.795","0.742","0.839","0.671","0.756","1.183","1.173"
PbRatio,"1.551","1.724","1.685","1.564","1.533","1.477","1.38","1.196","1.122","0.92","1.538","1.405","1.394","4.189","2.344","3.546","3.2","2.789","2.877","2.833","3.735","3.391","4.587","4.222","3.775","4.204","3.292","4.344","5.016","5.079","4.677","4.421","4.737","4.715","4.709","4.321","3.878","3.846","3.271","3.34","3.332","3.473","3.317","2.508","3.124","3.382","2.819","2.636","2.379","2.528","2.507","2.376","2.18","1.911","2.986","3.628","3.47","2.868","2.717","3.375","3.563","3.574","3.173","2.891","4.01","3.815","3.548","3.575","2.969","2.953","3.152","2.984","3.044","2.526","3.063","3.052","2.757","2.419","3.061","3.102","2.479","2.646","2.164","2.23","3.22","2.776","2.661","2.194","2.593","2.816","5.029","48.095",,,,,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"2.442","10.988","10.001","10.347","9.615","10.16","8.659","8.393","8.684","6.727","8.053","8.965","8.026","9.571","9.161","10.914","10.042","8.958","8.798","9.32","11.126","9.797","11.168","11.418","9.492","9.862","8.134","10.662","10.958","11.33","10.568","10.129","11.093","10.988","10.832","9.878","8.358","8.144","7.009","6.9","6.353","6.413","6.622","5.455","6.986","7.615","6.921","6.718","5.759","6.213","5.988","5.938","5.267","4.033","5.362","6.181","5.801","4.691","4.36","5.174","5.295","5.224","4.647","4.549","6.609","5.843","4.958","5.258","3.973","4.235","4.636","4.665","4.424","4.083","4.282","5.119","4.45","4.035","4.424","4.986","4.625","4.72","15.307","4.087","4.734","4.049","4.022","3.879","4.29","4.244","2.62","6.116","6.837","6.143","7.174","6.472","7.315","8.363","8.343","8.035","7.561","5.934","6.323","7.026","7.367","6.706","7.233","8.33","7.476"
EnterprisesValueEBITDARatio,"13.393","58.012","51.886","58.066","56.924","57.072","61.077","45.959","53.2","40.789","55.265","60.784","57.544","132.587","85.198","75.341","73.895","58.506","79.762","71.422","75.178","63.018","105.902","56.071","46.122","48.017","39.812","52.089","54.593","57.56","57.261","52.802","55.225","56.42","58.481","51.834","42.048","43.875","37.618","37.98","34.877","35.863","42.311","30.795","50.446","44.911","43.164","41.829","36.879","38.415","40.722","37.042","38.898","23.62","37.429","40.78","35.893","29.374","29.666","34.42","32.553","33.586","33.635","34.701","41.862","39.788","37.529","40.255","32.21","41.573","44.623","58.07","37.802","43.33","40.411","49.95","38.955","37.962","41.705","46.196","42.095","49.157","-75.462","34.399","34.101","27.136","29.31","26.527","27.872","23.733","15.626","29.451","36.538","32.899","37.257","32.871","38.501","42.379","42.173","40.688","36.256","28.127","39.343","28.258","29.441","27.261","27.439","36.155","26.315"
