name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013
OperatingCashFlow,"-34,459,000","-16,843,000","56,717,000","-10,561,000","-63,772,000","-4,010,000","67,080,000","25,988,000","114,467,000","31,281,000","20,019,000","22,413,000","31,991,000","3,443,000","46,594,000","-3,237,000","-2,135,000","-9,049,000","23,198,000","25,700,000","-9,271,000","-8,852,000","30,625,000","-15,542,000","16,045,000","-15,646,000","31,806,000","4,590,000","2,187,000","-2,921,000","34,226,000","4,365,000","1,076,000","-19,194,000","40,704,000","-19,545,000","-9,240,000","-11,885,000","63,177,000"
	CashFlowFromContinuingOperatingActivities,"-34,459,000","-16,843,000","56,717,000","-10,561,000","-63,772,000","-4,010,000","67,080,000","25,988,000","114,467,000","31,281,000","20,019,000","22,413,000","31,991,000","3,443,000","46,594,000","-3,237,000","-2,135,000","-9,049,000","23,198,000","25,700,000","-9,271,000","-8,852,000","30,625,000","-15,542,000","16,045,000","-15,646,000","31,806,000","4,590,000","2,187,000","-2,921,000","34,226,000","4,365,000","1,076,000","-19,194,000","40,703,000","-19,544,000","-9,240,000","-11,885,000","63,177,000"
		NetIncomeFromContinuingOperations,"100,018,000","1,998,000","58,434,000","21,863,000","17,723,000","10,450,000","29,567,000","30,482,000","32,461,000","-1,130,000","9,683,000","10,493,000","5,498,000","-5,459,000","10,629,000","12,399,000","6,550,000","-5,828,000","5,887,000","9,809,000","6,553,000","-4,507,000","10,540,000","10,514,000","8,304,000","311,000","11,390,000","9,541,000","8,200,000","-1,360,000","3,173,000","8,916,000","5,063,000","-3,368,000","7,411,000","2,224,000","7,656,000","4,459,000","13,970,000"
		OperatingGainsLosses,,,,,,,"-133,000","134,000","0","803,000","0","0","0","-311,000","0",,,,"530,000","0",,,,,,,,,,,,,,,"0",,,,
		DepreciationAmortizationDepletion,"27,860,000","7,411,000","7,425,000","6,665,000","6,359,000","5,777,000","5,816,000","5,333,000","5,347,000","5,333,000","5,230,000","4,832,000","4,645,000","4,613,000","4,650,000","4,437,000","4,500,000","4,663,000","4,800,000","4,572,000","4,392,000","3,942,000","3,812,000","3,695,000","3,335,000","3,132,000","3,005,000","3,033,000","2,909,000","2,622,000","2,613,000","2,467,000","2,218,000","1,852,000","8,613,000","2,190,000","1,515,000","911,000","760,000"
			DepreciationAndAmortization,"27,860,000","7,411,000","7,425,000","6,665,000","6,359,000","5,777,000","5,816,000","5,333,000","5,347,000","5,333,000","5,230,000","4,832,000","4,645,000","4,613,000","4,650,000","4,437,000","4,500,000","4,663,000","4,800,000","4,572,000","4,392,000","3,942,000","3,812,000","3,695,000","3,335,000","3,132,000","3,005,000","3,033,000","2,909,000","2,622,000","2,613,000","2,467,000","2,218,000","1,852,000","8,613,000","2,190,000","1,515,000","911,000","760,000"
				Depreciation,"27,820,000","7,387,000","7,422,000","6,662,000","6,349,000","5,767,000","5,809,000","5,322,000","5,344,000","5,326,000","5,224,000","4,825,000","4,639,000","4,606,000","4,644,000","4,430,000","4,500,000","4,387,000","4,313,000","4,120,000","3,941,000","3,490,000","3,361,000","3,243,000","2,884,000","2,681,000","2,553,000","2,581,000","2,458,000","2,171,000","2,161,000","2,016,000","1,766,000","1,401,000","9,678,000","1,738,000","1,081,000","732,000","760,000"
				AmortizationCashFlow,"40,000","24,000","3,000","3,000","10,000","10,000","7,000","11,000","3,000","7,000","6,000","7,000","6,000","7,000","6,000","7,000","0","276,000","487,000","452,000","451,000","452,000","451,000","452,000","451,000","451,000","452,000","452,000","451,000","451,000","452,000","451,000","452,000","451,000",,"452,000","434,000","179,000",
					AmortizationOfIntangibles,"40,000","24,000","3,000","3,000","10,000","10,000","7,000","11,000","3,000","7,000","6,000","7,000","6,000","7,000","6,000","7,000","0","276,000","487,000","452,000","451,000","452,000","451,000","452,000","451,000","451,000","452,000","452,000","451,000","451,000","452,000","451,000","452,000","451,000",,"452,000","434,000","179,000",
		DeferredTax,"5,135,000","-266,000","5,903,000","-320,000","-182,000","-56,000","-3,720,000","-107,000","-54,000","2,962,000","955,000","-552,000","-124,000","431,000","-1,480,000","2,074,000","-117,000","237,000","-110,000","-135,000","-138,000","885,000","-195,000","74,000","-345,000","633,000","1,337,000","-229,000","1,355,000","599,000","357,000","-201,000","-202,000","0","3,207,000","-539,000","-78,000","-421,000","7,838,000"
