name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,12/31/2019
TotalAssets,"2,462,719,000","2,236,935,000","1,917,348,000","1,741,361,000","1,490,457,000","1,403,080,000","532,809,000"
	CurrentAssets,"598,974,000","486,849,000","405,454,000","308,541,000","115,845,000","187,791,000","80,809,000"
		CashCashEquivalentsAndShortTermInvestments,"565,739,000","456,146,000","374,039,000","281,809,000","86,977,000","169,135,000","62,892,000"
			CashAndCashEquivalents,"565,739,000","456,146,000","374,039,000","281,809,000","86,977,000","169,135,000","62,892,000"
		Receivables,"9,747,000","7,933,000","7,681,000","6,693,000","7,814,000","4,935,000","7,578,000"
			AccountsReceivable,"9,747,000","7,933,000","7,681,000","6,693,000","7,814,000","4,935,000","7,578,000"
				GrossAccountsReceivable,,"9,189,000",,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,256,000",,,,,
		PrepaidAssets,"21,546,000","20,685,000","21,808,000","18,191,000","19,138,000","11,994,000","9,199,000"
		RestrictedCash,"1,942,000","2,085,000","1,926,000","1,848,000","1,916,000","1,727,000","1,140,000"
	TotalNonCurrentAssets,"1,863,745,000","1,750,086,000","1,511,894,000","1,432,820,000","1,374,612,000","1,215,289,000","452,000,000"
		NetPPE,"320,046,000","303,654,000","1,375,637,000","278,695,000","256,788,000","201,810,000","81,593,000"
			GrossPPE,"320,046,000","303,654,000","1,375,637,000","278,695,000","256,788,000","201,810,000","81,593,000"
				OtherProperties,"320,046,000","303,654,000","1,375,637,000","278,695,000","256,788,000","201,810,000","81,593,000"
		GoodwillAndOtherIntangibleAssets,"88,604,000","88,423,000","87,956,000","87,483,000","86,802,000","854,679,000","349,510,000"
			Goodwill,"80,509,000","80,509,000","80,509,000","80,509,000","80,509,000","89,164,000","0"
			OtherIntangibleAssets,"8,095,000","7,914,000","7,447,000","6,974,000","6,293,000","765,515,000","349,510,000"
		InvestmentProperties,"1,222,573,000","1,174,186,000",,"1,004,288,000","913,320,000",,
		NonCurrentDeferredAssets,"853,000","160,000","310,000","605,000","1,135,000","0","991,000"
			NonCurrentDeferredTaxesAssets,"853,000","160,000","310,000","605,000","1,135,000","0","991,000"
		OtherNonCurrentAssets,"231,669,000","183,663,000","47,991,000","61,749,000","116,567,000","158,800,000","19,906,000"
TotalLiabilitiesNetMinorityInterest,"1,693,948,000","1,453,277,000","1,298,731,000","1,063,037,000","976,773,000","853,950,000","648,145,000"
	CurrentLiabilities,"86,507,000","75,875,000","72,320,000","72,580,000","73,361,000","60,843,000","99,654,000"
		PayablesAndAccruedExpenses,"38,954,000","36,145,000","32,890,000","31,897,000","33,407,000","29,013,000","21,962,000"
			Payables,"18,927,000","13,871,000","13,061,000","10,989,000","10,588,000","10,118,000","7,977,000"
				AccountsPayable,"3,787,000","1,891,000","2,646,000","1,828,000","1,778,000","1,836,000","1,658,000"
				TotalTaxPayable,"15,140,000","11,980,000","10,415,000","9,161,000","8,810,000","8,282,000","6,319,000"
			CurrentAccruedExpenses,"20,027,000","22,274,000","19,829,000","20,908,000","22,819,000","18,895,000","13,985,000"
				InterestPayable,"8,965,000","8,805,000","7,007,000","7,677,000","5,698,000","4,220,000","3,807,000"
		CurrentDebtAndCapitalLeaseObligation,"13,533,000","11,417,000","11,544,000","11,926,000","11,667,000","9,301,000","55,457,000"
			CurrentDebt,,,,,,,"48,884,000"
				OtherCurrentBorrowings,,,,,,,"48,884,000"
			CurrentCapitalLeaseObligation,"13,533,000","11,417,000","11,544,000","11,926,000","11,667,000","9,301,000","6,573,000"
		CurrentDeferredLiabilities,"28,241,000","24,485,000","23,511,000","23,855,000","23,276,000","17,008,000","13,856,000"
			CurrentDeferredRevenue,"28,241,000","24,485,000","23,511,000","23,855,000","23,276,000","17,008,000","13,856,000"
		OtherCurrentLiabilities,"5,779,000","3,828,000","4,375,000","4,902,000","5,011,000","5,521,000","8,379,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,607,441,000","1,377,402,000","1,226,411,000","990,457,000","903,412,000","793,107,000","548,491,000"
		LongTermDebtAndCapitalLeaseObligation,"1,516,208,000","1,296,991,000","1,147,340,000","908,005,000","828,328,000","717,450,000","534,498,000"
			LongTermDebt,"1,492,993,000","1,272,225,000","1,123,134,000","883,510,000","805,332,000","695,308,000","524,047,000"
			LongTermCapitalLeaseObligation,"23,215,000","24,766,000","24,206,000","24,495,000","22,996,000","22,142,000","10,451,000"
		NonCurrentDeferredLiabilities,"76,527,000","62,296,000","56,948,000","60,448,000","55,000,000","58,121,000","0"
			NonCurrentDeferredTaxesLiabilities,"76,527,000","62,296,000","56,948,000","60,448,000","55,000,000","58,121,000","0"
		OtherNonCurrentLiabilities,"14,706,000","18,115,000","22,123,000","22,004,000","20,084,000","17,536,000","13,993,000"
TotalEquityGrossMinorityInterest,"768,771,000","783,658,000","618,617,000","678,324,000","513,684,000","549,130,000","-115,336,000"
	StockholdersEquity,"718,154,000","732,833,000","566,908,000","626,163,000","458,708,000","491,284,000","-115,336,000"
		CapitalStock,"9,000","9,000","8,000","8,000","0","0","119,019,000"
			PreferredStock,"0","0","0","0","0","0","0"
			CommonStock,"9,000","9,000","8,000","8,000","0","0","119,019,000"
		AdditionalPaidInCapital,"1,043,420,000","1,038,740,000","846,078,000","875,373,000","678,058,000","669,707,000","0"
		RetainedEarnings,"-282,569,000","-278,132,000","-263,795,000","-255,338,000","-220,816,000","-173,523,000","-208,883,000"
		GainsLossesNotAffectingRetainedEarnings,"-42,706,000","-27,784,000","-15,383,000","6,120,000","1,466,000","-4,900,000","-25,472,000"
	MinorityInterest,"50,617,000","50,825,000","51,709,000","52,161,000","54,976,000","57,846,000","0"
TotalCapitalization,"2,211,147,000","2,005,058,000","1,690,042,000","1,509,673,000","1,264,040,000","1,186,592,000","408,711,000"
CommonStockEquity,"718,154,000","732,833,000","566,908,000","626,163,000","458,708,000","491,284,000","-115,336,000"
CapitalLeaseObligations,"36,748,000","36,183,000","35,750,000","36,421,000","34,663,000","31,443,000","17,024,000"
NetTangibleAssets,"629,550,000","644,410,000","478,952,000","538,680,000","371,906,000","-363,395,000","-464,846,000"
WorkingCapital,"512,467,000","410,974,000","333,134,000","235,961,000","42,484,000","126,948,000","-18,845,000"
InvestedCapital,"2,211,147,000","2,005,058,000","1,690,042,000","1,509,673,000","1,264,040,000","1,186,592,000","457,595,000"
TangibleBookValue,"629,550,000","644,410,000","478,952,000","538,680,000","371,906,000","-363,395,000","-464,846,000"
TotalDebt,"1,529,741,000","1,308,408,000","1,158,884,000","919,931,000","839,995,000","726,751,000","589,955,000"
NetDebt,"927,254,000","816,079,000","749,095,000","601,701,000","718,355,000","526,173,000","510,039,000"
ShareIssued,"92,731,191","92,159,612","75,703,908","75,684,862","61,212,042","58,425,000","58,425,000"
OrdinarySharesNumber,"92,731,191","92,159,612","75,703,908","75,684,862","61,212,042","58,425,000","58,425,000"
