name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
TotalAssets,"13,860,000,000","13,900,000,000","13,705,000,000","14,069,000,000","13,796,000,000","13,609,000,000","13,725,000,000","13,069,000,000","11,528,000,000","11,545,000,000","11,272,000,000","10,986,000,000","10,883,000,000","10,777,000,000","10,459,000,000","8,603,000,000","8,690,000,000","8,586,000,000","9,288,000,000","7,802,000,000","7,649,000,000","7,649,000,000","7,715,000,000","7,518,000,000","7,453,000,000","7,913,000,000","6,686,000,000","6,598,000,000","6,430,000,000","6,607,000,000","6,527,000,000","6,522,000,000","6,403,000,000","6,558,000,000","6,259,000,000","6,261,000,000","6,142,000,000","6,262,000,000","5,904,000,000","5,800,000,000","5,906,000,000","5,711,000,000"
	CurrentAssets,"6,837,000,000","6,930,000,000","6,682,000,000","7,048,000,000","6,794,000,000","6,611,000,000","6,757,000,000","6,285,000,000","4,772,000,000","4,748,000,000","4,618,000,000","4,484,000,000","4,379,000,000","4,399,000,000","4,076,000,000","4,239,000,000","4,267,000,000","4,217,000,000","4,894,000,000","3,584,000,000","3,383,000,000","3,390,000,000","3,364,000,000","3,328,000,000","3,307,000,000","3,830,000,000","3,450,000,000","3,316,000,000","3,110,000,000","3,465,000,000","3,353,000,000","3,327,000,000","3,222,000,000","3,357,000,000","3,083,000,000","3,082,000,000","2,942,000,000","2,864,000,000","2,555,000,000","2,477,000,000","2,526,000,000","2,311,000,000"
		CashCashEquivalentsAndShortTermInvestments,"3,135,000,000","3,482,000,000","3,274,000,000","3,658,000,000","3,602,000,000","3,602,000,000","3,654,000,000","3,353,000,000","1,951,000,000","1,932,000,000","1,823,000,000","1,776,000,000","1,793,000,000","1,701,000,000","1,391,000,000","1,558,000,000","1,654,000,000","1,564,000,000","1,981,000,000","705,000,000","629,000,000","727,000,000","651,000,000","658,000,000","675,000,000","1,154,000,000","592,000,000","544,000,000","559,000,000","882,000,000","598,000,000","578,000,000","506,000,000","610,000,000","389,000,000","369,000,000","468,000,000","317,000,000","133,000,000","106,000,000","113,000,000","79,000,000"
			CashAndCashEquivalents,"3,135,000,000","3,482,000,000","3,274,000,000","3,658,000,000","3,602,000,000","3,602,000,000","3,654,000,000","3,353,000,000","1,951,000,000","1,932,000,000","1,811,000,000","1,751,000,000","1,728,000,000","1,602,000,000","1,286,000,000","1,558,000,000","1,654,000,000","1,564,000,000","1,981,000,000","705,000,000","629,000,000","727,000,000","651,000,000","658,000,000","675,000,000","1,154,000,000","592,000,000","544,000,000","559,000,000","882,000,000","598,000,000","578,000,000","506,000,000","610,000,000","389,000,000","369,000,000","468,000,000","317,000,000","133,000,000","106,000,000","113,000,000","79,000,000"
			OtherShortTermInvestments,,,,,,,,,,"0","12,000,000","25,000,000","65,000,000","99,000,000","105,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,222,000,000","1,133,000,000","1,152,000,000","1,170,000,000","1,125,000,000","1,013,000,000","1,012,000,000","984,000,000","965,000,000","1,086,000,000","1,030,000,000","994,000,000","970,000,000","1,036,000,000","929,000,000","973,000,000","943,000,000","998,000,000","1,009,000,000","975,000,000","954,000,000","913,000,000","915,000,000","888,000,000","908,000,000","937,000,000","1,038,000,000","993,000,000","905,000,000","980,000,000","1,057,000,000","1,098,000,000","1,100,000,000","1,138,000,000","1,110,000,000","1,137,000,000","1,083,000,000","900,000,000","848,000,000","889,000,000","848,000,000","871,000,000"
			AccountsReceivable,"1,222,000,000","1,133,000,000","1,152,000,000","1,170,000,000","1,125,000,000","1,013,000,000","1,012,000,000","984,000,000","965,000,000","1,086,000,000","1,030,000,000","994,000,000","970,000,000","1,036,000,000","929,000,000","973,000,000","943,000,000","998,000,000","1,009,000,000","975,000,000","954,000,000","913,000,000","915,000,000","888,000,000","908,000,000","937,000,000","1,038,000,000","993,000,000","905,000,000","980,000,000","1,057,000,000","1,098,000,000","1,100,000,000","1,138,000,000","1,110,000,000","1,137,000,000","861,000,000","900,000,000","848,000,000","889,000,000","848,000,000","871,000,000"
				GrossAccountsReceivable,"1,247,000,000","1,150,000,000","1,169,000,000","1,188,000,000","1,143,000,000","1,033,000,000","1,032,000,000","1,004,000,000","986,000,000","1,107,000,000","1,055,000,000","1,020,000,000","994,000,000","1,060,000,000","953,000,000","997,000,000","968,000,000","1,023,000,000","1,038,000,000","1,006,000,000","986,000,000","943,000,000","950,000,000","924,000,000","940,000,000","971,000,000","1,077,000,000","1,028,000,000","936,000,000","1,012,000,000","1,088,000,000","1,130,000,000","1,131,000,000","1,169,000,000","1,146,000,000","1,171,000,000","897,000,000","949,000,000",,,,"900,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-25,000,000","-17,000,000","-17,000,000","-18,000,000","-18,000,000","-20,000,000","-20,000,000","-20,000,000","-21,000,000","-21,000,000","-25,000,000","-26,000,000","-24,000,000","-24,000,000","-24,000,000","-24,000,000","-25,000,000","-25,000,000","-29,000,000","-31,000,000","-32,000,000","-30,000,000","-35,000,000","-36,000,000","-32,000,000","-34,000,000","-39,000,000","-35,000,000","-31,000,000","-32,000,000","-31,000,000","-32,000,000","-31,000,000","-31,000,000","-36,000,000","-34,000,000","-36,000,000","-49,000,000",,,,"-29,000,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222,000,000",,,,,
