name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994
MarketCap,"2,399,127,246","2,450,160,066","2,956,206,750","2,613,162,055","2,262,442,531","1,983,851,296","1,870,541,700","1,387,796,400","1,449,939,750","1,620,064,160","2,500,190,000","2,424,516,360","2,350,333,218","2,118,378,435","1,645,570,920","2,901,976,575","2,484,475,620","2,832,037,275","3,254,559,245","3,406,366,172","3,188,549,352","2,924,673,546","3,151,137,460","2,905,878,048","2,539,863,518","2,581,606,033","2,001,654,080","1,959,672,680","3,465,921,640","3,989,424,596","3,346,587,840","2,740,824,240","3,379,560,240","3,034,560,000","3,061,404,750","2,782,396,050","2,198,434,526","2,299,347,778","1,987,118,320","1,651,850,442","1,517,864,753","1,742,589,294","1,550,449,871","1,223,452,841","1,651,534,157","1,777,836,967","1,732,196,900","1,234,903,883","1,028,606,590","1,281,906,694","1,022,787,200","1,076,621,700","778,336,900","582,574,136","970,697,085","1,370,531,242","1,460,635,373","1,550,230,120","1,984,398,023","2,107,056,470","2,497,834,800","2,409,138,450","1,725,869,821","1,680,705,490","1,433,510,700","1,158,148,538","1,034,272,828","872,134,980","973,161,747","1,046,324,782","1,095,072,572","1,022,109,786","358,786,846","420,739,939","403,090,546","268,787,573","309,447,931","251,939,820","219,011,017","286,902,785","558,323,525","564,780,595","563,244,454","662,500,939","650,707,482","903,649,451","1,008,245,171","1,023,967,529","982,796,526","649,664,024","536,002,128","510,040,249","418,580,663","536,589,589","489,244,382","610,689,660","774,267,247","801,114,489","740,170,136","638,243,920","353,702,407","557,102,691","473,252,611","527,542,730","587,845,439","777,860,980","318,773,328","218,931,541","176,752,921","166,594,029","215,248,321","137,635,925","113,406,522","125,472,976"
EnterpriseValue,"3,119,127,246","3,351,943,066","4,038,149,750","3,766,723,055","3,447,240,531","3,116,821,296","3,028,969,700","2,615,233,400","2,636,468,750","2,721,792,160","3,680,554,000","3,664,524,360","3,530,935,218","3,160,969,435","2,820,141,920","4,123,456,575","3,784,267,620","3,831,678,275","4,323,274,245","4,415,389,172","4,014,555,352","3,696,719,546","4,096,265,460","4,414,472,048","4,085,763,518","4,117,876,033","3,676,340,080","3,672,448,680","5,206,134,640","5,016,184,596","4,436,166,840","3,857,430,240","4,178,692,240","3,788,292,000","3,901,351,750","3,637,109,050","3,062,353,526","3,055,457,778","2,743,228,320","1,864,837,442","1,698,142,753","1,910,799,294","1,753,214,871","1,426,217,841","1,873,206,157","2,005,807,967","1,924,698,900","1,490,069,883","1,331,760,590","1,587,071,694","1,304,118,200","1,354,932,700","1,093,696,900","948,131,136","1,333,284,085","1,745,092,242","1,730,969,373","1,813,388,120","2,284,434,023","2,476,960,470","2,355,304,800","2,326,987,450","1,707,293,821","1,715,975,490","1,468,780,700","1,235,984,538","1,087,461,828","925,323,980","999,033,747","1,104,294,782","1,154,799,572","1,118,421,786","424,435,846","497,242,939","479,593,546","350,776,573","382,230,931","324,335,820","293,238,017","382,047,785","674,064,525","683,317,595","671,398,454","777,544,939","787,231,482","1,052,211,451","1,127,604,171","1,170,317,529","1,153,996,526","820,864,024","743,202,128","682,340,249","590,880,663","709,789,589","633,944,382","755,389,660","914,167,247","928,514,489","867,570,136","766,143,920","479,702,407","618,202,691","533,852,611","592,042,730","633,345,439","836,060,980","372,673,328","278,231,541","237,052,921","226,894,029","274,448,321","196,735,925","170,706,522","182,772,976"
PeRatio,"31.888","40.438","22.983","24.174","33.27","36.669","48.721","25.097","16.275","16.781",,"13.335","16.321","17.435","15.357","106.582","74.537","50.321","53.59","35.013","28.357","26.109","23.293","24.038","25.154","39.6","63.573","39.906","123.076","55.361","42.144","36.375","32.298","29.744","26.485","79.074","49.436","54.947","47.862","13.917","13.557","15.796","16.234","12.58","18.543","23.323","25.393","16.91","22.68","61.022",,,,,,"12.467","11.846","13.797","16.3","26.806","34.594","36.209","27.528","34.441","29.775","32.035","33.466","26.616","49.302","51.651","53.953","363.333","284.333","125.125","120.5",,,"281.5",,"80.625",,,"58.091","28.942","13.307","15.644","17.605","18.834","21.609","14.511","13.971","15.692","12.879","14.489","12.791","16.279","19.553","21.871","20.577","19.464","11.447","30.838","28.336","34.412","47.313","39.11","22.052","17.545","27.035","25.555","29.632","21.811","19.342","21.4"
ForwardPeRatio,"9.625","10.858","13.369","11.933","15.456","14.085","13.459","8.718","13.175","8.905","11.962","9.149","10.449","9.425",,"10.438","9.653","11.364","12.771","13.21","15.06","13.831","15.699","12.854","12.315","10.406","8.993","8.265","13.004","14.62","15.244","12.674","16.556","15.244","17.331","17.182","13.004","14.025","13.661","10.071","9.416","11.223","11.848","8.772","12.195","13.967","16.667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.624","1.694","1.409","1.84","1.693","1.924","1.909","1.445","1.557","1.517","1.119","1.047","1.134","1.144","1.097","1.524","1.747","2.083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.983","1.044","1.308","1.24","1.171","1.07","0.989","0.713","0.682","0.718","0.898","0.842","0.939","0.851","0.685","1.2","1.06","1.231","1.374","1.448","1.359","1.249","1.358","1.267","1.125","1.142","0.888","0.863","1.494","1.783","1.576","1.338","1.695","1.505","1.554","1.462","1.192","1.289","1.123","0.901","0.803","0.92","0.827","0.641","0.922","1.064","1.088","0.769","0.661","0.865","0.722","0.745","0.478","0.311","0.465","0.705","0.749","0.796","1.108","1.451","1.864","1.801","1.25","1.291","1.116","0.987","1.016","0.808","0.85","0.89","0.93","0.871","0.681","0.945","0.91","0.59","0.575","0.465","0.4","0.52","0.976","0.925","0.829","0.886","0.81","1.092","1.246","1.301","1.383","0.929","0.809","0.816","0.669","0.905","0.795","1.012","1.293","1.532","1.442","1.355","0.838","1.36","1.238","1.527","1.938","3.289","1.798","1.365","1.31","1.239","1.345","1.033","0.916","1.013"
PbRatio,"2.534","2.565","3.147","3.011","2.696","2.643","2.361","1.684","1.531","1.688","2.196","1.698","1.627","1.527","1.184","2.131","1.924","1.975","2.249","2.304","2.176","2.003","2.234","3.29","3.031","3.133","2.589","2.388","4.348","4.942","3.999","3.283","3.976","3.628","3.805","3.498","2.712","2.8","2.448","2.334","2.144","2.509","2.149","1.724","2.261","2.587","2.713","2.117","1.931","2.368","1.856","1.957","1.448","1.124","1.7","1.224","1.295","1.389","1.85","2.224","2.765","2.855","2.077","2.14","1.825","1.576","1.346","1.135","1.222","1.293","1.352","1.407","1.223","1.458","1.396","0.974","0.918","0.764","0.681","0.804","1.603","1.677","1.644","1.943","1.872","2.606","3.05","3.235","3.556","2.35","2.126","2.134","1.751","2.175","1.998","2.494","3.192","3.678","3.398","3.112","1.847","3.049","2.689","3.188","3.79","18.132","8.345","6.863","7.752","7.307","10.709","9.363","9.372","10.37"
EnterprisesValueRevenueRatio,"1.243","5.492","6.32","5.971","5.727","5.811","6.076","5.496","6.206","5.872","12.858","5.907","5.538","5.383","4.303","6.288","5.66","6.327","7.147","7.102","6.574","6.704","6.688","7.344","6.791","7.605","6.156","6.34","8.888","9.171","7.285","6.316","6.954","7.768","7.653","6.961","5.784","6.021","6.823","3.803","3.508","4.116","3.776","2.744","3.493","4.345","5.077","3.621","3.125","3.964","3.363","3.815","3.181","2.886","3.195","3.353","3.112","3.543","3.908","4.41","4.283","6.911","4.508","4.45","3.586","3.84","2.996","2.703","2.958","3.572","3.496","3.974","2.85","4.103","3.671","2.709","3.13","2.895","2.423","2.673","4.754","5.378","4.73","4.728","4.34","5.192","5.251","5.153","5.632","4.606","3.962","3.71","3.568","4.411","3.652","4.542","5.454","5.967","5.352","4.877","3.69","5.423","4.602","5.244","5.645","12.441","5.725","5.382","4.949","5.11","6.112","5.006","4.48","5.489"
EnterprisesValueEBITDARatio,"12.283","37.489","-318.969","42.707","38.962","41.933","44.519","40.931","59.16","47.58","8.921","-14.992","36.268","38.552","25.919","24.19","41.69","63.347","44.481","91.907","40.035","42.792","44.983","45.327","40.658","52.686","39.022","51.014","63.682","116.593","62.293","45.857","105.437","53.432","55.5","46.568","38.616","45.676","88.38","-45.328","24.237","33.836","36.647","22.064","26.526","36.408","47.878","28.998","25.315","36.975","38.419","38.885","58.312","-39.105","-2.922","27.864","21.745","44.935","31.594","28.84","34.384","50.82","60.605","39.12","32.115","31.431","34.888","38.912","36.014","42.586","29.781","-375.309","32.072","176.578","44.539","31.48","88.767","97.957","91.838","50.94","64.951","-108.93","100.826","-116.713","62.143","49.448","38.658","37.63","44.074","39.655","29.61","26.864","33.765","38.367","26.414","33.723","46.17","53.671","44.039","39.492","30.949","44.797","38.132","42.593","47.62","81.171","34.507","30.915","31.607","36.596","40.36","32.252","32.209","39.733"
