name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"2,415,682,785","2,289,565,742","2,241,249,569","1,966,511,131","1,851,254,611","1,904,927,941","1,726,222,556","1,270,006,611","1,605,761,575","1,601,386,272","1,927,185,655","1,808,530,466","1,749,926,542","1,815,983,372","1,771,945,485","1,935,349,222","1,917,965,846"
PeRatio,"24.489","24.443","24.833","24.026","26.091","33.615","33.826","24.667","33.226","29.388","33.88","33.596","67.641","78.35","67.508","73.733","73.071"
ForwardPeRatio,"26.596","25.575","27.1","25.317","23.923","25.317","25.51","24.155","39.841","26.178","36.101","35.088","32.787","34.843","36.364","33.445","35.211"
PsRatio,"8.077","8.238","8.07","7.347","7.198","7.588","7.129","5.367","7.239","7.842","9.555","9.18","9.181","9.399","10.893","11.898","11.791"
PbRatio,"2.34","2.122","2.174","1.904","1.852","1.884","1.697","1.22","1.671","1.63","1.943","1.794","1.756","1.868","1.871","2.056","4.047"
