name,ttm,03/31/2022,12/31/2021
MarketCap,"608,864,199","879,424,119","1,344,201,199"
EnterpriseValue,"895,625,199","1,159,314,119","1,764,922,199"
PeRatio,,,"415.33"
ForwardPeRatio,"109.89","156.25","117.647"
PsRatio,"1.102","1.644","2.449"
PbRatio,"3.512","5.135","9.259"
EnterprisesValueRevenueRatio,"1.622","8.621","12.706"
EnterprisesValueEBITDARatio,"21.879","96.457","-71.472"
