name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0"
OperatingExpense,"307,604,000","94,343,000","77,192,000","67,699,000","1,002,670","45,828,000","40,184,000","36,228,000"
	SellingGeneralAndAdministration,"72,149,000","22,272,000","19,934,000","15,607,000","1,002,670","11,644,000","8,383,000","5,515,000"
		GeneralAndAdministrativeExpense,,,,,"1,002,670",,,
			OtherGandA,,,,,"1,002,670",,,
	ResearchAndDevelopment,"235,455,000","72,071,000","57,258,000","52,092,000",,"34,184,000","31,801,000","30,713,000"
OperatingIncome,"-307,604,000","-94,343,000","-77,192,000","-67,699,000","-1,002,670","-45,828,000","-40,184,000","-36,228,000"
NetNonOperatingInterestIncomeExpense,"-138,000","757,000","238,000","-321,000",,"-383,000","780,000","1,016,000"
	InterestIncomeNonOperating,"1,456,000","788,000","276,000","163,000",,"480,000","836,000","1,081,000"
	InterestExpenseNonOperating,"1,594,000","31,000","38,000","484,000",,"863,000","56,000","65,000"
OtherIncomeExpense,"96,068,000","31,272,000","71,453,000","-10,838,000","1,829,284","4,710,000","5,513,000","7,190,000"
	GainOnSaleOfSecurity,,"16,814,000","61,342,000","-11,489,000","1,829,284",,,
	EarningsFromEquityInterest,"39,153,000","14,458,000","10,183,000","10,331,000",,"4,710,000","5,513,000","286,000"
	SpecialIncomeCharges,,,"-72,000","-9,680,000",,,"0","6,904,000"
		RestructuringAndMergernAcquisition,,,"72,000","9,015,000",,,"0","0"
		OtherSpecialCharges,,,"0","665,000",,,,
		GainOnSaleOfBusiness,,,"0","0",,,"0","6,904,000"
PretaxIncome,"-211,674,000","-62,314,000","-5,501,000","-78,858,000","826,614","-41,501,000","-33,891,000","-28,022,000"
TaxProvision,"-10,536,000","5,000","-10,546,000","0",,"4,000","8,000","6,000"
NetIncomeCommonStockholders,"-201,138,000","-62,319,000","5,045,000","-78,858,000","826,614","-41,505,000","-33,899,000","-28,028,000"
	NetIncome,"-201,138,000","-62,319,000","5,045,000","-78,858,000","826,614","-41,505,000","-33,899,000","-28,028,000"
		NetIncomeIncludingNoncontrollingInterests,"-201,138,000","-62,319,000","5,045,000","-78,858,000","826,614","-41,505,000","-33,899,000","-28,028,000"
			NetIncomeContinuousOperations,"-201,138,000","-62,319,000","5,045,000","-78,858,000","826,614","-41,505,000","-33,899,000","-28,028,000"
DilutedNIAvailtoComStockholders,"-201,138,000","-62,319,000","5,045,000","-78,858,000","826,614","-41,505,000","-33,899,000","-28,028,000"
BasicEPS,,"-0.11",,"-0.2","0.001","-0.069",,"-0.046"
DilutedEPS,,"-0.11",,"-0.2","0.001","-0.069",,"-0.046"
BasicAverageShares,,"579,090,606",,"385,560,732","603,887,944","603,887,944",,"603,887,944"
DilutedAverageShares,,"579,090,606",,"385,560,732","603,887,944","603,887,944",,"603,887,944"
TotalOperatingIncomeAsReported,"-307,604,000","-94,343,000","-77,192,000","-67,699,000","-1,002,670","-45,828,000","-40,184,000","-36,228,000"
TotalExpenses,"307,604,000","94,343,000","77,192,000","67,699,000","1,002,670","45,828,000","40,184,000","36,228,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-201,138,000","-62,319,000","5,045,000","-78,858,000","826,614","-41,505,000","-33,899,000","-28,028,000"
NormalizedIncome,"-255,220,075.597","-72,407,400","-39,682,100","-57,689,000","-508,763.32","-41,505,000","-33,899,000","-33,067,920"
InterestIncome,"1,456,000","788,000","276,000","163,000",,"480,000","836,000","1,081,000"
InterestExpense,"1,594,000","31,000","38,000","484,000",,"863,000","56,000","65,000"
NetInterestIncome,"-138,000","757,000","238,000","-321,000",,"-383,000","780,000","1,016,000"
EBIT,"-210,080,000","-62,283,000","-5,463,000","-78,374,000","-1,002,670","-40,638,000","-33,835,000","-27,957,000"
EBITDA,"-192,258,000"
ReconciledDepreciation,"17,822,000","5,212,000","4,476,000",,,"3,333,000","2,247,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-201,138,000","-62,319,000","5,045,000","-78,858,000","826,614","-41,505,000","-33,899,000","-28,028,000"
TotalUnusualItemsExcludingGoodwill,"56,915,000","16,814,000","61,270,000","-21,169,000","1,829,284",,"0","6,904,000"
TotalUnusualItems,"56,915,000","16,814,000","61,270,000","-21,169,000","1,829,284",,"0","6,904,000"
NormalizedEBITDA,"-249,173,000","-73,885,000","-62,257,000","-57,205,000","-2,831,954","-37,305,000","-31,588,000","-34,861,000"
TaxRateForCalcs,"0.05","0.4","0.27","0","0.27","0.27","0.27","0.27"
TaxEffectOfUnusualItems,"2,832,924.403","6,725,600","16,542,900","0","493,906.68","0","0","1,864,080"
