name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
OperatingCashFlow,"95,020,000","53,219,000","11,473,000","9,395,000","20,933,000","23,452,000","37,732,000","6,254,000","7,449,000","12,014,000","8,053,000","3,816,000","5,363,000","14,307,000","11,299,000","5,581,000","13,289,000","3,627,000","8,066,000","270,148,000","10,390,000","12,916,000","18,391,000","14,479,000","13,905,000","10,521,000","15,399,000","13,013,000","9,066,000","24,805,000","20,303,000","14,415,000","12,947,000","6,747,000","14,770,000","5,166,000","14,430,000","-1,611,000","26,354,000","7,313,000","12,671,000","-6,306,000","12,905,000","-4,413,000","12,574,000","-3,455,000","20,082,000","7,841,000","4,068,000","5,134,000","8,592,000","6,094,000","3,898,000","205,000","11,199,000","27,449,000","-6,255,000","11,825,000","22,879,000","16,419,000","12,341,000","11,626,000","24,659,000","17,823,000","7,576,000","11,971,000","7,373,000","14,545,000","11,087,000","2,935,000","22,988,000","12,989,000","11,048,000","5,572,000","18,017,000","8,159,000","13,102,000","1,230,000","13,094,000","6,469,000","5,869,000","9,586,000","4,591,000","10,536,000","-1,901,000","-1,228,000","1,547,000","4,303,000"
	CashFlowFromContinuingOperatingActivities,"95,020,000","53,219,000","11,473,000","9,395,000","20,933,000","23,452,000","37,732,000","6,254,000","7,449,000","12,014,000","8,053,000","3,816,000","5,363,000","14,307,000","11,299,000","5,581,000","13,289,000","3,627,000","8,066,000","270,148,000","10,390,000","12,916,000","18,391,000","14,479,000","13,905,000","10,521,000","15,399,000","13,013,000","9,066,000","24,805,000","20,303,000","14,415,000","12,947,000","6,747,000","14,770,000","5,166,000","14,430,000","-1,611,000","26,354,000","7,313,000","12,671,000","-6,306,000","12,905,000","-4,413,000","12,574,000","-3,455,000","20,082,000","7,841,000","4,068,000","5,134,000","8,592,000","6,094,000","3,898,000","205,000","10,242,000","28,110,000","-5,347,000","12,486,000","-63,700,000","16,419,000","12,341,000","11,626,000","24,659,000","17,823,000","7,576,000","11,971,000","7,373,000","14,545,000","11,087,000","2,935,000","22,988,000","12,989,000","11,048,000","5,572,000","18,017,000","8,431,000","12,830,000","1,230,000","13,094,000","6,469,000","5,869,000","9,586,000","4,591,000","10,536,000","-1,901,000","-1,228,000","1,547,000","4,303,000"
		NetIncomeFromContinuingOperations,"30,115,000","1,887,000","3,868,000","13,884,000","10,476,000","7,002,000","22,851,000","9,016,000","2,338,000","-35,592,000","7,360,000","-12,217,000","-16,279,000","1,424,000","6,913,000","2,215,000","4,841,000","-1,808,000","12,972,000","157,208,000","3,495,000","2,618,000","7,003,000","5,415,000","5,717,000","2,270,000","5,807,000","9,293,000","5,241,000","5,284,000","5,942,000","8,057,000","8,735,000","4,388,000","151,093,000","-21,384,000","5,073,000","-957,000","7,697,000",,,,,,"-352,000","-4,432,000",,"6,408,000","6,963,000","-2,184,000","-34,424,000","673,000","-1,827,000","-14,494,000","-136,483,000","-362,196,000","18,446,000","-7,704,000","-47,051,000","-1,377,000","8,598,000","-3,287,000","21,388,000","-108,000","-167,998,000","12,119,000","3,421,000","-12,821,000","4,228,000","-4,485,000","2,609,000","3,687,000","5,093,000","-5,225,000","-1,266,000","9,014,000","1,171,000","-6,652,000","-2,964,000","43,907,000","-813,000","-50,775,000","-21,849,000","-13,498,000","-10,901,000","-19,547,000","-13,033,000","-29,809,000"
		OperatingGainsLosses,,"-151,000","-2,007,000",,,,"36,000","-140,000","-627,000",,"300,000","28,000","77,000","242,000","1,747,000","79,000","36,000","62,000","3,469,000","107,000",,,,,,,"204,000",,,,"246,000",,,,"141,000","29,404,000","130,000",,"2,513,000","0",,,,,"480,000","-1,167,000","3,271,000","-782,000","-792,000","-583,000","400,000","-779,000","-617,000","-659,000","-712,000","-1,285,000","-96,000","-581,000","-581,000","1,639,000","-6,491,000","3,267,000","-6,985,000","7,452,000","-2,069,000","-24,489,000","-22,897,000","28,096,000","134,000","418,000","-375,000","-260,000","-2,504,000","-893,000","-100,000","-8,431,000","947,000","49,000","189,000","-41,820,000","-2,202,000","47,269,000","-2,445,000","598,000","-775,000","861,000","-4,600,000","8,437,000"
			GainLossOnSaleOfPPE,"-4,780,000","-151,000","-2,007,000","-2,622,000",,,"36,000","-140,000","-627,000","0","0","-3,000","75,000","86,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,"0","0","0","0","45,000","31,000","2,000","156,000","1,197,000","79,000","36,000","62,000","135,000","107,000",,,,,,,,,,,,,,,,,,,,,,"0","0","0","687,000","-687,000","196,000","-50,000","-87,000","121,000","70,000","-73,000","85,000","154,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"23,631,000","6,395,000","6,261,000","5,901,000","5,074,000","5,184,000","4,963,000","3,934,000","3,873,000","4,512,000","4,236,000","4,190,000","4,306,000","3,916,000","4,221,000","4,094,000","4,019,000","3,939,000","3,951,000","4,337,000","4,577,000","3,546,000","3,618,000","3,812,000","3,885,000","4,027,000","4,039,000","4,030,000","3,958,000","3,962,000","3,860,000","3,785,000","3,503,000","3,515,000","3,565,000","3,613,000","3,820,000","3,955,000","3,990,000","4,013,000","4,076,000","4,347,000","4,481,000","5,015,000","4,425,000","4,732,000","4,765,000","4,867,000","4,874,000","4,723,000","3,451,000","5,713,000","5,818,000","6,051,000","3,670,000","13,310,000","-80,000","6,512,000","-11,051,000","12,294,000","11,898,000","11,626,000","11,188,000","11,521,000","11,351,000","11,123,000","11,724,000","12,369,000","12,239,000","12,039,000","10,987,000","11,191,000","12,133,000","11,678,000","11,457,000","11,690,000","11,551,000","11,645,000","13,563,000","14,278,000","8,601,000","10,059,000","32,687,000","28,779,000","29,788,000","31,171,000","32,923,000","23,957,000"
			DepreciationAndAmortization,"23,631,000","6,395,000","6,261,000","5,901,000","5,074,000","5,184,000","4,963,000","3,934,000","3,873,000","4,512,000","4,236,000","4,190,000","4,306,000","3,916,000","4,221,000","4,094,000","4,019,000","3,939,000","3,951,000","4,337,000","4,577,000","3,546,000","3,618,000","3,812,000","3,885,000","4,027,000","4,039,000","4,030,000","3,958,000","3,962,000","3,860,000","3,785,000","3,503,000","3,515,000","3,565,000","3,613,000","3,820,000","3,955,000","3,990,000","4,013,000","4,076,000","4,347,000","4,481,000","5,015,000","4,425,000","4,732,000","4,765,000","4,867,000","4,874,000","4,723,000","3,451,000","5,713,000","5,818,000","6,051,000","3,670,000","13,310,000","-80,000","6,512,000","-11,051,000","12,294,000","11,898,000","11,626,000","11,188,000","11,521,000","11,351,000","11,123,000","11,724,000","12,369,000","12,239,000","12,039,000","10,987,000","11,191,000","12,133,000","11,678,000","11,457,000","11,690,000","11,551,000","11,645,000","13,563,000","14,278,000","8,601,000","10,059,000","32,687,000","28,779,000","29,788,000","31,171,000","32,923,000","23,957,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,543,000","97,000","5,545,000","-11,872,000","11,530,000","11,398,000","11,509,000","11,066,000","11,406,000","11,195,000","11,023,000","11,589,000","11,770,000","11,621,000","11,431,000","10,374,000","10,387,000","11,247,000","10,787,000","10,916,000","10,947,000","10,830,000","10,991,000","12,902,000","13,806,000","7,870,000","6,616,000","32,053,000","28,184,000","29,193,000","30,587,000",,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,767,000","-177,000","967,000","821,000","764,000","500,000","117,000","122,000","115,000","156,000","100,000","135,000","599,000","618,000","608,000","613,000","804,000","886,000","891,000","541,000","743,000","721,000","654,000","661,000","472,000","731,000","3,443,000","634,000","595,000","595,000","584,000",,
