name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"6,901,300,000","7,417,100,000","7,298,000,000","7,362,100,000","7,259,300,000","6,432,900,000","6,207,800,000","6,092,100,000","6,162,200,000","6,301,200,000","6,167,600,000","6,448,900,000","6,350,600,000","6,083,400,000","6,037,300,000","5,927,900,000","5,931,000,000","5,738,300,000","5,695,000,000","6,253,900,000","3,889,900,000","3,786,900,000","3,741,200,000","3,670,700,000","3,596,800,000","3,498,800,000","3,470,100,000","3,440,000,000","3,329,400,000","3,264,805,000","3,287,572,000","3,271,818,000","3,246,489,000","3,213,130,000"
	CurrentAssets,"1,443,700,000","1,889,800,000","1,769,500,000","1,990,800,000","1,891,700,000","1,291,300,000","1,135,900,000","1,304,500,000","1,365,600,000","1,575,300,000","1,484,600,000","1,720,400,000","1,611,800,000","1,427,300,000","1,345,200,000","1,350,800,000","1,221,300,000","1,059,500,000","1,003,600,000","1,605,000,000","1,046,200,000","932,800,000","940,600,000","860,700,000","811,800,000","693,900,000","683,700,000","645,000,000","535,200,000","460,882,000","468,044,000","493,770,000","457,315,000","405,875,000"
		CashCashEquivalentsAndShortTermInvestments,"742,700,000","1,255,700,000","1,143,400,000","1,375,200,000","1,293,100,000","765,200,000","621,800,000","772,700,000","851,400,000","1,086,400,000","990,200,000","1,222,400,000","1,109,000,000","951,300,000","852,200,000","828,500,000","729,500,000","595,000,000","553,300,000","591,200,000","670,600,000","572,700,000","565,800,000","481,700,000","440,100,000","352,500,000","333,100,000","294,800,000","197,900,000","141,971,000","148,017,000","167,575,000","133,548,000","98,621,000"
			CashAndCashEquivalents,"742,700,000","1,255,700,000","1,143,400,000","1,375,200,000","1,293,100,000","765,200,000","621,800,000","772,700,000","851,400,000","1,062,800,000","966,700,000","1,198,800,000","1,090,300,000","932,400,000","851,200,000","809,700,000","710,700,000","582,700,000","536,900,000","578,800,000","658,200,000","566,100,000","556,200,000","472,100,000","431,700,000","348,000,000","327,700,000","289,400,000","196,800,000","138,968,000","145,016,000","164,575,000","133,548,000","95,430,000"
			OtherShortTermInvestments,,,,,,"0","0","0","0","23,600,000","23,500,000","23,600,000","18,700,000","18,900,000","1,000,000","18,800,000","18,800,000","12,300,000","16,400,000","12,400,000","12,400,000","6,600,000","9,600,000","9,600,000","8,400,000","4,500,000","5,400,000","5,400,000","1,100,000","3,003,000","3,001,000","3,000,000","0","3,191,000"
		Receivables,"59,700,000","63,600,000","63,800,000","54,600,000","48,300,000","41,800,000","38,700,000","33,400,000","31,600,000","30,200,000","29,000,000","24,800,000","35,400,000","26,400,000","22,500,000","23,600,000","24,000,000","18,400,000","17,300,000","17,400,000","8,400,000","8,000,000","10,800,000","7,400,000","6,100,000","4,800,000","6,200,000","5,300,000","5,000,000","3,527,000","5,185,000","3,539,000","5,090,000","5,283,000"
			AccountsReceivable,"59,700,000","63,600,000","63,800,000","54,600,000","48,300,000","41,800,000","38,700,000","33,400,000","31,600,000","30,200,000","29,000,000","24,800,000","35,400,000","26,400,000","22,500,000","23,600,000","24,000,000","18,400,000","17,300,000","17,400,000","8,400,000","8,000,000","10,800,000","7,400,000","6,100,000","4,800,000","6,200,000","5,300,000","5,000,000","3,527,000","5,185,000","3,539,000","5,090,000","5,283,000"
		PrepaidAssets,"641,300,000","570,500,000","562,300,000","561,000,000","550,300,000","484,300,000","475,400,000","498,400,000","482,600,000","458,700,000","465,400,000","473,200,000","467,400,000","449,600,000","470,500,000","498,700,000","467,800,000","446,100,000","433,000,000","434,300,000","367,200,000","352,100,000","364,000,000","371,600,000","365,600,000","336,600,000","344,400,000","344,900,000","332,300,000","314,527,000","314,842,000","322,656,000","318,677,000","301,971,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"857,000",,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"857,000",,,,
