name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
MarketCap,"4,729,577,245","5,497,050,000","6,613,302,000","6,164,472,000","6,368,873,000","6,229,454,000","4,474,800,000","3,104,452,000","3,489,408,000","2,791,408,000","4,075,994,000","4,142,495,000","4,717,507,556","5,516,246,724","5,066,880,000","7,305,215,930","8,075,032,755","10,297,023,671","11,408,188,053","10,622,953,240","9,271,574,000","9,295,398,000","7,964,973,014","7,915,090,000","7,573,426,000","8,737,120,000","8,595,088,000","9,336,054,000","11,935,560,000","11,726,988,000","11,588,304,000","11,130,542,979","11,354,724,794","11,038,577,354","11,472,952,000","9,652,925,990","8,645,824,603","8,077,652,079","6,793,830,000","6,315,819,744","5,621,458,823","5,757,497,515","4,938,549,762","4,062,970,019","5,280,796,125","5,678,678,735","5,352,323,680","3,986,128,378","2,707,226,200","3,347,442,668","3,084,293,250","2,709,540,673","2,401,482,213","1,712,936,394","1,721,934,048","3,383,481,738","3,686,693,278","3,543,473,130","3,512,527,246","3,813,062,737","3,804,465,925","3,231,951,057","3,111,415,284","3,020,801,630","2,651,432,536","3,338,955,583","2,724,366,804","2,458,550,080","2,342,337,162","2,078,646,576","2,008,460,246","1,587,436,692","1,460,368,947","1,581,739,097","1,484,176,456","1,338,693,825","1,293,496,137","872,044,263","1,094,252,355","975,534,424","1,344,886,059","1,588,588,113","1,570,350,233","1,251,562,135","1,362,225,041","1,037,374,819","1,208,921,781","1,265,518,972","978,146,191","1,064,860,920","927,033,929","628,736,180","702,504,300","605,043,828","523,515,516","346,110,948","656,004,863","617,118,449","513,150,579"
EnterpriseValue,"6,725,377,245","7,000,450,000","7,901,302,000","7,623,072,000","7,796,973,000","7,426,954,000","5,788,000,000","4,404,252,000","4,887,508,000","3,986,208,000","5,435,494,000","5,539,995,000","6,156,607,556","6,661,046,724","6,316,080,000","8,795,015,930","9,602,332,755","11,634,423,671","12,854,688,053","12,187,153,240","10,888,474,000","10,851,798,000","9,443,073,014","9,487,990,000","9,368,426,000","9,868,220,000","9,680,788,000","10,449,454,000","13,227,260,000","12,898,688,000","12,159,304,000","11,946,142,979","11,909,924,794","11,794,777,354","11,732,652,000","9,963,825,990","9,119,324,603","8,633,452,079","7,349,630,000","6,787,019,744","5,794,358,823","5,893,197,515","5,177,149,762","4,301,570,019","5,546,496,125","6,081,078,735","5,805,148,680","4,435,718,378","3,409,683,200","3,595,710,668","2,674,307,250","2,372,129,673","2,486,019,213","1,847,906,394","1,986,975,048","3,600,094,738","3,986,575,278","3,880,143,130","4,331,262,246","4,604,992,737","4,687,221,925","3,985,214,057","4,076,360,284","4,018,707,630","3,649,338,536","3,923,435,583","3,566,298,804","3,300,482,080","3,012,001,162","2,814,930,576","2,715,446,246","1,756,677,692","1,546,968,947","2,185,009,097","1,665,926,456","1,542,716,825","1,758,178,137","1,367,801,263","1,537,915,355","1,431,393,424","1,489,453,059","1,968,055,113","1,949,817,233","1,353,840,135","1,482,578,041","1,157,562,819","1,341,750,781","1,440,453,972","1,153,081,191","1,257,280,920","1,048,454,929","751,507,180","845,155,300","723,005,828","713,080,516","517,333,948","834,527,863","810,714,449","649,850,579"
PeRatio,"9.349","10.801","14.368","15.154","19.109","34.418","44.802","28.025","19.366","190.774",,,,"23.697","7.654","10.851","11.734","15.759","22.213","20.999","18.848","19.13","16.798","16.845","15.781","17.5","16.642","18.113","24.589","26.814","27.003","27.112","30.206","30.542","42.442","38.209","44.07","46.82","39.68","52.34","35.536","35.952","26.802","21.802","29.152","34.502","35.31","36.624","32.153","49.068","48.804",,,,"73.544","21.803","20.468","19.943","25.646","31.562","33.358","29.008","30.65","30.898","26.818","35.419","32.229","29.084","29.969","30.112","33.535","23.621","22.723","27.064","25.032","24.247","25.186","16.898","20.282","18.358","26.739","32.65","32.155","23.77","25.413","18.876","13.046","14.688","11.415","13.419","12.717","17.282","20.442","18.526","22.463","26.204","72.299","102.553","144.998"
ForwardPeRatio,"7.582","7.246","9.251","8.467","9.479","9.2","7.899","5.516","6.173","4.255","6.053","5.942","6.72","7.547",,"7.856","9.183","10.823","12.469","11.751","13.405","11.148","9.728","9.643","10.661","11.062","11.364","11.508","13.967","13.717","18.832","19.608","19.802","24.096","22.371","19.38","17.452","18.692","17.212","18.484","16.475","13.369","13.175","9.911","12.136","12.987","13.755",,,,,"12.771",,,"9.785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.788","0.635","0.682","0.644","0.731","0.87","0.798","0.71","0.795","0.512","0.729","0.716","0.613","0.885",,"0.739","0.696","0.794","0.823","0.74","0.993","0.807","0.751","0.705","0.689","0.791","0.791","0.961","0.961","0.892","1.274","1.323","1.279","1.421","1.322","1.203","1.063","1.277","0.991","1.371","1.22","0.955","0.964","0.763","1.155","1.056","0.982",,,,,"0.934",,,"0.716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.245","2.618","3.247","3.126","3.419","3.433","2.39","1.597","1.677","1.336","1.941","1.891","2.112","2.423","2.286","3.272","3.637","4.82","5.347","4.994","4.359","4.258","3.681","3.557","3.343","3.739","3.741","3.956","5.057","4.995","4.975","4.847","5.131","5.182","5.651","4.909","4.625","4.508","3.821","3.9","3.417","3.476","2.939","2.39","3.22","3.66","3.609","3.152","2.649","3.838","3.467","3.302","2.676","1.705","1.479","2.679","2.986","2.934","3.852","4.558","4.791","4.186","4.276","4.265","3.702","4.858","4.245","3.831","3.796","3.728","4.069","2.741","2.794","3.312","3.065","2.894","2.901","1.955","2.353","2.138","3.288","4","3.939","2.964","3.13","2.331","1.318","1.672","1.299","1.742","1.769","2.007","2.302","2.319","2.408","2.146","4.324","4.047","2.851"
PbRatio,"1.772","1.973","2.506","2.362","2.402","2.241","1.571","1.087","1.171","0.95","1.328","1.284","1.488","1.592","1.4","1.98","2.228","2.693","3.118","2.932","2.586","2.568","2.589","2.712","2.64","3.08","3.231","3.522","4.666","4.464","4.465","4.372","4.672","5.172","5.645","4.48","4.057","3.906","3.286","3.4","3.018","3.085","2.864","2.25","2.88","3.224","2.974","2.328","1.82","2.935","2.779","2.453","2.034","1.577","1.576","2.815","3.151","3.167","7.486","6.442","7.405","6.474","5.814","5.559","4.879","4.089","3.361","3.033","3.058","2.822","2.838","3.232","3.302","3.741","2.414","2.253","2.263","1.582","1.913","1.74","2.409","2.924","2.89","2.39","2.694","2.1","2.479","2.693","2.082","2.264","1.939","1.421","1.625","1.431","1.669","1.133","2.178","2.09","1.976"
EnterprisesValueRevenueRatio,"2.733","11.527","11.421","13.253","13.299","13.284","10.442","8.901","10.375","7.858","9.783","10.091","10.401","12.265","11.189","14.627","16.001","18.998","21.279","20.808","19.072","19.937","17.157","17.419","16.907","18.094","16.414","17.044","20.457","20.313","18.963","18.657","18.717","19.887","19.752","18.063","16.856","17.191","14.969","14.524","13.488","14.109","12.866","10.395","11.998","14.265","13.797","12.517","10.268","14.324","10.931","10.908","12.353","10.354","8.894","12.379","12.903","11.581","11.31","13.324","14.141","12.862","12.399","14.33","12.89","14.111","13.087","14.097","14.463","13.962","14.761","10.592","9.756","14.41","11.932","12.009","15.066","12.407","12.999","12.419","11.49","16.492","17.647","14.017","14.728","11.521","11.687","12.186","10.398","10.952","3.658","8.8","10.756","10.613","8.881","9.256","14.748","17.731","15.473"
EnterprisesValueEBITDARatio,"5.093","21.911","19.22","25.858","26.439","24.439","21.248","19.522","27.929","45.609","28.578","23.141","23.472","-46.975","-3,508.933","28.798","33.157","34.442","39.921","36.808","34.187","35.803","27.668","33.717","32.051","34.698","28.125","33.927","41.7","37.42","32.477","38.524","40.332","42.184","29.741","40.29","37.84","35.675","31.169","36.333","29.015","35.183","31.491","28.226","30.831","35.834","29.614","31.516","30.774","37.557","23.66","23.076","27.479","31.622","31.448","31.493","34.358","30.478","-252.95","33.105","34.706","32.303","26.533","35.923","31.93","34.684","31.392","36.634","35.956","34.117","32.736","24.414","21.156","32.036","25.504","26.98","33.392","28.464","29.887","28.127","24.205","35.205","34.289","30.73","32.05","25.401","25.455","27.787","23.26","24.493","7.991","19.387","22.856","22.701","18.813","19.438","30.512","38.541","-21.168"
