name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"-281,358,000","-221,195,000","-57,753,000","64,907,000","-67,317,000","-3,242,000","130,502,000","97,724,000","-278,985,000","-1,597,500,000","129,956,000","99,202,000","29,003,000","149,890,000","-150,222,000","-43,360,000","103,106,000","64,356,000","154,568,000","75,679,000","64,535,000","111,162,000","289,688,000","144,484,000","4,779,000","-142,998,000","119,783,000","-127,741,000","159,576,000","-20,066,000","-58,660,000","46,379,000","-83,275,000","-60,252,000","-67,426,000","5,833,000","155,409,000","97,974,000","102,572,000","93,526,000","87,559,000","92,868,000","74,648,000","91,881,000","79,441,000","56,685,000","42,652,000","26,750,000","23,198,000","14,942,000","12,004,000","8,900,000","0","0"
	OperatingRevenue,"-281,358,000","-221,195,000","-57,753,000","64,907,000","-67,317,000","-3,242,000","130,502,000","97,724,000","-278,985,000","-1,597,500,000","129,956,000","99,202,000","29,003,000","149,890,000","-150,222,000","-43,360,000","103,106,000","64,356,000","154,568,000","75,679,000","64,535,000","111,162,000","289,688,000","144,484,000","4,779,000","-142,998,000","119,783,000","-127,741,000","159,576,000","-20,066,000","-58,660,000","46,379,000","-83,275,000","-60,252,000","-67,426,000","5,833,000","155,409,000","97,974,000","102,572,000","93,526,000","87,559,000","92,868,000","74,648,000","91,881,000","79,441,000","56,685,000","42,652,000","26,750,000","23,198,000","14,942,000","12,004,000","8,900,000","0","0"
PretaxIncome,"-309,147,000","-228,422,000","-64,647,000","57,680,000","-73,758,000","-9,275,000","122,713,000","107,966,000","-288,839,000","-1,616,192,000","117,972,000","89,003,000","18,336,000","138,790,000","-162,008,000","-54,054,000","92,277,000","53,249,000","142,316,000","63,489,000","53,220,000","94,032,000","279,343,000","136,658,000","-5,976,000","-153,486,000","110,208,000","-140,463,000","147,326,000","-27,296,000","-71,240,000","34,440,000","-92,397,000","-72,549,000","-81,576,000","-6,036,000","143,053,000","87,667,000","93,330,000",,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-348,911,000","-236,816,000","-73,041,000","49,286,000","-88,340,000","-20,382,000","111,607,000","96,859,000","-299,945,000","-1,627,299,000","106,866,000","77,896,000","7,230,000","127,683,000","-172,215,000","-64,480,000","80,008,000","41,471,000","137,436,000","49,127,000","46,834,000","87,130,000","270,105,000","129,219,000","-11,617,000","-157,305,000","103,171,000","-144,550,000","139,925,000","-32,700,000","-79,003,000","30,672,000","-94,052,000","-74,440,000","-83,383,000","-8,686,000","138,847,000","83,992,000","89,519,000","83,068,000","78,821,000","83,082,000","75,585,000","81,084,000","72,998,000","52,248,000","39,414,000","26,186,000","20,750,000","12,049,000","9,023,000","6,203,000","-84,000","-47,946,000"
	NetIncome,"-309,147,000","-228,422,000","-64,647,000","57,680,000","-73,758,000","-9,275,000","122,713,000","107,966,000","-288,839,000","-1,616,192,000","117,972,000","89,003,000","18,336,000","138,790,000","-161,109,000","-53,373,000","91,114,000","52,578,000","140,522,000","62,689,000","52,550,000","92,846,000","275,821,000","134,935,000","-5,901,000","-151,589,000","108,887,000","-138,834,000","145,641,000","-26,984,000","-70,424,000","34,046,000","-91,340,000","-71,727,000","-80,670,000","-5,973,000","141,560,000","86,705,000","92,232,000","85,750,000","78,821,000","83,082,000","75,585,000","81,084,000","72,998,000","52,248,000","39,414,000","26,186,000","20,750,000","12,049,000","9,023,000","6,203,000","-84,000","-47,946,000"
		NetIncomeIncludingNoncontrollingInterests,"-309,147,000","-228,422,000","-64,647,000","57,680,000","-73,758,000","-9,275,000","122,713,000","107,966,000","-288,839,000","-1,616,192,000","117,972,000","89,003,000","18,336,000","138,790,000","-162,008,000","-54,054,000","92,277,000","53,249,000","142,316,000","63,489,000","53,220,000","94,032,000","279,343,000","136,658,000","-5,976,000","-153,486,000","110,208,000","-140,463,000","147,326,000","-27,296,000","-71,240,000","34,440,000","-92,397,000","-72,549,000","-81,576,000","-6,036,000","143,053,000","87,667,000","93,330,000","86,776,000","79,794,000","84,108,000","76,519,000","82,175,000","74,404,000","53,700,000","40,880,000","27,619,000","22,059,000","13,167,000","10,470,000","7,173,000","-84,000","-47,946,000"
			NetIncomeContinuousOperations,"-309,147,000","-228,422,000","-64,647,000","57,680,000","-73,758,000","-9,275,000","122,713,000","107,966,000","-288,839,000","-1,616,192,000","117,972,000","89,003,000","18,336,000","138,790,000","-162,008,000","-54,054,000","92,277,000","53,249,000","142,316,000","63,489,000","53,220,000","94,032,000","279,343,000","136,658,000","-5,976,000","-153,486,000","110,208,000","-140,463,000","147,326,000","-27,296,000","-71,240,000","34,440,000","-92,397,000","-72,549,000","-81,576,000","-6,036,000","143,053,000","87,667,000","93,330,000","86,776,000","79,794,000","84,108,000","76,519,000","82,175,000","74,404,000","53,700,000","40,880,000","27,619,000","22,059,000","13,167,000","10,470,000","7,173,000","-84,000","-47,946,000"
		MinorityInterests,,,,,,,,,,,"0","0","0","0","899,000","681,000","-1,163,000","-671,000","-1,794,000","-800,000","-670,000","-1,186,000","-3,522,000","-1,723,000","75,000","1,897,000","-1,321,000","1,629,000","-1,685,000","312,000","816,000","-394,000","1,057,000","822,000","906,000","63,000","-1,493,000","-962,000","-1,098,000","-1,026,000","-973,000","-1,026,000","-934,000","-1,091,000","-1,406,000","-1,452,000","-1,466,000","-1,433,000","-1,309,000","-1,118,000","-1,447,000","-970,000",,
	PreferredStockDividends,"39,764,000","8,394,000","8,394,000","8,394,000","14,582,000","11,107,000","11,106,000","11,107,000","11,106,000","11,107,000","11,106,000","11,107,000","11,106,000","11,107,000","11,106,000","11,107,000","11,106,000","11,107,000","3,086,000","13,562,000","5,716,000","5,716,000","5,716,000","5,716,000","5,716,000","5,716,000","5,716,000","5,716,000","5,716,000","5,716,000","8,579,000","3,374,000","2,712,000","2,713,000","2,713,000","2,713,000","2,713,000","2,713,000","2,713,000","2,682,000",,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,"0",,"-681,000","1,163,000","2,292,000","3,898,000","3,524,000","4,174,000","6,194,000","25,989,000","7,343,000","-75,000","-1,897,000","1,321,000","-1,629,000","7,298,000","-312,000","-816,000","394,000","-1,057,000","-822,000","-13,309,000",,"7,115,000","2,122,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-348,911,000","-236,816,000","-73,041,000","49,286,000","-88,340,000","-20,382,000","111,607,000","96,859,000","-299,945,000","-1,627,299,000","106,866,000","77,896,000","7,230,000","127,683,000","-173,368,000","-65,161,000","81,171,000","43,763,000","141,334,000","52,651,000","51,008,000","93,324,000","296,094,000","136,562,000","-11,692,000","-159,202,000","104,492,000","-146,179,000","147,223,000","-33,012,000","-79,819,000","31,066,000","-95,109,000","-75,262,000","-96,692,000","-8,686,000","145,962,000","86,114,000","93,642,000","83,068,000","78,821,000","83,082,000","75,585,000","81,084,000","72,998,000","52,248,000","39,414,000","26,186,000","20,750,000","12,049,000","9,023,000","6,203,000","-84,000","-47,946,000"
BasicEPS,,"-7.2","-2.3","1.7","-3.4","-0.9",,"5.3","-18","-103.8","7.5","5.7","0.6","10.5","-15.4","-5.8","7.2","3.7","12.3","4.4","4.2","7.8","24.2","11.6","-1","-13.9",,"-11.8","11.4","-2.7","-6.4","2.5","-7.6","-6","-6.3","-0.6","10.3","6.5","7.7","7.2","6.8","7.2",,"7.9","9.9","10.1",,"10.1","9.1","7.7",,"7","-0.084","-47.946"
DilutedEPS,,"-7.2","-2.3","1.7","-3.4","-0.9",,"5.3","-18","-103.8","7.5","5.7","0.6","10.5","-15.4","-5.8","7.2","3.7","11.8","4.3","4.1","7.3","21.5","10.5","-1","-13.9",,"-11.8","10.4","-2.7","-6.4","2.5","-7.6","-6","-6.3","-0.6","9.5","6.4","7.7","7.2","6.8","7.2",,"7.9","9.9","10.1",,"10.1","9.1","7.7",,"7","-0.084","-47.946"
BasicAverageShares,,"32,985,000","31,756,957","29,719,600","26,013,975","22,646,667",,"18,135,000","16,694,300","15,677,100","14,248,800","13,579,900","12,865,900","12,109,800","11,182,792","11,164,700","11,164,100","11,162,910","11,173,659","11,165,227","11,160,800","11,159,800","11,161,364","11,158,700","11,617,000","11,316,906",,"12,204,700","12,313,700","12,311,820","12,344,219","12,268,800","12,375,263","12,406,667","13,235,556","14,476,667","13,480,291","12,921,846","11,601,600","11,541,200","11,540,900","11,539,800",,"10,302,800","7,348,600","5,185,700",,"2,604,700","2,280,800","1,568,500",,"888,600","1,000,010","1,000,010"
DilutedAverageShares,,"32,985,000","31,756,957","29,721,300","26,013,975","22,646,667",,"18,136,100","16,694,300","15,677,100","14,248,800","13,581,200","12,867,200","12,111,000","11,182,792","11,307,200","11,308,500","11,787,699","11,647,119","11,424,884","12,356,000","12,812,500","12,563,023","12,989,300","11,617,000","11,316,906",,"12,347,200","14,144,300","12,454,320","12,344,219","12,268,800","12,375,263","12,406,667","13,235,556","14,476,667","14,615,474","13,123,750","11,747,200","11,686,800","11,686,800","11,684,600",,"10,447,200","7,492,900","5,328,700",,"2,747,800","2,423,900","1,711,100",,"1,031,100","1,000,010","1,000,010"
