name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"12,462,310","12,413,456","7,980,953","7,412,196","46,634","130,386","172,215","30,572","94,650","37,493","60,364","131,072","310,395","104,160","143,369","220,553","334,072","508,763","256,382","341,245","363,574","363,173","266,551","352,429","265,757","302,682","263,864","164,306","225,269","327,822","355,422","391,504","391,579","466,009","644,900","722,208","568,572","711,750","3,685,289","3,425,215","3,570,706","66,515","288,195","777,366","610,874","33,030","39,957","87,216","86,643","42,265","116,435","14,083","110,953","22,668","50,085","32,105","7,764,138","9,861","4,814","15,215","16,698","8,986","22,456","31,913","65,886","44,929","40,466","44,511","44,844","42,339","24,266","24,619","29,398","33,637","36,175","72,464","34,675","83,026","12,078","22,279","44,096","60,532","86,114","132,504","200,961","252,847","316,199","216,465","210,034","700,000","1,400,000","2,200,000","3,600,000","3,200,000","4,100,000","4,900,000","5,600,000","5,200,000","5,700,000","5,700,000"
	CurrentAssets,"11,411,662","11,349,641","6,900,915","6,317,248","46,634","130,386","172,215","30,572","94,650","37,493","60,364","131,072","238,717","29,348","65,378","139,352","247,737","413,989","152,496","228,248","241,465","231,953","126,219","202,986","208,880","239,091","193,344","83,138","176,769","220,486","187,667","165,395","106,741","135,808","253,674","275,589","120,680","207,611","487,070","170,674","259,610","50,706","270,474","757,883","589,327","20,996","30,026","75,868","73,878","28,083","108,798","5,662","101,756","12,703","39,335","21,948","103,239","9,861","4,814","15,215","16,698","8,986","22,456","31,913","65,886","44,929","40,466","44,511","44,844","42,339","24,266","24,619","29,398","33,637","36,175","72,464","34,675","83,026","12,078","22,279","44,096","60,532","83,268","127,448","191,823","238,817","297,278","192,652","180,910","400,000","1,100,000","2,000,000","3,200,000","3,000,000","3,800,000","4,700,000","5,100,000","5,000,000","5,500,000","5,600,000"
		CashCashEquivalentsAndShortTermInvestments,"11,243,795","11,131,175","6,847,580","6,295,015","30,052","95,386","138,991","9,528","56,899","20,033","32,104","116,529","218,143","8,482","37,084","128,860","35,485","1,336","7,476","13,731","8,460","4,786","5,675","8,030","54,416","5,601","13,385","7,809","3,427","4,736","58,749","8,403","37,366","48,306","76,575","106,861","12,732","45,283","19,542","100,051","221,175","7,530","234,802","496,280","438,784","15,646","20,221","45,228","831","20,457","100,617","378","98,372","10,203","32,471","18,711","92,176","4,125","1,864","12,901","2,233","3,721","20,106","26,063","65,886","22,429","17,966","44,511","44,844","19,839","1,766","2,119","6,898","11,137","13,675","49,964","12,175","3,026","4,578","16,750","43,567","60,003","83,268","127,448","191,823","238,817","297,278","192,652","180,910","400,000","1,000,000","1,900,000","2,000,000","1,000,000","400,000","1,200,000","3,200,000","2,000,000","2,500,000","5,600,000"
			CashAndCashEquivalents,"11,243,795","11,131,175","6,847,580","6,295,015","30,052","95,386","138,991","9,528","56,899","20,033","32,104","116,529","218,143","8,482","37,084","128,860","35,485","1,336","7,476","13,731","8,460","4,786","5,675","8,030","54,416","5,601","13,385","7,809","3,427","4,736","58,749","8,403","37,366","48,306","76,575","106,861","12,732","45,283","19,542","100,051","221,175","7,530","234,802","496,280","438,784","15,646","20,221","45,228","831","20,457","100,617","378","98,372","10,203","32,471","18,711","92,176","4,125","1,864","12,901","2,233","3,721","2,075","5,496","44,026","2,250","958","29,042","27,718","3,174","1,766","2,119","6,898","11,137","13,675","49,964","12,175","3,026","4,578","16,750","43,567","60,003","83,268","127,448","191,823","238,817","297,278","192,652","180,910","400,000","1,000,000","1,900,000","2,000,000","1,000,000","400,000","1,200,000","3,200,000","2,000,000","2,500,000","5,600,000"
				CashFinancial,"11,243,795","11,131,175","6,847,580","6,295,015","30,052","95,386","138,991","9,528","56,899","20,033","32,104","116,529",,,"37,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,031","20,567","21,860","20,179","17,008","15,469","17,126","16,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,,,"12,667","7,600","1,000","13,000","19,000","13,000","22,000","6,000","9,000","6,000","5,000","10,000","10,304","2,304","196,094","369,959","133,686","168,548","171,251","170,539","89,118","187,304","140,652","220,158","164,395","70,709","154,887","189,220","73,398","125,975","40,154","49,844","128,614","109,416","71,487","115,687","33,649","29,922","14,435","18,909","23,491","113,332","10,438","5,350","9,805","30,640","73,047","7,626","8,181","5,284","3,384","2,500","6,864","3,237","11,063","5,736","2,950","2,314","14,465","5,265","2,350","5,850",,"22,500","22,500",,,"22,500","22,500","22,500","22,500","22,500","22,500","22,500","22,500","80,000","7,500","5,000",,,,,,,,,,,,,,,"100,000","100,000",,,,
			AccountsReceivable,,,"12,667","7,600","1,000","13,000","19,000","13,000","22,000","6,000","9,000","6,000","5,000","10,000","10,304","2,304","162,094","369,959","108,686","168,548","171,251","170,539","89,118","187,304","140,652","220,158","122,107","32,709","154,887","189,220","73,398","125,975","40,154","49,844","128,614","109,416","71,487","115,687","33,649","29,922","14,435","18,909","13,491","113,332","10,438","5,350","9,805","5,640","13,047","7,626","8,181","5,284","3,384","2,500","6,864","3,237","11,063","5,736","2,950","2,314","14,465","5,265","2,350","5,850",,"22,500","22,500",,,"22,500","22,500","22,500","22,500","22,500","22,500","22,500","22,500","80,000","7,500","5,000",,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,"0","0",,"34,000",,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,288","38,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
