name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"331,718,000","80,278,000","86,482,000","83,417,000","81,541,000","92,557,000","83,315,000","84,514,000","81,792,000","80,827,000","83,036,000","81,550,000","80,135,000","81,248,000","87,251,000","99,958,000","105,493,000","102,637,000","102,169,000","97,689,000","95,684,000","96,099,000","101,972,000","106,331,000","109,577,000","111,616,000","106,626,000","105,438,000","110,333,000","108,588,000","97,140,000","109,513,000","109,756,000","112,199,000","106,374,000","97,946,000","99,413,000","97,067,000","94,822,000","87,655,000","83,930,000","82,735,000","78,355,000","84,048,000","82,675,000","83,269,000","82,324,000","87,815,000","86,094,000","88,918,000","82,676,000","97,294,000","98,764,000","100,781,000","100,599,000","105,469,000","128,674,000","107,588,000","103,888,000","124,355,000","120,453,000","95,162,000","54,162,000","51,634,000","51,648,000","54,009,000","52,430,000","56,231,000","50,870,000","38,642,000","42,176,000","38,506,000","37,379,000","32,118,000","31,482,000","31,111,000","29,140,000","29,081,000","26,240,000","25,080,000","24,486,000","24,813,000","21,959,000","20,222,000","20,448,000","20,233,000","20,275,000","20,087,000","20,033,000","19,610,000","20,000,000","19,200,000","19,000,000","19,200,000","19,417,000","17,200,000","15,000,000","14,000,000","8,269,000","14,900,000","10,700,000","9,800,000","8,575,355","8,700,000","7,700,000","6,800,000","9,000,000","6,400,000","6,300,000","9,700,000","6,400,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000"
	OperatingRevenue,"326,835,000","78,536,000","85,374,000","82,353,000","80,572,000","91,645,000","82,390,000","83,592,000","81,094,000","78,735,000","81,564,000","80,325,000","78,758,000","79,975,000","87,251,000","99,958,000","105,493,000","102,637,000","102,169,000","97,689,000","95,684,000","96,099,000","101,972,000","106,331,000","109,577,000","111,616,000","106,626,000","105,438,000","110,333,000","108,588,000","97,140,000","109,513,000","109,756,000","112,199,000","106,374,000","97,946,000","99,413,000","97,067,000","94,822,000","87,655,000","83,930,000","82,735,000","78,355,000","84,048,000","82,675,000","83,269,000","82,324,000","87,815,000","86,094,000","88,918,000","82,676,000","97,294,000","98,764,000","100,781,000","100,599,000","105,469,000","128,674,000","311,000","103,888,000","124,355,000","120,453,000","719,000","1,028,000","53,602,000","1,338,000","56,049,000","52,374,000","58,896,000","52,410,000","634,000","1,711,000","1,448,000","777,000","950,000","31,482,000","31,111,000","29,140,000","29,966,000","26,240,000","25,118,000","24,766,000","25,667,000","21,959,000","20,222,000","20,448,000","20,233,000","20,275,000","20,384,000","20,033,000","19,610,000","20,000,000","19,200,000","19,000,000","19,200,000","19,100,000","17,200,000","15,000,000","14,000,000","8,269,000","14,900,000","10,700,000","9,800,000","8,500,000","8,700,000","7,700,000","6,800,000","9,000,000","6,400,000","6,300,000","9,700,000","6,400,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000"
CostOfRevenue,"230,472,000","59,122,000","59,915,000","56,765,000","54,670,000","53,110,000","50,742,000","51,898,000","50,081,000","50,785,000","47,029,000","47,822,000","46,599,000","48,162,000","48,112,000","48,394,000","56,346,000","58,014,000","57,672,000","55,189,000","55,294,000","55,007,000","53,873,000","51,760,000","52,565,000","55,205,000","55,458,000","53,196,000","57,342,000","56,856,000","49,321,000","56,770,000","56,297,000","58,477,000","55,638,000","60,411,000","61,022,000","61,167,000","177,674,000","15,446,000","14,718,000","15,048,000","12,341,000","17,196,000","16,348,000","17,120,000","180,931,000","17,418,000","18,256,000","20,477,000","192,330,000","22,470,000","21,607,000","22,120,000","-60,804,000","21,733,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"101,246,000","21,156,000","26,567,000","26,652,000","26,871,000","39,447,000","32,573,000","32,616,000","31,711,000","30,042,000","36,007,000","33,728,000","33,536,000","33,086,000","39,139,000","51,564,000","49,147,000","44,623,000","44,497,000","42,500,000","40,390,000","41,092,000","48,099,000","54,571,000","57,012,000","56,411,000","51,168,000","52,242,000","52,991,000","51,732,000","47,819,000","52,743,000","53,459,000","53,722,000","50,736,000","37,535,000","38,391,000","35,900,000","-82,852,000","72,209,000","69,212,000","67,687,000","66,014,000","66,852,000","66,327,000","66,149,000","-98,607,000","70,397,000","67,838,000","68,441,000","-109,654,000","74,824,000","77,157,000","78,661,000","161,403,000","83,736,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"37,775,000","10,737,000","10,763,000","8,363,000","7,912,000","8,420,000","7,759,000","7,232,000","7,555,000","7,825,000","7,133,000","7,791,000","7,334,000","8,527,000","7,763,000","7,482,000","7,421,000","8,996,000","8,597,000","7,963,000","8,141,000","9,457,000","8,072,000","7,510,000","7,747,000","7,775,000","6,750,000","6,734,000","7,971,000","7,822,000","7,212,000","6,394,000","6,667,000","8,041,000","8,857,000","6,358,000","6,596,000","7,162,000","-109,758,000","46,030,000","48,151,000","44,498,000","45,588,000","47,327,000","47,420,000","44,933,000","-117,820,000","46,051,000","45,913,000","49,858,000","-131,303,000","50,458,000","51,619,000","54,094,000","135,537,000","58,314,000","112,528,000","67,368,000","57,096,000","74,758,000","69,975,000","65,777,000","30,153,000","27,657,000","32,661,000","28,136,000","23,468,000","28,529,000","27,662,000","14,226,000","13,041,000","14,197,000","11,862,000","13,267,000","-42,503,000","27,738,000","36,842,000","28,856,000","-40,902,000","24,363,000","23,457,000","24,555,000","-35,061,000","18,538,000","21,751,000","21,582,000","-37,883,000","21,157,000","20,900,000","21,242,000","40,943,000","-5,100,000","-4,500,000","-5,200,000","33,904,000","-4,500,000","-4,200,000","-3,500,000","25,418,000","-3,300,000","-3,100,000","-2,900,000","19,201,941","-2,500,000","-2,200,000","-1,800,000",,,"-6,700,000","-2,900,000","-4,300,000","-1,800,000","-1,800,000","-1,700,000",,,,
	SellingGeneralAndAdministration,"37,775,000","10,737,000","10,763,000","8,363,000","7,912,000","8,420,000","7,759,000","7,232,000","7,555,000","7,825,000","7,133,000","7,791,000","7,334,000","8,527,000","7,763,000","7,482,000","7,421,000","8,996,000","8,597,000","7,963,000","8,141,000","9,457,000","8,072,000","7,510,000","7,747,000","7,775,000","6,750,000","6,734,000","7,971,000","7,822,000","7,212,000","6,394,000","6,667,000","8,041,000","8,857,000","6,358,000","6,596,000","7,162,000","6,575,000","5,810,000","6,201,000","5,387,000","6,145,000","5,080,000","5,540,000","5,450,000","6,677,000","4,886,000","4,937,000","5,991,000","5,682,000","5,057,000","6,214,000","6,665,000","87,234,000","7,117,000","7,310,000","11,067,000","10,682,000","7,547,000","12,355,000","8,816,000","19,662,000","5,394,000","4,865,000","5,616,000","4,437,000","4,164,000","4,663,000","4,347,000","3,949,000","3,969,000","2,549,000","3,503,000","2,644,000","2,648,000","2,448,000","2,311,000","1,610,000","1,360,000","1,192,000","1,579,000","1,270,000","1,225,000","1,215,000","1,242,000","1,064,000","1,240,000","1,312,000","1,286,000","1,287,000","1,200,000","1,200,000","1,000,000","1,318,000","1,200,000","1,000,000","1,000,000","1,020,000","900,000","1,100,000","900,000","1,025,100","800,000","700,000","700,000",,,,,,"600,000","600,000","500,000",,,,
		GeneralAndAdministrativeExpense,"37,775,000","10,737,000","10,763,000","8,363,000","7,912,000","8,420,000","7,759,000","7,232,000","7,555,000","7,825,000","7,133,000","7,791,000","7,334,000","8,527,000","7,763,000","7,482,000","7,421,000","8,996,000","8,597,000","7,963,000","8,141,000","9,457,000","8,072,000","7,510,000","7,747,000","7,775,000","6,750,000","6,734,000","7,971,000","7,822,000","7,212,000","6,394,000","6,667,000","8,041,000","8,857,000","6,358,000","6,596,000","7,162,000","6,576,000",,,,,,,,,,,,,,,,,,"7,310,000","11,067,000","10,682,000","7,547,000","12,355,000","8,816,000","19,662,000","5,394,000","4,865,000","5,616,000","4,437,000","4,164,000","4,663,000","4,347,000","3,949,000","3,969,000","2,549,000","3,503,000","2,644,000","2,648,000","2,448,000","2,311,000","1,610,000","1,360,000","1,192,000","1,579,000","1,270,000","1,225,000","1,215,000","1,242,000","1,064,000","1,240,000","1,312,000","1,286,000","1,287,000","1,200,000","1,200,000","1,000,000","1,318,000","1,200,000","1,000,000","1,000,000","1,020,000","900,000","1,100,000","900,000","1,025,100","800,000","700,000","700,000",,,,,,"600,000","600,000","500,000",,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,310,000","11,067,000","10,682,000","7,547,000","12,355,000","8,816,000","19,662,000","5,394,000","4,865,000","5,616,000","4,437,000","4,164,000","4,663,000","4,347,000","3,949,000","3,969,000","2,549,000","3,503,000","2,644,000","2,648,000","2,448,000","2,311,000","1,610,000","1,360,000","1,192,000","1,579,000","1,270,000","1,225,000","1,215,000","1,242,000","1,064,000","1,240,000","1,312,000","1,286,000","1,300,000","1,200,000","1,200,000","1,000,000","1,300,000","1,200,000","1,000,000","1,000,000","1,000,000","900,000","1,100,000","900,000","1,000,000","800,000","700,000","700,000",,,,,,"600,000","600,000","500,000",,,,
			OtherGandA,"37,775,000","10,737,000","10,763,000","8,363,000","7,912,000","8,420,000","7,759,000","7,232,000","7,555,000","7,825,000","7,133,000","7,791,000","7,334,000","8,527,000","7,763,000","7,482,000","7,421,000","8,996,000","8,597,000","7,963,000","8,141,000","9,457,000","8,072,000","7,510,000","7,747,000","7,775,000","6,750,000","6,734,000","7,971,000","7,822,000","7,212,000","6,394,000","6,667,000","8,041,000","8,857,000","6,358,000","6,596,000","7,162,000","6,576,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,220,000","41,950,000","39,111,000","39,443,000","42,247,000","41,880,000","39,483,000",,"41,165,000","40,976,000","43,867,000",,"45,401,000","45,405,000","47,429,000","48,303,000","51,197,000","85,173,000","56,301,000","61,914,000","67,211,000","57,620,000","54,302,000","19,991,000","20,054,000","21,472,000","20,241,000","32,663,000","20,807,000","18,703,000","11,913,000","16,113,000","11,198,000","9,292,000","7,535,000","7,622,000","7,517,000","7,353,000","6,893,000","6,312,000","5,742,000","5,651,000","5,670,000","5,311,000","5,167,000","4,769,000","4,705,000","4,767,000","4,777,000","4,747,000","4,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
