name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"266,198,000","65,722,000","65,019,000","68,901,000","66,556,000","41,276,000","38,024,000","50,177,000","42,790,000","29,829,000","33,614,000","36,615,000","34,612,000","26,715,000","25,206,000","30,429,000","28,963,000","19,784,000"
	OperatingRevenue,"257,902,000","63,933,000","62,878,000","66,868,000","64,223,000","40,383,000","37,660,000","47,763,000","41,629,000","29,137,000","32,876,000","35,588,000","33,653,000","26,213,000","25,045,000","30,155,000","28,725,000","19,667,000"
CostOfRevenue,"109,193,000","29,527,000","29,115,000","27,007,000","23,544,000","18,642,000","17,743,000","16,516,000","16,890,000","14,029,000","13,679,000","12,128,000","11,301,000","10,305,000","9,775,000","9,963,000","8,722,000","8,257,000"
GrossProfit,"157,005,000","36,195,000","35,904,000","41,894,000","43,012,000","22,634,000","20,281,000","33,661,000","25,900,000","15,800,000","19,935,000","24,487,000","23,311,000","16,410,000","15,431,000","20,466,000","20,241,000","11,527,000"
OperatingExpense,"222,795,000","70,401,000","44,969,000","50,070,000","57,355,000","45,940,000","38,259,000","32,012,000","31,043,000","30,106,000","29,090,000","30,385,000","26,021,000","20,917,000","27,848,000","17,062,000","17,806,000","18,680,000"
	SellingGeneralAndAdministration,"232,139,000","70,223,000","60,208,000","53,372,000","48,336,000","42,320,000","30,573,000","28,549,000","28,133,000","27,893,000","27,002,000","28,509,000","23,794,000","18,681,000","18,327,000","17,170,000","15,578,000","16,356,000"
		GeneralAndAdministrativeExpense,"232,139,000","70,223,000","60,208,000","53,372,000","48,336,000","42,320,000","30,573,000","28,549,000","28,133,000","27,893,000","27,002,000","28,509,000","23,794,000","18,681,000","18,327,000","17,170,000","15,578,000","16,356,000"
			OtherGandA,"232,139,000","70,223,000","60,208,000","53,372,000","48,336,000","42,320,000","30,573,000","28,549,000","28,133,000","27,893,000","27,002,000","28,509,000","23,794,000","18,681,000","18,327,000","17,170,000","15,578,000","16,356,000"
	OtherOperatingExpenses,"-9,344,000","178,000","-15,239,000","-3,302,000","9,019,000","3,620,000","7,686,000","3,463,000","2,910,000","2,213,000","2,088,000","1,876,000","2,227,000","2,236,000","9,521,000","-108,000","2,228,000","2,324,000"
OperatingIncome,"-65,790,000","-34,206,000","-9,065,000","-8,176,000","-14,343,000","-23,306,000","-17,978,000","1,649,000","-5,143,000","-14,306,000","-9,155,000","-5,898,000","-2,710,000","-4,507,000","-12,417,000","3,404,000","2,435,000","-7,153,000"
