name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016
TotalRevenue,"1,464,138,000","414,943,000","383,015,000","350,680,000","315,500,000","251,006,000","234,740,000","217,379,000","200,446,000","182,859,000","167,327,000","153,037,000","140,480,000","125,223,000","115,471,000","105,576,000","94,586,000","83,621,000","77,750,000","68,238,000","60,995,000","53,007,000","48,820,000","42,283,000","37,436,000","31,787,000","27,138,000"
	OperatingRevenue,"1,464,138,000","414,943,000","383,015,000","350,680,000","315,500,000","251,006,000","234,740,000","217,379,000","200,446,000","182,859,000","167,327,000","153,037,000","140,480,000","125,223,000","115,471,000","105,576,000","94,586,000","83,621,000","77,750,000","68,238,000","60,995,000","53,007,000","48,820,000","42,283,000","37,436,000","31,787,000","27,138,000"
CostOfRevenue,"461,447,000","131,165,000","119,502,000","109,674,000","101,106,000","66,123,000","61,140,000","56,908,000","51,147,000","48,486,000","44,683,000","40,824,000","38,780,000","35,095,000","31,386,000","29,700,000","28,228,000","24,107,000","22,487,000","21,123,000","19,682,000","17,463,000","15,687,000","14,103,000","13,780,000","12,379,000","10,274,000"
GrossProfit,"1,002,691,000","283,778,000","263,513,000","241,006,000","214,394,000","184,883,000","173,600,000","160,471,000","149,299,000","134,373,000","122,644,000","112,213,000","101,700,000","90,128,000","84,085,000","75,876,000","66,358,000","59,514,000","55,263,000","47,115,000","41,313,000","35,544,000","33,133,000","28,180,000","23,656,000","19,408,000","16,864,000"
OperatingExpense,"1,918,802,000","523,467,000","477,939,000","439,562,000","477,834,000","275,564,000","228,196,000","212,447,000","194,687,000","186,572,000","167,347,000","157,943,000","145,317,000","141,910,000","111,820,000","104,355,000","104,788,000","84,492,000","80,609,000","82,342,000","68,468,000","64,178,000","51,100,000","50,070,000","44,218,000","42,112,000","38,149,000"
	SellingGeneralAndAdministration,"1,356,755,000","361,816,000","330,485,000","309,027,000","355,427,000","206,701,000","165,880,000","154,297,000","140,821,000","138,078,000","123,987,000","116,111,000","105,272,000","107,878,000","81,789,000","76,759,000","79,959,000","64,563,000","61,260,000","63,152,000","51,545,000","48,819,000","40,568,000","40,364,000","34,563,000","33,346,000","29,267,000"
		GeneralAndAdministrativeExpense,"480,477,000","109,343,000","108,908,000","105,149,000","157,077,000","60,180,000","50,707,000","44,485,000","42,499,000","34,035,000","31,352,000","28,887,000","26,887,000","25,766,000","19,237,000","19,848,000","20,955,000","15,070,000","14,670,000","13,546,000","11,948,000","11,639,000","9,090,000","7,922,000","6,142,000","6,945,000","5,045,000"
			OtherGandA,"480,477,000","109,343,000","108,908,000","105,149,000","157,077,000","60,180,000","50,707,000","44,485,000","42,499,000","34,035,000","31,352,000","28,887,000","26,887,000","25,766,000","19,237,000","19,848,000","20,955,000","15,070,000","14,670,000","13,546,000","11,948,000","11,639,000","9,090,000","7,922,000","6,142,000","6,945,000","5,045,000"
		SellingAndMarketingExpense,"876,278,000","252,473,000","221,577,000","203,878,000","198,350,000","146,521,000","115,173,000","109,812,000","98,322,000","104,043,000","92,635,000","87,224,000","78,385,000","82,112,000","62,552,000","56,911,000","59,004,000","49,493,000","46,590,000","49,606,000","39,597,000","37,180,000","31,478,000","32,442,000","28,421,000","26,401,000","24,222,000"
	ResearchAndDevelopment,"562,047,000","161,651,000","147,454,000","130,535,000","122,407,000","68,863,000","62,316,000","58,150,000","53,866,000","48,494,000","43,360,000","41,832,000","40,045,000","34,032,000","30,031,000","27,596,000","24,829,000","19,929,000","19,349,000","19,190,000","16,923,000","15,359,000","10,532,000","9,706,000","9,655,000","8,766,000","8,882,000"
OperatingIncome,"-916,111,000","-239,689,000","-214,426,000","-198,556,000","-263,440,000","-90,681,000","-54,596,000","-51,976,000","-45,388,000","-52,199,000","-44,703,000","-45,730,000","-43,617,000","-51,782,000","-27,735,000","-28,479,000","-38,430,000","-24,978,000","-25,346,000","-35,227,000","-27,155,000","-28,634,000","-17,967,000","-21,890,000","-20,562,000","-22,704,000","-21,285,000"
NetNonOperatingInterestIncomeExpense,"-65,173,000","-1,164,000","-21,260,000","-22,088,000","-20,661,000","-18,405,000","-20,443,000","-20,490,000","-12,971,000","-5,865,000","6,443,000","-7,826,000","-4,304,000","-4,241,000",,,,,,,,,,,,,
	InterestIncomeNonOperating,"7,117,000","1,704,000","2,146,000","1,056,000","2,211,000","4,355,000","2,154,000","1,878,000","3,960,000","4,899,000","5,743,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"72,290,000","2,868,000","23,406,000","23,144,000","22,872,000","22,760,000","22,597,000","22,368,000","16,931,000","10,764,000","10,646,000","7,826,000","4,304,000","4,241,000",,,,,,,,,,,,,
OtherIncomeExpense,,,"0",,"-43,000","-136,000","0","-89,000","-2,174,000",,"-11,346,000","-9,590,000","3,464,000","2,900,000","13,862,000","-1,705,000","-1,762,000","-1,215,000","810,000","509,000","382,000","-19,000","-99,000","50,000","56,000","32,000","-5,000"
	SpecialIncomeCharges,"-43,000","0","0","0","-43,000","-136,000","0","-89,000","-2,174,000",,"0","-14,572,000",,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"0",,"43,000","136,000","0","89,000","2,174,000",,"0","14,572,000",,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,"4,982,000","3,464,000","2,900,000","13,862,000","-1,705,000","-1,762,000","-1,215,000","810,000","509,000","382,000","-19,000","-99,000","50,000","56,000","32,000","-5,000"
