name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"17,803,814,000","17,889,061,000","17,799,026,000","17,469,627,000","17,198,860,000","17,106,664,000","16,733,767,000","17,169,062,000","16,021,434,000","15,667,440,000","15,379,878,000","15,338,827,000","15,398,669,000","15,305,952,000","15,229,495,000","14,870,008,000","14,507,126,000","14,206,717,000","14,150,021,000","13,859,217,000","13,481,429,000","13,441,422,000","13,510,629,000","8,336,826,000","8,063,752,000","7,912,648,000","7,583,002,000","7,333,319,000","7,267,905,000","7,140,330,000","6,927,806,000","6,866,291,000","6,667,551,000","6,475,199,000","6,340,987,000","5,863,014,000","5,833,597,000","5,640,661,000","5,331,979,000","5,049,405,000","5,169,315,000","5,166,604,000","3,016,127,000","2,967,288,000","2,926,143,000","2,963,296,000","2,984,976,000","2,901,065,000","3,079,020,000","3,227,957,000","3,212,690,000","3,260,809,000","2,825,537,000","2,672,054,000","2,597,652,000","2,573,584,000","2,546,113,000","2,423,410,000","2,344,499,000","2,215,973,000","2,123,229,000","2,046,985,000","1,978,805,000","1,987,480,000","1,911,310,000","1,775,822,000","1,789,100,601","1,717,381,436","1,590,232,679","1,507,664,767","1,419,032,269","1,397,954,660","1,277,987,157","1,260,027,639","1,140,663,612","1,067,425,666","1,015,033,244","979,249,016","832,909,899","793,698,653","716,614,995","679,438,175","639,959,908","648,758,118","620,442,597","601,661,892","528,658,016","481,410,850","452,976,809"
TotalLiabilitiesNetMinorityInterest,"15,762,757,000","15,796,078,000","15,724,628,000","15,376,757,000","15,153,279,000","15,052,919,000","14,693,206,000","15,138,286,000","14,003,346,000","13,631,429,000","13,348,594,000","13,343,655,000","13,452,458,000","13,402,741,000","13,324,915,000","12,964,332,000","12,561,793,000","12,278,462,000","12,215,590,000","11,952,923,000","11,603,382,000","11,585,949,000","11,656,058,000","7,365,086,000","7,101,770,000","6,974,553,000","6,653,433,000","6,424,731,000","6,368,707,000","6,257,557,000","6,063,158,000","6,013,682,000","5,835,392,000","5,665,825,000","5,539,757,000","5,081,989,000","5,061,322,000","4,889,557,000","4,597,524,000","4,333,944,000","4,351,149,000","4,370,665,000","2,632,512,000","2,594,749,000","2,561,807,000","2,604,733,000","2,628,874,000","2,549,436,000","2,715,199,000","2,859,982,000","2,922,675,000","2,979,390,000","2,535,852,000","2,382,101,000","2,367,139,000","2,345,905,000","2,318,719,000","2,201,230,000","2,131,872,000","2,013,646,000","1,928,480,000","1,860,358,000","1,802,183,000","1,824,971,000","1,756,853,000","1,629,068,000","1,649,226,273","1,604,414,298","1,486,150,253","1,406,410,210","1,320,125,611","1,307,439,837","1,186,315,125","1,175,030,767","1,036,495,204","972,047,940","928,821,872","896,467,194","769,846,771","732,041,041","655,423,235","624,010,767","586,175,151","588,924,654","563,797,331","557,149,721","486,918,521","449,548,626","424,074,993"
TotalEquityGrossMinorityInterest,"2,041,057,000","2,092,983,000","2,074,398,000","2,092,870,000","2,045,581,000","2,053,745,000","2,040,561,000","2,030,776,000","2,018,088,000","2,036,011,000","2,031,284,000","1,995,172,000","1,946,211,000","1,903,211,000","1,904,580,000","1,905,676,000","1,945,333,000","1,928,255,000","1,934,431,000","1,906,294,000","1,878,047,000","1,855,473,000","1,854,571,000","971,740,000","961,982,000","938,095,000","929,569,000","908,588,000","899,198,000","882,773,000","864,648,000","852,609,000","832,159,000","809,374,000","801,230,000","781,025,000","772,275,000","751,104,000","734,455,000","715,461,000","818,166,000","795,939,000","383,615,000","372,539,000","364,336,000","358,563,000","356,102,000","351,629,000","363,821,000","367,975,000","290,015,000","281,419,000","289,685,000","289,953,000","230,513,000","227,679,000","227,394,000","222,180,000","212,627,000","202,327,000","194,749,000","186,627,000","176,622,000","162,509,000","154,457,000","146,754,000","139,874,328","112,967,138","104,082,426","101,254,557","98,906,658","90,514,823","91,672,032","84,996,872","104,168,408","95,377,726","86,211,372","82,781,822","63,063,128","61,657,612","61,191,760","55,427,408","53,784,757","59,833,464","56,645,266","44,512,171","41,739,495","31,862,224","28,901,816"
	StockholdersEquity,"2,041,057,000","2,092,983,000","2,074,398,000","2,092,870,000","2,045,581,000","2,053,745,000","2,040,561,000","2,030,776,000","2,018,088,000","2,036,011,000","2,031,284,000","1,995,172,000","1,946,211,000","1,903,211,000","1,904,580,000","1,905,676,000","1,945,333,000","1,928,255,000","1,934,431,000","1,906,294,000","1,878,047,000","1,855,473,000","1,854,571,000","971,740,000","961,982,000","938,095,000","929,569,000","908,588,000","899,198,000","882,773,000","864,648,000","852,609,000","832,159,000","809,374,000","801,230,000","781,025,000","772,275,000","751,104,000","734,455,000","715,461,000","818,166,000","795,939,000","383,615,000","372,539,000","364,336,000","358,563,000","356,102,000","351,629,000","363,821,000","367,975,000","290,015,000","281,419,000","289,685,000","289,953,000","230,513,000","227,679,000","227,394,000","222,180,000","212,627,000","202,327,000","194,749,000","186,627,000","176,622,000","162,509,000","154,457,000","146,754,000","139,874,328","112,967,138","104,082,426","101,254,557","98,906,658","90,514,823","91,672,032","84,996,872","81,863,913","73,079,390","68,793,500","65,369,067","63,063,128","61,657,612","61,191,760","55,427,408","53,784,757","50,174,107","46,988,766","44,512,171","41,739,495","31,862,224","28,901,816"
		CapitalStock,"137,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","135,000","135,000","135,000","135,000","135,000","80,000","80,000","80,000","80,000","80,000","79,000","79,000","79,000","79,000","79,000","79,000","79,000","79,000","79,000","78,000","78,000","78,000","119,772,000","119,428,000","67,038,000","64,717,000","64,479,000","67,038,000","67,038,000","67,038,000","67,038,000","67,038,000","67,026,000","67,026,000","67,026,000","62,362,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","25,000","25,000","25,358","23,695","23,367","23,333","23,319","23,201","11,585","11,560","11,395","10,790","10,735","10,690","5,360","5,516","5,604","5,573","5,558","5,501","5,472","16,385,787","16,383,276",,"13,211,259"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","119,694,000","119,350,000","67,000,000","64,679,000","64,441,000","67,000,000","67,000,000","67,000,000","67,000,000","67,000,000","67,000,000","67,000,000","67,000,000","62,336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"137,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","136,000","135,000","135,000","135,000","135,000","135,000","80,000","80,000","80,000","80,000","80,000","79,000","79,000","79,000","79,000","79,000","79,000","79,000","79,000","79,000","78,000","78,000","78,000","78,000","78,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","25,000","25,000","25,358","23,695","23,367","23,333","23,319","23,201","11,585","11,560","11,395","10,790","10,735","10,690","5,360","5,516","5,604","5,573","5,558","5,501","5,472","16,385,787","16,383,276",,"13,211,259"
		AdditionalPaidInCapital,"1,422,602,000","1,421,698,000","1,420,151,000","1,418,135,000","1,417,137,000","1,434,916,000","1,432,773,000","1,430,757,000","1,429,275,000","1,428,066,000","1,426,666,000","1,425,262,000","1,424,029,000","1,423,405,000","1,422,685,000","1,421,679,000","1,405,806,000","1,405,014,000","1,403,586,000","1,402,303,000","1,401,275,000","1,400,490,000","1,400,915,000","541,688,000","541,625,000","541,596,000","541,349,000","541,091,000","541,824,000","541,589,000","541,406,000","541,173,000","540,979,000","540,876,000","538,062,000","537,085,000","535,091,000","525,354,000","524,608,000","525,985,000","525,123,000","524,644,000","172,065,000","172,066,000","171,397,000","171,364,000","171,111,000","171,080,000","169,848,000","167,423,000","83,453,000","83,064,000","82,669,000","82,077,000","81,426,000","81,006,000","80,567,000","79,974,000","79,596,000","79,108,000","78,563,000","77,939,000","77,320,000","73,239,000","70,900,000","69,451,000","68,633,307","47,464,965","45,071,723","44,902,604","44,781,658","43,590,461","43,491,811","43,057,760","42,340,270","33,521,642","33,166,135","32,930,307","27,828,974","31,162,522","33,349,858","32,989,549","32,907,586","32,310,265","32,200,973","15,723,170","15,725,681",,"9,019,706"
		RetainedEarnings,"976,483,000","932,561,000","897,766,000","859,548,000","823,085,000","785,940,000","774,970,000","761,734,000","752,228,000","762,480,000","737,209,000","712,351,000","687,404,000","662,375,000","636,080,000","607,944,000","578,031,000","544,886,000","540,921,000","513,945,000","489,486,000","469,505,000","445,104,000","418,998,000","413,122,000","398,251,000","384,133,000","367,792,000","352,807,000","339,400,000","324,664,000","311,195,000","294,842,000","278,604,000","266,478,000","248,866,000","230,149,000","216,590,000","198,964,000","180,567,000","164,974,000","142,909,000","140,013,000","131,275,000","126,032,000","120,361,000","115,365,000","111,338,000","128,288,000","131,891,000","133,437,000","130,565,000","137,643,000","141,890,000","152,939,000","148,677,000","147,544,000","142,491,000","134,874,000","126,811,000","118,761,000","111,978,000","103,338,000","95,387,000","88,192,000","81,016,000","73,804,784","66,572,824","61,610,738","56,848,237","53,804,603","49,462,797","45,555,697","41,992,345","38,613,653","35,478,756","32,603,005","29,903,338","32,772,939","30,200,476","27,920,230","22,075,612","19,941,394","17,395,271","14,067,158","12,114,836","9,788,599","9,990,783","6,991,876"
		TreasuryStock,"250,000,000","250,000,000","247,198,000","200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","163,820,000","150,000,000","150,000,000","150,000,000","150,000,000","100,000,000","78,961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
