name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
MarketCap,"3,605,351,012","3,782,305,201","3,899,943,098","3,621,702,591","3,367,698,901","3,539,711,628","2,741,757,448","2,071,233,933","2,899,381,560","1,878,832,224","1,959,800,886","382,096,145","451,972,240"
EnterpriseValue,"3,169,142,012","3,295,817,201","3,409,059,098","3,086,474,591","2,798,883,901","3,220,066,628","2,399,745,448","1,706,266,933","2,518,639,560","1,489,643,224","1,798,415,886","307,031,145","367,909,240"
PeRatio,"0.161",,,,,,,"0.154",,,,,
PsRatio,"96.757","99.949",,,,,,,,,,,
PbRatio,"7.947","7.534","7.524","6.463","5.758","10.444","7.674","5.571","7.696","4.819","12.058",,"5.342"
EnterprisesValueRevenueRatio,"85.736",,"92.226",,,,,,,,,,
EnterprisesValueEBITDARatio,"-18.448","-56.487","-122.184","-60.446","-81.176","-107.871","-100.332","-90.769","-148.042","-172.472","-231.964","-34.028","-25.189"
