name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009,03/31/2009,09/30/2008,06/30/2008,03/31/2008,09/30/2007,06/30/2007,03/31/2007,09/30/2006,06/30/2006,03/31/2006,09/30/2005,06/30/2005,03/31/2005,09/30/2004,06/30/2004,03/31/2004,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,09/30/1998,06/30/1998,03/31/1998,09/30/1997,06/30/1997,03/31/1997,09/30/1996,06/30/1996,03/31/1996,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994,03/31/1994,09/30/1993,06/30/1993,03/31/1993,09/30/1992,06/30/1992,03/31/1992,09/30/1991,06/30/1991,03/31/1991,09/30/1990,06/30/1990,03/31/1990,09/30/1989,03/31/1989,03/31/1988,03/31/1987
BasicEPS,,"0.91","0.89","0.98","1.03","0.92","0.83","0.67","0.62","0.63","0.87","0.71","0.83","0.79","0.85","0.83","0.8","0.75","0.49","0.5","0.57","0.57","0.55","0.51","0.5","0.43","0.37","0.46","0.47","0.43","0.41","0.45","0.42","0.38","0.34","0.35","0.35","0.38","0.32","0.35","0.28","0.46","-0.25","0.18","0.17","0.02","0.35","0.01","-0.3","-1.49","0.17","0.32","0.37","0.45","0.46","0.34","0.42","0.42","0.39","0.41","0.45","0.43","0.35","0.41","0.4","0.37","0.4","0.476","0.324","0.467","0.472","0.39","0.435","0.423","0.38","0.389","0.389","0.38","0.345","0.336","0.336","0.336","0.328","0.328","0.302","0.319","0.302","0.285","0.285","0.285","0.276","0.285","0.267","0.25","0.267","0.25","0.224","0.259","0.259","0.198","0.233","0.224","0.198","0.207","0.207","0.181","0.181","0.181","0.164","0.164","0.147","0.129"
DilutedEPS,,"0.91","0.89","0.98","1.03","0.91","0.83","0.67","0.62","0.62","0.87","0.71","0.83","0.78","0.85","0.83","0.8","0.74","0.49","0.5","0.57","0.56","0.55","0.51","0.49","0.43","0.37","0.45","0.47","0.43","0.41","0.45","0.41","0.38","0.34","0.35","0.34","0.38","0.32","0.35","0.28","0.46","-0.25","0.18","0.17","0.02","0.35","0.01","-0.3","-1.49","0.17","0.32","0.36","0.45","0.46","0.34","0.42","0.42","0.39","0.41","0.44","0.43","0.35","0.41","0.4","0.37","0.39","0.476","0.324","0.457","0.463","0.39","0.426","0.415","0.38","0.389","0.389","0.38","0.345","0.336","0.336","0.328","0.319","0.319","0.302","0.319","0.293","0.285","0.285","0.276","0.276","0.285","0.267","0.25","0.267","0.25","0.224","0.259","0.259","0.198","0.233","0.224","0.198","0.207","0.207","0.181","0.181","0.181","0.164","0.164","0.147","0.129"
BasicAverageShares,,"53,391,209","53,632,584","53,846,939","53,940,777","53,770,652","54,379,518","54,044,776","53,212,903","54,385,714","54,977,011","51,770,423","49,465,060","49,135,443","49,074,118","49,533,735","49,542,500","48,905,333","49,761,224","48,716,000","42,343,860","40,689,474","40,532,727","41,292,157","40,012,000","41,146,512","38,316,216","37,102,174","38,229,787","37,609,302","37,219,512","35,826,667","36,095,238","35,842,105","32,958,824","28,494,286","28,465,714","28,968,421","28,671,875","28,888,000","28,815,000","28,755,000","26,367,000","25,783,000","25,763,000","25,553,601","23,617,143","25,495,550","21,266,667","20,925,503","21,022,505","17,965,625","18,050,956","18,057,778","18,152,174","18,258,824","18,502,381","18,426,190","18,694,872","18,314,634","18,266,667","18,420,930","18,762,857","18,665,854","18,387,500","18,743,243","18,372,500","18,364,500","17,473,235","16,772,143","16,834,327","14,047,901","13,827,188","13,168,575","13,433,712","13,569,938","12,870,218","12,681,256","14,197,919","13,670,418","11,590,137","11,590,137","11,590,136","11,590,136","11,590,172","11,590,172","11,259,024","10,536,520","9,131,650","9,131,650","8,692,629","8,780,433","8,973,036","8,792,544","8,973,036","8,792,544","8,915,517","8,885,798","8,885,798","9,070,569","8,585,312","8,915,517","8,566,649","8,209,705","8,209,705","8,278,694","8,830,607","8,278,694","8,540,126","8,318,253","8,322,889","7,187,054"
DilutedAverageShares,,"53,616,000","53,660,000","53,960,000","54,184,000","54,134,000","54,379,518","54,044,776","53,943,000","54,918,000","55,520,000","51,770,423","49,550,000","49,541,000","49,511,000","49,533,735","49,542,500","49,428,000","49,761,224","48,716,000","42,343,860","41,221,000","41,124,000","41,292,157","40,969,000","41,146,512","38,316,216","38,118,000","38,229,787","38,000,000","37,323,000","36,329,000","36,294,000","36,261,000","32,958,824","29,081,000","29,024,000","28,971,000","28,930,000","28,888,000","28,815,000","28,755,000","26,367,000","25,783,000","25,763,000","25,686,000","25,633,000","25,495,550","21,266,667","21,120,000","21,093,367","18,196,000","18,159,207","18,057,778","18,152,174","18,258,824","18,502,381","18,426,190","18,694,872","18,314,634","18,681,818","18,420,930","18,762,857","18,665,854","18,387,500","18,743,243","18,843,590","18,364,500","17,473,235","17,121,562","17,164,412","14,047,901","14,121,383","13,442,920","13,433,712","13,569,938","12,870,218","12,681,256","14,197,919","13,670,418","11,590,137","11,895,140","11,903,419","11,903,419","11,590,172","11,590,172","11,590,172","10,536,520","9,131,650","9,417,014","8,692,629","8,780,433","8,973,036","8,792,544","8,973,036","8,792,544","8,915,517","8,885,798","8,885,798","9,070,569","8,585,312","8,915,517","8,566,649","8,209,705","8,209,705","8,278,694","8,830,607","8,278,694","8,540,126","8,318,253","8,322,889","7,187,054"
