name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
OperatingCashFlow,"969,600,000","104,100,000","166,400,000","506,100,000","233,900,000","215,400,000","290,000,000","374,800,000","505,600,000","109,300,000","31,700,000","32,300,000","-274,900,000","178,200,000","266,000,000","721,200,000","611,500,000","576,600,000","320,400,000","177,100,000","344,000,000","168,100,000","446,200,000","562,300,000","735,700,000","134,500,000","295,200,000","437,100,000","693,500,000","549,000,000","572,400,000","727,100,000","771,500,000","314,700,000","324,700,000","508,100,000","755,800,000","485,400,000","286,400,000","180,368,000","407,483,000","310,609,000","167,740,000","613,179,000","520,255,000","242,568,000","245,776,000","311,102,000","643,540,000","379,322,000","317,075,000","152,392,000","242,401,000","204,664,000","41,945,000","-2,237,000","934,372,000","273,098,000","204,008,000","139,781,000","670,715,000","311,866,000","551,271,000","240,253,000","427,864,000","294,402,000","315,371,000","239,568,000","434,441,000","175,309,000","239,891,000","472,211,000","251,756,000","115,072,000","104,319,000","153,457,000","144,107,000","168,841,000","81,620,000","174,200,000","144,972,000","191,583,000","226,045,000","122,169,000","200,862,000","112,078,000","118,078,000","174,160,000","199,819,000","193,589,000","134,145,000","197,078,000","182,459,000","149,371,000","55,559,000","209,688,000","241,556,000","112,093,000","130,326,000","119,129,000","100,500,000","63,600,000","145,300,000","86,083,000","120,400,000","36,200,000","116,900,000","90,254,000","74,000,000","34,600,000","97,600,000","81,907,000","75,600,000","38,800,000","78,500,000","72,300,000","53,400,000","41,900,000","31,800,000","36,800,000","27,100,000","12,400,000","-5,600,000","14,300,000","13,500,000","6,500,000","35,400,000","25,500,000","30,600,000","11,400,000","33,200,000"
	CashFlowFromContinuingOperatingActivities,"969,600,000","104,100,000","166,400,000","506,100,000","233,900,000","215,400,000","290,000,000","374,800,000","505,600,000","109,300,000","31,700,000","32,300,000","-274,900,000","178,200,000","266,000,000","721,200,000","611,500,000","576,600,000","320,400,000","177,100,000","344,000,000","168,100,000","446,200,000","562,300,000","735,700,000","134,500,000","295,200,000","437,100,000","693,500,000","549,000,000","572,400,000","727,100,000","771,500,000","314,700,000","324,700,000","508,100,000","755,800,000","485,400,000","286,400,000","180,368,000","407,483,000","310,609,000","167,740,000","613,179,000","520,255,000","242,568,000","245,776,000","311,102,000","643,540,000","379,322,000","317,075,000","152,392,000","242,401,000","204,664,000","41,945,000","-2,237,000","934,372,000","273,098,000","204,008,000","139,781,000","670,715,000","311,866,000","551,271,000","240,253,000","427,864,000","294,402,000","315,371,000","239,568,000","434,441,000","175,309,000","239,891,000","472,211,000","251,756,000","115,072,000","104,319,000","153,457,000","144,107,000","168,841,000","81,620,000","174,200,000","144,972,000","191,583,000","226,045,000","122,169,000","200,862,000","112,078,000","118,078,000","174,160,000","199,819,000","193,589,000","134,145,000","197,078,000","182,459,000","149,371,000","55,559,000","209,688,000","241,556,000","112,093,000","130,326,000","119,129,000","100,500,000","63,600,000","145,300,000","86,083,000","120,400,000","36,200,000","116,900,000","90,254,000","74,000,000","34,600,000","97,600,000","81,907,000","75,600,000","38,800,000","78,500,000","72,300,000","53,400,000","41,900,000","31,800,000","36,800,000","27,100,000","12,400,000","-5,600,000","14,300,000","13,500,000","6,500,000","35,400,000","25,500,000","30,600,000","11,400,000","33,200,000"
		NetIncomeFromContinuingOperations,"2,118,300,000","359,100,000","544,800,000","742,800,000","471,600,000","485,400,000","394,800,000","126,500,000","253,700,000","58,800,000","348,100,000","309,300,000","254,600,000","381,600,000","260,000,000","476,300,000","355,400,000","482,900,000","-571,900,000","476,500,000","459,400,000","435,000,000","418,800,000","473,000,000","461,500,000","360,800,000","462,400,000","381,500,000","534,000,000","622,900,000","566,300,000","630,800,000","632,100,000","552,800,000","596,000,000","510,500,000","562,100,000","593,400,000","504,700,000","504,038,000","429,952,000","487,784,000","493,726,000","356,894,000","478,200,000","495,565,000","490,117,000","375,854,000","359,683,000","358,410,000","357,549,000","367,356,000","297,716,000","110,806,000","120,900,000","300,489,000","403,312,000","366,096,000","518,316,000","436,908,000","468,364,000","440,866,000","426,800,000","381,669,000","371,414,000","196,516,000","317,969,000","334,495,000","261,873,000","221,274,000","239,989,000","187,681,000","173,896,000","172,791,000","172,296,000","152,079,000","131,388,000","109,603,000","109,760,000","68,518,000","125,690,000","119,996,000","118,519,000","83,869,000","119,703,000","131,684,000","149,465,000","140,823,000","140,370,000","143,374,000","137,522,000","132,441,000","123,307,000","102,471,000","68,492,000","112,253,000","131,013,000","126,669,000","130,515,000","125,263,000","111,200,000","101,400,000","96,200,000","84,530,000","81,000,000","75,200,000","74,000,000","73,545,000","69,100,000","63,000,000","63,300,000","63,708,000","60,000,000","68,600,000","59,000,000","53,700,000","44,800,000","42,200,000","34,800,000","33,000,000","31,200,000","31,100,000","28,800,000","27,200,000","24,300,000","23,700,000","23,000,000","22,800,000","22,800,000","21,900,000","21,900,000"
		OperatingGainsLosses,"-386,800,000","21,500,000","-138,500,000","-246,300,000","-75,000,000","-131,200,000","-93,700,000","-69,500,000","45,500,000","189,700,000","-30,800,000","36,300,000","-7,200,000","-28,000,000","35,600,000","40,500,000","5,300,000","-42,300,000","-39,900,000","-60,600,000","-42,700,000","-29,800,000","-37,000,000","-33,900,000","-8,300,000","-100,000","-24,400,000","68,100,000","-24,300,000","-19,000,000","-22,100,000","-18,300,000","-93,600,000","-3,900,000","-28,900,000","-3,800,000","-34,800,000","-59,500,000","-56,500,000","-36,416,000","-845,000","-25,371,000","-47,968,000","101,011,000","32,000","-41,486,000","-39,402,000","-44,045,000","25,963,000","-13,547,000","-5,865,000","-36,223,000","-28,658,000","11,295,000","37,524,000","-34,524,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,900,000","-3,900,000","-8,000,000","-3,800,000","-1,600,000","0","-2,200,000","100,000","-500,000","-200,000","200,000","-200,000","-1,200,000",,"11,700,000","-1,600,000","200,000",,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,140,000","-4,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,765,000","-407,000","-1,715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-265,200,000","48,500,000","-113,800,000","-215,800,000","-35,600,000","-85,300,000","-55,200,000","-57,300,000","55,500,000","30,300,000","8,300,000","10,800,000","-1,700,000","19,200,000","-2,000,000","43,100,000","1,200,000","-31,600,000","-4,700,000","-39,700,000","-22,500,000","8,800,000","-2,000,000","6,400,000","3,400,000","2,300,000","7,600,000","2,000,000","-10,200,000","-14,800,000","-5,900,000","1,300,000","-52,000,000","17,600,000","16,200,000","30,300,000","-13,700,000","-31,900,000","-14,100,000","-18,158,000","1,078,000","21,931,000","-12,251,000",,,"6,278,000","11,458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-121,600,000","-27,000,000","-24,700,000","-30,500,000","-39,400,000","-45,900,000","-38,500,000","-12,200,000","-10,000,000","159,400,000","-39,100,000","25,500,000","-5,500,000","-47,200,000","37,600,000","-2,600,000","4,100,000","-10,700,000","-35,200,000","-19,500,000","-17,900,000","-36,300,000","-34,200,000","-37,100,000","-11,400,000","16,600,000","-24,800,000","72,500,000","-1,400,000","-1,200,000","-6,700,000","100,000","-33,600,000","-9,700,000","-24,900,000","-19,700,000","-12,100,000","-20,400,000","-21,800,000","-18,325,000","11,344,000","-39,147,000","-22,472,000","60,320,000","-15,817,000","-19,534,000","-23,892,000","-40,386,000",,,,"-26,335,000","-27,867,000","11,015,000","25,460,000","-15,234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"311,100,000","80,700,000","80,700,000","65,600,000","84,100,000","80,900,000","80,000,000","56,100,000","22,200,000","23,400,000","26,800,000","26,000,000","25,600,000","21,500,000","20,300,000","17,700,000","20,400,000","17,400,000","20,900,000","18,000,000","21,800,000","20,600,000","19,900,000","21,300,000","19,400,000","23,800,000","22,600,000","24,800,000","23,200,000","24,500,000","24,900,000","21,700,000","22,100,000","25,700,000","25,100,000","23,000,000","-44,100,000","60,700,000","53,900,000","49,520,000","54,130,000","55,726,000","52,624,000","61,809,000","58,138,000","61,149,000","62,478,000","66,641,000","69,610,000","65,193,000","66,001,000","51,275,000","40,854,000","42,463,000","46,680,000","58,405,000","51,709,000","52,824,000","52,284,000","31,261,000","58,559,000","56,260,000","52,539,000","54,427,000","52,903,000","54,174,000","53,767,000","65,449,000","48,342,000","49,678,000","48,704,000","45,982,000","45,324,000","47,117,000","45,014,000","44,808,000","44,686,000","44,431,000","43,495,000","44,616,000","47,371,000","45,735,000","45,399,000","62,016,000","58,617,000","52,880,000","50,333,000","50,746,000","49,343,000","50,788,000","48,762,000","50,036,000","35,904,000","62,521,000","51,553,000","51,896,000","50,588,000","46,442,000","42,448,000","170,008,000","-16,300,000","-16,200,000","-13,600,000","70,491,000","-10,200,000","-9,700,000","-10,100,000","71,440,000","-10,400,000","-10,800,000","-9,300,000","63,893,000","-9,700,000","-7,800,000","-9,700,000","-8,300,000","-5,000,000","-6,500,000","-4,500,000","1,000,000","1,300,000","1,200,000","800,000","-1,700,000","-900,000","-1,100,000","-1,000,000","-1,200,000","-1,100,000","-1,100,000","-1,000,000"
			DepreciationAndAmortization,"311,100,000","80,700,000","80,700,000","65,600,000","84,100,000","80,900,000","80,000,000","56,100,000","22,200,000","23,400,000","26,800,000","26,000,000","25,600,000","21,500,000","20,300,000","17,700,000","20,400,000","17,400,000","20,900,000","18,000,000","21,800,000","20,600,000","19,900,000","21,300,000","19,400,000","23,800,000","22,600,000","24,800,000","23,200,000","24,500,000","24,900,000","21,700,000","22,100,000","25,700,000","25,100,000","23,000,000","-44,100,000","60,700,000","53,900,000","49,520,000","54,130,000","55,726,000","52,624,000","61,809,000","58,138,000","61,149,000","62,478,000","66,641,000","69,610,000","65,193,000","66,001,000","51,275,000","40,854,000","42,463,000","46,680,000","58,405,000","51,709,000","52,824,000","52,284,000","31,261,000","58,559,000","56,260,000","52,539,000","54,427,000","52,903,000","54,174,000","53,767,000","65,449,000","48,342,000","49,678,000","48,704,000","45,982,000","45,324,000","47,117,000","45,014,000","44,808,000","44,686,000","44,431,000","43,495,000","44,616,000","47,371,000","45,735,000","45,399,000","62,016,000","58,617,000","52,880,000","50,333,000","50,746,000","49,343,000","50,788,000","48,762,000","50,036,000","35,904,000","62,521,000","51,553,000","51,896,000","50,588,000","46,442,000","42,448,000","170,008,000","-16,300,000","-16,200,000","-13,600,000","70,491,000","-10,200,000","-9,700,000","-10,100,000","71,440,000","-10,400,000","-10,800,000","-9,300,000","63,893,000","-9,700,000","-7,800,000","-9,700,000","-8,300,000","-5,000,000","-6,500,000","-4,500,000","1,000,000","1,300,000","1,200,000","800,000","-1,700,000","-900,000","-1,100,000","-1,000,000","-1,200,000","-1,100,000","-1,100,000","-1,000,000"
				Depreciation,"76,500,000","20,300,000","22,400,000","7,700,000","26,100,000","23,000,000","21,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,300,000","-16,200,000","-13,600,000","70,491,000","-10,200,000","-9,700,000","-10,100,000","71,440,000","-10,400,000","-10,800,000","-9,300,000","63,893,000","-9,700,000","-7,800,000","-9,700,000","-8,300,000","-5,000,000","-6,500,000","-4,500,000",,,,,"-1,700,000","-900,000","-1,100,000","-1,000,000","-1,200,000","-1,100,000","-1,100,000","-1,000,000"
				AmortizationCashFlow,"234,600,000","60,400,000","58,300,000","57,900,000","58,000,000","57,900,000","58,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"234,600,000","60,400,000","58,300,000","57,900,000","58,000,000","57,900,000","58,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"23,000,000","38,100,000","-34,800,000","46,000,000","-26,300,000","1,500,000","-17,500,000","27,400,000","-43,100,000","-5,100,000","13,700,000","200,000","-9,000,000","-4,000,000","11,500,000","3,900,000","-9,800,000","5,200,000","-49,900,000",,"-7,600,000","7,500,000","-6,900,000",,"12,200,000","-18,400,000","-1,800,000",,"-10,100,000","-18,200,000","23,800,000",,,,,,,,,"8,218,000","-7,827,000","8,860,000","7,049,000","165,000","-6,189,000","-3,239,000","5,957,000","-10,059,000","94,000","-1,986,000","-106,000","36,902,000","-8,221,000","-12,027,000","-3,472,000",,,"-113,000,000","70,637,000",,"59,241,000","-66,965,000","106,651,000","-7,609,000","-21,652,000","55,944,000","85,299,000","529,000","41,021,000","-91,288,000","29,667,000","5,981,000","35,897,000","-27,764,000","35,036,000","25,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,500,000","6,200,000","-5,600,000","-1,400,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"23,000,000","38,100,000","-34,800,000","46,000,000","-26,300,000","1,500,000","-17,500,000","27,400,000","-43,100,000","-5,100,000","13,700,000","200,000","-9,000,000","-4,000,000","11,500,000","3,900,000","-9,800,000","5,200,000","-49,900,000",,"-7,600,000","7,500,000","-6,900,000",,"12,200,000","-18,400,000","-1,800,000",,"-10,100,000","-18,200,000","23,800,000",,,,,,,,,"8,218,000","-7,827,000","8,860,000","7,049,000","165,000","-6,189,000","-3,239,000","5,957,000","-10,059,000","94,000","-1,986,000","-106,000","36,902,000","-8,221,000","-12,027,000","-3,472,000",,,"-113,000,000","70,637,000",,"59,241,000","-66,965,000","106,651,000","-7,609,000","-21,652,000","55,944,000","85,299,000","529,000","41,021,000","-91,288,000","29,667,000","5,981,000","35,897,000","-27,764,000","35,036,000","25,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,500,000","6,200,000","-5,600,000","-1,400,000",,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,"5,000,000","800,000",,,"0","0",,,,,,,,,,,,,,,"1,798,000","8,302,000","0","0","0","0","450,000","13,156,000","0","0","1,000","1,462,000","3,324,000","2,092,000","23,803,000","33,849,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,000","430,000","5,322,000","-266,000",,,"758,000","2,845,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"198,200,000","53,100,000","59,400,000","45,300,000","40,400,000","45,200,000","41,000,000","35,400,000","29,100,000","29,800,000","28,000,000","23,400,000","28,700,000","28,200,000","31,200,000","28,300,000","28,300,000","30,900,000","30,300,000","28,400,000","31,700,000","32,900,000","30,400,000","27,500,000","33,700,000","36,300,000","34,000,000","33,500,000","33,700,000","37,400,000","35,400,000","30,800,000","32,600,000","33,400,000","30,900,000","27,200,000","29,100,000","29,500,000","27,600,000","23,881,000","27,121,000","24,638,000","25,660,000","21,433,000","22,788,000","22,704,000","21,775,000","19,002,000","22,340,000","20,749,000","19,619,000","22,525,000","22,146,000","21,053,000","18,719,000","23,218,000","20,856,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
