name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
MarketCap,"4,088,530,314","5,447,545,040","5,565,318,570","5,971,868,720","4,951,828,640","4,918,377,240","4,904,232,600","3,315,967,000","3,529,251,880","2,622,606,030","2,911,016,451","2,660,360,170","2,346,922,240","2,031,689,298","1,761,629,450","1,858,553,241","2,160,899,428","2,039,194,158","2,185,671,228","2,178,358,141","2,164,653,598","1,943,345,003","1,977,130,884","1,820,833,141","1,442,107,778","1,425,228,343","1,393,355,416","1,227,476,389","1,329,602,807","1,529,245,351","1,511,246,134","1,622,700,757","1,750,327,270","1,998,042,964","1,675,824,858","1,603,352,477","1,175,507,567","1,256,367,054","959,101,077","877,944,952","1,058,596,230","1,052,418,222","930,218,180","889,768,633","1,108,853,609","1,104,173,804","1,139,554,578","885,327,975","901,056,467","1,135,065,644","991,825,425","898,045,053","640,875,622","462,698,060","582,861,004","706,587,032","979,513,104","889,514,006","1,035,299,323","879,874,455","748,759,122","649,785,215","672,604,038","562,176,529","505,098,402","710,751,755","699,221,603","642,375,607","635,559,467","614,119,331","603,131,107","631,651,144","769,853,817","899,481,230","1,017,451,746","1,001,821,257","719,265,950","601,674,464","486,672,991","347,320,137","515,822,040","538,314,900","639,762,012","508,893,416","432,760,052","476,385,608","315,445,000","382,082,625","643,751,062","680,775,000","1,268,809,750","915,415,750","962,045,656","407,797,000","313,224,808","168,803,980","111,510,594","160,152,750","111,684,500"
EnterpriseValue,"3,644,487,314","4,917,193,040","5,016,377,570","5,456,610,720","4,460,489,640","4,469,185,240","4,460,292,600","2,870,086,000","3,106,609,880","2,211,518,030","2,666,205,451","2,430,594,170","2,128,226,240","1,803,101,298","1,513,312,450","1,611,872,241","1,903,202,428","1,756,303,158","1,921,929,228","1,924,363,141","1,914,565,598","1,692,888,003","1,750,567,884","1,618,599,141","1,256,953,778","1,251,367,343","1,242,398,416","1,056,591,389","1,156,405,807","1,353,962,351","1,297,382,134","1,410,286,757","1,532,676,270","1,795,935,964","1,495,655,858","1,458,296,477","1,056,488,567","1,161,207,054","863,941,077","744,516,952","912,736,230","906,558,222","784,358,180","743,908,633","962,993,609","958,313,804","993,694,578","739,467,975","755,196,467","1,012,664,644","836,284,425","744,829,053","483,292,622","313,187,060","409,026,004","481,294,032","742,003,104","676,448,006","831,125,323","732,511,455","613,443,122","522,342,215","549,656,038","444,423,529","387,345,402","578,567,755","583,942,603","527,096,607","520,280,467","498,840,331","487,852,107","516,372,144","654,574,817","784,202,230","902,172,746","871,800,257","603,297,950","488,799,464","377,546,991","244,032,137","432,333,040","462,164,900","563,612,012","442,472,416","367,764,052","414,344,608","256,378,000","318,339,625","580,008,062","619,591,000","1,209,758,750","857,722,750","914,174,656","362,398,000","272,719,808","134,720,980","83,523,594","134,857,750","90,284,500"
PeRatio,"25.133","34.712","37.76","49.005","52.603","69.641","24.255","16.199","17.449","13.61","50.985","46.138","38","30.147","60.98","66.526","82.079","75.944","38.508","40.667","41.897","40.586","42.673","42.02","35.511","37.621","35.757","28.113","25.966","26.984","26.131","27.09","30.126","34.989","32.835",,,,,"64.786","35.189","32.561","27.18","25.09","27.45","24.259","24.048","18.7","20.248","33.496","44.341",,,,"331.333","27.079","35.92","34.023","40.506","47.919","47.455","73.065","90.192","57.647","51.794","70.8","37.203","33.969","33.703","33.694","31.397","31.431","40.161","48.733","58.702","62.717","52.848","51.825","53.125","50.792","129.429","82.826","99.304","36.442","23.636","25","10.502","13.466","22.766","26.316","55.101","55.847","62.501","29.953","26.108","19.658","15.21","22.845","18.878"
ForwardPeRatio,,"24.631","28.902","30.303",,,,,,,,,,,"23.641","19.455","24.45","23.148","21.978","21.459","25.575","21.978","22.676","21.368","22.371",,"21.053","17.513","16.077","18.349","19.841","18.587","23.585","23.474","21.552","23.474","21.692","23.202","21.186","22.573","18.315","15.873","19.802","14.728","16.077","15.898","21.142",,,,,,"18.416","13.316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.528","1.652","1.549","1.964","1.956","1.796","1.958","1.807","1.934","1.766","1.88","1.527","1.323","1.06","0.789","0.818","0.809","1.057",,,,,,"0.85","0.615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"6.023","8.1","8.377","9.707","9.083","10.153","10.968","7.501","8.03","6.261","7.357","6.804","5.957","5.069","4.302","4.469","5.2","4.835","5.271","5.326","5.389","5.027","5.342","5.156","4.259","4.287","4.24","3.707","3.963","4.603","4.553","4.719","5.013","5.765","4.965","4.86","3.756","4.071","3.152","3.113","3.781","3.723","3.278","3.026","3.77","3.74","3.959","3.176","3.367","4.776","4.77","4.935","3.777","2.781","3.13","3.687","4.88","4.681","5.633","5.217","4.706","4.298","4.549","4.024","3.615","5.251","5.296","4.836","4.989","4.876","4.692","4.933","5.96","7.242","8.468","8.376","6.292","5.43","4.636","3.51","5.785","5.869","7.037","5.096","4.077","4.451","0.802","1.767","2.988","4.877","12.989","10.666","12.158","5.626","4.735","3.799","2.16","3.52","2.02"
PbRatio,"4.983","5.973","6.127","6.862","5.8","6.069","6.289","4.366","4.745","3.62","5.149","4.892","4.426","3.863","3.317","3.562","4.048","3.723","3.896","3.982","4.083","3.981","4.231","4.064","3.314","3.325","3.389","2.87","3.019","3.551","3.346","3.585","3.829","4.575","4.039","4.183","3.249","3.684","2.812","2.274","2.767","2.876","2.526","2.415","2.858","2.96","3.219","2.651","2.841","3.748","3.483","3.383","2.576","1.851","2.245","2.209","3.022","2.951","3.576","3.657","3.237","2.943","3.143","2.707","2.432","3.263","3.367","3.094","3.191","3.076","2.838","2.916","3.696","4.461","5.335","5.697","4.513","4.018","3.461","2.569","4.07","4.366","5.189","4.4","3.787","4.379","3.069","3.98","6.706","7.585","15.811","12.969","15.551","7.69","6.613","3.967","2.975","4.537","3.354"
EnterprisesValueRevenueRatio,"5.121","26.995","29.055","30.867","24.765","25.724","29.599","23.694","29.079","20.166","23.294","21.291","20.69","20.217","16.219","14.642","17.384","17.038","17.755","17.297","17.799","16.171","17.314","15.595","12.936","14.666","14.233","11.888","13.562","16.4","14.982","15.645","17.224","21.619","16.543","15.9","12.016","15.073","10.912","9.54","11.95","12.631","11.754","9.91","12.01","12.484","13.615","9.801","9.457","14.162","12.645","12.409","9.813","7.774","9.643","8.943","13.834","13.049","15.777","14.707","14.187","11.526","13.315","10.009","9.342","16.412","15.862","14.424","14.739","14.494","14.528","15.673","18.211","22.953","27.939","25.251","20.245","16.803","12.931","8.663","15.925","19.525","23.832","19.235","17.309","15.817","9.627","11.426","19.992","22.12","40.155","28.458","39.783","17.405","13.533","6.631","5.527","9.348","5.979"
EnterprisesValueEBITDARatio,"16.453","81.709","94.376","100.099","83.11","91.824","125.731","131.541","158.533","101.918","127.113","102.617","134.621","150.434","108.934","67.156","87.709","86.774","91.66","86.04","95.157","90.82","94.167","80.01","71.908","83.319","71.014","59.752","77.259","105.985","71.023","63.452","77.726","96.774","66.785","64.727","55.247","77.965","-50.835","-70.204","62.525","71.71","56.356","50.706","55.926","61.422","60.628","39.761","34.29","56.856","52.418","54.606","64.689","82.396","-23.447","40.657","78.519","75.295","87.634","87.663","73.519","61.882","171.179","145.856","73.977","-1,027.651","184.035","75.085","68.449","66.761","59.349","68.357","80.178","90.848","102.555","106.201","87.194","69.451","59.4","53.143","102.668","130.481","158.988","161.486","190.551","62.439","34.872","41.15","74.695","87.898","132.882","103.941","138.218","61.164","50.928","26.406","24.196","42.744","30.095"
