name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020
TotalAssets,"402,999,368","403,292,284","403,555,323","403,749,410","403,954,377","30,000"
	CurrentAssets,"485,288","678,698","973,269","1,193,517","1,416,439",
		CashCashEquivalentsAndShortTermInvestments,"179,918","353,094","545,080","732,778","857,219",
			CashAndCashEquivalents,"179,918","353,094","545,080","732,778","857,219",
				CashFinancial,"179,918","353,094","545,080","732,778","857,219",
		PrepaidAssets,"305,370","325,604","428,189","460,739","559,220",
	TotalNonCurrentAssets,"402,514,080","402,613,586","402,582,054","402,555,893","402,537,938","30,000"
		NonCurrentDeferredAssets,,"0","0","0","0","30,000"
		OtherNonCurrentAssets,"402,514,080","402,613,586","402,582,054","402,555,893","402,537,938",
TotalLiabilitiesNetMinorityInterest,"19,996,777","25,708,293","27,376,710","30,477,864","26,588,503","6,000"
	CurrentLiabilities,"206,943","308,293","195,209","146,530","91,169","6,000"
		PayablesAndAccruedExpenses,"101,718","307,293","194,209","145,530","90,169","6,000"
			Payables,"101,718","307,293","194,209","145,530",,
				AccountsPayable,"101,718","307,293","194,209","145,530",,
			CurrentAccruedExpenses,,"0","0","0","90,169","6,000"
		CurrentDeferredLiabilities,"105,225","1,000","1,000","1,000","1,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"19,789,834","25,400,000","27,181,501","30,331,334","26,497,334","0"
		NonCurrentDeferredLiabilities,"15,137,500","15,137,500","15,137,500","15,137,500","15,137,500",
		DerivativeProductLiabilities,"4,652,334","10,262,500","12,044,001","15,193,834","11,359,834",
TotalEquityGrossMinorityInterest,"383,002,591","377,583,991","376,178,613","373,271,546","377,365,874","24,000"
	StockholdersEquity,"383,002,591","377,583,991","376,178,613","373,271,546","377,365,874","24,000"
		CapitalStock,"402,501,086","402,501,086","402,501,086","368,272,968","372,367,257","1,006"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"402,501,086","402,501,086","402,501,086","368,272,968","372,367,257","1,006"
		AdditionalPaidInCapital,"0","0","0","2,105,197","0","23,994"
		RetainedEarnings,"-19,498,495","-24,917,095","-26,322,473","2,893,381","4,998,617","-1,000"
TotalCapitalization,"383,002,591","377,583,991","376,178,613","373,271,546","377,365,874","24,000"
CommonStockEquity,"383,002,591","377,583,991","376,178,613","373,271,546","377,365,874","24,000"
NetTangibleAssets,"383,002,591","377,583,991","376,178,613","373,271,546","377,365,874","24,000"
WorkingCapital,"278,345","370,405","778,060","1,046,987","1,325,270",
InvestedCapital,"383,002,591","377,583,991","376,178,613","373,271,546","377,365,874","24,000"
TangibleBookValue,"383,002,591","377,583,991","376,178,613","373,271,546","377,365,874","24,000"
ShareIssued,"51,312,500","51,112,500","51,112,500","51,112,500","51,112,500","51,112,500"
OrdinarySharesNumber,"51,312,500","51,112,500","51,112,500","51,112,500","51,112,500","51,112,500"
