name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"400,034,000","408,017,000","407,387,000","399,072,000","378,697,000","389,480,000","386,272,000","320,351,000","293,427,000","260,102,000","233,828,000","226,094,000","200,582,000","175,741,000","136,189,000","123,958,000","114,065,000","110,248,000","105,747,000","99,583,000","92,894,000","92,583,000","89,010,000","89,754,000","89,580,000","90,481,000","94,191,000","98,296,000","36,014,000","25,434,000"
	CurrentAssets,"169,574,000","158,595,000","197,376,000","189,867,000","181,452,000","199,353,000","201,853,000","102,744,000","92,710,000","61,791,000","64,665,000","64,064,000","57,547,000","107,998,000","61,973,000","64,527,000","55,627,000","53,842,000","50,989,000","40,107,000","34,274,000","32,220,000","24,292,000","29,049,000","28,297,000","27,506,000","44,718,000","74,282,000","15,642,000","7,807,000"
		CashCashEquivalentsAndShortTermInvestments,"127,925,000","122,447,000","160,478,000","151,588,000","148,085,000","168,519,000","176,717,000","74,245,000","64,731,000","38,689,000","40,476,000","38,939,000","34,495,000","90,707,000","45,568,000","52,720,000","45,839,000","45,909,000","43,177,000","32,128,000","27,324,000","26,172,000","17,621,000","22,197,000","21,215,000","22,298,000","39,909,000","69,924,000","12,034,000","5,412,000"
			CashAndCashEquivalents,"49,536,000","57,847,000","84,444,000","48,610,000","44,744,000","140,263,000","144,028,000","53,315,000","56,779,000","15,813,000","20,121,000","19,514,000","16,783,000","74,076,000","13,745,000","18,010,000","8,549,000","16,109,000","14,781,000","7,389,000","7,969,000","10,699,000","7,603,000","10,963,000","11,268,000","12,063,000","11,758,000","69,924,000","12,034,000","5,412,000"
			OtherShortTermInvestments,"78,389,000","64,600,000","76,034,000","102,978,000","103,341,000","28,256,000","32,689,000","20,930,000","7,952,000","22,876,000","20,355,000","19,425,000","17,712,000","16,631,000","31,823,000","34,710,000","37,290,000","29,800,000","28,396,000","24,739,000","19,355,000","15,473,000","10,018,000","11,234,000","9,947,000","10,235,000","28,151,000",,,
		Receivables,"16,154,000","12,595,000","12,184,000","14,973,000","12,524,000","10,057,000","9,416,000","12,663,000","9,617,000","7,562,000","8,039,000","8,180,000","7,966,000","5,516,000","5,489,000","5,554,000","4,535,000","3,387,000","3,419,000","4,231,000","3,815,000","2,511,000","2,707,000","3,045,000","2,642,000","2,048,000","2,238,000","2,524,000","1,856,000","1,191,000"
			AccountsReceivable,"16,154,000","12,595,000","12,184,000","14,973,000","12,524,000","10,057,000","9,416,000","12,663,000","9,617,000","7,562,000","8,039,000","8,180,000","7,966,000","5,516,000","5,489,000","5,554,000","4,535,000","3,387,000","3,419,000","4,231,000","3,815,000","2,511,000","2,707,000","3,045,000","2,642,000","2,048,000","2,238,000","2,524,000","1,856,000","1,191,000"
		PrepaidAssets,"25,495,000","23,553,000","24,714,000","23,306,000","20,843,000","20,777,000","15,720,000","15,836,000","18,362,000","15,540,000","16,150,000","16,945,000","15,086,000","11,775,000","10,916,000","6,253,000","5,253,000","4,546,000","4,393,000","3,748,000","3,135,000","3,537,000","3,964,000","3,807,000","4,440,000","3,160,000","2,571,000","1,834,000","1,752,000","1,204,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0",,"0","0","0","0",,"0",,"0"
	TotalNonCurrentAssets,"230,460,000","249,422,000","210,011,000","209,205,000","197,245,000","190,127,000","184,419,000","217,607,000","200,717,000","198,311,000","169,163,000","162,030,000","143,035,000","67,743,000","74,216,000","59,431,000","58,438,000","56,406,000","54,758,000","59,476,000","58,620,000","60,363,000","64,718,000","60,705,000","61,283,000","62,975,000","49,473,000","24,014,000","20,372,000","17,627,000"
		NetPPE,"71,152,000","72,189,000","70,774,000","68,307,000","56,551,000","57,000,000","51,210,000","52,055,000","49,286,000","42,547,000","26,275,000","23,370,000","23,173,000","6,871,000","6,699,000","6,528,000","6,463,000","6,696,000","7,005,000","6,674,000","6,635,000","7,077,000","6,867,000","7,143,000","6,964,000","6,107,000","4,115,000","3,564,000","3,340,000","2,623,000"
			GrossPPE,"71,152,000","82,952,000","70,774,000","68,307,000","56,551,000","68,072,000","51,210,000","52,055,000","49,286,000","54,190,000","26,275,000","23,370,000","23,173,000","15,913,000","6,699,000","6,528,000","6,463,000","13,440,000","7,005,000","6,674,000","6,635,000","12,139,000","6,867,000","7,143,000","6,964,000","9,273,000","6,953,000","6,048,000","5,582,000","4,577,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0","0","0","0","0"
				BuildingsAndImprovements,"40,570,000","41,710,000","42,597,000","40,983,000","30,021,000","30,561,000","24,645,000","25,732,000","26,750,000","27,803,000","16,433,000","15,440,000","16,004,000",,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"13,336,000",,,,"13,942,000",,,,"13,077,000",,,,"10,580,000",,,,"8,411,000",,,,"8,104,000",,,,"6,080,000","5,921,000","5,414,000","5,172,000","4,244,000"
				OtherProperties,"30,582,000","30,479,000","28,177,000","27,324,000","26,530,000","30,561,000","26,565,000","26,323,000","22,536,000","27,803,000","9,842,000","7,930,000","7,169,000","6,871,000","6,699,000","6,528,000","6,463,000","6,696,000","7,005,000","6,674,000","6,635,000","7,077,000","6,867,000","7,143,000","6,964,000","6,107,000",,"0",,"0"
				ConstructionInProgress,,"5,227,000",,,,"617,000",,,,"7,118,000",,,,"79,000",,,,,,,,"0",,,,"2,315,000","164,000","258,000","35,000",
				Leases,,"22,679,000",,"40,983,000","30,021,000","22,952,000","24,645,000","25,732,000","26,750,000","6,192,000","16,433,000","15,440,000","16,004,000","5,254,000",,,,"5,029,000",,,,"4,035,000",,,,"878,000","868,000","376,000","375,000","333,000"
			AccumulatedDepreciation,,"-10,763,000",,,,"-11,072,000",,,,"-11,643,000",,,,"-9,042,000",,,,"-6,744,000",,,,"-5,062,000",,,,"-3,166,000","-2,838,000","-2,484,000","-2,242,000","-1,954,000"
		GoodwillAndOtherIntangibleAssets,"105,982,000","109,070,000","109,722,000","109,389,000","108,871,000","107,963,000","107,234,000","112,554,000","111,133,000","109,825,000","108,691,000","107,179,000","106,536,000","41,928,000","40,899,000","26,269,000","26,198,000","26,071,000","26,111,000","25,929,000","25,856,000","25,381,000","24,628,000","23,349,000","22,136,000","21,275,000","20,575,000","19,403,000","14,623,000","14,122,000"
			Goodwill,"56,147,000","56,147,000","56,147,000","56,147,000","56,147,000","56,147,000","56,147,000","58,425,000","58,425,000","58,425,000","58,392,000","58,518,000","57,496,000","15,548,000","15,548,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","6,737,000","4,998,000","4,998,000"
			OtherIntangibleAssets,"49,835,000","52,923,000","53,575,000","53,242,000","52,724,000","51,816,000","51,087,000","54,129,000","52,708,000","51,400,000","50,299,000","48,661,000","49,040,000","26,380,000","25,351,000","19,532,000","19,461,000","19,334,000","19,374,000","19,192,000","19,119,000","18,644,000","17,891,000","16,612,000","15,399,000","14,538,000","13,838,000","12,666,000","9,625,000","9,124,000"
		InvestmentsAndAdvances,"45,851,000","61,076,000","9,287,000","11,541,000","11,806,000","6,770,000","5,135,000","5,933,000","6,676,000","12,089,000","4,698,000","3,586,000","6,300,000","11,256,000","19,861,000","22,550,000","21,971,000","22,401,000","20,423,000","25,636,000","24,933,000","26,688,000","31,930,000","28,977,000","30,910,000","34,417,000","23,704,000",,,
