name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalAssets,"807,800,000","883,536,000","607,806,000","626,167,000","651,214,000","510,351,000","191,453,000"
	CurrentAssets,"758,379,000","845,393,000","578,379,000","601,591,000","626,843,000","500,810,000","181,702,000"
		CashCashEquivalentsAndShortTermInvestments,"706,856,000","792,118,000","544,867,000","580,444,000","610,321,000","485,654,000","167,830,000"
			CashAndCashEquivalents,"159,416,000","329,977,000","129,323,000","134,689,000","206,730,000","208,944,000","50,700,000"
				CashFinancial,"31,744,000","303,373,000","17,097,000","16,299,000","21,440,000","10,652,000",
				CashEquivalents,"127,672,000","26,604,000","112,226,000","118,390,000","185,290,000","198,292,000",
			OtherShortTermInvestments,"547,440,000","462,141,000","415,544,000","445,755,000","403,591,000","276,710,000","117,130,000"
		Receivables,"20,491,000","25,747,000","12,821,000","9,257,000","4,306,000","8,231,000","955,000"
			AccountsReceivable,"3,256,000","13,013,000","1,033,000","2,444,000","2,143,000","5,971,000","955,000"
			OtherReceivables,"17,235,000","12,734,000","11,788,000","6,813,000","2,163,000","2,260,000",
		Inventory,"10,012,000","10,342,000","7,871,000","4,318,000","3,283,000","3,613,000","2,921,000"
			RawMaterials,"6,535,000","5,866,000","4,858,000","2,419,000","1,805,000","625,000","95,000"
			WorkInProcess,"2,265,000","1,171,000","1,672,000","1,618,000","520,000","52,000","331,000"
			FinishedGoods,"1,212,000","3,305,000","1,341,000","281,000","958,000","2,936,000","2,495,000"
		PrepaidAssets,"20,310,000","16,461,000","12,095,000","6,847,000","8,208,000","2,537,000",
		RestrictedCash,"710,000","725,000","725,000","725,000","725,000","775,000","225,000"
		OtherCurrentAssets,,,,,,,"9,771,000"
	TotalNonCurrentAssets,"49,421,000","38,143,000","29,427,000","24,576,000","24,371,000","9,541,000","9,751,000"
		NetPPE,"30,442,000","20,154,000","21,293,000","21,234,000","21,201,000","7,689,000","7,765,000"
			GrossPPE,"37,961,000","26,932,000","30,885,000","28,302,000","27,609,000","13,540,000",
				Properties,"0","0","0","0","0","0",
				MachineryFurnitureEquipment,"14,617,000","13,241,000","16,603,000","12,903,000","11,973,000","11,339,000",
				OtherProperties,"14,005,000","9,145,000","10,165,000","11,976,000","12,835,000",,
				ConstructionInProgress,"8,454,000","3,677,000","3,127,000","2,463,000","1,841,000","1,410,000",
				Leases,"885,000","869,000","990,000","960,000","960,000","791,000",
			AccumulatedDepreciation,"-7,519,000","-6,778,000","-9,592,000","-7,068,000","-6,408,000","-5,851,000",
		GoodwillAndOtherIntangibleAssets,"5,306,000","5,534,000","5,598,000","701,000","701,000","701,000","701,000"
			Goodwill,"2,945,000","3,110,000","3,110,000","701,000","701,000","701,000","701,000"
			OtherIntangibleAssets,"2,361,000","2,424,000","2,488,000",,,,
		InvestmentsAndAdvances,"10,002,000","10,002,000",,,,,
			InvestmentinFinancialAssets,"10,002,000","10,002,000",,,,,
				AvailableForSaleSecurities,"10,002,000","10,002,000",,,,,
		NonCurrentPrepaidAssets,"2,574,000","1,187,000","1,101,000","1,038,000","1,072,000","1,106,000",
		OtherNonCurrentAssets,"1,097,000","1,266,000","1,435,000","1,603,000","1,397,000","45,000","1,285,000"
TotalLiabilitiesNetMinorityInterest,"683,916,000","685,551,000","68,706,000","79,151,000","84,054,000","361,610,000","470,691,000"
	CurrentLiabilities,"47,220,000","38,998,000","33,226,000","24,239,000","21,180,000","16,590,000","18,308,000"
		PayablesAndAccruedExpenses,"25,966,000","21,577,000","18,631,000","14,922,000","11,951,000","10,595,000","15,917,000"
			Payables,"17,293,000","14,419,000","12,470,000","9,743,000","7,845,000","6,039,000","8,250,000"
				AccountsPayable,"17,293,000","14,419,000","9,682,000","6,996,000","7,845,000","6,039,000","8,250,000"
				TotalTaxPayable,,,"2,788,000","2,747,000",,,
			CurrentAccruedExpenses,"8,673,000","7,158,000","6,161,000","5,179,000","4,106,000","4,556,000","7,667,000"
				InterestPayable,"2,242,000","316,000",,,,,
		CurrentProvisions,"1,401,000","1,798,000","1,721,000","331,000","283,000","259,000",
		PensionandOtherPostRetirementBenefitPlansCurrent,"13,755,000","9,899,000","7,045,000","3,788,000","3,595,000","3,071,000",
		CurrentDebtAndCapitalLeaseObligation,"5,079,000","4,826,000","5,250,000","4,612,000","4,697,000","381,000","1,949,000"
			CurrentDebt,,,"66,000","64,000","104,000","99,000","1,949,000"
