name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"7,820,000,000","10,695,454,000","10,837,639,000","8,775,421,000","8,255,902,000","7,486,560,000","6,843,575,000","6,449,788,000","5,871,740,000","6,131,973,000","6,075,988,000","4,825,920,000","4,539,566,000","4,291,116,000","4,202,457,000","3,426,173,000","3,344,137,000","3,230,517,000","3,340,701,000","3,260,085,000","3,197,094,000","3,149,677,000","3,064,504,000","3,037,101,000","3,135,253,000","3,135,700,000","3,162,449,000","3,169,862,000","3,168,194,000","649,730,000","649,210,000","641,473,000","621,542,000","608,063,000","591,661,000","317,532,000","309,627,000","304,235,000","298,352,000","135,153,000","123,273,000","116,668,000","113,922,000","33,902,000","28,625,000","24,013,000"
	CurrentAssets,"4,790,000,000","7,679,979,000","7,830,901,000","6,285,720,000","5,753,580,000","4,964,880,000","4,306,126,000","3,903,934,000","3,317,650,000","3,510,154,000","3,458,803,000","2,219,408,000","2,039,585,000","1,892,698,000","1,794,734,000","1,007,504,000","922,247,000","841,525,000","764,945,000","686,623,000","630,471,000","581,806,000","501,782,000","471,365,000","566,937,000","574,094,000","595,532,000","682,053,000","684,735,000","401,337,000","397,035,000","384,415,000","331,090,000","315,512,000","385,759,000","185,854,000","192,994,000","205,401,000","240,744,000","78,994,000","91,371,000","85,703,000","102,776,000","22,138,000","19,976,000","18,171,000"
		CashCashEquivalentsAndShortTermInvestments,"3,626,000,000","3,125,421,000","3,215,449,000","4,594,031,000","4,695,813,000","3,921,238,000","3,790,170,000","3,536,641,000","2,560,968,000","2,422,252,000","2,323,597,000","1,439,727,000","1,517,470,000","1,554,925,000","1,643,033,000","899,586,000","822,986,000","762,539,000","680,980,000","598,928,000","559,044,000","506,462,000","444,605,000","420,143,000","513,661,000","520,289,000","536,759,000","624,967,000","628,433,000","372,594,000","366,320,000","358,066,000","309,414,000","295,291,000","365,042,000","169,690,000","179,050,000","194,094,000","228,882,000","69,602,000","83,080,000","76,851,000","95,813,000","16,161,000","15,554,000","13,777,000"
			CashAndCashEquivalents,"2,594,000,000","2,611,499,000","2,195,366,000","3,713,156,000","3,401,762,000","1,703,130,000","1,904,785,000","2,045,474,000","1,567,710,000","1,141,263,000","1,791,918,000","766,698,000","736,507,000","651,058,000","643,792,000","431,045,000","397,393,000","352,095,000","319,942,000","276,465,000","261,524,000","243,592,000","190,760,000","155,210,000","232,443,000","229,138,000","233,539,000","302,272,000","307,852,000","125,765,000","122,765,000","138,289,000","153,654,000","201,760,000","318,888,000","131,552,000","131,948,000","150,040,000","188,858,000","25,792,000","54,300,000","47,926,000","95,813,000","16,161,000","11,055,000","12,278,000"
				CashFinancial,"266,000,000",,"383,984,000","218,514,000","327,587,000",,"150,556,000","190,389,000","202,182,000","194,955,000","437,576,000","125,262,000","148,530,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"2,328,000,000",,"1,811,382,000","3,494,642,000","3,074,175,000",,"1,754,229,000","1,855,085,000","1,365,528,000","946,308,000","1,354,342,000","641,436,000","587,977,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"1,032,000,000","513,922,000","1,020,083,000","880,875,000","1,294,051,000","2,218,108,000","1,885,385,000","1,491,167,000","993,258,000","1,280,989,000","531,679,000","673,029,000","780,963,000","903,867,000","999,241,000","468,541,000","425,593,000","410,444,000","361,038,000","322,463,000","297,520,000","262,870,000","253,845,000","264,933,000","281,218,000","291,151,000","303,220,000","322,695,000","320,581,000","246,829,000","243,555,000","219,777,000","155,760,000","93,531,000","46,154,000","38,138,000","47,102,000","44,054,000","40,024,000","43,810,000","28,780,000","28,925,000","0","0","4,499,000","1,499,000"
		Receivables,"99,000,000","154,937,000","161,080,000","101,927,000","82,461,000","69,940,000","79,642,000","66,878,000","71,782,000","67,005,000","77,674,000","82,261,000","70,605,000","66,083,000","66,337,000","64,083,000","54,558,000","54,396,000","53,951,000","47,716,000","41,868,000","40,527,000","39,939,000","35,494,000","32,270,000","29,789,000","33,568,000","35,198,000","31,267,000","18,684,000","21,794,000","19,885,000","14,859,000","15,234,000","15,712,000","13,083,000","9,499,000","8,655,000","8,639,000","7,775,000","6,140,000","5,638,000","6,115,000","5,307,000","3,729,000","3,984,000"
			AccountsReceivable,"99,000,000","154,937,000","161,080,000","101,927,000","82,461,000","69,940,000","79,642,000","66,878,000","71,782,000","60,579,000","77,674,000","82,261,000","70,605,000","61,134,000","66,337,000","64,083,000","59,475,000","51,334,000","57,941,000","51,267,000","42,947,000","32,258,000","41,257,000","36,487,000","35,389,000","30,740,000","36,998,000","38,335,000","34,255,000","17,373,000","24,190,000","22,375,000","17,046,000","13,793,000","17,165,000","14,393,000","10,735,000","9,620,000","8,639,000","7,775,000","6,140,000","5,638,000","6,115,000","5,307,000","3,729,000","3,984,000"
				GrossAccountsReceivable,"103,000,000","158,695,000","165,580,000","105,882,000","85,921,000","73,367,000","82,381,000","69,160,000","76,277,000",,"82,138,000","87,070,000","75,547,000",,"71,613,000","68,324,000",,,,,,,,,,,,,,,,,,,,,,,"9,517,000","8,538,000","6,842,000",,"6,664,000","5,918,000",,
