name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,621,000","6,306,000","5,663,000","4,315,000","3,895,000","5,753,000","7,021,000","6,929,000","6,536,000","6,989,000","6,318,000","6,513,000","4,838,000","4,873,000","4,661,000","4,319,000","4,862,000","4,773,000","4,846,000","3,672,000","3,256,000","4,679,000","5,019,000","5,381,000","2,719,000","3,533,000","1,878,000","3,303,000","2,678,000","2,549,000","2,817,000",,,,,,"6,500,000","7,000,000","4,200,000","3,700,000","5,100,000","3,200,000","4,100,000","4,300,000","4,500,000","4,000,000","4,200,000","4,500,000","4,500,000","4,400,000","5,100,000","5,700,000","3,100,000","1,500,000","1,500,000","1,600,000","1,400,000","1,300,000","1,700,000","1,500,000","1,400,000","1,500,000","1,700,000","1,800,000","1,600,000","1,700,000","4,200,000","2,500,000","2,200,000",,,,,,,,,,,,,,,
	OtherOperatingExpenses,"96,157,000","8,881,000","53,446,000","18,418,000","25,184,000","23,378,000","26,977,000","27,849,000","30,530,000","12,941,000","25,622,000","5,893,000","5,719,000","3,714,000","4,128,000","8,157,000","6,429,000","6,683,000","7,432,000","9,814,000","7,813,000","5,252,000","5,261,000","3,706,000","2,233,000","1,731,000","1,690,000","2,112,000","3,579,000","4,266,000","5,783,000","6,587,000","5,153,000","4,217,000","5,440,000","3,305,000","6,774,000","6,841,000",,,,,,,,"2,762,000","4,728,000","3,840,000","3,161,000","2,520,000","4,424,000","3,167,000","3,791,000","3,827,000",,,,,,,,,,,,,,,,,,,,"2,341,000",,,"3,350,000","2,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"22,371,000","9,551,000","-27,097,000","15,506,000","14,639,000","29,101,000","39,147,000","49,134,000","-2,788,000","-3,773,000","-19,346,000","-7,540,000","-30,832,000","-36,278,000","-25,072,000","-23,253,000","14,583,000","13,438,000","32,982,000","-1,978,000","-4,434,000","13,356,000","11,086,000","27,766,000","30,040,000","4,657,000","-11,502,000","-6,926,000","-6,105,000","-15,059,000","-45,283,000","-16,303,000","-18,858,000","-12,819,000","-17,041,000","-15,277,000","-18,825,000","11,024,000","33,514,000","35,282,000","46,387,000","44,187,000","61,524,000","127,391,000","79,339,000","38,542,000","63,420,000","10,476,000","1,860,000","-2,987,000","-3,974,000","-7,227,000","-7,918,000","896,000","-26,859,000","-7,982,000","-3,569,000","8,287,000","14,055,000","2,763,000","10,912,000","13,763,000","22,660,000","15,538,000","19,003,000","11,379,000","4,283,000","4,550,000","-950,000","1,080,000","4,236,000","-2,262,000","-4,169,000","-3,032,000","-62,382,000","-2,797,000","-4,364,000","-784,000","-27,271,000","-3,292,000","-2,073,000","-6,450,000","-5,476,000","-7,793,000","-4,934,000","-7,287,000","-5,034,000","-3,392,000","-3,238,000","-2,586,000","-7,129,000","-7,900,000","-7,300,000","-2,600,000","-2,700,000","-4,400,000","-1,200,000","-400,000","1,100,000","1,100,000","-3,700,000","9,400,000","500,000","1,600,000","0","700,000","-300,000","-2,100,000","-2,900,000","-2,400,000","-2,400,000","-2,300,000","-1,000,000","-16,500,000","-400,000","-2,200,000","-1,900,000","-7,300,000","-900,000","-500,000","2,000,000","6,100,000","-400,000","1,200,000","14,100,000","-46,800,000","30,800,000","17,700,000","15,400,000","-22,200,000","22,100,000","9,300,000","4,600,000","-12,900,000","3,600,000","1,300,000","1,300,000","-6,300,000","1,500,000"
NetNonOperatingInterestIncomeExpense,"-16,109,000","-4,568,000","-3,211,000","-3,237,000","-5,093,000","-4,910,000","-4,719,000","-5,096,000","-5,765,000","-5,128,000","-5,512,000","-5,980,000","-6,807,000","-6,274,000","-4,787,000","-5,818,000","-6,018,000","-5,965,000","-5,499,000","-3,606,000","-3,749,000","-3,586,000","-6,857,000","-8,068,000","-10,875,000","-11,120,000","-11,758,000","-12,446,000","-13,555,000","-11,762,000","-6,878,000","-11,827,000","-12,426,000","-15,037,000","-140,000","-11,453,000","-10,511,000","-5,911,000","9,845,000","-7,351,000","-10,778,000","-1,663,000","-12,885,000","-14,590,000","-9,268,000","-7,370,000","-6,044,000","-10,589,000","-9,467,000","-4,409,000","-4,483,000","-7,792,000","-2,701,000","122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,"0","0","0","0","0","18,000","180,000",,,,,,,,,,,,,,,"-2,821,000","-997,000","3,688,000","-211,000","-116,000","-1,983,000","10,839,000","-1,791,000","419,000","3,821,000",,,,"5,007,000",,,,"1,934,000","771,000","0","0","1,396,000","1,572,000","0","2,492,000","887,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"14,370,000","4,151,000","2,791,000","2,822,000","4,606,000","4,506,000","4,337,000","4,724,000","5,375,000","4,747,000","5,276,000","5,420,000","6,255,000","5,933,000","5,902,000","5,166,000","5,367,000","5,316,000","4,948,000","3,426,000","3,577,000","3,420,000","6,574,000","7,631,000","9,847,000","9,724,000","9,982,000","10,114,000","11,276,000","9,326,000","5,712,000","8,867,000","9,108,000","8,308,000","4,991,000","6,890,000","6,284,000","5,145,000","-15,694,000","7,351,000","10,778,000","6,670,000","12,885,000","14,590,000","9,268,000","9,304,000","6,815,000","10,589,000","9,467,000","5,805,000","6,055,000","7,792,000","5,193,000","765,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"1,739,000","417,000","420,000","415,000","487,000","404,000","382,000","372,000","390,000","381,000","236,000","560,000","570,000","521,000","661,000","652,000","651,000","649,000","551,000","180,000","172,000","166,000","283,000","437,000","1,028,000","1,396,000","1,776,000","2,332,000","2,279,000","2,436,000","2,541,000","2,960,000","3,318,000","6,729,000","5,988,000","4,563,000","4,646,000","4,587,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-8,096,000","4,393,000","19,980,000","-60,637,000","37,940,000","-9,345,000","2,479,000","-4,069,000","10,188,000","-6,938,000","-243,246,000","-539,000","-4,671,000","9,000,000","-5,904,000","-20,188,000","-1,918,000","5,167,000","-1,796,000","3,164,000","-4,870,000","19,939,000","-13,658,000","-4,596,000","-5,436,000","-11,827,000","-297,550,000","-3,107,000","2,723,000","-6,398,000","-1,467,471,000","15,013,000","-9,216,000","-14,024,000","-754,136,000","-21,516,000","17,430,000","17,677,000","6,030,000","-26,277,000","11,226,000","-23,113,000","15,115,000","-54,135,000","-10,058,000","-5,769,000","-58,799,000","-19,913,000","-46,566,000","-12,116,000","-37,017,000","-38,665,000","18,526,000","6,457,000","18,978,000","-780,000",,,"0",,,"-1,014,000","-2,044,000","-1,748,000","-938,000",,"-2,172,000","-79,000","-336,000","-3,200,000","13,736,000","-30,050,000","-588,000","-756,000","24,128,000","-14,140,000","-1,497,000","-56,838,000","-79,868,000","-1,464,000","-3,335,000","-1,045,000","-15,726,000","-1,909,000","-856,000","-217,000",,,"-109,012,000",,,"9,800,000","7,800,000","4,000,000","5,000,000","-106,600,000","1,900,000","1,100,000","4,200,000","2,100,000","2,600,000",,"4,300,000",,,"0","-9,400,000","1,400,000","1,300,000","1,000,000","1,000,000","1,000,000","1,900,000","2,300,000","1,900,000","1,700,000","1,900,000","2,100,000","1,300,000","1,600,000","1,900,000","2,200,000","1,900,000","2,100,000",,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"14,435,000","13,185,000","-8,023,000","-27,468,000","36,740,000","-4,572,000","4,988,000","-832,000","10,077,000","-8,895,000","7,561,000","1,432,000","-5,764,000","8,507,000","-1,255,000","-2,389,000","-5,771,000","3,743,000","-1,297,000","229,000","1,336,000","149,000","-4,471,000","538,000","-9,235,000","-8,859,000","-14,224,000","5,786,000","2,754,000","-4,884,000","7,229,000","16,105,000","-8,282,000","-11,436,000","18,863,000","-20,646,000","66,754,000","17,796,000",,,,,,,"-389,000","-5,769,000",,,,"-7,858,000",,"-2,947,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-22,060,000","859,000","5,466,000","-26,691,000","621,000","-5,120,000","-2,849,000","0","9,000","1,329,000","-252,314,000","-1,382,000","-72,000",,"-6,833,000","-18,627,000","586,000","0","-566,000","2,117,000","-9,134,000","18,951,000","-9,657,000","-5,542,000","2,792,000","-2,773,000",,,"-31,000","-1,514,000","-1,474,700,000","-1,092,000","-934,000","-2,588,000","-772,999,000","-870,000","-49,324,000","-119,000","29,517,000","-26,277,000","11,226,000","-23,113,000","15,115,000","-54,135,000","-9,669,000",,"-58,799,000","-19,913,000","-46,566,000","-4,258,000","-1,127,000","-35,718,000","18,526,000","6,457,000","18,978,000","-780,000",,,"0",,,"-1,014,000","-2,044,000","-1,748,000","-938,000",,"-2,172,000","-79,000","-336,000","-3,200,000","13,736,000","-30,050,000","-588,000","-756,000","24,128,000","-14,140,000","-1,497,000","-56,838,000","-79,868,000","-1,464,000","-3,335,000","-1,045,000","-15,726,000","-1,909,000","-856,000","-217,000",,,"-109,012,000",,,"9,800,000","7,800,000","4,000,000","5,000,000","-106,600,000","1,900,000","1,100,000","4,200,000","2,100,000","2,600,000",,"4,300,000",,,"0","-9,400,000","1,400,000","1,300,000","1,000,000","1,000,000","1,000,000","1,900,000","2,300,000","1,900,000","1,700,000","1,900,000","2,100,000","1,300,000","1,600,000","1,900,000","2,200,000","1,900,000","2,100,000",,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,"0","0","0",,"0","0","0","-955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","4,446,000",,,,,,,,"0","772,788,000","0","86,000","119,000","-281,000","1,293,000","4,813,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,"0","25,982,000",,,,,,,"907,000","0",,,"6,536,000","18,599,000",,,"0","0","305,000","121,000","683,000","0","20,000","0",,,"31,000","1,514,000","1,979,000","1,092,000","934,000","2,588,000","211,000","870,000","17,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"-2,033,000","972,000","-5,937,000","617,000",,"9,173,000",,,,,"-1,000","1,282,000",,,,,,,"0",,"9,342,000",,"11,325,000","10,040,000",,,,,,,,,,,"0",,"32,046,000",,"-29,236,000","24,984,000","-16,039,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
