name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
MarketCap,"667,654,636","699,497,272","931,338,777","475,294,309","476,053,151","371,052,565","276,844,660","203,706,956","81,084,300","46,364,872","133,462,194","302,769,124","185,158,661","248,894,696","229,649,649","292,500,312","345,648,034","297,989,793","88,798,636","93,984,622","99,229,267","81,989,180","67,463,534","80,197,722","63,476,261","54,932,940","47,402,961","62,620,285","85,828,905","96,569,528","102,947,146","116,371,636","122,796,114","113,908,015","168,925,302","168,838,429","186,331,405","181,733,841","178,896,149","149,053,975","149,706,233","168,236,877","92,717,790","89,627,197","86,751,795","122,970,880","119,646,970","130,477,231","85,939,355","124,326,241","89,337,602","129,284,488","97,721,571","85,625,257","61,164,851","171,284,167","113,849,121","161,870,670","122,823,840","220,020,314","327,431,753","327,743,890","321,224,534","293,202,662","399,356,944","485,770,941","340,176,903","405,820,766","319,357,238","407,799,271"
EnterpriseValue,"1,204,111,636","1,229,953,272","1,478,906,777","1,122,370,309","1,162,191,151","1,017,570,565","903,505,660","895,614,956","719,577,300","702,740,872","827,932,194","1,001,087,124","980,342,661","908,088,696","992,632,649","1,091,905,312","787,770,034","610,057,793","418,159,636","438,273,622","430,268,267","398,406,180","441,467,534","495,162,722","503,435,261","451,795,940","509,496,961","538,883,285","548,941,905","525,280,528","568,912,146","593,109,636","584,105,114","526,387,015","620,390,302","683,139,429","657,870,405","589,321,841","586,484,149","616,772,975","592,617,233","523,443,877","482,529,790","479,439,197","584,019,795","578,628,880","511,307,970","535,894,231","514,586,355","514,466,241","428,781,602","465,471,488","425,766,571","426,649,257","380,396,851","572,888,167","583,161,121","683,015,670","622,751,840","856,362,314","968,772,753","883,404,890","998,119,534","1,001,776,662","1,107,930,944","1,133,675,941","1,009,746,903","1,075,390,766","1,049,248,238","1,154,897,271"
PeRatio,"1.873","2.397","3.833","1.875","3.372","4.584","5.429",,,,,,,,"10.697","7.892","7.108","4.786","4.498","3.188","4.341","5.141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.8","58.278","20.588","8.814","6.103","8.353","10.667","20.089","24","10.373","13.245"
ForwardPeRatio,"3.537","4.107","7.663","5.75","3.767","8.518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.123",,"13.351",,,,,,,,,,,,,,,
PsRatio,"0.151","0.166","0.222","0.115","0.139","0.12","0.097","0.076","0.03","0.018","0.049","0.105","0.06","0.086","0.087","0.13","0.19","0.166","0.05","0.053","0.054","0.044","0.035","0.041","0.032","0.028","0.024","0.032","0.043","0.048","0.049","0.055","0.057","0.048","0.065","0.062","0.063","0.09","0.088","0.074","0.064","0.065","0.032","0.031","0.044","0.065","0.062","0.068","0.045","0.07","0.052","0.07","0.045","0.033","0.021","0.054","0.033","0.044","0.032","0.052","0.072","0.066","0.06","0.053","0.072","0.087","0.059","0.07","0.058","0.075"
PbRatio,"1.357","1.926","3.3","2.038","3.886","6.279","7.245",,,,,,,,"103.26","23.673","15.659","8.575",,,,,,,,,,,,,,,,,,,"33.025",,,,,"20.083","2.839","2.736",,,"120.734","6.103","2.501","3.336","1.758","3.313","2.006","1.899","0.595","1.148","0.753","1.15","0.793","1.15","1.759","1.73","1.628","1.467","1.998","2.521","1.99","2.374","1.997","2.622"
EnterprisesValueRevenueRatio,"0.264","0.944","1.52","1.156","0.889","0.992","1.044","1.028","1.03","1.061","1.35","1.475","1.388","1.422","1.476","1.27","0.882","1.394","0.966","0.914","0.908","0.929","1.046","1.04","0.989","0.953","1.189","1.041","1.064","1.154","1.254","1.079","1.099","1.186","1.277","1.224","1.087","1.172","1.332","1.241","1.146","1.154","1.234","1.014","1.166","1.481","1.39","1.153","0.952","1.194","1.171","1.036","1.005","1.048","0.758","0.788","0.699","0.953","0.8","0.843","0.895","0.923","1.062","0.832","0.803","0.824","0.76","0.739","0.706","0.854"
EnterprisesValueEBITDARatio,"2.154","6.188","12.634","14.275","7.061","9.483","23.977","10.088","25.045","43.374","113.431","70.564","32.819","79.067","1,766.25","262.667","65.527","-159.659","65.779","31.926","37.304","48.456","23.91","19.922","101.54","142.567","85.991","50.58","59.16","-2,652.932","331.921","71.883","47.921","995.061","-522.214","130.845","-48.901","-191.899","-230.808","49.776","98.72","-295.397","-2,088.874","140.681","798.933","-1,312.084","-64.846","-157.709","62.238","-140.411","5,359.77","-315.788","31.759","-21.912","-17.367","56.925","21.748","-307.111","-15.821","46.061","36.557","55.585","152.013","45.743","28.434","34.075","24.859","26.937","36.66","39.965"
