name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
OperatingCashFlow,"209,719,000","-33,788,000","370,044,000","-132,800,000","6,263,000","110,899,000","474,037,000","-160,684,000","-50,030,000","12,754,000","483,611,000","-200,756,000","-56,047,000","58,644,000","387,635,000","-197,391,000","21,973,000","77,352,000","353,559,000","-169,478,000","68,818,000","88,229,000","360,334,000","-187,869,000","5,706,000","96,996,000","305,970,000","-235,001,000","-4,571,000","28,707,000","294,312,000","-171,483,000","19,458,000","43,496,000","250,552,000","-111,980,000","69,868,000","65,835,000","259,244,000","-129,275,000","-3,514,000","22,213,000","205,821,000","-153,994,000","-24,385,000","36,354,000","131,605,000","-124,552,000","-3,470,000","19,934,000","214,290,000","-88,168,000","29,468,000","58,782,000","139,441,000","-130,446,000","73,565,000","62,370,000","190,565,000","-137,512,000","20,058,000","51,411,000","186,187,000","-127,509,000","38,904,000","59,530,000","129,206,000","-80,723,000","32,344,000","54,390,000","167,885,000","-115,050,000","10,099,000","30,764,000","182,124,000","-59,238,000","-23,379,000","21,592,000","160,031,000","-18,440,000","-21,840,000","48,800,000","127,903,000","-55,644,000","-13,263,000","9,280,000","90,291,000","-39,154,000","-22,218,000","23,278,000","62,400,000","-38,500,000","-26,500,000","26,100,000","51,000,000","-31,000,000","-32,100,000","12,500,000"
	CashFlowFromContinuingOperatingActivities,"209,719,000","-33,788,000","370,044,000","-132,800,000","6,263,000","110,899,000","474,037,000","-160,684,000","-50,030,000","12,754,000","483,611,000","-200,756,000","-56,047,000","58,644,000","387,635,000","-197,391,000","21,973,000","77,352,000","353,559,000","-169,478,000","68,818,000","88,229,000","360,334,000","-187,869,000","5,706,000","96,996,000","305,970,000","-235,001,000","-4,571,000","28,707,000","294,312,000","-171,483,000","19,458,000","43,496,000","250,552,000","-111,980,000","69,868,000","65,835,000","259,244,000","-129,275,000","-3,514,000","22,213,000","205,821,000","-153,994,000","-24,385,000","36,354,000","131,605,000","-124,552,000","-3,470,000","19,934,000","214,290,000","-88,168,000","29,468,000","58,782,000","139,441,000","-130,446,000","73,565,000","62,370,000","190,565,000","-137,512,000","20,058,000","51,411,000","186,187,000","-127,509,000","38,904,000","59,530,000","129,206,000","-80,723,000","32,344,000","54,390,000","167,885,000","-115,050,000","10,099,000","30,764,000","182,124,000","-59,238,000","-23,379,000","21,592,000","160,031,000","-18,440,000","-21,840,000","48,800,000","127,903,000","-55,644,000","-13,263,000","9,280,000","90,291,000","-39,154,000","-22,218,000","23,278,000","62,400,000","-38,500,000","-26,500,000","26,100,000","51,000,000","-31,000,000","-32,100,000","12,500,000"
		NetIncomeFromContinuingOperations,"365,045,000","66,837,000","156,961,000","100,563,000","40,684,000","55,900,000","95,756,000","62,751,000","-50,707,000","213,000","114,025,000","119,258,000","23,029,000","74,177,000","113,349,000","102,375,000","10,495,000","48,729,000","-6,356,000","91,102,000","-11,316,000","38,885,000","85,566,000","86,552,000","-7,873,000","34,194,000","64,796,000","92,940,000","-5,804,000","27,919,000","56,989,000","67,932,000","-6,738,000","23,676,000","36,281,000","54,550,000","-7,330,000","10,102,000",,,,,,,,"12,770,000",,,"-10,604,000","9,228,000",,"46,915,000",,,,"58,329,000","-1,770,000","19,931,000","45,720,000","62,609,000","10,037,000","26,086,000","38,387,000","60,331,000","4,833,000","19,467,000","36,630,000","66,456,000","6,313,000","21,337,000","39,357,000","68,573,000","10,732,000","19,962,000","32,187,000","63,572,000","9,443,000","14,919,000","29,137,000","56,882,000","7,536,000","8,963,000","24,210,000","49,576,000","6,430,000","8,608,000","13,503,000","38,218,000","3,618,000","3,272,000","9,100,000",,,"200,000","7,200,000","22,800,000","600,000","2,100,000"
		OperatingGainsLosses,"2,700,000","1,598,000","867,000","165,000","70,000","131,000","22,361,000","181,000","6,662,000","2,138,000","576,000","3,267,000","641,000","958,000","2,229,000","1,401,000","558,000","20,000","957,000","529,000","281,000","160,000","1,159,000","186,000","3,301,000","159,000","4,419,000","172,000","112,000","395,000","131,000","121,000","44,000","185,000","8,974,000","71,000","256,000","43,000","1,077,000","319,000","102,000","84,000",,"80,000","15,000","134,000",,"407,000",,,"1,672,000","48,000","67,000","41,000","43,000","95,000","14,000","101,000","10,000","62,000","38,000","127,000","718,000","74,000","-3,762,000","3,977,000","1,453,000","682,000","390,000","2,393,000","3,693,000","991,000","877,000","1,808,000","2,536,000","769,000","3,924,000","494,000","1,225,000","576,000","896,000","217,000","7,561,000","-344,000","237,000","200,000","262,000","173,000","-158,000","178,000","300,000","300,000","300,000","200,000",,,"200,000","300,000"
			GainLossOnSaleOfPPE,"2,700,000","1,598,000","867,000","165,000","70,000","131,000","22,361,000","181,000","6,662,000","2,138,000","576,000","3,267,000","641,000","958,000","2,229,000","1,401,000","558,000","20,000","957,000","529,000","281,000","160,000","1,159,000","186,000","3,301,000","159,000","4,419,000","172,000","112,000","395,000","131,000","121,000","44,000","185,000","8,974,000","71,000","256,000","43,000","1,077,000","319,000","102,000","84,000",,"80,000","15,000","134,000",,"407,000",,,"1,672,000","48,000","67,000","41,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"115,689,000","30,577,000","31,062,000","23,547,000","30,503,000","30,459,000","44,318,000","36,359,000","32,930,000","32,994,000","32,950,000","31,288,000","28,489,000","28,998,000","14,686,000","14,477,000","14,531,000","14,536,000","15,285,000","14,728,000","14,992,000","14,940,000","15,538,000","14,987,000","14,809,000","14,682,000","14,600,000","14,143,000","13,842,000","13,936,000","15,392,000","15,391,000","12,982,000","10,252,000","10,534,000","10,446,000","10,033,000","9,858,000","10,129,000","9,719,000","10,026,000","11,018,000","11,445,000","11,052,000","10,597,000","10,466,000","10,531,000","9,409,000","9,374,000","9,116,000","10,352,000","9,235,000","8,516,000","8,150,000","7,860,000","8,066,000","7,365,000","7,867,000","8,145,000","7,795,000","8,067,000","6,331,000","5,818,000","5,846,000","5,903,000","5,980,000","6,010,000","6,016,000","5,778,000","5,742,000","4,546,000","4,395,000","4,298,000","5,389,000","5,749,000","5,867,000","5,957,000","5,492,000","5,328,000","4,791,000","4,783,000","4,465,000","5,576,000","4,294,000","3,911,000","3,642,000","3,600,000","3,380,000","3,385,000","3,283,000","3,400,000","3,500,000","3,300,000","2,400,000","2,100,000","1,800,000","1,800,000","1,900,000"
			DepreciationAndAmortization,"115,689,000","30,577,000","31,062,000","23,547,000","30,503,000","30,459,000","44,318,000","36,359,000","32,930,000","32,994,000","32,950,000","31,288,000","28,489,000","28,998,000","14,686,000","14,477,000","14,531,000","14,536,000","15,285,000","14,728,000","14,992,000","14,940,000","15,538,000","14,987,000","14,809,000","14,682,000","14,600,000","14,143,000","13,842,000","13,936,000","15,392,000","15,391,000","12,982,000","10,252,000","10,534,000","10,446,000","10,033,000","9,858,000","10,129,000","9,719,000","10,026,000","11,018,000","11,445,000","11,052,000","10,597,000","10,466,000","10,531,000","9,409,000","9,374,000","9,116,000","10,352,000","9,235,000","8,516,000","8,150,000","7,860,000","8,066,000","7,365,000","7,867,000","8,145,000","7,795,000","8,067,000","6,331,000","5,818,000","5,846,000","5,903,000","5,980,000","6,010,000","6,016,000","5,778,000","5,742,000","4,546,000","4,395,000","4,298,000","5,389,000","5,749,000","5,867,000","5,957,000","5,492,000","5,328,000","4,791,000","4,783,000","4,465,000","5,576,000","4,294,000","3,911,000","3,642,000","3,600,000","3,380,000","3,385,000","3,283,000","3,400,000","3,500,000","3,300,000","2,400,000","2,100,000","1,800,000","1,800,000","1,900,000"
				Depreciation,"115,689,000","30,577,000","31,062,000","23,547,000","30,503,000","30,459,000","44,318,000","36,359,000","32,930,000","32,994,000","32,950,000","31,288,000","28,489,000","28,998,000","14,686,000","14,477,000","14,531,000","14,536,000","15,285,000","14,728,000","14,992,000","14,940,000","15,538,000","14,987,000","14,809,000","14,682,000","14,600,000","14,143,000","13,842,000","13,936,000","15,392,000","15,391,000","12,982,000","10,252,000","10,534,000","10,446,000","10,033,000","9,858,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,158,000","4,620,000","4,612,000","4,295,000",,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,000","171,000","171,000","170,000",,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,000","171,000","171,000","170,000",,,,,,,,,,,,,,,,
