name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalAssets,"4,414,189,000","4,425,678,000","4,359,366,000","3,818,550,000","3,859,213,000","3,888,987,000","3,520,947,000","3,418,377,000","3,445,613,000","3,250,494,000","3,259,493,000","3,193,781,000","3,143,214,000","3,121,350,000","3,059,583,000","2,994,149,000","2,710,817,000","2,586,662,000","2,503,738,000","2,510,633,000","2,499,888,000","2,461,569,000","2,279,271,000","2,273,013,000","2,260,134,000","2,293,044,000","2,286,333,000","2,276,550,000","2,183,333,000","2,121,556,000","2,171,913,000","2,144,929,000","2,134,347,000","2,159,433,000","2,168,335,000","2,137,900,000","2,143,568,000","2,094,114,000","2,258,363,000","2,294,100,000","2,327,769,000","2,314,718,000","2,210,721,000","2,110,813,000","2,093,947,000","2,043,328,000","1,964,709,000","1,940,759,000","1,896,700,000","1,855,001,000","1,831,482,000","1,772,757,000","1,728,194,000","1,637,691,000","1,579,434,000","1,530,495,000","1,338,286,000","1,274,909,000","1,187,983,000","1,197,603,000","1,138,517,000","1,160,102,000","1,077,197,000","1,053,304,000","942,953,000","914,480,000","925,116,000","894,624,000","828,395,000","850,088,000","774,023,000","778,183,000","697,884,000"
	CurrentAssets,"507,989,000","601,932,000","635,439,000","587,989,000","724,935,000","779,154,000","532,591,000","517,069,000","584,286,000","415,664,000","432,310,000","412,351,000","421,621,000","473,064,000","421,774,000","395,634,000","322,130,000","321,646,000","332,245,000","387,236,000","428,749,000","472,830,000","309,372,000","380,236,000","379,565,000","375,136,000","370,732,000","369,506,000","307,060,000","273,874,000","327,381,000","306,823,000","292,613,000","289,340,000","299,099,000","268,485,000","299,813,000","276,234,000","266,522,000","275,463,000","275,473,000","292,185,000","248,672,000","215,425,000","230,980,000","204,654,000","218,771,000","189,301,000","193,166,000","195,255,000","209,337,000","195,220,000","197,906,000","165,679,000","197,971,000","263,286,000","147,929,000","168,828,000","167,677,000","228,831,000","196,623,000","242,592,000","195,766,000","203,079,000","122,865,000","162,962,000","196,287,000","194,215,000","144,981,000","173,322,000","114,107,000","109,371,000","120,171,000"
		CashCashEquivalentsAndShortTermInvestments,"172,933,000","282,621,000","313,281,000","295,969,000","404,365,000","448,252,000","197,309,000","173,718,000","231,149,000","71,173,000","97,602,000","110,665,000","79,366,000","98,802,000","71,965,000","66,696,000","54,723,000","47,818,000","77,212,000","118,390,000","174,138,000","230,214,000","90,066,000","192,556,000","148,498,000","185,919,000","171,541,000","137,665,000","70,724,000","40,230,000","42,451,000","80,120,000","47,927,000","57,354,000","35,435,000","28,893,000","57,627,000","66,628,000","40,532,000","71,905,000","100,299,000","118,407,000","80,266,000","67,435,000","64,824,000","82,815,000","49,240,000","54,195,000","43,111,000","46,307,000","20,343,000","46,028,000","42,711,000","58,832,000","38,143,000","137,767,000","30,722,000","60,716,000","28,971,000","73,002,000","74,678,000","116,740,000","79,874,000","108,559,000","28,164,000","70,536,000","102,985,000","104,980,000","73,492,000","125,916,000","29,639,000","21,170,000","28,901,000"
			CashAndCashEquivalents,"130,006,000","239,278,000","267,802,000","250,009,000","376,630,000","448,252,000","197,309,000","173,718,000","231,149,000","71,173,000","97,602,000","110,665,000","79,366,000","98,802,000","71,965,000","66,696,000","54,723,000","47,818,000","77,212,000","118,390,000","174,138,000","230,214,000","90,066,000","192,556,000","148,498,000","185,919,000","171,541,000","137,665,000","70,724,000","40,230,000","42,451,000","80,120,000","47,927,000","57,354,000","35,435,000","28,893,000","57,627,000","66,628,000","37,524,000","66,684,000","84,580,000","99,886,000","59,077,000","44,338,000","40,675,000","82,815,000","49,240,000","54,195,000","43,111,000","46,307,000","20,343,000","46,028,000","42,711,000","34,393,000","38,143,000","137,767,000","30,722,000","47,227,000","20,331,000","24,904,000","22,244,000","20,254,000","19,856,000","24,736,000","19,094,000","26,976,000","48,538,000","47,224,000","44,447,000","36,750,000","29,639,000","21,170,000","28,901,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,354,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"42,927,000","43,343,000","45,479,000","45,960,000","27,735,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","3,008,000","5,221,000","15,719,000","18,521,000","21,189,000","23,097,000","24,149,000",,,,,,,,,"24,439,000",,,,"13,489,000","8,640,000","48,098,000","52,434,000","96,486,000","60,018,000","83,823,000","9,070,000","43,560,000","54,447,000","57,756,000","29,045,000","89,166,000",,,
		Receivables,"148,833,000","150,780,000","176,984,000","163,406,000","171,100,000","191,701,000","198,969,000","217,355,000","218,947,000","214,938,000","200,833,000","182,607,000","187,951,000","199,104,000","184,814,000","176,365,000","154,732,000","165,183,000","152,062,000","159,616,000","136,446,000","150,487,000","116,868,000","88,651,000","115,008,000","88,306,000","76,718,000","79,248,000","73,458,000","88,331,000","100,649,000","113,694,000","113,197,000","128,455,000","122,185,000","96,946,000","64,637,000","74,609,000","90,978,000","60,920,000","60,651,000","65,202,000","64,162,000","81,027,000","81,401,000","69,389,000","70,074,000","58,393,000","60,889,000","62,170,000","76,850,000","72,509,000","69,223,000","73,898,000","81,906,000","67,799,000","63,443,000","59,773,000","62,706,000","64,095,000","56,190,000","53,835,000","56,004,000","43,634,000","41,757,000","45,551,000","43,835,000","38,353,000","40,401,000","34,306,000","41,835,000","41,609,000","33,894,000"
			AccountsReceivable,"116,555,000","122,944,000","140,314,000","137,688,000","139,711,000","149,170,000","157,497,000","179,757,000","168,924,000","154,525,000","139,226,000","135,756,000","139,870,000","137,581,000","118,675,000","109,061,000","103,580,000","110,410,000","98,384,000","79,587,000","68,920,000","80,807,000","65,198,000","59,042,000","76,465,000","55,301,000","52,313,000","58,089,000","56,300,000","48,609,000","75,224,000","78,764,000","55,676,000","95,365,000","60,526,000","67,545,000","42,779,000","55,680,000","80,166,000","42,315,000","43,545,000","51,274,000","53,084,000","72,185,000","70,491,000","54,495,000","59,223,000","47,057,000","49,904,000","53,423,000","55,332,000","53,323,000","57,393,000","56,821,000","81,906,000","54,021,000","51,678,000","50,512,000","56,547,000","60,570,000","47,764,000","47,679,000","51,869,000","41,014,000","39,446,000","34,039,000","36,386,000","35,344,000","29,450,000","26,913,000","37,607,000","37,031,000","29,932,000"
				GrossAccountsReceivable,"116,645,000","123,034,000","140,567,000","138,107,000","140,308,000","149,767,000",,,"169,703,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-90,000","-90,000","-253,000","-419,000","-597,000","-597,000",,,"-779,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
