name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"5,091,000,000","-1,206,000,000","742,000,000","2,846,000,000","2,709,000,000","298,000,000","-870,000,000","-1,080,000,000","219,000,000","-655,000,000","-1,813,000,000","-926,000,000","-678,000,000","-2,035,000,000","-1,104,000,000","-501,000,000","395,000,000","-3,574,000,000","56,000,000","841,000,000","905,000,000","409,000,000","319,000,000","1,522,000,000","-389,000,000","23,000,000","1,383,000,000","691,000,000","362,000,000","45,000,000","538,000,000","3,441,000,000","1,341,000,000","-358,000,000","357,000,000","2,521,000,000","1,991,000,000","357,000,000","483,000,000","637,000,000","-783,000,000","954,000,000","2,087,000,000","2,409,000,000","-666,000,000","-3,212,000,000","-871,000,000","-91,000,000","1,395,000,000","-612,000,000","1,992,000,000","-510,000,000","-14,000,000","1,185,000,000","4,680,000,000","-37,000,000","-241,000,000","-1,716,000,000","-1,210,000,000","337,295,000","261,943,000","-373,713,000","77,475,000","476,361,000","155,481,000","339,169,000","405,030,000","82,427,000","700,870,000","343,663,000","999,219,000","931,980,000","-422,535,000","-648,054,000","171,948,000","593,354,000","556,352,000","-260,051,000","191,382,000","317,150,000","335,634,000","639,817,000","223,987,000","356,580,000","109,548,000","10,958,000","387,093,000","425,736,000","-40,000","94,800,000","294,900,000","469,600,000","224,100,000","74,600,000","451,500,000","368,500,000","89,600,000","-158,500,000","313,800,000","498,100,000","-12,900,000","-431,300,000","556,800,000","567,300,000","284,400,000","-223,800,000","226,000,000","480,700,000","302,200,000","-19,500,000","427,800,000","398,500,000","70,700,000","-150,700,000","311,900,000","251,500,000","282,600,000","34,400,000","105,300,000","368,400,000","155,800,000","-21,100,000","365,800,000","134,300,000","344,200,000","-24,400,000","224,300,000","335,200,000","163,600,000","-57,700,000","269,700,000"
	CashFlowFromContinuingOperatingActivities,"5,091,000,000","-1,206,000,000","742,000,000","2,846,000,000","2,709,000,000","298,000,000","-870,000,000","-1,080,000,000","219,000,000","-655,000,000","-1,813,000,000","-926,000,000","-678,000,000","-2,035,000,000","-1,104,000,000","-501,000,000","395,000,000","-3,574,000,000","56,000,000","841,000,000","905,000,000","409,000,000","319,000,000","1,522,000,000","-389,000,000","23,000,000","1,383,000,000","691,000,000","362,000,000","45,000,000","538,000,000","3,441,000,000","1,341,000,000","-358,000,000","357,000,000","2,521,000,000","1,991,000,000","357,000,000","483,000,000","637,000,000","-783,000,000","954,000,000","2,087,000,000","2,409,000,000","-666,000,000","-3,212,000,000","-871,000,000","-91,000,000","1,395,000,000","-612,000,000","1,992,000,000","-510,000,000","-14,000,000","1,185,000,000","4,680,000,000","-37,000,000","-241,000,000","-1,716,000,000","-1,210,000,000","337,295,000","261,943,000","-373,713,000","77,475,000","476,361,000","155,481,000","339,169,000","405,030,000","82,427,000","700,870,000","343,663,000","999,219,000","931,980,000","-422,535,000","-648,054,000","171,948,000","593,354,000","556,352,000","-260,051,000","191,382,000","317,150,000","335,634,000","639,817,000","223,987,000","356,580,000","109,548,000","10,958,000","387,093,000","425,736,000","-40,000","94,800,000","294,900,000","469,600,000","224,100,000","74,600,000","451,500,000","368,500,000","89,600,000","-158,500,000","313,800,000","498,100,000","-12,900,000","-431,300,000","556,800,000","567,300,000","284,400,000","-223,800,000","226,000,000","480,700,000","302,200,000","-19,500,000","427,800,000","398,500,000","70,700,000","-150,700,000","311,900,000","251,500,000","282,600,000","34,400,000","105,300,000","368,400,000","155,800,000","-21,100,000","365,800,000","134,300,000","344,200,000","-24,400,000","224,300,000","335,200,000","163,600,000","-57,700,000","269,700,000"
		NetIncomeFromContinuingOperations,"3,106,000,000","1,064,000,000","797,000,000","533,000,000","712,000,000","693,000,000","693,000,000","226,000,000","472,000,000","391,000,000","499,000,000","408,000,000","238,000,000","234,000,000","317,000,000","536,000,000","566,000,000","396,000,000","792,000,000","195,000,000","275,000,000","340,000,000","426,000,000","344,000,000","288,000,000","230,000,000","717,000,000","253,000,000","383,000,000","493,000,000","705,000,000","748,000,000","532,000,000","268,000,000","377,000,000","481,000,000","226,000,000","270,000,000","184,000,000","293,000,000","405,000,000","83,000,000","461,000,000",,,"729,000,000","342,000,000","445,000,000","416,000,000","561,000,000","497,000,000",,"8,000,000","585,000,000","1,050,000,000","372,000,000","517,000,000","472,000,000","441,000,000","955,096,000","362,891,000","441,268,000","402,745,000","410,259,000","347,796,000","367,677,000","186,338,000","195,484,000","269,095,000","313,509,000","266,297,000","-103,061,000","226,769,000","220,821,000","150,181,000","95,020,000","116,805,000","131,245,000","108,075,000","112,266,000","117,184,000","150,025,000","131,618,000","56,099,000","93,149,000","124,607,000","109,429,000","59,587,000","103,016,000","102,000,000","36,300,000","42,300,000","11,700,000","110,400,000","116,900,000","62,700,000","70,300,000","139,200,000","131,400,000","122,600,000","61,200,000","189,900,000","3,600,000","143,500,000","163,300,000","226,000,000","163,100,000","225,600,000","195,700,000","220,100,000","154,500,000","137,700,000","131,300,000","146,000,000","69,100,000","121,200,000","130,400,000","156,300,000","126,600,000","137,200,000","109,000,000","131,100,000","126,500,000","123,400,000","118,100,000","117,500,000","107,700,000","117,800,000","116,400,000","132,100,000","117,200,000"
		OperatingGainsLosses,"-176,000,000","90,000,000","-419,000,000","82,000,000","71,000,000","10,000,000","-20,000,000","368,000,000","53,000,000","-197,000,000","4,000,000","-41,000,000","-57,000,000","-96,000,000","-18,000,000","-17,000,000","-24,000,000","-162,000,000","-78,000,000","-13,000,000","-30,000,000","-142,000,000","-165,000,000","-81,000,000","-58,000,000","-22,000,000","-124,000,000","-246,000,000","-48,000,000","-127,000,000","-284,000,000","-118,000,000","44,000,000","-195,000,000","-148,000,000","-16,000,000","-52,000,000","-59,000,000","-84,000,000","-123,000,000","-36,000,000","-23,000,000","-24,000,000","-225,000,000","-19,000,000","-144,000,000","-61,000,000","-123,000,000","-25,000,000","-192,000,000","-15,000,000","-70,000,000","236,000,000","11,000,000","-132,000,000","384,000,000","-167,000,000","-43,000,000","21,000,000","-1,075,999,000","-54,436,000","51,831,000","-57,396,000","-34,132,000","-60,754,000","47,342,000","-134,324,000","43,748,000","-33,027,000","-77,224,000","-29,956,000","-76,836,000","-25,570,000","-31,472,000","35,454,000","31,545,000","2,645,000","17,359,000","44,202,000","80,521,000","-41,147,000","21,388,000","8,471,000","113,563,000","-113,418,000","68,863,000","3,245,000","124,747,000","-35,309,000","23,500,000","28,800,000","-35,300,000","31,200,000","34,800,000","-37,000,000","38,500,000","9,000,000","-27,000,000","-17,500,000","0","-25,400,000","-24,900,000","-9,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"215,000,000","283,000,000","-224,000,000","75,000,000","81,000,000","102,000,000","143,000,000","112,000,000","81,000,000","-82,000,000",,"-2,000,000","14,000,000","-77,000,000",,"79,000,000","-65,000,000","-25,000,000",,"-27,000,000","36,000,000","3,000,000",,"-54,000,000","34,000,000","10,000,000",,"-46,000,000","38,000,000","-56,000,000",,"59,000,000","70,000,000","-97,000,000",,"15,000,000","-9,000,000","12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-255,000,000","-159,000,000","-141,000,000","-13,000,000","58,000,000","-81,000,000","-133,000,000","-72,000,000","22,000,000","-115,000,000","-121,000,000","-32,000,000","-56,000,000","-4,000,000","-100,000,000","-63,000,000","21,000,000","-105,000,000","-79,000,000","29,000,000","-20,000,000","-140,000,000","-86,000,000","55,000,000","14,000,000","-44,000,000","14,000,000","5,000,000","-2,000,000","-67,000,000","-105,000,000","17,000,000","-27,000,000","-100,000,000","-133,000,000","-26,000,000","-47,000,000","-79,000,000","-84,000,000","-35,000,000","-102,000,000","-49,000,000","-57,000,000","-175,000,000","-41,000,000","-95,000,000","-86,000,000","-94,000,000","-25,000,000","-115,000,000","-92,000,000","-20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,"-26,000,000",,,,"11,000,000","-76,000,000","-86,000,000","12,000,000","15,000,000","42,000,000","-170,000,000","20,000,000","-4,000,000","7,000,000","3,000,000","1,000,000","2,000,000","3,000,000","-5,000,000","4,000,000","8,000,000",,"-88,000,000","66,000,000","26,000,000","33,000,000","-65,000,000","22,000,000","22,000,000","25,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,004,000,000","257,000,000","257,000,000","247,000,000","243,000,000","249,000,000","249,000,000","238,000,000","244,000,000","245,000,000","251,000,000","249,000,000","248,000,000","245,000,000","235,000,000","232,000,000","239,000,000","235,000,000","240,000,000","232,000,000","227,000,000","225,000,000","222,000,000","226,000,000","221,000,000","231,000,000","224,000,000","217,000,000","225,000,000","216,000,000","248,000,000","214,000,000","213,000,000","219,000,000","228,000,000","227,000,000","227,000,000","227,000,000","217,000,000","220,000,000","214,000,000","207,000,000","207,000,000","212,000,000","202,000,000","211,000,000","252,000,000","239,000,000","242,000,000","235,000,000","196,000,000","191,000,000","182,000,000","180,000,000","177,000,000","181,000,000","180,000,000","175,000,000","185,000,000","181,224,000","174,847,000","173,804,000","171,125,000","165,934,000","163,515,000","163,092,000","164,173,000","157,053,000","170,513,000","169,639,000","167,447,000","176,565,000","172,415,000","173,764,000","167,114,000","172,995,000","163,539,000","163,292,000","148,900,000","149,510,000","154,716,000","155,527,000","154,317,000","152,618,000","152,426,000","157,782,000","159,148,000","160,556,000","163,383,000","164,900,000","158,800,000","160,200,000","159,000,000","154,600,000","148,400,000","161,800,000","140,700,000","132,300,000","125,300,000","128,500,000","117,800,000","116,100,000","113,100,000","111,500,000","100,900,000","104,200,000","102,600,000","100,600,000","103,400,000","107,700,000","95,100,000","93,200,000","90,200,000","86,600,000","84,500,000","84,900,000","82,800,000","79,600,000","81,200,000","80,600,000","73,000,000","72,000,000","68,100,000","70,300,000","64,600,000","57,500,000","69,000,000","66,100,000","61,900,000","61,900,000","58,200,000"
			DepreciationAndAmortization,"1,004,000,000","257,000,000","257,000,000","247,000,000","243,000,000","249,000,000","249,000,000","238,000,000","244,000,000","245,000,000","251,000,000","249,000,000","248,000,000","245,000,000","235,000,000","232,000,000","239,000,000","235,000,000","240,000,000","232,000,000","227,000,000","225,000,000","222,000,000","226,000,000","221,000,000","231,000,000","224,000,000","217,000,000","225,000,000","216,000,000","248,000,000","214,000,000","213,000,000","219,000,000","228,000,000","227,000,000","227,000,000","227,000,000","217,000,000","220,000,000","214,000,000","207,000,000","207,000,000","212,000,000","202,000,000","211,000,000","252,000,000","239,000,000","242,000,000","235,000,000","196,000,000","191,000,000","182,000,000","180,000,000","177,000,000","181,000,000","180,000,000","175,000,000","185,000,000","181,224,000","174,847,000","173,804,000","171,125,000","165,934,000","163,515,000","163,092,000","164,173,000","157,053,000","170,513,000","169,639,000","167,447,000","176,565,000","172,415,000","173,764,000","167,114,000","172,995,000","163,539,000","163,292,000","148,900,000","149,510,000","154,716,000","155,527,000","154,317,000","152,618,000","152,426,000","157,782,000","159,148,000","160,556,000","163,383,000","164,900,000","158,800,000","160,200,000","159,000,000","154,600,000","148,400,000","161,800,000","140,700,000","132,300,000","125,300,000","128,500,000","117,800,000","116,100,000","113,100,000","111,500,000","100,900,000","104,200,000","102,600,000","100,600,000","103,400,000","107,700,000","95,100,000","93,200,000","90,200,000","86,600,000","84,500,000","84,900,000","82,800,000","79,600,000","81,200,000","80,600,000","73,000,000","72,000,000","68,100,000","70,300,000","64,600,000","57,500,000","69,000,000","66,100,000","61,900,000","61,900,000","58,200,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,000,000","191,000,000",,,,,,,,,,,,,,,,,,,,,,,"166,133,000","172,018,000","162,573,000","161,629,000","147,395,000","143,747,000","140,393,000","141,524,000","140,912,000","139,521,000","139,897,000","145,541,000","147,431,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
