name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"1,625,000,000","1,351,000,000","-2,312,000,000","-1,612,000,000","-779,000,000"
	CashFlowFromContinuingOperatingActivities,"1,625,000,000","1,351,000,000","-2,312,000,000","-1,612,000,000","-779,000,000"
		NetIncomeFromContinuingOperations,"797,000,000","111,000,000","39,000,000","-769,000,000","94,000,000"
		OperatingGainsLosses,"-658,000,000","330,000,000","416,000,000","-367,000,000","-223,000,000"
			GainLossOnInvestmentSecurities,"-512,000,000","346,000,000","473,000,000","-296,000,000","-224,000,000"
		DepreciationAmortizationDepletion,"3,796,000,000","602,000,000","589,000,000","1,346,000,000","1,370,000,000"
			DepreciationAndAmortization,"3,796,000,000","602,000,000","589,000,000","1,346,000,000","1,370,000,000"
				Depreciation,"3,796,000,000","602,000,000","589,000,000","1,346,000,000","1,370,000,000"
		DeferredTax,"-389,000,000","-307,000,000","-1,000,000","-123,000,000","129,000,000"
			DeferredIncomeTax,"-389,000,000","-307,000,000","-1,000,000","-123,000,000","129,000,000"
		AssetImpairmentCharge,"544,000,000","0","8,000,000","1,000,000","11,000,000"
		UnrealizedGainLossOnInvestmentSecurities,"157,000,000","20,000,000","77,000,000","23,000,000","-186,000,000"
		OtherNonCashItems,"-21,000,000","1,190,000,000","-2,301,000,000","-121,000,000","-450,000,000"
		ChangeInWorkingCapital,"-2,601,000,000","-595,000,000","-1,139,000,000","-1,602,000,000","-1,524,000,000"
			ChangeInReceivables,"-241,000,000","-78,000,000","-409,000,000","-453,000,000","-338,000,000"
				ChangesInAccountReceivables,"-241,000,000","-78,000,000","-409,000,000","-453,000,000","-338,000,000"
			ChangeInInventory,"-36,000,000","82,000,000","-39,000,000","50,000,000","-12,000,000"
			ChangeInPayablesAndAccruedExpense,"174,000,000","36,000,000","-11,000,000","208,000,000","276,000,000"
				ChangeInPayable,"174,000,000","36,000,000","-11,000,000","208,000,000","276,000,000"
					ChangeInTaxPayable,,,,,"74,000,000"
						ChangeInIncomeTaxPayable,,,,,"74,000,000"
					ChangeInAccountPayable,"174,000,000","36,000,000","-11,000,000","208,000,000","276,000,000"
			ChangeInOtherCurrentAssets,,,,,"-169,000,000"
			ChangeInOtherWorkingCapital,"-2,498,000,000","-635,000,000","-680,000,000","-1,407,000,000","-1,450,000,000"
InvestingCashFlow,"1,847,000,000","404,000,000","643,000,000","1,839,000,000","669,000,000"
	CashFlowFromContinuingInvestingActivities,"1,847,000,000","404,000,000","643,000,000","1,839,000,000","669,000,000"
		CapitalExpenditureReported,"-1,357,000,000","-410,000,000","-243,000,000","-382,000,000","-535,000,000"
		NetInvestmentPurchaseAndSale,"-173,000,000","-63,000,000","-7,000,000","-31,000,000","-55,000,000"
			PurchaseOfInvestment,"-4,927,000,000","-1,193,000,000","-773,000,000","-2,939,000,000","-26,000,000"
			SaleOfInvestment,"4,754,000,000","1,130,000,000","766,000,000","2,908,000,000","-29,000,000"
		NetOtherInvestingChanges,"3,377,000,000","877,000,000","893,000,000","2,252,000,000","1,259,000,000"
FinancingCashFlow,"-2,538,000,000","-635,000,000","226,000,000","208,000,000","-286,000,000"
	CashFlowFromContinuingFinancingActivities,"-2,538,000,000","-635,000,000","226,000,000","208,000,000","-286,000,000"
		NetIssuancePaymentsOfDebt,"-1,990,000,000","-2,316,000,000","686,000,000","963,000,000","-221,000,000"
			NetLongTermDebtIssuance,"-1,233,000,000","-1,314,000,000","-16,000,000","-34,000,000","-521,000,000"
				LongTermDebtIssuance,"153,000,000","2,000,000","0","1,000,000","750,000,000"
				LongTermDebtPayments,"-1,386,000,000","-1,316,000,000","-16,000,000","-35,000,000","-1,271,000,000"
			NetShortTermDebtIssuance,"-757,000,000","-1,002,000,000","702,000,000","997,000,000","300,000,000"
				ShortTermDebtIssuance,,,"362,000,000","997,000,000","20,000,000"
				ShortTermDebtPayments,,"-1,002,000,000",,"0",
		CashDividendsPaid,"-1,420,000,000","-46,000,000","-459,000,000","-458,000,000","-328,000,000"
			CommonStockDividendPaid,,"-46,000,000",,"-458,000,000",
		NetOtherFinancingCharges,"872,000,000","1,727,000,000","-1,000,000","-297,000,000","263,000,000"
EndCashPosition,"1,696,000,000","1,696,000,000","576,000,000","762,000,000","327,000,000"
	ChangesInCash,"934,000,000","1,120,000,000","-1,443,000,000","435,000,000","-396,000,000"
	BeginningCashPosition,"762,000,000","576,000,000","2,019,000,000","327,000,000","723,000,000"
CapitalExpenditure,"-1,357,000,000","-410,000,000","-243,000,000","-382,000,000","-535,000,000"
IssuanceOfDebt,"398,000,000","2,000,000","362,000,000","998,000,000","770,000,000"
RepaymentOfDebt,"-2,388,000,000","-2,318,000,000","324,000,000","-35,000,000","-991,000,000"
FreeCashFlow,"268,000,000","941,000,000","-2,555,000,000","-1,994,000,000","-1,314,000,000"
