name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"14,285,000","-3,284,000","3,529,000","-5,838,000","19,878,000","24,087,000","2,405,000","-1,274,000","7,759,000","13,485,000","-2,679,000","410,000","4,263,000","3,801,000","-799,000","10,670,000"
	CashFlowFromContinuingOperatingActivities,"14,285,000","-3,284,000","3,529,000","-5,838,000","19,878,000","24,087,000","2,405,000","-1,274,000","7,759,000","13,485,000","-2,679,000","410,000","4,263,000","3,801,000","-799,000","10,670,000"
		NetIncomeFromContinuingOperations,"-68,715,000","-20,258,000","-26,027,000","-11,451,000","-10,979,000","-15,934,000","-3,813,000","-996,000","-2,916,000","-4,166,000","2,214,000","-595,000","1,756,000","-4,879,000","-2,069,000","-5,621,000"
		OperatingGainsLosses,,,,,,,,,,,"1,382,000",,,,"0","0"
		DepreciationAmortizationDepletion,"47,114,000","12,904,000","12,655,000","11,151,000","10,404,000","10,174,000","9,838,000","9,400,000","9,177,000","8,851,000","8,662,000","8,219,000","8,109,000","7,987,000","7,792,000","7,525,000"
			DepreciationAndAmortization,"47,114,000","12,904,000","12,655,000","11,151,000","10,404,000","10,174,000","9,838,000","9,400,000","9,177,000","8,851,000","8,662,000","8,219,000","8,109,000","7,987,000","7,792,000","7,525,000"
		DeferredTax,"-16,546,000","-286,000","-3,547,000","-8,635,000","-4,078,000","-3,546,000","-3,497,000","-6,111,000","-3,230,000","-2,050,000","-2,469,000","-5,439,000","-201,000","-1,270,000","4,828,000","-1,173,000"
			DeferredIncomeTax,"-16,546,000","-286,000","-3,547,000","-8,635,000","-4,078,000","-3,546,000","-3,497,000","-6,111,000","-3,230,000","-2,050,000","-2,469,000","-5,439,000","-201,000","-1,270,000","4,828,000","-1,173,000"
		StockBasedCompensation,"46,989,000","8,128,000","9,419,000","11,966,000","17,476,000","16,939,000","4,641,000","4,581,000","4,545,000","2,857,000","2,535,000","1,698,000","1,040,000","1,059,000","864,000","704,000"
		OtherNonCashItems,"12,117,000","3,481,000","3,678,000","2,682,000","2,276,000","2,239,000","2,912,000","1,451,000","1,671,000","2,379,000","2,240,000","1,775,000","1,505,000","1,748,000","2,412,000","1,179,000"
		ChangeInWorkingCapital,"-5,430,000","-7,253,000","8,595,000","-11,551,000","4,779,000","14,215,000","-7,676,000","-9,599,000","-1,488,000","5,614,000","-17,243,000","-8,398,000","-7,946,000","-844,000","-14,626,000","8,056,000"
			ChangeInReceivables,"-6,408,000","12,580,000","-19,386,000","-2,108,000","2,506,000","20,768,000","-21,182,000","9,998,000","-3,791,000","13,827,000","-36,637,000","2,174,000","-5,391,000","3,266,000","-16,464,000","9,436,000"
				ChangesInAccountReceivables,"-8,988,000","8,574,000","-21,006,000","2,463,000","981,000","16,640,000","-32,695,000","9,302,000","-4,303,000","13,030,000","-34,026,000","9,936,000","-54,000","6,098,000","-12,368,000","8,358,000"
			ChangeInPrepaidAssets,"-5,801,000","-3,891,000","1,516,000","-4,365,000","939,000","2,466,000","-462,000","-10,055,000","2,364,000","4,822,000","-2,100,000","-7,573,000","1,787,000","1,300,000","-5,298,000","-321,000"
			ChangeInPayablesAndAccruedExpense,"9,123,000","4,861,000","318,000","1,904,000","2,040,000","-354,000","-1,541,000","-3,777,000","2,299,000","3,838,000","2,656,000","4,898,000","-322,000","-1,538,000","1,597,000","1,077,000"
				ChangeInPayable,"8,825,000","5,274,000","2,624,000","-1,434,000","2,361,000","-2,013,000","1,645,000","-4,216,000","1,160,000","2,734,000","-1,360,000","1,112,000","-41,000","-335,000","187,000","-889,000"
					ChangeInAccountPayable,"8,825,000","5,274,000","2,624,000","-1,434,000","2,361,000","-2,013,000","1,645,000","-4,216,000","1,160,000","2,734,000","-1,360,000","1,112,000","-41,000","-335,000","187,000","-889,000"
				ChangeInAccruedExpense,"298,000","-413,000","-2,306,000","3,338,000","-321,000","1,659,000","-3,186,000","439,000","1,139,000","1,104,000","4,016,000","3,786,000","-281,000","-1,203,000","1,410,000","1,966,000"
			ChangeInOtherCurrentAssets,"-5,582,000","-3,707,000","360,000","-2,629,000","394,000","-820,000","36,000","-920,000","171,000","49,000","68,000","80,000","150,000","75,000","-889,000","0"
			ChangeInOtherWorkingCapital,"3,238,000","-17,096,000","25,787,000","-4,353,000","-1,100,000","-7,845,000","15,473,000","-4,845,000","-2,531,000","-16,922,000","18,770,000","-7,977,000","-4,170,000","-3,947,000","6,428,000","-2,136,000"
InvestingCashFlow,"-103,911,000","-5,721,000","-7,138,000","-46,020,000","-45,032,000","-4,927,000","-32,077,000","-3,371,000","-3,776,000","-9,096,000","-7,679,000","-5,255,000","-3,390,000","-3,432,000","-2,852,000","-2,243,000"
	CashFlowFromContinuingInvestingActivities,"-103,911,000","-5,721,000","-7,138,000","-46,020,000","-45,032,000","-4,927,000","-32,077,000","-3,371,000","-3,776,000","-9,096,000","-7,679,000","-5,255,000","-3,390,000","-3,432,000","-2,852,000","-2,243,000"
		CapitalExpenditureReported,"-19,931,000","-4,908,000","-5,265,000","-5,150,000","-4,608,000","-3,974,000","-3,431,000","-3,075,000","-3,450,000","-3,299,000","-3,200,000","-2,768,000","-2,488,000","-2,004,000","-1,996,000","-1,524,000"
		NetPPEPurchaseAndSale,"-4,009,000","-809,000","-2,097,000","-554,000","-549,000","-953,000","-879,000","-296,000","-326,000","-1,094,000","-4,179,000","-2,187,000","-902,000","-1,428,000","-1,356,000","-719,000"
			PurchaseOfPPE,"-4,009,000","-809,000","-2,097,000","-554,000","-549,000","-953,000","-879,000","-296,000","-326,000","-1,094,000","-4,179,000","-2,187,000","-902,000","-1,428,000","-1,356,000","-719,000"
		NetBusinessPurchaseAndSale,"-79,971,000","-4,000","224,000","-40,316,000","-39,875,000","0","-27,767,000","0","0","-4,703,000","0","0","0","0","0","0"
			PurchaseOfBusiness,"-79,971,000","-4,000","224,000","-40,316,000","-39,875,000","0","-27,767,000","0","0","-4,703,000","0","0","0","0","0","0"
