name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,04/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,04/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,04/30/2019,03/31/2019,12/31/2018,09/30/2018,04/30/2018,12/31/2017,09/30/2017,07/31/2017,04/30/2017,12/31/2016,07/31/2016,04/30/2016,12/31/2015,07/31/2015,04/30/2015,12/31/2014,09/30/2014,04/30/2014,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"202,903,000","9,970,000","17,202,000","70,371,000","105,360,000","-31,778,000","-31,778,000","82,884,000","25,584,000","68,952,000","129,296,000","129,296,000","40,097,000","36,175,000","90,273,000","13,433,000","13,433,000","29,062,000","38,154,000","60,296,000","-18,809,000","33,135,000","48,619,000","-10,239,000","75,627,000","45,995,000","8,389,000","88,240,000","75,102,000","48,846,000","21,770,000","53,319,000","32,361,000","19,415,000","7,161,000","31,945,000","26,015,000","20,182,000","-19,252,000","42,761,000","8,740,000","35,633,000","6,524,000","27,138,000","15,344,000","33,651,000","11,013,000","36,786,000","12,474,000","23,644,000","15,653,000","35,146,000","21,601,000","8,439,000","14,851,000","48,930,000","19,028,000","-6,003,000","9,109,000","25,635,000","11,710,000","15,130,000","7,695,000","21,497,000","9,394,000","9,722,000","10,091,000","16,852,000","13,555,000","7,210,000","23,013,000","8,584,000","14,597,000","3,282,000","1,103,000","-17,471,000","18,073,000","33,804,000","19,530,000","27,869,000","-19,968,000","20,347,000","5,960,000","18,402,000","11,568,000","13,441,000","14,870,000","16,783,445"
	CashFlowFromContinuingOperatingActivities,"202,903,000","9,970,000","17,202,000","70,371,000","105,360,000",,"-31,778,000","82,884,000","25,584,000","68,952,000","129,296,000","129,296,000","40,158,000","36,198,000","90,317,000","13,519,000","13,519,000","29,112,000","38,246,000","60,381,000","-18,720,000","33,206,000","48,648,000","-10,291,000","75,951,000","46,112,000","8,553,000","89,620,000","74,414,000","48,941,000","21,688,000","53,412,000","32,595,000","19,524,000","7,417,000","32,045,000","26,401,000","20,083,000","-19,188,000","42,553,000","8,718,000","35,741,000","6,722,000","27,306,000","16,991,000","34,012,000","11,447,000","37,372,000","13,462,000","24,377,000","16,491,000","32,490,000","23,719,000","8,703,000","16,010,000","46,297,000","16,504,000","-2,784,000","9,555,000","27,032,000","12,583,000","16,025,000","8,127,000","19,382,000","10,799,000","11,269,000","11,106,000","12,811,000","15,041,000","8,732,000","24,046,000","22,835,000","19,879,000","13,563,000","-7,723,000","-46,896,000","18,073,000","33,804,000","19,530,000","27,869,000","-19,968,000","20,347,000","5,960,000","18,402,000","11,568,000","13,441,000","14,870,000","16,783,445"
		NetIncomeFromContinuingOperations,"73,524,000","19,289,000","22,245,000","15,176,000","16,814,000",,"19,516,000","12,093,000","19,952,000","28,467,000",,"15,402,000","5,473,000","-310,000","-6,767,000","7,521,000","7,521,000","-14,027,000","17,545,000","12,435,000","34,710,000","-123,452,000","21,060,000","15,065,000","12,806,000","17,560,000","9,960,000","17,164,000","20,307,000","10,447,000","12,037,000","17,169,000","12,519,000","10,115,000","4,784,000","7,939,000","3,472,000","10,355,000","6,076,000","10,477,000","4,988,000","10,270,000","6,135,000","7,649,000","7,470,000","11,345,000","6,075,000","3,331,000","5,261,000","10,497,000","6,844,000","7,055,000","8,911,000","11,792,000","9,199,000","8,086,000","10,602,000","9,102,000","6,516,000","7,243,000","5,894,000","9,405,000","2,618,000","5,310,000","3,357,000","6,690,000","2,815,000","5,272,000","6,087,000","6,951,000","1,553,000","-1,491,000","-84,000","1,772,000","-6,117,000","67,427,000","-57,075,000","-586,000","-43,753,000","-5,026,000","54,000","9,216,000","5,603,000","3,399,000","7,303,000","8,995,000","3,745,000","5,087,942"
		OperatingGainsLosses,"2,527,000","487,000","403,000","1,384,000","253,000",,"1,423,000","7,035,000","1,199,000","-267,000",,"3,687,000","325,000","13,840,000","6,899,000","-5,977,000","-5,977,000","-789,000","1,277,000","-391,000","764,000","775,000","-154,000","375,000","1,713,000","-135,000","35,000","392,000","84,000","-174,000","5,609,000","-5,766,000","1,378,000","227,000","37,000","2,581,000","2,769,000","400,000","-52,000","790,000","2,165,000","162,000","301,000","381,000","1,401,000","922,000","828,000","910,000","964,000","837,000","800,000","1,651,000","41,000","-9,000","-19,000","-9,000",,,"-3,000","-509,000","-7,000","186,000","75,000","-2,413,000","1,095,000","798,000","1,062,000","-1,555,000","-685,000","-245,000","1,733,000","14,966,000","11,201,000","9,517,000","-6,178,000","-68,574,000","69,180,000","-2,758,000","48,876,000","203,000","-3,360,000","-1,020,000","462,000","463,000","1,954,000","-3,240,000","24,000",
			GainLossOnInvestmentSecurities,"1,986,000","673,000","480,000","403,000","430,000",,"645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"542,000","-109,000","-184,000","932,000","-97,000",,"960,000","559,000","1,164,000","276,000",,"-224,000","135,000","13,296,000","6,837,000","948,000","948,000","-789,000","1,277,000","-391,000","351,000","775,000","-154,000","375,000","1,466,000","-135,000","35,000","-779,000","84,000","-174,000","5,609,000","-5,766,000","1,378,000","227,000","37,000","-181,000","484,000","400,000","-52,000","1,189,000","2,165,000","162,000","301,000","281,000","1,401,000","922,000","897,000","772,000","964,000","837,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"93,093,000","28,473,000","21,451,000","21,763,000","21,406,000",,"28,091,000","20,892,000","20,858,000","20,097,000",,"28,029,000","21,009,000","21,092,000","21,864,000","27,401,000","26,632,000","19,733,000","19,580,000","25,569,000","18,024,000","20,004,000","20,512,000","25,850,000","18,747,000","18,145,000","23,895,000","18,953,000","19,746,000","26,168,000","20,432,000","20,341,000","27,976,000","9,506,000","9,424,000","9,420,000","11,870,000","8,549,000","9,015,000","8,595,000","11,408,000","8,405,000","8,359,000","8,229,000","11,094,000","8,086,000","7,864,000","7,987,000","10,676,000","8,146,000","8,086,000","7,738,000","8,662,000","6,553,000","5,966,000","5,507,000","7,994,000","5,757,000","5,163,000","5,441,000","6,422,000","5,096,000","5,194,000","4,702,000","6,536,000","4,936,000","5,218,000","4,955,000","6,781,000","5,167,000","5,679,000","6,348,000","8,677,000","6,654,000","6,754,000","-3,974,000","13,501,000","10,367,000","10,368,000","12,155,000","13,971,000","11,437,000","10,988,000","10,746,000","12,805,000","8,556,000","7,338,000","6,252,448"
			DepreciationAndAmortization,"93,093,000","28,473,000","21,451,000","21,763,000","21,406,000",,"28,091,000","20,892,000","20,858,000","20,097,000",,"28,029,000","21,009,000","21,092,000","21,864,000","27,401,000","26,632,000","19,733,000","19,580,000","25,569,000","18,024,000","20,004,000","20,512,000","25,850,000","18,747,000","18,145,000","23,895,000","18,953,000","19,746,000","26,168,000","20,432,000","20,341,000","27,976,000","9,506,000","9,424,000","9,420,000","11,870,000","8,549,000","9,015,000","8,595,000","11,408,000","8,405,000","8,359,000","8,229,000","11,094,000","8,086,000","7,864,000","7,987,000","10,676,000","8,146,000","8,086,000","7,738,000","8,662,000","6,553,000","5,966,000","5,507,000","7,994,000","5,757,000","5,163,000","5,441,000","6,422,000","5,096,000","5,194,000","4,702,000","6,536,000","4,936,000","5,218,000","4,955,000","6,781,000","5,167,000","5,679,000","6,348,000","8,677,000","6,654,000","6,754,000","-3,974,000","13,501,000","10,367,000","10,368,000","12,155,000","13,971,000","11,437,000","10,988,000","10,746,000","12,805,000","8,556,000","7,338,000","6,252,448"
		DeferredTax,"17,340,000","10,704,000","9,633,000","-744,000","-2,253,000",,"10,967,000","4,541,000","16,000","-5,168,000",,"3,068,000","-525,000","-4,244,000","-1,887,000","4,396,000","4,396,000","-2,177,000","2,507,000","7,322,000","-17,664,000","-76,822,000","4,846,000","9,719,000","7,476,000","1,936,000","2,816,000","-2,103,000","-1,795,000","4,023,000","-103,000","-542,000","2,766,000","-907,000","1,230,000","-8,208,000","-2,356,000","2,581,000","3,862,000","4,345,000","1,745,000","7,195,000","4,576,000","3,291,000","7,804,000","3,627,000","4,933,000","1,035,000","4,072,000","3,336,000","3,587,000","-535,000","11,524,000","3,128,000","4,026,000","4,252,000","1,462,000","8,696,000","3,817,000","3,947,000","2,611,000","4,871,000","1,345,000","3,012,000","1,879,000","3,590,000","1,196,000","1,530,000","2,337,000","3,725,000","834,000","882,000","-3,124,000","-959,000","-1,000","-1,997,000","-25,887,000","-1,686,000","-4,560,000","2,972,000","1,368,000","-128,000","-407,000","2,982,000",,,"-307,000","2,971,388"
			DeferredIncomeTax,"17,340,000","10,704,000","9,633,000","-744,000","-2,253,000",,"10,967,000","4,541,000","16,000","-5,168,000",,"3,068,000","-525,000","-4,244,000","-1,887,000","4,396,000","4,396,000","-2,177,000","2,507,000","7,322,000","-17,664,000","-76,822,000","4,846,000","9,719,000","7,476,000","1,936,000","2,816,000","-2,103,000","-1,795,000","4,023,000","-103,000","-542,000","2,766,000","-907,000","1,230,000","-8,208,000","-2,356,000","2,581,000","3,862,000","4,345,000","1,745,000","7,195,000","4,576,000","3,291,000","7,804,000","3,627,000","4,933,000","1,035,000","4,072,000","3,336,000","3,587,000","-535,000","11,524,000","3,128,000","4,026,000","4,252,000","1,462,000","8,696,000","3,817,000","3,947,000","2,611,000","4,871,000","1,345,000","3,012,000","1,879,000","3,590,000","1,196,000","1,530,000","2,337,000","3,725,000","834,000","882,000","-3,124,000","-959,000","-1,000","-1,997,000","-25,887,000","-1,686,000","-4,560,000","2,972,000","1,368,000","-128,000","-407,000","2,982,000",,,"-307,000","2,971,388"
