name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
TotalAssets,"16,199,500,000","16,047,200,000","16,215,000,000","16,277,800,000","16,478,800,000","16,576,100,000","16,770,900,000","17,028,100,000","17,426,100,000","17,588,600,000","17,858,500,000","18,246,400,000","18,350,000,000","18,155,700,000","18,667,100,000","19,248,800,000","8,257,200,000","8,123,793,000","8,055,198,000","7,887,891,000","7,686,881,000","7,144,581,000","7,074,396,000","7,358,756,000","5,567,515,000","5,446,553,000","5,786,309,000","4,856,985,000","4,780,713,000","4,628,917,000","4,610,627,000","4,501,743,000","4,067,630,000","4,003,108,000","3,965,151,000","3,883,575,000","3,851,405,000","3,843,524,000","3,888,376,000","3,144,840,000","3,083,776,000","3,021,151,000","3,033,749,000","3,029,299,000","2,968,058,000","2,828,726,000","2,808,370,000","2,693,269,000","2,516,313,000","2,443,607,000","2,418,285,000","2,386,409,000","2,421,439,000","2,447,143,000","2,516,984,000","2,543,438,000","2,512,307,000","2,616,748,000","2,248,679,000","2,362,342,000","2,269,541,000","2,278,460,000","2,291,260,000","2,294,691,000","2,350,596,000","2,006,470,000","1,958,095,000","1,892,059,000","1,817,554,000","1,785,313,000","1,698,328,000","1,644,709,000","1,622,143,000","1,581,538,000","1,492,291,000","1,432,395,000","1,428,275,000","1,410,453,000","1,345,983,000","1,334,709,000","1,275,600,000","1,220,547,000","1,177,374,000","1,142,068,000","1,161,349,000","1,059,780,000","973,809,000","891,823,000","812,411,000","632,131,000","563,647,000","523,559,000","505,230,000","510,788,000","529,901,000","519,541,000","524,743,000","518,514,000","508,109,000","474,694,000","428,092,000","385,896,000","376,302,000","366,408,000","358,200,000","334,900,000","298,800,000","271,800,000","249,500,000","224,400,000","184,200,000","173,900,000","151,400,000","134,500,000","90,100,000","76,400,000"
	CurrentAssets,"2,452,600,000","2,200,500,000","2,149,100,000","2,157,100,000","2,145,200,000","2,152,500,000","2,122,100,000","2,135,000,000","2,217,200,000","2,104,000,000","2,177,800,000","2,278,500,000","2,214,800,000","1,877,600,000","2,176,200,000","2,818,400,000","3,356,300,000","2,253,441,000","2,443,422,000","2,298,762,000","2,305,040,000","1,676,750,000","1,490,735,000","1,672,988,000","3,096,713,000","1,632,721,000","2,778,887,000","2,255,614,000","2,664,617,000","1,783,479,000","1,978,965,000","2,450,351,000","1,969,399,000","1,969,028,000","1,820,906,000","1,615,697,000","2,236,370,000","2,296,583,000","2,289,278,000","2,229,298,000","2,015,861,000","1,830,080,000","1,933,376,000","2,095,687,000","1,774,983,000","1,738,444,000","1,917,305,000","1,847,882,000","1,610,969,000","1,442,737,000","1,727,456,000","1,761,141,000","1,742,789,000","1,740,932,000","1,486,560,000","1,431,335,000","1,717,730,000","1,797,222,000","1,242,511,000","1,084,086,000","1,084,737,000","1,066,544,000","948,901,000","1,105,969,000","1,118,829,000","1,302,186,000","1,245,219,000","1,162,610,000","1,075,348,000","1,082,671,000","986,257,000","921,835,000","883,945,000","838,741,000","739,721,000","661,858,000","609,109,000","586,876,000","515,720,000","572,955,000","549,176,000","478,629,000","412,880,000","367,812,000","371,559,000","282,941,000","313,267,000","362,286,000","364,813,000","237,915,000","218,679,000","214,540,000","203,415,000","200,048,000","208,056,000","193,232,000","194,589,000","195,744,000","216,091,000","217,805,000","189,536,000","155,152,000","149,216,000","149,357,000","156,400,000","155,100,000","151,200,000","148,300,000","137,600,000","122,800,000","97,500,000","103,400,000","97,000,000","89,700,000","65,200,000","58,200,000"
		CashCashEquivalentsAndShortTermInvestments,"319,400,000","315,500,000","255,300,000","279,700,000","282,000,000","372,700,000","370,300,000","380,200,000","403,000,000","402,300,000","405,100,000","437,100,000","430,900,000","436,200,000","464,200,000","649,700,000","2,196,600,000","1,099,593,000","1,314,604,000","1,230,246,000","1,302,772,000","669,643,000","490,836,000","601,792,000","2,446,035,000","1,007,900,000","2,001,544,000","1,532,550,000","1,958,869,000","1,122,458,000","1,283,109,000","1,759,861,000","1,344,785,000","1,307,402,000","1,151,911,000","961,875,000","1,578,597,000","1,622,303,000","1,553,410,000","1,661,761,000","1,459,009,000","1,302,273,000","1,415,438,000","1,517,752,000","1,243,496,000",,,"1,315,816,000","1,214,323,000","1,077,974,000","1,363,994,000","1,407,435,000","1,389,945,000","1,397,611,000","1,108,415,000","1,039,163,000","1,324,790,000","1,438,016,000","833,306,000","721,572,000","750,477,000","728,552,000","612,015,000","753,789,000","764,764,000","992,350,000","902,490,000","815,039,000","734,604,000","695,789,000","605,860,000","538,864,000","474,550,000","450,440,000","350,877,000","272,602,000","216,511,000","198,231,000","141,328,000","284,045,000","280,647,000","245,395,000","171,143,000","138,419,000","129,909,000","78,802,000","117,088,000","167,215,000","188,112,000","68,492,000","43,943,000","44,220,000","30,826,000","24,961,000","27,795,000","23,908,000","32,188,000","41,844,000","60,243,000","67,645,000","42,999,000","21,991,000","19,522,000","22,573,000","31,100,000","29,600,000","30,300,000","36,400,000","32,600,000","28,400,000","11,600,000","21,000,000","24,400,000","41,500,000","24,000,000","20,500,000"
			CashAndCashEquivalents,"317,400,000","313,500,000","253,300,000","277,700,000","280,000,000","370,700,000","368,300,000","378,200,000","401,000,000","397,100,000","401,800,000","434,000,000","428,600,000","432,200,000","459,700,000","635,200,000","901,300,000","672,079,000","826,407,000","773,036,000","908,684,000","663,938,000","489,988,000","600,526,000","2,092,751,000","331,451,000","539,078,000","563,547,000","607,815,000","456,339,000","481,439,000","617,770,000","466,603,000","375,100,000","344,202,000","403,231,000","528,334,000","465,293,000","436,735,000","779,848,000","635,755,000","605,725,000","675,129,000","651,383,000","703,924,000",,,"523,474,000","492,130,000","361,291,000","541,045,000","576,979,000","446,329,000","391,194,000","311,738,000","685,575,000","487,736,000","831,005,000","174,225,000","168,003,000","167,477,000","153,277,000","132,569,000","136,656,000","565,273,000","157,452,000","110,080,000","141,372,000","68,730,000","76,183,000","75,225,000","86,886,000","105,334,000","58,174,000","44,462,000","47,649,000","53,909,000","198,231,000","141,328,000","284,045,000","280,647,000","245,395,000","171,143,000","138,419,000","129,909,000","78,802,000","117,088,000","167,215,000","188,112,000","68,492,000","43,943,000","44,220,000","30,826,000","24,961,000","27,795,000","23,908,000","32,188,000","41,844,000","60,243,000","67,645,000","42,999,000","21,991,000","19,522,000","22,573,000","31,100,000","29,600,000","30,300,000","36,400,000","32,600,000","28,400,000","11,600,000","21,000,000","24,400,000","41,500,000","24,000,000","20,500,000"
			OtherShortTermInvestments,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","5,200,000","3,300,000","3,100,000","2,300,000","4,000,000","4,500,000","14,500,000","1,295,300,000","427,514,000","488,197,000","457,210,000","394,088,000","5,705,000","848,000","1,266,000","353,284,000","676,449,000","1,462,466,000","969,003,000","1,351,054,000","666,119,000","801,670,000","1,142,091,000","878,182,000","932,302,000","807,709,000","558,644,000","1,050,263,000","1,157,010,000","1,116,675,000","881,913,000","823,254,000","696,548,000","740,309,000","866,369,000","539,572,000",,,"792,342,000","722,193,000","716,683,000","822,949,000","830,456,000","943,616,000","1,006,417,000","796,677,000","353,588,000","837,054,000","607,011,000","659,081,000","553,569,000","583,000,000","575,275,000","479,446,000","617,133,000","199,491,000","834,898,000","792,410,000","673,667,000","665,874,000","619,606,000","530,635,000","451,978,000","369,216,000","392,266,000","306,415,000","224,953,000","162,602,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,072,600,000","930,100,000","985,600,000","1,000,700,000","997,700,000","893,800,000","903,700,000","894,300,000","934,000,000","807,500,000","848,600,000","936,800,000","880,600,000","544,800,000","668,800,000","789,400,000","563,700,000","553,135,000","545,416,000","528,954,000","478,373,000","475,093,000","451,042,000","435,511,000","290,183,000","248,006,000","281,063,000","277,033,000","273,937,000","242,595,000","287,473,000","286,699,000","242,405,000","224,273,000","230,493,000","232,262,000","229,955,000","177,502,000","230,457,000","174,685,000","170,201,000","149,277,000","142,409,000","196,254,000","181,202,000","187,267,000","202,754,000","193,499,000","137,806,000","113,763,000","106,651,000","98,044,000","88,525,000","78,557,000","120,888,000","135,753,000","138,319,000","114,396,000","125,912,000","127,320,000","124,559,000","120,085,000","123,112,000","137,196,000","139,361,000","111,975,000","120,500,000","130,614,000","113,088,000","105,453,000","120,702,000","112,519,000","109,231,000","92,173,000","90,785,000","88,168,000","95,387,000","93,375,000","89,919,000","83,710,000","80,747,000","64,500,000","69,977,000","67,383,000","76,543,000","77,366,000","84,736,000","90,050,000","75,911,000","70,342,000","69,673,000","66,105,000","62,545,000","56,206,000","63,925,000","57,993,000","56,320,000","62,053,000","65,708,000","62,587,000","61,102,000","51,964,000","48,506,000","45,352,000","47,200,000","53,000,000","46,200,000","42,100,000","37,900,000","51,200,000","45,000,000","47,900,000","44,600,000","22,700,000","17,800,000","16,500,000"
			AccountsReceivable,"1,069,500,000","922,300,000","979,300,000","994,100,000","991,600,000","887,900,000","897,400,000","888,600,000","924,100,000","799,300,000","844,000,000","932,100,000","875,800,000","539,300,000","664,600,000","782,600,000","557,800,000","547,572,000","539,569,000","525,101,000","473,238,000","472,871,000","449,495,000","433,766,000","289,013,000","246,434,000","280,257,000","276,087,000","269,844,000","242,437,000","288,091,000","287,415,000","243,383,000","224,832,000","231,208,000","232,494,000","230,469,000","177,499,000","230,457,000","174,685,000","170,201,000","149,277,000","142,409,000","196,254,000","181,202,000","187,267,000","202,754,000","193,499,000","137,806,000","113,763,000","106,651,000","98,044,000","88,525,000","78,557,000","120,888,000","135,753,000","138,319,000","114,396,000","125,912,000","127,320,000","124,559,000","120,085,000","123,112,000","137,196,000","139,361,000","111,975,000","120,500,000","130,614,000","113,088,000","105,453,000","120,702,000","112,519,000","109,231,000","92,173,000","90,785,000","88,168,000","95,387,000","93,375,000","89,919,000","83,710,000","80,747,000","64,500,000","69,977,000","67,383,000","76,543,000","77,366,000","84,736,000","90,050,000","75,911,000","70,342,000","69,673,000","66,105,000","62,545,000","56,206,000","63,925,000","57,993,000","56,320,000","62,053,000","65,708,000","62,587,000","61,102,000","51,964,000","48,506,000","45,352,000",,,,,,,,,,,,
				GrossAccountsReceivable,,"936,100,000","991,200,000","1,005,700,000","1,002,900,000","899,000,000","907,900,000","898,200,000","938,900,000","810,800,000","851,900,000","939,800,000","882,600,000","546,800,000","670,900,000","791,500,000","565,900,000","555,254,000","547,559,000","531,092,000","480,457,000","477,478,000","453,426,000","437,901,000","292,723,000","250,576,000","283,738,000","279,622,000","276,558,000","245,506,000","290,410,000","289,715,000","245,323,000","226,934,000","233,202,000","234,992,000","232,719,000","180,345,000","233,679,000","177,274,000","172,803,000","151,948,000","145,155,000","199,047,000","184,040,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-6,000,000","-5,600,000","-5,000,000","-5,200,000","-5,200,000","-4,200,000","-3,900,000","-4,900,000","-3,300,000","-3,300,000","-3,000,000","-2,000,000","-2,000,000","-2,100,000","-2,100,000","-2,200,000","-2,119,000","-2,143,000","-2,138,000","-2,084,000","-2,385,000","-2,384,000","-2,390,000","-2,540,000","-2,570,000","-2,675,000","-2,589,000","-2,621,000","-2,911,000","-2,937,000","-3,016,000","-2,918,000","-2,661,000","-2,709,000","-2,730,000","-2,764,000","-2,843,000","-3,222,000","-2,589,000","-2,602,000","-2,671,000","-2,746,000","-2,793,000","-2,838,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"9,300,000","13,800,000","11,900,000","11,600,000","11,300,000","11,100,000","10,500,000","9,600,000","14,800,000","11,500,000","7,900,000","7,700,000","6,800,000","7,500,000","6,300,000","8,900,000","8,100,000","7,682,000","7,990,000","5,991,000","7,219,000","4,607,000","3,931,000","4,135,000","3,710,000","4,142,000","3,481,000","3,535,000","6,714,000","3,069,000","2,319,000","2,300,000","1,940,000","2,102,000","1,994,000","2,498,000","2,250,000","2,846,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
