name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
OperatingCashFlow,"116,444,000","24,112,000","23,885,000","37,742,000","30,705,000","26,012,000","36,572,000","33,031,000","37,049,000","38,545,000","22,938,000","80,944,000","24,457,000","13,976,000","13,687,000","20,481,000","16,501,000","12,113,000","6,407,000","18,280,000","13,819,000","10,725,000","11,151,000","15,184,000","11,167,000","9,875,000","11,179,000","11,758,000","8,384,000","-1,371,000","2,473,000","2,441,000","994,000","-28,304,000","-13,000"
	CashFlowFromContinuingOperatingActivities,"116,444,000","24,112,000","23,885,000","37,742,000","30,705,000","26,012,000","36,572,000","33,031,000","37,049,000","38,545,000","22,938,000","80,944,000","24,457,000","13,976,000","13,687,000","20,481,000","16,501,000","12,113,000","6,407,000","18,280,000","13,819,000","10,725,000","11,151,000","15,184,000","11,167,000","9,875,000","11,179,000","11,758,000","8,384,000","-1,371,000","2,473,000","2,441,000","994,000","-28,304,000","-13,000"
		NetIncomeFromContinuingOperations,"34,340,000","8,263,000","7,781,000","9,042,000","9,254,000","7,880,000","2,626,000","4,821,000","4,163,000","1,918,000","1,611,000","603,000","6,491,000","-481,000","643,000","2,482,000","1,719,000","1,815,000","2,100,000","926,000","1,013,000","1,350,000","1,463,000","1,128,000","1,037,000","1,109,000","173,000","818,000","965,000","-8,001,000","-3,381,000","23,032,000","40,713,000","7,421,000","11,646,000"
		OperatingGainsLosses,,,"0","-777,000",,,,,,,"0","0",,,,,,,,,,,,,,,"0","0","0","4,865,000","1,535,000","-24,729,000","-40,483,000","-37,876,000","-13,555,000"
			GainLossOnInvestmentSecurities,,,"0","-777,000",,,,,,,"0","0",,,,,,,,,,,,,,,"0","0","0","4,865,000","1,535,000","-24,729,000","-40,483,000","-37,876,000","-13,555,000"
		DepreciationAmortizationDepletion,"88,937,000","23,299,000","22,631,000","21,707,000","21,300,000","21,039,000","21,676,000","22,071,000","22,127,000","22,035,000","22,163,000","21,782,000","21,452,000","20,722,000","19,216,000","13,890,000","12,349,000","12,355,000","11,976,000","12,076,000","11,356,000","10,948,000","10,541,000","10,421,000","9,363,000","9,165,000","8,659,000","7,961,000","7,863,000","4,212,000",,,"0","0",
			DepreciationAndAmortization,"88,937,000","23,299,000","22,631,000","21,707,000","21,300,000","21,039,000","21,676,000","22,071,000","22,127,000","22,035,000","22,163,000","21,782,000","21,452,000","20,722,000","19,216,000","13,890,000","12,349,000","12,355,000","11,976,000","12,076,000","11,356,000","10,948,000","10,541,000","10,421,000","9,363,000","9,165,000","8,659,000","7,961,000","7,863,000","4,212,000",,,"0","0",
				Depreciation,"93,100,000","24,159,000","23,651,000","22,765,000","22,525,000","22,325,000","23,071,000","23,522,000","23,654,000","23,556,000","23,722,000","23,299,000","22,967,000","22,451,000","21,072,000","16,109,000","14,588,000","14,634,000","14,210,000","14,141,000","13,462,000","13,060,000","12,469,000","12,237,000","11,074,000","10,863,000","10,166,000","9,344,000","9,839,000","4,212,000",,,"0","0",
				AmortizationCashFlow,"-4,163,000","-860,000","-1,020,000","-1,058,000","-1,225,000","-1,286,000","-1,395,000","-1,451,000","-1,527,000","-1,521,000","-1,559,000","-1,517,000","-1,515,000","-1,729,000","-1,856,000","-2,219,000","-2,239,000","-2,279,000","-2,234,000","-2,065,000","-2,106,000","-2,112,000","-1,928,000","-1,816,000","-1,711,000","-1,698,000","-1,507,000","-1,383,000",,,,,,,
					AmortizationOfIntangibles,"-4,163,000","-860,000","-1,020,000","-1,058,000","-1,225,000","-1,286,000","-1,395,000","-1,451,000","-1,527,000","-1,521,000","-1,559,000","-1,517,000","-1,515,000","-1,729,000","-1,856,000","-2,219,000","-2,239,000","-2,279,000","-2,234,000","-2,065,000","-2,106,000","-2,112,000","-1,928,000","-1,816,000","-1,711,000","-1,698,000","-1,507,000","-1,383,000",,,,,,,
		StockBasedCompensation,"5,345,000","1,629,000","1,350,000","1,333,000","1,033,000","1,334,000","1,037,000","1,035,000","1,021,000","1,000,000","2,764,000","714,000","697,000","734,000","732,000","731,000","712,000","864,000","748,000","748,000","740,000","727,000","741,000","742,000","723,000","699,000",,,,,,,,,
		OtherNonCashItems,"-8,325,000","-2,575,000","-1,286,000","-2,319,000","-2,145,000","-2,247,000","-2,093,000","-885,000","-733,000","-841,000","-939,000","44,000","-336,000","-719,000","-1,130,000","-942,000","-993,000","-1,569,000","-1,118,000","-600,000","-134,000","60,000","110,000","119,000","212,000","160,000","830,000","788,000","533,000","171,000",,,,"184,000",
		ChangeInWorkingCapital,"-4,365,000","-8,323,000","-6,591,000","8,756,000","1,793,000","-1,994,000","9,331,000","5,989,000","10,471,000","14,433,000","-2,661,000","57,801,000","2,398,000","-6,280,000","-5,774,000","4,320,000","2,714,000","-1,352,000","-7,609,000","5,130,000","844,000","-2,360,000","-1,704,000","2,774,000","-168,000","-1,258,000","1,517,000","2,191,000","-977,000","-2,618,000","392,000","1,949,000","-975,000","601,000","-481,000"
			ChangeInReceivables,"-8,176,000","1,235,000","-5,458,000","-2,436,000","-1,517,000","736,000","18,772,000","-19,400,000","58,000","2,321,000","-1,587,000","-2,645,000","-1,285,000","-3,321,000","-4,829,000","-3,134,000","2,464,000","427,000","-3,508,000","-1,308,000","-994,000","858,000","-2,649,000","-850,000","-141,000","-1,165,000","-777,000","414,000","-338,000","-4,498,000",,,"0","0",
				ChangesInAccountReceivables,"-8,176,000","1,235,000","-5,458,000","-2,436,000","-1,517,000","736,000","18,772,000","-19,400,000","58,000","2,321,000","-1,587,000","-2,645,000","-1,285,000","-3,321,000","-4,829,000","-3,134,000","2,464,000","427,000","-3,508,000","-1,308,000","-994,000","858,000","-2,649,000","-850,000","-141,000","-1,165,000","-777,000","414,000","-338,000","-4,498,000",,,"0","0",
			ChangeInPrepaidAssets,"-920,000","-4,728,000","1,767,000","2,697,000","-656,000","-6,931,000","593,000","-1,292,000","7,805,000","-17,336,000","533,000","-492,000","1,311,000","-4,443,000","-1,058,000","98,000","625,000","-2,613,000","40,000","66,000","207,000","-1,905,000","423,000","113,000","515,000","-964,000","-140,000","-262,000","40,000","-417,000",,,"-158,000","636,000",
