name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
OperatingCashFlow,"14,101,000,000","3,845,000,000","3,000,000,000","3,477,000,000","3,779,000,000","3,661,000,000","3,474,000,000","2,772,000,000","777,000,000","1,617,000,000","1,537,000,000","1,748,000,000","2,147,000,000","1,392,000,000","954,000,000","914,000,000","1,261,000,000","770,000,000","2,058,000,000","2,362,000,000","1,829,000,000","1,713,000,000","1,602,000,000","1,740,000,000","1,768,000,000","1,025,000,000","2,233,000,000","1,531,000,000","1,161,000,000","489,000,000","1,355,000,000","1,062,000,000","970,000,000","759,000,000","1,004,000,000","826,000,000","1,491,549,000","223,451,000","332,983,000","391,898,000","319,666,000","136,904,000","308,148,000","271,560,000","343,787,000","138,313,000","315,109,000","341,940,000","112,419,000","225,032,000","119,935,000","313,421,000","159,394,000","306,599,000","-80,417,000","196,489,000","223,969,000","107,449,000","148,856,000","173,141,000","155,737,000","111,572,000","80,073,000","85,620,000"
	CashFlowFromContinuingOperatingActivities,"14,101,000,000","3,845,000,000","3,000,000,000","3,477,000,000","3,779,000,000","3,661,000,000","3,474,000,000","2,772,000,000","777,000,000","1,617,000,000","1,537,000,000","1,748,000,000","2,147,000,000","1,392,000,000","954,000,000","914,000,000","1,261,000,000","770,000,000","2,058,000,000","2,362,000,000","1,829,000,000","1,713,000,000","1,602,000,000","1,740,000,000","1,768,000,000","1,025,000,000",,"1,531,000,000","1,161,000,000",,,,,,,,,"223,451,000","332,983,000","391,898,000","319,666,000","136,904,000","308,148,000","271,560,000","343,787,000","138,313,000","315,109,000","341,940,000","112,419,000","225,032,000","119,935,000","313,421,000","159,394,000","306,599,000","-80,417,000","196,489,000","223,969,000","107,449,000","148,856,000","173,141,000","155,737,000","111,572,000","80,073,000","85,620,000"
		NetIncomeFromContinuingOperations,"2,804,000,000","713,000,000","422,000,000","691,000,000","978,000,000","933,000,000","750,000,000","1,253,000,000","110,000,000","951,000,000","751,000,000","870,000,000","939,000,000","908,000,000","640,000,000","795,000,000","782,000,000","671,000,000","2,707,000,000","550,000,000","581,000,000","698,000,000","390,000,000","366,000,000","225,000,000","479,000,000",,"138,000,000","361,000,000",,,,,,,,,"19,396,000",,,,,,,"84,336,000","56,378,000","13,551,000","77,288,000","79,915,000","22,661,000","33,125,000","73,550,000","26,196,000","43,973,000","14,574,000","44,880,000","50,465,000","39,519,000","-47,151,000","53,108,000","58,094,000","36,352,000","-16,819,000","29,266,000"
		OperatingGainsLosses,"162,000,000","46,000,000","41,000,000","59,000,000","16,000,000","83,000,000","99,000,000","90,000,000","193,000,000","25,000,000","39,000,000","28,000,000","47,000,000","35,000,000","30,000,000","48,000,000","117,000,000","52,000,000","-163,000,000","38,000,000","79,000,000","58,000,000","46,000,000","-140,000,000","46,000,000","-584,000,000",,"25,000,000","25,000,000",,,,,,,,,"370,000","48,586,000","-50,722,000","2,537,000","1,506,000","186,000","1,431,000","11,262,000","-217,000","104,009,000","-2,319,000","2,980,000","-422,000","10,522,000","3,839,000","16,416,000","-22,707,000","23,026,000","1,822,000","2,628,000","21,000","-2,747,000","-11,352,000","2,157,000","2,091,000","-753,000","-790,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,"0","0",,"0","-168,000,000","-29,000,000","-1,000,000","-37,000,000","0","-199,000,000","0","-636,000,000",,"-1,000,000","-23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"-15,000,000",,,,"-14,000,000",,,,,,,,,,,,,,,,,"-90,000","-27,000","-37,000","-52,000","-122,000","-151,000","-168,000","-226,000","-123,000","-88,000","-129,000","-372,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"15,679,000,000","3,585,000,000","3,872,000,000","4,145,000,000","4,077,000,000","4,289,000,000","4,219,000,000","4,150,000,000","4,064,000,000","1,718,000,000","1,776,000,000","1,655,000,000","1,585,000,000","1,600,000,000","1,640,000,000","1,637,000,000","1,634,000,000","1,575,000,000","1,485,000,000","1,416,000,000","1,519,000,000","1,564,000,000","1,548,000,000","1,568,000,000","1,575,000,000","1,552,000,000",,"1,157,000,000","1,075,000,000",,,,,,,,,"173,167,000","172,167,000","163,089,000","153,350,000","152,819,000","136,307,000","139,309,000","134,524,000","128,695,000","118,826,000","113,804,000","109,301,000","107,801,000","105,759,000","98,976,000","91,375,000","81,746,000","69,500,000","67,631,000","60,888,000","57,300,000","52,206,000","45,492,000","41,124,000","39,380,000","38,841,000","36,611,000"
			DepreciationAndAmortization,"15,679,000,000","3,585,000,000","3,872,000,000","4,145,000,000","4,077,000,000","4,289,000,000","4,219,000,000","4,150,000,000","4,064,000,000","1,718,000,000","1,776,000,000","1,655,000,000","1,585,000,000","1,600,000,000","1,640,000,000","1,637,000,000","1,634,000,000","1,575,000,000","1,485,000,000","1,416,000,000","1,519,000,000","1,564,000,000","1,548,000,000","1,568,000,000","1,575,000,000","1,552,000,000",,"1,157,000,000","1,075,000,000",,,,,,,,,"173,167,000","172,167,000","163,089,000","153,350,000","152,819,000","136,307,000","139,309,000","134,524,000","128,695,000","118,826,000","113,804,000","109,301,000","107,801,000","105,759,000","98,976,000","91,375,000","81,746,000","69,500,000","67,631,000","60,888,000","57,300,000","52,206,000","45,492,000","41,124,000","39,380,000","38,841,000","36,611,000"
		DeferredTax,"171,000,000","185,000,000","-213,000,000","-27,000,000","226,000,000","211,000,000","79,000,000","335,000,000","98,000,000","310,000,000","242,000,000","294,000,000","267,000,000","288,000,000","218,000,000","284,000,000","272,000,000","206,000,000","-1,999,000,000","347,000,000","345,000,000","-97,000,000","291,000,000","219,000,000","140,000,000","264,000,000",,"134,000,000","-2,000,000",,,,,,,,,"11,505,000","25,565,000","84,006,000","92,880,000","14,357,000","55,327,000","37,895,000","49,138,000","32,257,000","1,373,000","48,405,000","51,523,000","14,177,000","25,091,000","40,072,000","18,061,000","26,937,000","30,863,000","33,690,000","34,246,000","25,548,000","23,267,000","33,099,000","38,547,000","23,611,000","-9,451,000","15,296,000"
			DeferredIncomeTax,"171,000,000","185,000,000","-213,000,000","-27,000,000","226,000,000","211,000,000","79,000,000","335,000,000","98,000,000","310,000,000","242,000,000","294,000,000","267,000,000","288,000,000","218,000,000","284,000,000","272,000,000","206,000,000","-1,999,000,000","347,000,000","345,000,000","-97,000,000","291,000,000","219,000,000","140,000,000","264,000,000",,"134,000,000","-2,000,000",,,,,,,,,"11,505,000","25,565,000","84,006,000","92,880,000","14,357,000","55,327,000","37,895,000","49,138,000","32,257,000","1,373,000","48,405,000","51,523,000","14,177,000","25,091,000","40,072,000","18,061,000","26,937,000","30,863,000","33,690,000","34,246,000","25,548,000","23,267,000","33,099,000","38,547,000","23,611,000","-9,451,000","15,296,000"
