name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"1,423,295,000","1,488,355,000","1,531,969,000","690,878,347","497,254,000"
	CurrentAssets,"1,242,605,000","1,318,542,000","1,382,494,000","832,470","451,183,000"
		CashCashEquivalentsAndShortTermInvestments,"1,220,828,000","1,298,811,000","1,362,487,000","479,196","445,924,000"
			CashAndCashEquivalents,"417,116,000","955,563,000","1,016,496,000","479,196","77,337,000"
				CashFinancial,,,,"479,196",
			OtherShortTermInvestments,"803,712,000","343,248,000","345,991,000",,"368,587,000"
		Receivables,"2,722,000","2,315,000","2,419,000",,"2,227,000"
			OtherReceivables,"2,722,000","2,315,000","2,419,000",,"2,227,000"
		PrepaidAssets,"17,872,000","16,780,000","15,607,000","353,274","2,827,000"
		OtherCurrentAssets,"1,183,000","636,000","1,981,000",,"205,000"
	TotalNonCurrentAssets,"180,690,000","169,813,000","149,475,000","690,045,877","46,071,000"
		NetPPE,"57,920,000","53,155,000","43,977,000",,"34,126,000"
			GrossPPE,"88,040,000","79,238,000","66,651,000",,"48,261,000"
				BuildingsAndImprovements,"4,464,000",,,,
				MachineryFurnitureEquipment,"10,241,000","8,729,000","8,069,000",,"6,087,000"
				OtherProperties,"59,059,000","53,553,000","44,510,000",,"32,498,000"
				ConstructionInProgress,"2,636,000","6,394,000","4,296,000",,"3,741,000"
				Leases,"10,058,000","9,364,000","8,636,000",,"5,724,000"
			AccumulatedDepreciation,"-30,120,000","-26,083,000","-22,674,000",,"-14,135,000"
		GoodwillAndOtherIntangibleAssets,"25,286,000","25,269,000","18,698,000",,"0"
			Goodwill,"10,757,000","10,757,000","4,880,000",,"0"
			OtherIntangibleAssets,"14,529,000","14,512,000","13,818,000",,
		InvestmentsAndAdvances,"27,006,000","20,306,000","20,177,000",,"10,990,000"
			LongTermEquityInvestment,"27,006,000","20,306,000","20,177,000",,"10,990,000"
				InvestmentsInOtherVenturesUnderEquityMethod,,,"20,177,000",,
		NonCurrentPrepaidAssets,"8,001,000","10,511,000","10,597,000",,"0"
		OtherNonCurrentAssets,"62,477,000","60,572,000","56,026,000","690,045,877","955,000"
TotalLiabilitiesNetMinorityInterest,"158,861,000","171,596,000","227,298,000","81,820,518","780,422,000"
	CurrentLiabilities,"18,163,000","13,848,000","7,603,000","1,116,487","8,005,000"
		PayablesAndAccruedExpenses,"18,163,000","12,428,000","5,976,000","623,954","6,674,000"
			Payables,"2,665,000","3,637,000","3,558,000","240,888","4,928,000"
				AccountsPayable,"2,665,000","3,637,000","3,558,000","240,888","4,928,000"
			CurrentAccruedExpenses,"15,498,000","8,791,000","2,418,000","383,066","1,746,000"
		CurrentDebtAndCapitalLeaseObligation,,"1,036,000","1,265,000","492,533","1,036,000"
			CurrentDebt,,"265,000","259,000","492,533","244,000"
				CurrentNotesPayable,,,,"492,533",
				OtherCurrentBorrowings,,"265,000","259,000",,"244,000"
			CurrentCapitalLeaseObligation,,"771,000","1,006,000",,"792,000"
		CurrentDeferredLiabilities,,"384,000","362,000",,"295,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"140,698,000","157,748,000","219,695,000","80,704,031","772,417,000"
		LongTermDebtAndCapitalLeaseObligation,,"1,354,000","1,491,000",,"1,607,000"
			LongTermDebt,,"682,000","750,000",,"946,000"
			LongTermCapitalLeaseObligation,,"672,000","741,000",,"661,000"
		NonCurrentDeferredLiabilities,,"937,000","1,044,000","24,389,161","1,321,000"
		DerivativeProductLiabilities,"47,493,000","44,902,000","64,765,000","56,314,870","0"
		PreferredSecuritiesOutsideStockEquity,,,,,"768,312,000"
		OtherNonCurrentLiabilities,"93,205,000","110,555,000","152,395,000",,"1,177,000"
TotalEquityGrossMinorityInterest,"1,264,434,000","1,316,759,000","1,304,671,000","609,057,829","-283,168,000"
	StockholdersEquity,"1,264,434,000","1,316,759,000","1,304,671,000","609,057,829","-283,168,000"
		CapitalStock,"60,000","60,000","60,000","604,060,404","0"
			PreferredStock,"0","0",,"0","0"
			CommonStock,"60,000","60,000","60,000","604,060,404","0"
		AdditionalPaidInCapital,"1,805,983,000","1,793,431,000","1,786,118,000","27,466,918","12,591,000"
		RetainedEarnings,"-538,929,000","-476,610,000","-481,655,000","-22,469,493","-296,286,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,680,000","-122,000","148,000",,"527,000"
TotalCapitalization,"1,264,434,000","1,317,441,000","1,305,421,000","609,057,829","-282,222,000"
CommonStockEquity,"1,264,434,000","1,316,759,000","1,304,671,000","609,057,829","-283,168,000"
CapitalLeaseObligations,,"1,443,000","1,747,000",,"1,453,000"
NetTangibleAssets,"1,239,148,000","1,291,490,000","1,285,973,000","609,057,829","-283,168,000"
WorkingCapital,"1,224,442,000","1,304,694,000","1,374,891,000","-284,017","443,178,000"
InvestedCapital,"1,264,434,000","1,317,706,000","1,305,680,000","609,550,362","-281,978,000"
TangibleBookValue,"1,239,148,000","1,291,490,000","1,285,973,000","609,057,829","-283,168,000"
TotalDebt,,"2,390,000","2,756,000","492,533","2,643,000"
NetDebt,,,,"13,337",
ShareIssued,"605,836,369","604,174,329","604,335,426","603,887,944","603,887,944"
OrdinarySharesNumber,"605,836,369","604,174,329","604,335,426","603,887,944","603,887,944"
