name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,08/31/2012
TotalAssets,"225,807,609","223,325,811","90,934,441","110,769,300","103,866,508","118,186,204","125,599,441","134,559,451","115,420,716","117,136,140","8,514,149","10,219,733","2,603,727","3,298,858","1,556,006","3,048,079","4,795,739","6,573,716","5,613,561","2,836,923","4,170,339","6,225,298","7,922,159","10,244,004","12,717,842","16,604,307","20,484,506","24,392,607","27,849,811","32,791,979","27,847,460","10,000","12,300","20,009","4,733","10,194","18,354"
	CurrentAssets,"225,779,316","223,297,518","90,887,166","110,700,210","103,775,602","118,073,569","125,465,492","134,404,581","115,245,164","116,940,296","8,298,356","9,984,381","2,330,300","3,031,651","1,270,158","2,737,967","4,481,058","6,241,819","5,265,132","2,474,917","3,243,511","5,295,622","6,971,532","9,298,301","11,775,410","15,655,781","20,050,353","23,967,871","27,814,363","32,756,369","27,818,443","8,750","10,900","18,459","3,033","10,194","18,354"
		CashCashEquivalentsAndShortTermInvestments,"220,649,902","211,909,606","88,087,096","109,068,485","102,703,774","117,090,922","123,138,478","134,087,839","114,916,995","116,443,342","7,849,873","9,216,554","2,053,853","2,426,751","887,494","2,238,943","4,257,626","5,939,524","4,684,567","1,710,512","2,756,608","4,714,293","6,221,659","8,500,207","11,348,760","15,127,637","19,165,437","22,469,960","26,956,404","31,419,071","27,390,821","2,626","6,166","15,290","664","7,504","8,949"
			CashAndCashEquivalents,"44,934,376","44,443,439","11,449,294","4,669,345","3,804,042","2,495,397","7,544,728","13,824,258","12,226,487","36,278,519","7,849,873","9,216,554","2,053,853","2,426,751","887,494","2,238,943","4,257,626","5,939,524","4,684,567","1,710,512","2,756,608","4,714,293","6,221,659","8,500,207","11,348,760","15,127,637","19,165,437","22,469,960","26,956,404","31,419,071","27,390,821","2,626","6,166","15,290","664","7,504","8,949"
				CashFinancial,,"44,443,439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,626","6,166","15,290","664","7,504","8,949"
			OtherShortTermInvestments,"175,715,526","167,466,167","76,637,802","104,399,140","98,899,732","114,595,525","115,593,750","120,263,581","102,690,508","80,164,823",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"65,454","86,377","84,592","82,845","81,133","152,257","77,815","76,208","82,162","73,091","71,581","247,082","68,654","67,235","65,846","72,103","63,153","61,849","211,188","342,716",,"2,350","234,250","231,900",,,,,,,,,,,,,
			AccountsReceivable,,,,,,,,,,,,,,,,,,"61,849","211,188","291,916",,"2,350","2,350",,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,"231,900","231,900",,,,,,,,,,,,,
			OtherReceivables,"65,454","86,377","84,592","82,845","81,133","152,257","77,815","76,208","82,162","73,091","71,581","247,082","68,654","67,235","65,846","72,103","63,153","61,849","211,188","342,716",,"2,350","2,350","0",,,,,,,,,,,,,
