name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalRevenue,"289,157,000","71,327,000","69,667,000","73,833,000","74,330,000","80,885,000","81,239,000","84,301,000","84,174,000","83,076,000","82,195,000","81,682,000","78,096,000","76,107,000","73,996,000","74,915,000","72,956,000","72,746,000","71,083,000","71,352,000","69,836,000","66,388,000","65,027,000","63,251,000","61,204,000","59,018,000","58,642,000","58,282,000","56,313,000","55,751,000","45,734,000","44,478,000","44,160,000","43,136,000","29,916,000","31,793,000","28,048,000","28,071,000","23,158,000","25,512,000","21,774,000","24,069,000","21,524,000","20,454,000","20,280,000","20,616,000","19,164,000","19,656,000","19,248,000","20,449,000","12,580,000","19,622,000","16,077,000","15,942,000","15,774,000","15,620,000","16,252,000","15,359,000","-53,998,000","39,081,000","39,237,000","37,993,000","38,964,000","37,211,000","26,494,000","24,868,000","38,511,000","41,498,000","39,299,000","38,074,000","41,934,000","38,308,000","37,887,000","39,597,000","44,351,000","42,501,000","41,098,000","43,163,000","39,697,000","47,820,000","44,332,000","40,405,000","38,248,000","34,112,000","33,438,000","20,179,000","36,500,000","34,992,000","37,999,000","38,023,000","42,058,000","31,600,000","27,500,000","30,000,000","24,592,000","25,800,000","25,900,000","26,100,000","28,179,000","28,400,000","27,200,000","26,400,000","26,929,000","25,300,000","23,900,000","23,400,000","21,900,000","22,800,000","21,100,000","22,100,000","21,800,000","18,100,000","16,200,000","14,900,000","13,500,000","12,500,000","12,400,000","11,100,000","10,200,000","9,800,000","9,700,000","9,700,000","2,000,000","2,000,000","2,000,000","1,900,000"
	OperatingRevenue,"289,157,000","71,327,000","69,667,000","73,833,000","74,330,000","80,885,000","81,239,000","84,301,000","84,174,000","83,076,000","82,195,000","81,682,000","78,096,000","76,107,000","73,996,000","74,915,000","72,956,000","72,746,000","71,083,000","71,352,000","69,836,000","66,388,000","65,027,000","63,251,000","61,204,000","59,018,000","58,642,000","58,282,000","56,313,000","55,751,000","45,734,000","44,478,000","44,160,000","43,136,000","29,916,000","31,793,000","28,048,000","28,071,000","23,158,000","25,512,000","21,774,000","24,069,000","21,524,000","20,454,000","20,280,000","20,616,000","19,164,000","19,656,000","19,248,000","20,449,000","12,580,000","19,622,000","16,077,000","15,942,000","15,774,000","15,620,000","16,252,000","15,359,000","-53,998,000","39,081,000","39,237,000","37,993,000","38,964,000","37,211,000","26,494,000","24,868,000","38,511,000","41,498,000","39,299,000","38,074,000","41,934,000","39,902,000","37,887,000","39,597,000","39,764,000","44,287,000","42,255,000","43,163,000","39,697,000","47,820,000","44,332,000","40,405,000","38,248,000","34,112,000","33,438,000","20,179,000","36,500,000","34,992,000","37,999,000","38,023,000","42,100,000","31,600,000","27,500,000","30,000,000","24,600,000","25,800,000","25,900,000","26,100,000","28,200,000","28,400,000","27,200,000","26,400,000","26,900,000","25,300,000","23,900,000","23,400,000","21,900,000","22,800,000","21,100,000","22,100,000","21,800,000","18,100,000","16,200,000","14,900,000","13,500,000","12,500,000","12,400,000","11,100,000","10,200,000","9,800,000","9,700,000","9,700,000","2,000,000","2,000,000","2,000,000","1,900,000"
CostOfRevenue,"12,515,000","3,038,000","4,119,000","3,182,000","2,175,000","2,161,000","2,463,000","4,187,000","1,450,000","1,553,000","1,593,000","1,608,000","1,506,000","1,090,000","309,000","245,000","266,000","346,000","158,000","268,000","267,000","267,000","183,000","271,000","273,000","283,000","633,000","114,000","104,000","134,000","-170,000","78,000","406,000","306,000","300,000","80,000","93,000","144,000","771,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"276,642,000","68,289,000","65,548,000","70,651,000","72,155,000","78,724,000","78,776,000","80,114,000","82,724,000","81,523,000","80,602,000","80,074,000","76,590,000","75,017,000","73,687,000","74,670,000","72,690,000","72,400,000","70,925,000","71,084,000","69,569,000","66,121,000","64,844,000","62,980,000","60,931,000","58,735,000","58,009,000","58,168,000","56,209,000","55,617,000","45,904,000","44,400,000","43,754,000","42,830,000","29,616,000","31,713,000","27,955,000","27,927,000","22,387,000","25,512,000","21,774,000","24,069,000","21,524,000","20,454,000","20,280,000","20,616,000","19,164,000","19,656,000","19,248,000","20,449,000","12,580,000","19,622,000","16,077,000","15,942,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"124,789,000","52,972,000","-315,000","46,471,000","25,659,000","29,108,000","24,597,000","23,833,000","23,894,000","26,886,000","23,429,000","22,658,000","22,866,000","23,320,000","20,800,000","21,562,000","21,048,000","21,962,000","20,476,000","20,019,000","19,763,000","20,585,000","18,651,000","17,836,000","17,212,000","17,071,000","16,932,000","15,407,000","15,697,000","17,097,000","11,754,000","11,904,000","11,806,000","12,551,000","7,942,000","7,624,000","7,265,000","7,925,000","6,194,000","8,007,000","5,346,000","6,443,000","4,648,000","4,443,000","4,575,000","7,204,000","4,687,000","4,280,000","4,007,000","7,029,000","3,141,000","3,986,000","3,827,000","3,629,000","3,979,000","2,799,000","3,160,000","3,833,000","-47,973,000","4,798,000","28,977,000","26,238,000","25,949,000","24,968,000","29,052,000","28,759,000","22,243,000","33,400,000","34,968,000","30,371,000","6,918,000","30,958,000","32,756,000","29,103,000","5,396,000","35,820,000","34,615,000","28,987,000","40,736,000","31,780,000","29,178,000","28,155,000","-2,684,000","41,869,000","50,597,000","17,616,000","29,275,000","21,826,000","17,023,000","17,127,000","122,836,000","-8,500,000","-4,400,000","-6,800,000","58,859,000","-2,400,000","-2,300,000","-2,400,000","66,310,000","-3,100,000","-2,100,000","-2,100,000","58,698,000","-2,100,000","-1,800,000","-1,800,000","1,000,000","-3,000,000","-2,800,000","-2,800,000","-3,300,000","-2,500,000","-2,200,000","-2,200,000","-2,100,000","-2,100,000","-2,200,000","-1,800,000","-1,900,000","-1,800,000","-1,700,000","-1,700,000",,,,
	SellingGeneralAndAdministration,"21,148,000","9,928,000","3,903,000","3,767,000","3,548,000","8,119,000","3,603,000","3,026,000","3,282,000","4,645,000","3,710,000","2,842,000","3,071,000","4,284,000","2,424,000","3,164,000","2,988,000","4,281,000","3,151,000","2,728,000","2,667,000","4,164,000","2,571,000","2,325,000","2,244,000","3,055,000","2,638,000","1,808,000","2,589,000","3,949,000","2,219,000","2,230,000","1,860,000","3,008,000","2,246,000","1,812,000","2,614,000","3,366,000","2,123,000","1,844,000","1,721,000","2,877,000","1,313,000","1,328,000","1,430,000","3,962,000","1,911,000","1,345,000","1,505,000","4,089,000","2,537,000","1,531,000","1,742,000","1,399,000","2,942,000","453,000","343,000","1,447,000","1,219,000","1,227,000","1,782,000","1,844,000","1,868,000","1,159,000","1,145,000","1,172,000","1,105,000","1,033,000","1,068,000","1,103,000","620,000","952,000","1,064,000","856,000","1,022,000","681,000","721,000","713,000","901,000","735,000","650,000","140,000","730,000","875,000","835,000","862,000","99,000","951,000","920,000","1,492,000","775,000","800,000","900,000","900,000","892,000","1,000,000","1,000,000","1,000,000",,,"900,000","900,000","985,000","1,000,000","900,000","900,000",,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"21,148,000","9,928,000","3,903,000","3,767,000","3,548,000","8,119,000","3,603,000","3,026,000","3,282,000","4,645,000","3,710,000","2,842,000","3,071,000","4,284,000","2,424,000","3,164,000","2,988,000","4,281,000","3,151,000","2,728,000","2,667,000","4,164,000","2,571,000","2,325,000","2,244,000","3,055,000","2,638,000","1,808,000","2,589,000","3,949,000","2,219,000","2,230,000","1,860,000","3,008,000","2,246,000","1,812,000","2,614,000","3,366,000","2,123,000","1,844,000","1,721,000","2,877,000","1,313,000","1,328,000","1,430,000","3,962,000",,,,"4,089,000",,,"1,742,000",,,,,"1,447,000","1,219,000","1,227,000","1,782,000","1,844,000","1,868,000","1,159,000","1,145,000","1,172,000","1,105,000","1,033,000","1,068,000","1,103,000","620,000","952,000","1,064,000","856,000","1,022,000","681,000","721,000","713,000","901,000","735,000","650,000","140,000","730,000","875,000","835,000","862,000","99,000","951,000","920,000","1,492,000","775,000","800,000","900,000","900,000","892,000","1,000,000","1,000,000","1,000,000",,,"900,000","900,000","985,000","1,000,000","900,000","900,000",,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,447,000","1,219,000","1,227,000","1,782,000","1,844,000","1,868,000","1,159,000","1,145,000","1,172,000","1,105,000","1,033,000","1,068,000","1,103,000","620,000","952,000","1,064,000","856,000","1,022,000","681,000","721,000","713,000","901,000","735,000","650,000","140,000","730,000","875,000","835,000","862,000","99,000","951,000","920,000","1,492,000","800,000","800,000","900,000","900,000","900,000","1,000,000","1,000,000","1,000,000",,,"900,000","900,000","1,000,000","1,000,000","900,000","900,000",,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,"1,593,000","1,608,000","1,506,000","1,090,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"21,148,000","9,928,000","3,903,000","3,767,000","3,548,000","8,119,000","3,603,000","3,026,000","3,282,000","4,645,000","3,710,000","2,842,000","3,071,000","4,284,000","2,424,000","3,164,000","2,988,000","4,281,000","3,151,000","2,728,000","2,667,000","4,164,000","2,571,000","2,325,000","2,244,000","3,055,000","2,638,000","1,808,000","2,589,000","3,949,000","2,219,000","2,230,000","1,860,000","3,008,000","2,246,000","1,812,000","2,614,000","3,366,000","2,123,000","1,844,000","1,721,000","2,877,000","1,313,000","1,328,000","1,430,000","3,962,000",,,,"4,089,000",,,"1,742,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
