name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
TotalRevenue,"1,861,522,000","413,117,000","462,941,000","509,694,000","475,770,000","343,302,000","404,667,000","447,684,000","428,020,000","315,442,000","350,249,000","414,526,000","370,597,000","284,701,000","333,285,000","381,499,000","393,756,000","284,713,000","359,371,000","376,315,000","366,121,000","278,663,000","302,395,000","332,658,000","297,504,000","252,132,000","277,409,000","328,988,000","284,963,000","223,780,000","291,529,000","284,808,000","266,251,000","189,894,000","228,812,000","252,646,000","227,044,000","159,118,000","164,743,000","164,659,000","154,042,000","116,801,000","123,596,000","134,819,000","119,807,000","95,381,000","103,870,000","132,135,000","130,794,000","97,189,000","104,639,000","138,185,000","127,892,000","108,616,000","137,829,000","178,934,000","176,803,000","144,848,000","173,005,000","210,463,000","221,237,000","191,780,000","214,179,000","256,468,000","259,974,000","221,604,000","211,515,000","221,784,000","204,798,000","153,336,000","149,802,000","163,112,000","150,291,000","122,264,000","121,319,000","134,636,000","144,089,000","117,400,000","119,089,000","135,993,000","128,775,000","111,365,000","112,750,000","130,300,000","117,423,000","150,620,000","90,410,000","99,772,000","100,325,000","95,295,000","108,400,000","117,800,000","97,200,000","80,900,000","84,400,000","91,800,000","79,800,000","65,400,000","70,500,000","83,400,000","78,000,000","53,700,000","59,100,000","65,500,000","61,100,000","44,700,000","55,700,000","67,000,000","55,100,000","43,000,000","45,600,000","55,400,000","50,400,000","36,000,000","43,600,000","43,600,000","43,600,000"
	OperatingRevenue,"1,861,522,000","413,117,000","462,941,000","509,694,000","475,770,000","343,302,000","404,667,000","447,684,000","428,020,000","315,442,000","350,249,000","414,526,000","370,597,000","284,701,000","333,285,000","381,499,000","393,756,000","284,713,000","359,371,000","376,315,000","366,121,000","278,663,000","302,395,000","332,658,000","297,504,000","252,132,000","277,409,000","328,988,000","284,963,000","223,780,000","291,529,000","284,808,000","266,251,000","189,894,000","228,812,000","252,646,000","227,044,000","159,118,000","164,743,000","164,659,000","154,042,000","116,801,000","123,596,000","134,819,000","119,807,000","95,381,000","103,870,000","132,135,000","130,794,000","97,189,000","104,639,000","138,185,000","127,892,000","108,616,000","137,829,000","175,595,000","176,803,000","144,848,000","173,005,000","210,463,000","221,237,000","195,542,000","213,696,000","256,468,000","259,974,000","221,604,000","211,515,000","221,784,000","204,798,000","153,336,000","149,802,000","163,112,000","150,291,000","124,230,000","120,382,000","134,636,000","144,089,000","117,400,000","119,089,000","135,993,000","128,775,000","111,365,000","112,750,000","130,300,000","116,260,000","150,620,000","90,410,000","99,772,000","100,325,000","95,295,000","108,400,000","117,800,000","97,200,000","80,900,000","84,400,000","91,800,000","79,800,000","65,400,000","70,500,000","83,400,000","78,000,000","53,700,000","59,100,000","65,500,000","61,100,000","44,700,000","55,700,000","67,000,000","55,100,000","43,000,000","45,600,000","55,400,000","50,400,000","36,000,000","43,600,000","43,600,000","43,600,000"
CostOfRevenue,"1,341,908,000","313,941,000","324,355,000","354,353,000","349,259,000","273,472,000","291,288,000","324,835,000","327,041,000","251,529,000","262,735,000","310,020,000","295,268,000","228,119,000","252,864,000","283,568,000","302,122,000","223,336,000","264,805,000","279,561,000","280,062,000","217,163,000","215,015,000","241,448,000","225,549,000","194,771,000","208,544,000","284,694,000","223,866,000","180,258,000","212,380,000","209,747,000","209,850,000","160,366,000","178,964,000","193,167,000","180,440,000","142,520,000","133,482,000","132,170,000","131,145,000","101,885,000","111,125,000","126,102,000","112,434,000","97,624,000","96,030,000","118,586,000","114,363,000","98,981,000","96,217,000","115,308,000","108,074,000","95,244,000","117,149,000","152,500,000","161,711,000","137,149,000","140,794,000","159,369,000","162,009,000","139,143,000","153,761,000","162,028,000","170,173,000","155,778,000","153,138,000","157,481,000","155,705,000","116,140,000","116,053,000","122,334,000","116,362,000","98,715,000","98,306,000","109,769,000","119,750,000","99,935,000","91,921,000","107,886,000","99,658,000","90,589,000","90,541,000","106,766,000","104,348,000","130,777,000","63,490,000","63,046,000","59,637,000","49,683,000","58,500,000","60,600,000","56,800,000","47,600,000","47,900,000","52,900,000","48,900,000","44,600,000","45,600,000","51,300,000","49,600,000","37,100,000","38,100,000","41,500,000","42,000,000","33,100,000","36,100,000","47,000,000","38,200,000","31,400,000","32,700,000","40,000,000","38,200,000",,,,
GrossProfit,"519,614,000","99,176,000","138,586,000","155,341,000","126,511,000","69,830,000","113,379,000","122,849,000","100,979,000","63,913,000","87,514,000","104,506,000","75,329,000","56,582,000","80,421,000","97,931,000","91,634,000","61,377,000","94,566,000","96,754,000","86,059,000","61,500,000","87,380,000","91,210,000","71,955,000","57,361,000","68,865,000","44,294,000","61,097,000","43,522,000","79,149,000","75,061,000","56,401,000","29,528,000","49,848,000","59,479,000","46,604,000","16,598,000","31,261,000","32,489,000","22,897,000","14,916,000","12,471,000","8,717,000","7,373,000","-2,243,000","7,840,000","13,549,000","16,431,000","-1,792,000","8,422,000","22,877,000","19,818,000","13,372,000","20,680,000","26,434,000","15,092,000","7,699,000","32,211,000","51,094,000","59,228,000","52,637,000","60,418,000","94,440,000","89,801,000","65,826,000","58,377,000","64,303,000","49,093,000","37,196,000","33,749,000","40,778,000","33,929,000","23,549,000","23,013,000","24,867,000","24,339,000","17,465,000","27,168,000","28,107,000","29,117,000","20,776,000","22,209,000","23,534,000","13,075,000","19,843,000","26,920,000","36,726,000","40,688,000","45,612,000","49,900,000","57,200,000","40,400,000","33,300,000","36,500,000","38,900,000","30,900,000","20,800,000","24,900,000","32,100,000","28,400,000","16,600,000","21,000,000","24,000,000","19,100,000","11,600,000","19,600,000","20,000,000","16,900,000","11,600,000","12,900,000","15,400,000","12,200,000",,,,
OperatingExpense,"46,801,000","13,815,000","12,851,000","10,667,000","9,468,000","9,286,000","11,327,000","11,109,000","17,789,000","16,904,000","13,794,000","13,458,000","21,254,000","10,038,000","9,408,000","9,922,000","8,003,000","11,822,000","9,883,000","8,934,000","8,922,000","5,978,000","8,737,000","8,328,000","8,758,000","10,376,000","7,141,000","8,792,000","8,556,000","5,773,000","8,883,000","6,531,000","6,363,000","6,034,000","6,396,000","5,743,000","5,011,000","7,781,000","6,491,000","5,853,000","5,686,000","6,798,000","3,873,000","4,472,000","4,118,000","4,607,000","3,942,000","4,415,000","3,703,000","3,572,000","3,170,000","4,851,000","4,293,000","2,791,000","5,140,000","4,915,000","4,055,000","4,363,000","4,300,000","5,746,000","4,347,000","5,310,000","5,622,000","5,133,000","4,279,000","5,470,000","3,835,000","3,963,000","3,102,000","2,872,000","2,810,000","2,719,000","1,879,000","3,283,000","2,053,000","2,468,000","1,468,000","1,457,000","1,415,000","1,380,000","1,402,000","1,695,000","1,294,000","1,323,000","1,174,000","10,732,000","7,248,000","5,808,000","5,774,000","5,772,000","6,600,000","5,600,000","5,300,000","5,600,000","5,500,000","4,600,000","4,900,000","5,000,000","4,800,000","4,800,000","5,000,000","5,200,000","4,300,000","4,300,000","4,000,000","3,800,000","4,000,000","4,100,000","4,300,000","4,300,000","4,200,000","4,100,000","4,300,000",,,,
	SellingGeneralAndAdministration,"46,801,000","13,815,000","12,851,000","10,667,000","9,468,000","9,286,000","11,327,000","11,109,000","17,789,000","16,904,000","13,794,000","13,458,000","21,254,000","10,038,000","9,408,000","9,922,000","8,003,000","11,822,000","9,883,000","9,821,000","9,679,000","6,109,000","9,166,000","8,832,000","9,833,000","10,534,000","8,304,000","9,364,000","8,991,000","6,924,000","9,371,000","7,414,000","7,042,000","6,102,000","6,796,000","6,060,000","5,594,000","6,976,000","6,268,000","5,919,000","5,416,000","7,154,000","3,873,000","4,472,000","4,118,000","4,607,000","3,942,000","4,415,000","3,703,000","3,572,000","3,170,000","4,851,000","4,293,000","2,791,000","5,140,000","4,915,000","4,055,000","4,363,000","4,300,000","5,746,000","4,347,000","5,310,000","5,622,000","5,133,000","4,279,000","5,470,000","3,835,000","3,963,000","3,102,000","2,872,000","2,810,000","2,719,000","1,879,000","3,283,000","2,053,000","2,468,000","1,468,000","1,457,000","1,415,000","1,380,000","1,402,000","1,695,000","1,294,000","1,323,000","1,174,000","1,171,000","1,158,000","1,180,000","1,182,000","1,183,000","1,200,000","1,200,000","1,100,000","1,400,000","1,200,000","900,000","900,000","1,000,000","900,000","900,000","900,000","1,500,000","1,100,000","700,000","700,000","600,000","600,000","600,000","600,000","600,000","600,000","500,000","600,000",,,,
		GeneralAndAdministrativeExpense,"46,801,000","13,815,000","12,851,000","10,667,000","9,468,000","9,286,000","11,327,000","11,109,000","17,789,000","16,904,000","13,794,000","13,458,000","21,254,000","10,038,000","9,408,000","9,922,000","8,003,000","11,822,000","9,883,000","9,821,000","9,679,000","6,109,000","9,166,000","8,832,000","9,833,000","10,534,000","8,304,000","9,364,000","8,991,000","6,924,000","9,371,000","7,414,000","7,042,000","6,102,000","6,796,000","6,060,000","5,594,000","6,976,000","6,268,000","5,919,000","5,416,000","6,099,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"46,801,000","13,815,000","12,851,000","10,667,000","9,468,000","9,286,000","11,327,000","11,109,000","17,789,000","16,904,000","13,794,000","13,458,000","21,254,000","10,038,000","9,408,000","9,922,000","8,003,000","11,822,000","9,883,000","9,821,000","9,679,000","6,109,000","9,166,000","8,832,000","9,833,000","10,534,000","8,304,000","9,364,000","8,991,000","6,924,000","9,371,000","7,414,000","7,042,000","6,102,000","6,796,000","6,060,000","5,594,000","6,976,000","6,268,000","5,919,000","5,416,000","6,099,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,561,000","6,090,000","4,628,000","4,592,000","4,589,000","5,400,000","4,400,000","4,200,000","4,200,000","4,300,000","3,700,000","4,000,000","4,000,000","3,900,000","3,900,000","4,100,000","3,700,000","3,200,000","3,600,000","3,300,000","3,200,000","3,400,000","3,500,000","3,700,000","3,700,000","3,600,000","3,600,000","3,700,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,561,000","6,090,000","4,628,000","4,592,000","4,589,000","5,400,000","4,400,000","4,200,000","4,200,000","4,300,000","3,700,000","4,000,000","4,000,000","3,900,000","3,900,000","4,100,000","3,700,000","3,200,000","3,600,000","3,300,000","3,200,000","3,400,000","3,500,000","3,700,000","3,700,000","3,600,000","3,600,000","3,700,000",,,,
