name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"254,167,000","68,087,000","64,716,000","61,737,000","59,627,000","55,846,000","53,279,000","47,191,000","43,259,000","45,116,000","43,501,000","39,423,000","36,804,000","35,213,000","36,084,000","32,868,000","22,990,000","20,632,000"
	OperatingRevenue,"254,167,000","68,087,000","64,716,000","61,737,000","59,627,000","55,846,000","53,279,000","47,191,000","43,259,000","45,116,000","43,501,000","39,423,000","36,804,000","35,213,000","36,084,000","32,868,000","22,990,000","20,632,000"
CostOfRevenue,"131,012,000","33,996,000","33,877,000","33,086,000","30,053,000","27,338,000","26,528,000","24,352,000","23,129,000","24,068,000","21,677,000","18,632,000","17,710,000","17,326,000","18,727,000","16,997,000","12,518,000","11,610,000"
GrossProfit,"123,155,000","34,091,000","30,839,000","28,651,000","29,574,000","28,508,000","26,751,000","22,839,000","20,130,000","21,048,000","21,824,000","20,791,000","19,094,000","17,887,000","17,357,000","15,871,000","10,472,000","9,022,000"
OperatingExpense,"266,835,000","58,438,000","75,604,000","70,900,000","61,893,000","52,825,000","65,673,000","46,297,000","35,770,000","39,153,000","35,496,000","41,527,000","28,457,000","28,981,000","30,290,000","32,366,000","29,283,000","20,878,000"
	SellingGeneralAndAdministration,"159,936,000","29,641,000","47,201,000","43,864,000","39,230,000","30,666,000","42,922,000","27,926,000","20,615,000","23,188,000","20,085,000","25,734,000","16,531,000","16,647,000","17,569,000","19,376,000","19,245,000","10,623,000"
		GeneralAndAdministrativeExpense,"79,742,000","8,823,000","25,338,000","23,056,000","22,525,000","15,015,000","28,129,000","13,297,000","8,113,000","9,701,000","8,380,000","11,013,000","6,146,000","6,174,000","5,942,000","5,605,000","7,241,000","3,902,000"
			OtherGandA,"79,742,000","8,823,000","25,338,000","23,056,000","22,525,000","15,015,000","28,129,000","13,297,000","8,113,000","9,701,000","8,380,000","11,013,000","6,146,000","6,174,000","5,942,000","5,605,000","7,241,000","3,902,000"
		SellingAndMarketingExpense,"80,194,000","20,818,000","21,863,000","20,808,000","16,705,000","15,651,000","14,793,000","14,629,000","12,502,000","13,487,000","11,705,000","14,721,000","10,385,000","10,473,000","11,627,000","13,771,000","12,004,000","6,721,000"
	ResearchAndDevelopment,"65,536,000","17,148,000","17,479,000","16,385,000","14,524,000","14,345,000","14,978,000","13,390,000","12,061,000","13,088,000","13,043,000","13,477,000","9,710,000","10,022,000","10,561,000","10,839,000","8,487,000","8,705,000"
