name,ttm
OperatingCashFlow,"42,885,081"
FinancingCashFlow,"-42,751,283"
EndCashPosition,"357,845"
	ChangesInCash,"133,798"
	EffectOfExchangeRateChanges,"495"
	BeginningCashPosition,"223,552"
IssuanceOfDebt,"185,937"
RepurchaseOfCapitalStock,"-542,457"
FreeCashFlow,"42,885,081"
