name,ttm,03/31/2022,12/31/2020
MarketCap,"762,585,846","1,046,149,036","4,835,459"
EnterpriseValue,"2,603,316,846","3,087,074,036","3,475,944,459"
PsRatio,,"1.145",
PbRatio,"1.493","2.64",
EnterprisesValueRevenueRatio,"4.533","22.034","22.545"
EnterprisesValueEBITDARatio,"18.425","24.996","254.368"
